mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	1	1a	0	0	4.0	0	0	4/4	2	1	C.I{	C	I		I	I						{	M	0	0	0, 4, 1		0	0
2	2	2	2a	4	4	2.0	0	0	4/4	2	1	V43	C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
2	2	2	2a	6	6	2.0	1/2	1/2	4/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
3	3	3	3a	8	8	2.0	0	0	4/4	2	1	IV64	C	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
3	3	3	3a	10	10	2.0	1/2	1/2	4/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
4	4	4	4a	12	12	1.0	0	0	4/4	2	1	V6	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
4	4	4	4a	13	13	1.0	1/4	1/4	4/4	2	1	V65	C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
4	4	4	4a	14	14	2.0	1/2	1/2	4/4	2	1	I}	C	I		I	I						}	M	0	0	0, 4, 1		0	0
5	5	5	5a	16	16	4.0	0	0	4/4	2	1	IV{	C	I		IV	IV						{	M	0	0	-1, 3, 0		-1	-1
6	6	6	6a	20	20	4.0	0	0	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
7	7	7	7a	24	24	3.0	0	0	4/4	2	1	ii7	C	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
7	7	7	7a	27	27	1.0	3/4	3/4	4/4	2	1	V43	C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
8	8	8	8a	28	28	4.0	0	0	4/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
9	9	9	9a	32	32	4.0	0	0	4/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
10	10	10	10a	36	36	2.0	0	0	4/4	2	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
10	10	10	10a	38	38	1.5	1/2	1/2	4/4	2	1	IV6	C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
10	10	10	10a	79/2	79/2	0.5	7/8	7/8	4/4	2	1	V65/V	C	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
11	11	11	11a	40	40	1.0	0	0	4/4	2	1	V|HC	C	I		V	V					HC		M	0	0	1, 5, 2		1	1
11	11	11	11a	41	41	1.0	1/4	1/4	4/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
11	11	11	11a	42	42	1.0	1/2	1/2	4/4	2	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
11	11	11	11a	43	43	1.0	3/4	3/4	4/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
12	12	12	12a	44	44	4.0	0	0	4/4	2	1	V}	C	I		V	V						}	M	0	0	1, 5, 2		1	1
13	13	13	13a	48	48	2.0	0	0	4/4	2	1	V.V{	C	V		V	V						{	M	0	0	1, 5, 2		1	1
13	13	13	13a	50	50	2.0	1/2	1/2	4/4	2	1	V2	C	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
14	14	14	14a	52	52	4.0	0	0	4/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
15	15	15	15a	56	56	1.0	0	0	4/4	2	1	V2(4)	C	V		V2(4)	V		2	4				Mm7	0	0	-1, 1, 0, 2		1	-1
15	15	15	15a	57	57	3.0	1/4	1/4	4/4	2	1	V43	C	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
16	16	16	16a	60	60	4.0	0	0	4/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
17	17	17	17a	64	64	1.0	0	0	4/4	2	1	V2(4)	C	V		V2(4)	V		2	4				Mm7	0	0	-1, 1, 0, 2		1	-1
17	17	17	17a	65	65	3.0	1/4	1/4	4/4	2	1	V43	C	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
18	18	18	18a	68	68	2.0	0	0	4/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
18	18	18	18a	70	70	2.0	1/2	1/2	4/4	2	1	IV	C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
19	19	19	19a	72	72	2.0	0	0	4/4	2	1	viio6	C	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
19	19	19	19a	74	74	2.0	1/2	1/2	4/4	2	1	iii	C	V		iii	iii							m	0	0	4, 1, 5		4	4
20	20	20	20a	76	76	2.0	0	0	4/4	2	1	vi6	C	V		vi6	vi		6					m	0	0	0, 4, 3		3	0
20	20	20	20a	78	78	2.0	1/2	1/2	4/4	2	1	ii	C	V		ii	ii							m	0	0	2, -1, 3		2	2
21	21	21	21a	80	80	2.0	0	0	4/4	2	1	V6	C	V		V6	V		6					M	0	0	5, 2, 1		1	5
21	21	21	21a	82	82	2.0	1/2	1/2	4/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
22	22	22	22a	84	84	8.0	0	0	4/4	2	1	ii6	C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
24	24	24	24a	92	92	4.0	0	0	4/4	2	1	V(64)	C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
