mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
28	28	28	28a	110	110	1.0	1/2	1/2	4/4	2	1	V65	C	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
28	28	28	28a	111	111	1.0	3/4	3/4	4/4	2	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
29	29	29	29a	112	112	2.0	0	0	4/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
29	29	29	29a	114	114	2.0	1/2	1/2	4/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
30	30	30	30a	116	116	2.0	0	0	4/4	2	1	IV	C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
30	30	30	30a	118	118	2.0	1/2	1/2	4/4	2	1	IV6	C	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
31	31	31	31a	120	120	4.0	0	0	4/4	2	1	ii	C	V		ii	ii							m	0	0	2, -1, 3		2	2
32	32	32	32a	124	124	8.0	0	0	4/4	2	1	V|HC}	C	V		V	V					HC	}	M	0	0	1, 5, 2		1	1
34	34	34	34a	132	132	1.0	0	0	4/4	2	1	V2	C	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
34	34	34	34a	133	133	1.0	1/4	1/4	4/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
34	34	34	34a	134	134	1.0	1/2	1/2	4/4	2	1	V2	C	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
34	34	34	34a	135	135	1.0	3/4	3/4	4/4	2	1	V64	C	V		V64	V		64					M	0	0	2, 1, 5		1	2
35	35	35	35a	136	136	2.0	0	0	4/4	2	1	I{	C	V		I	I						{	M	0	0	0, 4, 1		0	0
35	35	35	35a	138	138	2.0	1/2	1/2	4/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
36	36	36	36a	140	140	2.0	0	0	4/4	2	1	V2	C	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
36	36	36	36a	142	142	2.0	1/2	1/2	4/4	2	1	V64	C	V		V64	V		64					M	0	0	2, 1, 5		1	2
37	37	37	37a	144	144	1.0	0	0	4/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
37	37	37	37a	145	145	1.0	1/4	1/4	4/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
37	37	37	37a	146	146	1.0	1/2	1/2	4/4	2	1	V43	C	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
37	37	37	37a	147	147	1.0	3/4	3/4	4/4	2	1	V6	C	V		V6	V		6					M	0	0	5, 2, 1		1	5
38	38	38	38a	148	148	1.0	0	0	4/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
38	38	38	38a	149	149	1.0	1/4	1/4	4/4	2	1	viio6/V	C	V		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
38	38	38	38a	150	150	2.0	1/2	1/2	4/4	2	1	V|HC}	C	V		V	V					HC	}	M	0	0	1, 5, 2		1	1
39	39	39	39a	152	152	2.0	0	0	4/4	2	1	I{	C	V		I	I						{	M	0	0	0, 4, 1		0	0
39	39	39	39a	154	154	2.0	1/2	1/2	4/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
40	40	40	40a	156	156	2.0	0	0	4/4	2	1	V2	C	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
40	40	40	40a	158	158	2.0	1/2	1/2	4/4	2	1	V64	C	V		V64	V		64					M	0	0	2, 1, 5		1	2
41	41	41	41a	160	160	1.0	0	0	4/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
41	41	41	41a	161	161	1.0	1/4	1/4	4/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
41	41	41	41a	162	162	1.0	1/2	1/2	4/4	2	1	V43	C	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
41	41	41	41a	163	163	1.0	3/4	3/4	4/4	2	1	V6	C	V		V6	V		6					M	0	0	5, 2, 1		1	5
42	42	42	42a	164	164	1.0	0	0	4/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
42	42	42	42a	165	165	1.0	1/4	1/4	4/4	2	1	viio6/V	C	V		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
42	42	42	42a	166	166	1.0	1/2	1/2	4/4	2	1	V|HC}	C	V		V	V					HC	}	M	0	0	1, 5, 2		1	1
42	42	42	42a	167	167	1.0	3/4	3/4	4/4	2	1	V2	C	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
43	43	43	43a	168	168	4.0	0	0	4/4	2	1	I6{	C	V		I6	I		6				{	M	0	0	4, 1, 0		0	4
44	44	44	44a	172	172	4.0	0	0	4/4	2	1	IV	C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
45	45	45	45a	176	176	2.0	0	0	4/4	2	1	V(64)	C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
45	45	45	45a	178	178	2.0	1/2	1/2	4/4	2	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
46	46	46	46a	180	180	4.0	0	0	4/4	2	1	I6|EC	C	V		I6	I		6			EC		M	0	0	4, 1, 0		0	4
47	47	47	47a	184	184	4.0	0	0	4/4	2	1	IV	C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
48	48	48	48a	188	188	1.0	0	0	4/4	2	1	I64	C	V		I64	I		64					M	0	0	1, 0, 4		0	1
48	48	48	48a	189	189	1.0	1/4	1/4	4/4	2	1	IV6	C	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
48	48	48	48a	190	190	1.0	1/2	1/2	4/4	2	1	I64	C	V		I64	I		64					M	0	0	1, 0, 4		0	1
48	48	48	48a	191	191	1.0	3/4	3/4	4/4	2	1	IV	C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
49	49	49	49a	192	192	1.0	0	0	4/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
49	49	49	49a	193	193	1.0	1/4	1/4	4/4	2	1	IV6	C	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
49	49	49	49a	194	194	1.0	1/2	1/2	4/4	2	1	I64	C	V		I64	I		64					M	0	0	1, 0, 4		0	1
49	49	49	49a	195	195	1.0	3/4	3/4	4/4	2	1	IV	C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
50	50	50	50a	196	196	4.0	0	0	4/4	2	1	#viio65/ii	C	V		#viio65/ii	#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
51	51	51	51a	200	200	4.0	0	0	4/4	2	1	ii6	C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
52	52	52	52a	204	204	4.0	0	0	4/4	2	1	V(64)	C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
53	53	53	53a	208	208	4.0	0	0	4/4	2	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
54	54	54	54a	212	212	2.0	0	0	4/4	2	1	I|PAC}	C	V		I	I					PAC	}	M	0	0	0, 4, 1		0	0
54	54	54	54a	213	213	0.0	1/4	1/4	4/4	2	1	{	C	V									{		0	0				
54	54	54	54a	214	214	1.0	1/2	1/2	4/4	2	1	V43	C	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
54	54	54	54a	215	215	1.0	3/4	3/4	4/4	2	1	viio	C	V		viio	vii	o						o	0	0	5, 2, -1		5	5
55	55	55	55a	216	216	0.5	0	0	4/4	2	1	I(4)	C	V		I(4)	I			4				M	0	0	0, -1, 1		0	0
55	55	55	55a	433/2	433/2	0.5	1/8	1/8	4/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
55	55	55	55a	217	217	1.0	1/4	1/4	4/4	2	1	vi	C	V		vi	vi							m	0	0	3, 0, 4		3	3
55	55	55	55a	218	218	0.5	1/2	1/2	4/4	2	1	ii6(2)	C	V		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1
55	55	55	55a	437/2	437/2	0.5	5/8	5/8	4/4	2	1	ii6	C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
55	55	55	55a	219	219	1.0	3/4	3/4	4/4	2	1	V	C	V		V	V							M	0	0	1, 5, 2		1	1
56	56	56	56a	220	220	0.5	0	0	4/4	2	1	I6(2)	C	V		I6(2)	I		6	2				M	0	0	4, 1, 2		0	4
56	56	56	56a	441/2	441/2	0.5	1/8	1/8	4/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
56	56	56	56a	221	221	1.0	1/4	1/4	4/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
56	56	56	56a	222	222	1.0	1/2	1/2	4/4	2	1	ii	C	V		ii	ii							m	0	0	2, -1, 3		2	2
56	56	56	56a	223	223	1.0	3/4	3/4	4/4	2	1	viio	C	V		viio	vii	o						o	0	0	5, 2, -1		5	5
57	57	57	57a	224	224	1.0	0	0	4/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
57	57	57	57a	225	225	1.0	1/4	1/4	4/4	2	1	vi	C	V		vi	vi							m	0	0	3, 0, 4		3	3
57	57	57	57a	226	226	1.0	1/2	1/2	4/4	2	1	ii6	C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
57	57	57	57a	227	227	1.0	3/4	3/4	4/4	2	1	V	C	V		V	V							M	0	0	1, 5, 2		1	1
58	58	58	58a	228	228	4.0	0	0	4/4	2	1	I|PAC}	C	V		I	I					PAC	}	M	0	0	0, 4, 1		0	0
1	1	59	1b	232	0	8.0	0	0	4/4	2	1	C.I{	C	I		I	I						{	M	0	0	0, 4, 1		0	0
3	3	61	3b	240	8	2.0	0	0	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	3	61	3b	242	10	2.0	1/2	1/2	4/4	2	1	V65/ii	C	I		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
4	4	62	4b	244	12	2.0	0	0	4/4	2	1	V43	C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
4	4	62	4b	246	14	2.0	1/2	1/2	4/4	2	1	V6	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
5	5	63	5b	248	16	2.0	0	0	4/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
5	5	63	5b	250	18	2.0	1/2	1/2	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
6	6	64	6b	252	20	6.0	0	0	4/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
7	7	65	7b	258	26	1.0	1/2	1/2	4/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
7	7	65	7b	259	27	1.0	3/4	3/4	4/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	66	8b	260	28	8.0	0	0	4/4	2	1	I|PAC}{	C	I		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
10	10	68	10b	268	36	2.0	0	0	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
10	10	68	10b	270	38	2.0	1/2	1/2	4/4	2	1	V65/ii	C	I		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
11	11	69	11b	272	40	2.0	0	0	4/4	2	1	V43	C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
11	11	69	11b	274	42	2.0	1/2	1/2	4/4	2	1	V6	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
12	12	70	12b	276	44	2.0	0	0	4/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
12	12	70	12b	278	46	2.0	1/2	1/2	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
13	13	71	13b	280	48	2.0	0	0	4/4	2	1	#viio43/ii	C	I		#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
13	13	71	13b	282	50	2.0	1/2	1/2	4/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
14	14	72	14b	284	52	2.0	0	0	4/4	2	1	viio6/IV	C	I		viio6/IV	vii	o	6		IV			o	0	0	1, -2, 4		4	1
14	14	72	14b	286	54	4.0	1/2	1/2	4/4	2	1	IV6	C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
15	15	73	15b	290	58	2.0	1/2	1/2	4/4	2	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
16	16	74	16b	292	60	2.0	0	0	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
16	16	74	16b	294	62	2.0	1/2	1/2	4/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
17	17	75	17b	296	64	2.0	0	0	4/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
17	17	75	17b	298	66	1.0	1/2	1/2	4/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
17	17	75	17b	299	67	1.0	3/4	3/4	4/4	2	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
18	18	76	18b	300	68	2.0	0	0	4/4	2	1	IV6|EC	C	I		IV6	IV		6			EC		M	0	0	3, 0, -1		-1	3
18	18	76	18b	302	70	2.0	1/2	1/2	4/4	2	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
19	19	77	19b	304	72	2.0	0	0	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
19	19	77	19b	306	74	2.0	1/2	1/2	4/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
20	20	78	20b	308	76	1.0	0	0	4/4	2	1	ii65	C	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
20	20	78	20b	309	77	1.0	1/4	1/4	4/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
20	20	78	20b	310	78	1.0	1/2	1/2	4/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
20	20	78	20b	311	79	1.0	3/4	3/4	4/4	2	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
21	21	79	21b	312	80	8.0	0	0	4/4	2	1	I|PAC}{	C	I		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
23	23	81	23b	320	88	8.0	0	0	4/4	2	1	V6	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
25	25	83	25b	328	96	8.0	0	0	4/4	2	1	V.V65	C	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
27	27	85	27b	336	104	1.0	0	0	4/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
27	27	85	27b	337	105	1.0	1/4	1/4	4/4	2	1	V64	C	V		V64	V		64					M	0	0	2, 1, 5		1	2
27	27	85	27b	338	106	1.0	1/2	1/2	4/4	2	1	V65	C	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
27	27	85	27b	339	107	1.0	3/4	3/4	4/4	2	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
28	28	86	28b	340	108	1.0	0	0	4/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
28	28	86	28b	341	109	1.0	1/4	1/4	4/4	2	1	V64	C	V		V64	V		64					M	0	0	2, 1, 5		1	2
28	28	86	28b	342	110	1.0	1/2	1/2	4/4	2	1	V65	C	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
28	28	86	28b	343	111	1.0	3/4	3/4	4/4	2	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
29	29	87	29b	344	112	2.0	0	0	4/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
29	29	87	29b	346	114	2.0	1/2	1/2	4/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
30	30	88	30b	348	116	2.0	0	0	4/4	2	1	IV	C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
30	30	88	30b	350	118	2.0	1/2	1/2	4/4	2	1	IV6	C	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
31	31	89	31b	352	120	4.0	0	0	4/4	2	1	ii	C	V		ii	ii							m	0	0	2, -1, 3		2	2
32	32	90	32b	356	124	8.0	0	0	4/4	2	1	V|HC}	C	V		V	V					HC	}	M	0	0	1, 5, 2		1	1
34	34	92	34b	364	132	1.0	0	0	4/4	2	1	V2	C	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
34	34	92	34b	365	133	1.0	1/4	1/4	4/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
34	34	92	34b	366	134	1.0	1/2	1/2	4/4	2	1	V2	C	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
34	34	92	34b	367	135	1.0	3/4	3/4	4/4	2	1	V64	C	V		V64	V		64					M	0	0	2, 1, 5		1	2
35	35	93	35b	368	136	2.0	0	0	4/4	2	1	I{	C	V		I	I						{	M	0	0	0, 4, 1		0	0
35	35	93	35b	370	138	2.0	1/2	1/2	4/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
36	36	94	36b	372	140	2.0	0	0	4/4	2	1	V2	C	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
36	36	94	36b	374	142	2.0	1/2	1/2	4/4	2	1	V64	C	V		V64	V		64					M	0	0	2, 1, 5		1	2
37	37	95	37b	376	144	1.0	0	0	4/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
37	37	95	37b	377	145	1.0	1/4	1/4	4/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
37	37	95	37b	378	146	1.0	1/2	1/2	4/4	2	1	V43	C	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
37	37	95	37b	379	147	1.0	3/4	3/4	4/4	2	1	V6	C	V		V6	V		6					M	0	0	5, 2, 1		1	5
38	38	96	38b	380	148	1.0	0	0	4/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
38	38	96	38b	381	149	1.0	1/4	1/4	4/4	2	1	viio6/V	C	V		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
38	38	96	38b	382	150	2.0	1/2	1/2	4/4	2	1	V|HC}	C	V		V	V					HC	}	M	0	0	1, 5, 2		1	1
39	39	97	39b	384	152	2.0	0	0	4/4	2	1	I{	C	V		I	I						{	M	0	0	0, 4, 1		0	0
39	39	97	39b	386	154	2.0	1/2	1/2	4/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
40	40	98	40b	388	156	2.0	0	0	4/4	2	1	V2	C	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
40	40	98	40b	390	158	2.0	1/2	1/2	4/4	2	1	V64	C	V		V64	V		64					M	0	0	2, 1, 5		1	2
41	41	99	41b	392	160	1.0	0	0	4/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
41	41	99	41b	393	161	1.0	1/4	1/4	4/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
41	41	99	41b	394	162	1.0	1/2	1/2	4/4	2	1	V43	C	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
41	41	99	41b	395	163	1.0	3/4	3/4	4/4	2	1	V6	C	V		V6	V		6					M	0	0	5, 2, 1		1	5
42	42	100	42b	396	164	1.0	0	0	4/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
42	42	100	42b	397	165	1.0	1/4	1/4	4/4	2	1	viio6/V	C	V		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
42	42	100	42b	398	166	1.0	1/2	1/2	4/4	2	1	V|HC}	C	V		V	V					HC	}	M	0	0	1, 5, 2		1	1
42	42	100	42b	399	167	1.0	3/4	3/4	4/4	2	1	V2	C	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
43	43	101	43b	400	168	4.0	0	0	4/4	2	1	I6{	C	V		I6	I		6				{	M	0	0	4, 1, 0		0	4
44	44	102	44b	404	172	4.0	0	0	4/4	2	1	IV	C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
45	45	103	45b	408	176	2.0	0	0	4/4	2	1	V(64)	C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
45	45	103	45b	410	178	2.0	1/2	1/2	4/4	2	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
46	46	104	46b	412	180	4.0	0	0	4/4	2	1	I6|EC	C	V		I6	I		6			EC		M	0	0	4, 1, 0		0	4
47	47	105	47b	416	184	4.0	0	0	4/4	2	1	IV	C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
48	48	106	48b	420	188	1.0	0	0	4/4	2	1	I64	C	V		I64	I		64					M	0	0	1, 0, 4		0	1
48	48	106	48b	421	189	1.0	1/4	1/4	4/4	2	1	IV6	C	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
48	48	106	48b	422	190	1.0	1/2	1/2	4/4	2	1	I64	C	V		I64	I		64					M	0	0	1, 0, 4		0	1
48	48	106	48b	423	191	1.0	3/4	3/4	4/4	2	1	IV	C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
