mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	1	1a	0	0	12.0	0	0	3/4	2	1	Bb.I{	Bb	I		I		I						{	M	0	0	0, 4, 1		0	0
5	5	5	5a	12	12	6.0	0	0	3/4	2	1	V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	7	7	7a	18	18	6.0	0	0	3/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
9	9	9	9a	24	24	6.0	0	0	3/4	2	1	V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
11	11	11	11a	30	30	6.0	0	0	3/4	2	1	I}	Bb	I		I		I						}	M	0	0	0, 4, 1		0	0
12	12	12	12a	139/4	139/4	0.0	7/16	7/16	3/4	2	1	{	Bb	I										{		0	0				
13	13	13	13a	36	36	3.0	0	0	3/4	2	1	IV	Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
14	14	14	14a	39	39	3.0	0	0	3/4	2	1	I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
15	15	15	15a	42	42	3.0	0	0	3/4	2	1	V65	Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
16	16	16	16a	45	45	1.0	0	0	3/4	2	1	I(#2)	Bb	I		I(#2)		I			#2				M	0	0	0, 9, 1		0	0
16	16	16	16a	46	46	2.0	1/4	1/4	3/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
17	17	17	17a	48	48	3.0	0	0	3/4	2	1	IV	Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
18	18	18	18a	51	51	3.0	0	0	3/4	2	1	I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
19	19	19	19a	54	54	3.0	0	0	3/4	2	1	V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
20	20	20	20a	57	57	3.0	0	0	3/4	2	1	I|PAC}	Bb	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0
21	21	21	21a	60	60	3.0	0	0	3/4	2	1	vi	Bb	I		vi		vi							m	0	0	3, 0, 4		3	3
22	22	22	22a	63	63	3.0	0	0	3/4	2	1	V/vi	Bb	I		V/vi		V				vi			M	0	0	4, 8, 5		4	4
23	23	23	23a	66	66	3.0	0	0	3/4	2	1	IV{	Bb	I		IV		IV						{	M	0	0	-1, 3, 0		-1	-1
24	24	24	24a	69	69	3.0	0	0	3/4	2	1	V65/IV	Bb	I		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
25	25	25	25a	72	72	3.0	0	0	3/4	2	1	IV	Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
26	26	26	26a	75	75	3.0	0	0	3/4	2	1	V65/IV	Bb	I		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
27	27	27	27a	78	78	3.0	0	0	3/4	2	1	IV	Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
28	28	28	28a	81	81	3.0	0	0	3/4	2	1	#viio65/ii	Bb	I		#viio65/ii		#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
29	29	29	29a	84	84	3.0	0	0	3/4	2	1	ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
30	30	30	30a	87	87	3.0	0	0	3/4	2	1	V2	Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
31	31	31	31a	90	90	3.0	0	0	3/4	2	1	I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
32	32	32	32a	93	93	3.0	0	0	3/4	2	1	V.V7	Bb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
33	33	33	33a	96	96	3.0	0	0	3/4	2	1	vi	Bb	V		vi		vi							m	0	0	3, 0, 4		3	3
34	34	34	34a	99	99	3.0	0	0	3/4	2	1	V7/V	Bb	V		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
35	35	35	35a	102	102	2.0	0	0	3/4	2	1	V|HC	Bb	V		V		V					HC		M	0	0	1, 5, 2		1	1
35	35	35	35a	104	104	1.0	1/2	1/2	3/4	2	1	V2	Bb	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
36	36	36	36a	105	105	1.0	0	0	3/4	2	1	I6	Bb	V		I6		I		6					M	0	0	4, 1, 0		0	4
36	36	36	36a	106	106	1.0	1/4	1/4	3/4	2	1	V65	Bb	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
36	36	36	36a	107	107	1.0	1/2	1/2	3/4	2	1	I	Bb	V		I		I							M	0	0	0, 4, 1		0	0
37	37	37	37a	108	108	2.0	0	0	3/4	2	1	V|HC	Bb	V		V		V					HC		M	0	0	1, 5, 2		1	1
37	37	37	37a	110	110	1.0	1/2	1/2	3/4	2	1	V2	Bb	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
38	38	38	38a	111	111	1.0	0	0	3/4	2	1	I6	Bb	V		I6		I		6					M	0	0	4, 1, 0		0	4
38	38	38	38a	112	112	1.0	1/4	1/4	3/4	2	1	V65	Bb	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
38	38	38	38a	113	113	1.0	1/2	1/2	3/4	2	1	I	Bb	V		I		I							M	0	0	0, 4, 1		0	0
39	39	39	39a	114	114	6.0	0	0	3/4	2	1	V|HC}	Bb	V		V		V					HC	}	M	0	0	1, 5, 2		1	1
41	41	41	41a	120	120	12.0	0	0	3/4	2	1	I{	Bb	V		I		I						{	M	0	0	0, 4, 1		0	0
45	45	45	45a	132	132	9.0	0	0	3/4	2	1	viio	Bb	V		viio		vii	o						o	0	0	5, 2, -1		5	5
48	48	48	48a	141	141	3.0	0	0	3/4	2	1	V43	Bb	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
49	49	49	49a	144	144	3.0	0	0	3/4	2	1	I6	Bb	V		I6		I		6					M	0	0	4, 1, 0		0	4
50	50	50	50a	147	147	3.0	0	0	3/4	2	1	V2	Bb	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
51	51	51	51a	150	150	3.0	0	0	3/4	2	1	I6	Bb	V		I6		I		6					M	0	0	4, 1, 0		0	4
52	52	52	52a	153	153	3.0	0	0	3/4	2	1	V2	Bb	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
