mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
10	10	10	10a	27	27	3.0	0	0	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
11	11	11	11a	30	30	2.0	0	0	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
11	11	11	11a	32	32	1.0	1/2	1/2	3/4	2	1	V		A	I		V		V							M	0	0	1, 5, 2		1	1
12	12	12	12a	33	33	3.0	0	0	3/4	2	1	viio6		A	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
13	13	13	13a	36	36	2.0	0	0	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
13	13	13	13a	38	38	1.0	1/2	1/2	3/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
14	14	14	14a	39	39	2.0	0	0	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
14	14	14	14a	41	41	1.0	1/2	1/2	3/4	2	1	V2		A	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
15	15	15	15a	42	42	2.0	0	0	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
15	15	15	15a	44	44	1.0	1/2	1/2	3/4	2	1	IV		A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
16	16	16	16a	45	45	0.5	0	0	3/4	2	1	V(64)		A	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
16	16	16	16a	91/2	91/2	0.5	1/8	1/8	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
16	16	16	16a	46	46	1.0	1/4	1/4	3/4	2	1	I(94)}		A	I		I(94)		I			94			}	M	0	0	0, -1, 1	2	0	0
16	16	16	16a	47	47	2.0	1/2	1/2	3/4	2	1	I|PAC		A	I		I		I					PAC		M	0	0	0, 4, 1		0	0
17	17	17	17a	48	48	0.0	0	0	3/4	2	1	{		A	I										{		0	0				
17	17	17	17a	49	49	0.5	1/4	1/4	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
17	17	17	17a	99/2	99/2	0.5	3/8	3/8	3/4	2	1	V2		A	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
17	17	17	17a	50	50	0.5	1/2	1/2	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
17	17	17	17a	101/2	101/2	0.5	5/8	5/8	3/4	2	1	V2		A	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
18	18	18	18a	51	51	0.5	0	0	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
18	18	18	18a	103/2	103/2	0.5	1/8	1/8	3/4	2	1	V6		A	I		V6		V		6					M	0	0	5, 2, 1		1	5
18	18	18	18a	52	52	0.5	1/4	1/4	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
18	18	18	18a	105/2	105/2	0.5	3/8	3/8	3/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
18	18	18	18a	53	53	0.5	1/2	1/2	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
18	18	18	18a	107/2	107/2	0.5	5/8	5/8	3/4	2	1	V6		A	I		V6		V		6					M	0	0	5, 2, 1		1	5
19	19	19	19a	54	54	1.0	0	0	3/4	2	1	V		A	I		V		V							M	0	0	1, 5, 2		1	1
19	19	19	19a	55	55	0.5	1/4	1/4	3/4	2	1	V6		A	I		V6		V		6					M	0	0	5, 2, 1		1	5
19	19	19	19a	111/2	111/2	0.5	3/8	3/8	3/4	2	1	V6(#4^2)		A	I		V6(#4^2)		V		6	#4^2				M	0	0	3, 7, 1		1	3
19	19	19	19a	56	56	0.5	1/2	1/2	3/4	2	1	V6		A	I		V6		V		6					M	0	0	5, 2, 1		1	5
19	19	19	19a	113/2	113/2	0.5	5/8	5/8	3/4	2	1	V6(#4^2)		A	I		V6(#4^2)		V		6	#4^2				M	0	0	3, 7, 1		1	3
20	20	20	20a	57	57	0.5	0	0	3/4	2	1	V6		A	I		V6		V		6					M	0	0	5, 2, 1		1	5
20	20	20	20a	115/2	115/2	0.5	1/8	1/8	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
20	20	20	20a	58	58	0.5	1/4	1/4	3/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
20	20	20	20a	117/2	117/2	0.5	3/8	3/8	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
20	20	20	20a	59	59	0.5	1/2	1/2	3/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
20	20	20	20a	119/2	119/2	3.5	5/8	5/8	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
22	22	22	22a	63	63	3.0	0	0	3/4	2	1	V.V43		A	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
23	23	23	23a	66	66	2.0	0	0	3/4	2	1	I6		A	V		I6		I		6					M	0	0	4, 1, 0		0	4
23	23	23	23a	68	68	1.0	1/2	1/2	3/4	2	1	IV		A	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
24	24	24	24a	69	69	1.0	0	0	3/4	2	1	V(64)		A	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
24	24	24	24a	70	70	1.0	1/4	1/4	3/4	2	1	V		A	V		V		V							M	0	0	1, 5, 2		1	1
24	24	24	24a	71	71	1.0	1/2	1/2	3/4	2	1	V7		A	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
25	25	25	25a	72	72	3.0	0	0	3/4	2	1	I|IAC}{		A	V		I		I					IAC	}{	M	0	0	0, 4, 1		0	0
26	26	26	26a	75	75	2.0	0	0	3/4	2	1	V43		A	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
26	26	26	26a	77	77	1.0	1/2	1/2	3/4	2	1	V65		A	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
27	27	27	27a	78	78	3.0	0	0	3/4	2	1	I		A	V		I		I							M	0	0	0, 4, 1		0	0
28	28	28	28a	81	81	2.0	0	0	3/4	2	1	V43		A	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
28	28	28	28a	83	83	1.0	1/2	1/2	3/4	2	1	V65		A	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
29	29	29	29a	84	84	1.0	0	0	3/4	2	1	I		A	V		I		I							M	0	0	0, 4, 1		0	0
29	29	29	29a	85	85	1.0	1/4	1/4	3/4	2	1	IV		A	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
29	29	29	29a	86	86	1.5	1/2	1/2	3/4	2	1	ii6		A	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
30	30	30	30a	175/2	175/2	0.5	1/8	1/8	3/4	2	1	V7		A	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
30	30	30	30a	88	88	1.0	1/4	1/4	3/4	2	1	I(94)}		A	V		I(94)		I			94			}	M	0	0	0, -1, 1	2	0	0
30	30	30	30a	89	89	1.0	1/2	1/2	3/4	2	1	I|PAC		A	V		I		I					PAC		M	0	0	0, 4, 1		0	0
31	31	31	31a	90	90	2.0	0	0	3/4	2	1	I.I{		A	I		I		I						{	M	0	0	0, 4, 1		0	0
31	31	31	31a	92	92	1.0	1/2	1/2	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	32	32	32a	93	93	3.0	0	0	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
33	33	33	33a	96	96	2.0	0	0	3/4	2	1	V6		A	I		V6		V		6					M	0	0	5, 2, 1		1	5
33	33	33	33a	98	98	1.0	1/2	1/2	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
34	34	34	34a	99	99	3.0	0	0	3/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
35	35	35	35a	102	102	2.0	0	0	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
35	35	35	35a	104	104	1.0	1/2	1/2	3/4	2	1	viio6		A	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
36	36	36	36a	105	105	2.0	0	0	3/4	2	1	I64	iii6	A	I		I64		I		64					M	0	0	1, 0, 4		0	1
36	36	36	36a	107	107	1.0	1/2	1/2	3/4	2	1	ii6		A	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
37	37	37	37a	108	108	1.5	0	0	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
37	37	37	37a	219/2	219/2	0.5	3/8	3/8	3/4	2	1	viio64		A	I		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
37	37	37	37a	110	110	0.5	1/2	1/2	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
37	37	37	37a	221/2	221/2	0.5	5/8	5/8	3/4	2	1	viio6		A	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
38	38	38	38a	111	111	0.5	0	0	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
38	38	38	38a	223/2	223/2	0.5	1/8	1/8	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
38	38	38	38a	112	112	1.0	1/4	1/4	3/4	2	1	V(64)}		A	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
38	38	38	38a	113	113	1.0	1/2	1/2	3/4	2	1	V|HC		A	I		V		V					HC		M	0	0	1, 5, 2		1	1
39	39	39	39a	114	114	2.0	0	0	3/4	2	1	I{		A	I		I		I						{	M	0	0	0, 4, 1		0	0
39	39	39	39a	116	116	1.0	1/2	1/2	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
40	40	40	40a	117	117	3.0	0	0	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
41	41	41	41a	120	120	2.0	0	0	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
41	41	41	41a	122	122	1.0	1/2	1/2	3/4	2	1	V(64)		A	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
42	42	42	42a	123	123	3.0	0	0	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
43	43	43	43a	126	126	2.0	0	0	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
43	43	43	43a	128	128	1.0	1/2	1/2	3/4	2	1	viio6		A	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
44	44	44	44a	129	129	2.0	0	0	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
44	44	44	44a	131	131	1.0	1/2	1/2	3/4	2	1	V2		A	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
45	45	45	45a	132	132	1.0	0	0	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
45	45	45	45a	133	133	1.0	1/4	1/4	3/4	2	1	IV		A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
45	45	45	45a	134	134	1.0	1/2	1/2	3/4	2	1	IV6		A	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
46	46	46	46a	135	135	1.0	0	0	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
46	46	46	46a	136	136	1.0	1/4	1/4	3/4	2	1	I(74)}		A	I		I(74)		I			74			}	M	0	0	0, -1, 1	5	0	0
46	46	46	46a	137	137	1.0	1/2	1/2	3/4	2	1	I|PAC		A	I		I		I					PAC		M	0	0	0, 4, 1		0	0
47	47	47	47a	138	138	3.0	0	0	3/4	2	1	vi.i{		A	vi		i		i						{	m	0	1	0, -3, 1		0	0
48	48	48	48a	141	141	3.0	0	0	3/4	2	1	V65		A	vi		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
49	49	49	49a	144	144	3.0	0	0	3/4	2	1	#viio43/iv		A	vi		#viio43/iv		#vii	o	43		iv			o7	0	1	-2, -5, 4, 1		4	-2
50	50	50	50a	147	147	3.0	0	0	3/4	2	1	IV6		A	vi		IV6		IV		6					M	0	1	3, 0, -1		-1	3
51	51	51	51a	150	150	3.0	0	0	3/4	2	1	Ger6		A	vi		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
52	52	52	52a	153	153	3.0	0	0	3/4	2	1	V|HC}		A	vi		V		V					HC	}	M	0	1	1, 5, 2		1	1
53	53	53	53a	156	156	1.0	0	0	3/4	2	1	IV.I{		A	IV		I		I						{	M	0	0	0, 4, 1		0	0
53	53	53	53a	157	157	0.5	1/4	1/4	3/4	2	1	I6		A	IV		I6		I		6					M	0	0	4, 1, 0		0	4
53	53	53	53a	315/2	315/2	0.5	3/8	3/8	3/4	2	1	V2		A	IV		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
53	53	53	53a	158	158	0.5	1/2	1/2	3/4	2	1	I6		A	IV		I6		I		6					M	0	0	4, 1, 0		0	4
53	53	53	53a	317/2	317/2	0.5	5/8	5/8	3/4	2	1	V2		A	IV		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
54	54	54	54a	159	159	0.5	0	0	3/4	2	1	I		A	IV		I		I							M	0	0	0, 4, 1		0	0
54	54	54	54a	319/2	319/2	0.5	1/8	1/8	3/4	2	1	V6		A	IV		V6		V		6					M	0	0	5, 2, 1		1	5
54	54	54	54a	160	160	0.5	1/4	1/4	3/4	2	1	I		A	IV		I		I							M	0	0	0, 4, 1		0	0
54	54	54	54a	321/2	321/2	0.5	3/8	3/8	3/4	2	1	V43		A	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
54	54	54	54a	161	161	0.5	1/2	1/2	3/4	2	1	I		A	IV		I		I							M	0	0	0, 4, 1		0	0
54	54	54	54a	323/2	323/2	0.5	5/8	5/8	3/4	2	1	V6		A	IV		V6		V		6					M	0	0	5, 2, 1		1	5
55	55	55	55a	162	162	1.0	0	0	3/4	2	1	V		A	IV		V		V							M	0	0	1, 5, 2		1	1
55	55	55	55a	163	163	0.5	1/4	1/4	3/4	2	1	V6		A	IV		V6		V		6					M	0	0	5, 2, 1		1	5
55	55	55	55a	327/2	327/2	0.5	3/8	3/8	3/4	2	1	V6(#4^2)		A	IV		V6(#4^2)		V		6	#4^2				M	0	0	3, 7, 1		1	3
55	55	55	55a	164	164	0.5	1/2	1/2	3/4	2	1	V6		A	IV		V6		V		6					M	0	0	5, 2, 1		1	5
55	55	55	55a	329/2	329/2	0.5	5/8	5/8	3/4	2	1	V6(#4^2)		A	IV		V6(#4^2)		V		6	#4^2				M	0	0	3, 7, 1		1	3
56	56	56	56a	165	165	0.5	0	0	3/4	2	1	V6		A	IV		V6		V		6					M	0	0	5, 2, 1		1	5
56	56	56	56a	331/2	331/2	0.5	1/8	1/8	3/4	2	1	I		A	IV		I		I							M	0	0	0, 4, 1		0	0
56	56	56	56a	166	166	0.5	1/4	1/4	3/4	2	1	V43		A	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
56	56	56	56a	333/2	333/2	0.5	3/8	3/8	3/4	2	1	I6		A	IV		I6		I		6					M	0	0	4, 1, 0		0	4
56	56	56	56a	167	167	0.5	1/2	1/2	3/4	2	1	V43		A	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
56	56	56	56a	335/2	335/2	3.5	5/8	5/8	3/4	2	1	I		A	IV		I		I							M	0	0	0, 4, 1		0	0
58	58	58	58a	171	171	3.0	0	0	3/4	2	1	I.V43		A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
59	59	59	59a	174	174	2.0	0	0	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
59	59	59	59a	176	176	1.0	1/2	1/2	3/4	2	1	IV6		A	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
60	60	60	60a	177	177	1.0	0	0	3/4	2	1	V(64)		A	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
60	60	60	60a	178	178	1.0	1/4	1/4	3/4	2	1	V		A	I		V		V							M	0	0	1, 5, 2		1	1
60	60	60	60a	179	179	1.0	1/2	1/2	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
61	61	61	61a	180	180	3.0	0	0	3/4	2	1	I|IAC}{		A	I		I		I					IAC	}{	M	0	0	0, 4, 1		0	0
62	62	62	62a	183	183	1.0	0	0	3/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
62	62	62	62a	184	184	1.0	1/4	1/4	3/4	2	1	V6		A	I		V6		V		6					M	0	0	5, 2, 1		1	5
62	62	62	62a	185	185	1.0	1/2	1/2	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
63	63	63	63a	186	186	3.0	0	0	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
64	64	64	64a	189	189	1.0	0	0	3/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
64	64	64	64a	190	190	1.0	1/4	1/4	3/4	2	1	V6		A	I		V6		V		6					M	0	0	5, 2, 1		1	5
64	64	64	64a	191	191	1.0	1/2	1/2	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
65	65	65	65a	192	192	1.0	0	0	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
65	65	65	65a	193	193	1.0	1/4	1/4	3/4	2	1	IV		A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
65	65	65	65a	194	194	1.0	1/2	1/2	3/4	2	1	V65/V		A	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
66	66	66	66a	195	195	1.0	0	0	3/4	2	1	V		A	I		V		V							M	0	0	1, 5, 2		1	1
66	66	66	66a	196	196	3.0	1/4	1/4	3/4	2	1	viio6/V		A	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
67	67	67	67a	199	199	2.0	1/4	1/4	3/4	2	1	V65		A	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
68	68	68	68a	201	201	1.0	0	0	3/4	2	1	i		A	I		i		i							m	0	0	0, -3, 1		0	0
68	68	68	68a	202	202	0.5	1/4	1/4	3/4	2	1	bVI		A	I		bVI		bVI							M	0	0	-4, 0, -3		-4	-4
68	68	68	68a	405/2	405/2	1.5	3/8	3/8	3/4	2	1	viio7/V		A	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
69	69	69	69a	204	204	1.0	0	0	3/4	2	1	V(#7b64)}		A	I		V(#7b64)		V			#7b64			}	M	0	0	1, 0, -3	6	1	1
69	69	69	69a	205	205	2.0	1/4	1/4	3/4	2	1	V|HC		A	I		V		V					HC		M	0	0	1, 5, 2		1	1
70	70	70	70a	207	207	2.0	0	0	3/4	2	1	I{		A	I		I		I						{	M	0	0	0, 4, 1		0	0
70	70	70	70a	209	209	1.0	1/2	1/2	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
71	71	71	71a	210	210	3.0	0	0	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
72	72	72	72a	213	213	2.0	0	0	3/4	2	1	V		A	I		V		V							M	0	0	1, 5, 2		1	1
72	72	72	72a	215	215	1.0	1/2	1/2	3/4	2	1	V(64)		A	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
73	73	73	73a	216	216	3.0	0	0	3/4	2	1	V65		A	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
74	74	74	74a	219	219	2.0	0	0	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
74	74	74	74a	221	221	0.5	1/2	1/2	3/4	2	1	V64		A	I		V64		V		64					M	0	0	2, 1, 5		1	2
74	74	74	74a	443/2	443/2	0.5	5/8	5/8	3/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
75	75	75	75a	222	222	2.0	0	0	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
75	75	75	75a	224	224	0.5	1/2	1/2	3/4	2	1	ii65		A	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
75	75	75	75a	449/2	449/2	0.5	5/8	5/8	3/4	2	1	V		A	I		V		V							M	0	0	1, 5, 2		1	1
76	76	76	76a	225	225	1.5	0	0	3/4	2	1	I6|EC		A	I		I6		I		6			EC		M	0	0	4, 1, 0		0	4
76	76	76	76a	453/2	453/2	0.5	3/8	3/8	3/4	2	1	V2		A	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
76	76	76	76a	227	227	0.5	1/2	1/2	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
76	76	76	76a	455/2	455/2	0.5	5/8	5/8	3/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
77	77	77	77a	228	228	0.5	0	0	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
77	77	77	77a	457/2	457/2	0.5	1/8	1/8	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
77	77	77	77a	229	229	1.0	1/4	1/4	3/4	2	1	V(64)}		A	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
77	77	77	77a	230	230	1.0	1/2	1/2	3/4	2	1	V		A	I		V		V							M	0	0	1, 5, 2		1	1
78	78	78	78a	231	231	1.0	0	0	3/4	2	1	I{		A	I		I		I						{	M	0	0	0, 4, 1		0	0
78	78	78	78a	232	232	1.0	1/4	1/4	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
78	78	78	78a	233	233	1.0	1/2	1/2	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
79	79	79	79a	234	234	0.5	0	0	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
79	79	79	79a	469/2	469/2	0.5	1/8	1/8	3/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
79	79	79	79a	235	235	0.5	1/4	1/4	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
79	79	79	79a	471/2	471/2	0.5	3/8	3/8	3/4	2	1	V6		A	I		V6		V		6					M	0	0	5, 2, 1		1	5
79	79	79	79a	236	236	1.0	1/2	1/2	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
80	80	80	80a	237	237	1.0	0	0	3/4	2	1	V65		A	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
80	80	80	80a	238	238	1.0	1/4	1/4	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
80	80	80	80a	239	239	1.0	1/2	1/2	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
81	81	81	81a	240	240	0.5	0	0	3/4	2	1	V6		A	I		V6		V		6					M	0	0	5, 2, 1		1	5
81	81	81	81a	481/2	481/2	0.5	1/8	1/8	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
81	81	81	81a	241	241	0.5	1/4	1/4	3/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
81	81	81	81a	483/2	483/2	0.5	3/8	3/8	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
81	81	81	81a	242	242	0.5	1/2	1/2	3/4	2	1	V65		A	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
81	81	81	81a	485/2	485/2	0.5	5/8	5/8	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
82	82	82	82a	243	243	2.0	0	0	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
82	82	82	82a	245	245	1.0	1/2	1/2	3/4	2	1	viio6		A	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
83	83	83	83a	246	246	2.0	0	0	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
83	83	83	83a	248	248	1.0	1/2	1/2	3/4	2	1	V2		A	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
84	84	84	84a	249	249	1.0	0	0	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
84	84	84	84a	250	250	1.5	1/4	1/4	3/4	2	1	IV		A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
