mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	1	0a	0	0	4.0	0	1/2	3/4	2	1	G.I{	G	I		I	I						{	M	0	0	0, 4, 1		0	0
3	2	3	2a	4	4	3.0	0	0	3/4	2	1	V43	G	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
4	3	4	3a	7	7	2.0	0	0	3/4	2	1	V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
4	3	4	3a	9	9	1.0	1/2	1/2	3/4	2	1	V65	G	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
5	4	5	4a	10	10	3.0	0	0	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
6	5	6	5a	13	13	0.5	0	0	3/4	2	1	IV(4)	G	I		IV(4)	IV			4				M	0	0	-1, 5, 0		-1	-1
6	5	6	5a	27/2	27/2	2.5	1/8	1/8	3/4	2	1	IV	G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
7	6	7	6a	16	16	0.5	0	0	3/4	2	1	I6(6)	G	I		I6(6)	I		6	6				M	0	0	4, 3, 0		0	4
7	6	7	6a	33/2	33/2	2.5	1/8	1/8	3/4	2	1	I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
8	7	8	7a	19	19	1.0	0	0	3/4	2	1	V43	G	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
8	7	8	7a	20	20	1.0	1/4	1/4	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
8	7	8	7a	21	21	1.0	1/2	1/2	3/4	2	1	V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
9	8	9	8a	22	22	2.0	0	0	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
9	8	9	8a	24	24	2.0	1/2	1/2	3/4	2	1	IV6	G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
10	9	10	9a	26	26	1.0	1/4	1/4	3/4	2	1	V(64)	G	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
10	9	10	9a	27	27	1.0	1/2	1/2	3/4	2	1	V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
11	10	11	10a	28	28	3.0	0	0	3/4	2	1	I|PAC}	G	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
11	10	11	10a	30	30	0.0	1/2	1/2	3/4	2	1	{	G	I									{		0	0				
12	11	12	11a	31	31	0.5	0	0	3/4	2	1	IV(4)	G	I		IV(4)	IV			4				M	0	0	-1, 5, 0		-1	-1
12	11	12	11a	63/2	63/2	2.5	1/8	1/8	3/4	2	1	IV	G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
13	12	13	12a	34	34	0.5	0	0	3/4	2	1	I6(6)	G	I		I6(6)	I		6	6				M	0	0	4, 3, 0		0	4
13	12	13	12a	69/2	69/2	2.5	1/8	1/8	3/4	2	1	I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
14	13	14	13a	37	37	1.0	0	0	3/4	2	1	V43	G	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
14	13	14	13a	38	38	1.0	1/4	1/4	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
14	13	14	13a	39	39	1.0	1/2	1/2	3/4	2	1	V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
15	14	15	14a	40	40	2.0	0	0	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
15	14	15	14a	42	42	2.0	1/2	1/2	3/4	2	1	IV6	G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
16	15	16	15a	44	44	1.0	1/4	1/4	3/4	2	1	V(64)	G	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
16	15	16	15a	45	45	1.0	1/2	1/2	3/4	2	1	V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
17	16	17	16a	46	46	3.0	0	0	3/4	2	1	I|PAC}	G	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
17	16	17	16a	95/2	95/2	0.0	3/8	3/8	3/4	2	1	{	G	I									{		0	0				
18	17	18	17a	49	49	1.5	0	0	3/4	2	1	IV	G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
18	17	18	17a	101/2	101/2	1.5	3/8	3/8	3/4	2	1	ii	G	I		ii	ii							m	0	0	2, -1, 3		2	2
19	18	19	18a	52	52	1.5	0	0	3/4	2	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
19	18	19	18a	107/2	107/2	1.0	3/8	3/8	3/4	2	1	I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
19	18	19	18a	109/2	109/2	0.5	5/8	5/8	3/4	2	1	viio6/IV	G	I		viio6/IV	vii	o	6		IV			o	0	0	1, -2, 4		4	1
20	19	20	19a	55	55	1.0	0	0	3/4	2	1	IV6	G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
20	19	20	19a	56	56	1.0	1/4	1/4	3/4	2	1	IV	G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
20	19	20	19a	57	57	0.5	1/2	1/2	3/4	2	1	IV6	G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
20	19	20	19a	115/2	115/2	0.5	5/8	5/8	3/4	2	1	viio	G	I		viio	vii	o						o	0	0	5, 2, -1		5	5
