mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
8	8	8	8a	31	31	1.0	3/4	3/4	4/4	2	1	I]	C	I	I	I	I							M	0	0	0, 4, 1		0	0
9	9	9	9a	32	32	2.0	0	0	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
9	9	9	9a	34	34	2.0	1/2	1/2	4/4	2	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
10	10	10	10a	36	36	1.0	0	0	4/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
10	10	10	10a	37	37	1.0	1/4	1/4	4/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
10	10	10	10a	38	38	1.0	1/2	1/2	4/4	2	1	#viio7/vi	C	I		#viio7/vi	#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
10	10	10	10a	39	39	1.0	3/4	3/4	4/4	2	1	vi|DC	C	I		vi	vi					DC		m	0	0	3, 0, 4		3	3
11	11	11	11a	40	40	2.0	0	0	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
11	11	11	11a	42	42	2.0	1/2	1/2	4/4	2	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
12	12	12	12a	44	44	1.0	0	0	4/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
12	12	12	12a	45	45	1.0	1/4	1/4	4/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	12	12	12a	46	46	1.0	1/2	1/2	4/4	2	1	I[I|PAC}{	C	I	I	I	I					PAC	}{	M	0	0	0, 4, 1		0	0
12	12	12	12a	47	47	1.5	3/4	3/4	4/4	2	1	V7/IV	C	I	I	V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
13	13	13	13a	97/2	97/2	1.0	1/8	1/8	4/4	2	1	IV	C	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
13	13	13	13a	99/2	99/2	0.5	3/8	3/8	4/4	2	1	viio6	C	I	I	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
13	13	13	13a	50	50	1.0	1/2	1/2	4/4	2	1	I	C	I	I	I	I							M	0	0	0, 4, 1		0	0
13	13	13	13a	51	51	1.5	3/4	3/4	4/4	2	1	V7/IV	C	I	I	V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
14	14	14	14a	105/2	105/2	1.0	1/8	1/8	4/4	2	1	IV	C	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
14	14	14	14a	107/2	107/2	0.5	3/8	3/8	4/4	2	1	viio6]	C	I	I	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
14	14	14	14a	54	54	1.0	1/2	1/2	4/4	2	1	V[I6	C	I	V	I6	I		6					M	0	0	4, 1, 0		0	4
14	14	14	14a	55	55	1.0	3/4	3/4	4/4	2	1	V7	C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
15	15	15	15a	56	56	1.0	0	0	4/4	2	1	I	C	I	V	I	I							M	0	0	0, 4, 1		0	0
15	15	15	15a	57	57	1.0	1/4	1/4	4/4	2	1	V7]	C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
15	15	15	15a	58	58	1.5	1/2	1/2	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
15	15	15	15a	119/2	119/2	0.5	7/8	7/8	4/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
16	16	16	16a	60	60	0.5	0	0	4/4	2	1	V(64)}	C	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
16	16	16	16a	121/2	121/2	3.5	1/8	1/8	4/4	2	1	V|HC	C	I		V	V					HC		M	0	0	1, 5, 2		1	1
16	16	16	16a	62	62	0.0	1/2	1/2	4/4	2	1	{	C	I									{		0	0				
17	17	17	17a	64	64	4.0	0	0	4/4	2	1	V.V7/ii	C	V		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
18	18	18	18a	68	68	4.0	0	0	4/4	2	1	ii	C	V		ii	ii							m	0	0	2, -1, 3		2	2
19	19	19	19a	72	72	4.0	0	0	4/4	2	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
20	20	20	20a	76	76	1.0	0	0	4/4	2	1	I}{	C	V		I	I						}{	M	0	0	0, 4, 1		0	0
20	20	20	20a	77	77	1.0	1/4	1/4	4/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
20	20	20	20a	78	78	2.0	1/2	1/2	4/4	2	1	IV	C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
21	21	21	21a	80	80	1.0	0	0	4/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
21	21	21	21a	81	81	1.0	1/4	1/4	4/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
21	21	21	21a	82	82	2.0	1/2	1/2	4/4	2	1	IV	C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
22	22	22	22a	84	84	1.5	0	0	4/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
22	22	22	22a	171/2	171/2	0.5	3/8	3/8	4/4	2	1	V65/ii	C	V		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
22	22	22	22a	86	86	1.5	1/2	1/2	4/4	2	1	ii	C	V		ii	ii							m	0	0	2, -1, 3		2	2
22	22	22	22a	175/2	175/2	0.5	7/8	7/8	4/4	2	1	V65	C	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
23	23	23	23a	88	88	1.5	0	0	4/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
23	23	23	23a	179/2	179/2	0.5	3/8	3/8	4/4	2	1	IV6	C	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
23	23	23	23a	90	90	1.5	1/2	1/2	4/4	2	1	ii6	C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
23	23	23	23a	183/2	183/2	0.5	7/8	7/8	4/4	2	1	V65/V	C	V		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
24	24	24	24a	92	92	1.5	0	0	4/4	2	1	V|HC}	C	V		V	V					HC	}	M	0	0	1, 5, 2		1	1
24	24	24	24a	369/4	369/4	0.0	1/16	1/16	4/4	2	1	{	C	V									{		0	0				
24	24	24	24a	187/2	187/2	0.5	3/8	3/8	4/4	2	1	V65/ii	C	V		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
24	24	24	24a	94	94	1.5	1/2	1/2	4/4	2	1	II	C	V		II	II							M	0	0	2, 6, 3		2	2
24	24	24	24a	191/2	191/2	0.5	7/8	7/8	4/4	2	1	V65	C	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
25	25	25	25a	96	96	1.5	0	0	4/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
25	25	25	25a	195/2	195/2	0.5	3/8	3/8	4/4	2	1	IV6	C	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
25	25	25	25a	98	98	1.0	1/2	1/2	4/4	2	1	ii65	C	V		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
25	25	25	25a	99	99	1.0	3/4	3/4	4/4	2	1	I64	C	V		I64	I		64					M	0	0	1, 0, 4		0	1
26	26	26	26a	100	100	1.0	0	0	4/4	2	1	IV6	C	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
26	26	26	26a	101	101	1.0	1/4	1/4	4/4	2	1	I64	C	V		I64	I		64					M	0	0	1, 0, 4		0	1
26	26	26	26a	102	102	1.0	1/2	1/2	4/4	2	1	ii65	C	V		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
26	26	26	26a	103	103	1.0	3/4	3/4	4/4	2	1	I64	C	V		I64	I		64					M	0	0	1, 0, 4		0	1
27	27	27	27a	104	104	1.0	0	0	4/4	2	1	IV6	C	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
27	27	27	27a	105	105	1.0	1/4	1/4	4/4	2	1	I64	C	V		I64	I		64					M	0	0	1, 0, 4		0	1
27	27	27	27a	106	106	10.0	1/2	1/2	4/4	2	1	ii6	C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
30	30	30	30a	116	116	2.0	0	0	4/4	2	1	V(64)	C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
30	30	30	30a	118	118	2.0	1/2	1/2	4/4	2	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
31	31	31	31a	120	120	2.0	0	0	4/4	2	1	I|PAC}{	C	V		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
31	31	31	31a	122	122	2.0	1/2	1/2	4/4	2	1	V6	C	V		V6	V		6					M	0	0	5, 2, 1		1	5
32	32	32	32a	124	124	2.0	0	0	4/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
32	32	32	32a	126	126	1.0	1/2	1/2	4/4	2	1	ii6	C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
32	32	32	32a	127	127	1.0	3/4	3/4	4/4	2	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
33	33	33	33a	128	128	2.0	0	0	4/4	2	1	I|PAC}{	C	V		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
33	33	33	33a	130	130	2.0	1/2	1/2	4/4	2	1	V6	C	V		V6	V		6					M	0	0	5, 2, 1		1	5
34	34	34	34a	132	132	2.0	0	0	4/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
34	34	34	34a	134	134	1.0	1/2	1/2	4/4	2	1	ii6	C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
34	34	34	34a	135	135	1.0	3/4	3/4	4/4	2	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
35	35	35	35a	136	136	4.0	0	0	4/4	2	1	I|PAC}{	C	V		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
36	36	36	36a	140	140	2.0	0	0	4/4	2	1	ii	C	V		ii	ii							m	0	0	2, -1, 3		2	2
36	36	36	36a	142	142	1.0	1/2	1/2	4/4	2	1	V65	C	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
36	36	36	36a	143	143	1.0	3/4	3/4	4/4	2	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
37	37	37	37a	144	144	2.0	0	0	4/4	2	1	I(94)}	C	V		I(94)	I			94			}	M	0	0	0, -1, 1	2	0	0
37	37	37	37a	146	146	6.0	1/2	1/2	4/4	2	1	I|IAC	C	V		I	I					IAC		M	0	0	0, 4, 1		0	0
1	1	39	1b	152	0	4.0	0	0	4/4	2	1	C.I{	C	I		I	I						{	M	0	0	0, 4, 1		0	0
2	2	40	2b	156	4	2.0	0	0	4/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
2	2	40	2b	158	6	0.5	1/2	1/2	4/4	2	1	V2	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
2	2	40	2b	317/2	13/2	0.5	5/8	5/8	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
2	2	40	2b	159	7	0.5	3/4	3/4	4/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
2	2	40	2b	319/2	15/2	0.5	7/8	7/8	4/4	2	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
3	3	41	3b	160	8	4.0	0	0	4/4	2	1	I|PAC}{	C	I		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
4	4	42	4b	164	12	2.0	0	0	4/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
4	4	42	4b	166	14	0.5	1/2	1/2	4/4	2	1	V2	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
4	4	42	4b	333/2	29/2	0.5	5/8	5/8	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
4	4	42	4b	167	15	0.5	3/4	3/4	4/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
4	4	42	4b	335/2	31/2	0.5	7/8	7/8	4/4	2	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
5	5	43	5b	168	16	2.0	0	0	4/4	2	1	I|PAC}{	C	I		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
5	5	43	5b	170	18	1.0	1/2	1/2	4/4	2	1	V6(#11)	C	I		V6(#11)	V		6	#11				M	0	0	5, 2, 1	7	1	5
5	5	43	5b	171	19	2.0	3/4	3/4	4/4	2	1	V6	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
6	6	44	6b	173	21	1.0	1/4	1/4	4/4	2	1	V65	C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
6	6	44	6b	174	22	1.0	1/2	1/2	4/4	2	1	I[I(#9)	C	I	I	I(#9)	I			#9				M	0	0	0, 4, 1	9	0	0
6	6	44	6b	175	23	2.0	3/4	3/4	4/4	2	1	I	C	I	I	I	I							M	0	0	0, 4, 1		0	0
7	7	45	7b	177	25	1.0	1/4	1/4	4/4	2	1	V7/IV	C	I	I	V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
7	7	45	7b	178	26	1.0	1/2	1/2	4/4	2	1	IV(#9)	C	I	I	IV(#9)	IV			#9				M	0	0	-1, 3, 0	8	-1	-1
7	7	45	7b	179	27	3.0	3/4	3/4	4/4	2	1	IV	C	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
8	8	46	8b	182	30	1.0	1/2	1/2	4/4	2	1	I(#11)	C	I	I	I(#11)	I			#11				M	0	0	0, 4, 1	6	0	0
8	8	46	8b	183	31	1.0	3/4	3/4	4/4	2	1	I]	C	I	I	I	I							M	0	0	0, 4, 1		0	0
9	9	47	9b	184	32	2.0	0	0	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
9	9	47	9b	186	34	2.0	1/2	1/2	4/4	2	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
10	10	48	10b	188	36	1.0	0	0	4/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
10	10	48	10b	189	37	1.0	1/4	1/4	4/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
10	10	48	10b	190	38	1.0	1/2	1/2	4/4	2	1	#viio7/vi	C	I		#viio7/vi	#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
10	10	48	10b	191	39	1.0	3/4	3/4	4/4	2	1	vi|DC	C	I		vi	vi					DC		m	0	0	3, 0, 4		3	3
11	11	49	11b	192	40	2.0	0	0	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
11	11	49	11b	194	42	2.0	1/2	1/2	4/4	2	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
12	12	50	12b	196	44	1.0	0	0	4/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
12	12	50	12b	197	45	1.0	1/4	1/4	4/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	12	50	12b	198	46	1.0	1/2	1/2	4/4	2	1	I[I|PAC}{	C	I	I	I	I					PAC	}{	M	0	0	0, 4, 1		0	0
12	12	50	12b	199	47	1.5	3/4	3/4	4/4	2	1	V7/IV	C	I	I	V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
13	13	51	13b	401/2	97/2	1.0	1/8	1/8	4/4	2	1	IV	C	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
13	13	51	13b	403/2	99/2	0.5	3/8	3/8	4/4	2	1	viio6	C	I	I	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
13	13	51	13b	202	50	1.0	1/2	1/2	4/4	2	1	I	C	I	I	I	I							M	0	0	0, 4, 1		0	0
13	13	51	13b	203	51	1.5	3/4	3/4	4/4	2	1	V7/IV	C	I	I	V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
14	14	52	14b	409/2	105/2	1.0	1/8	1/8	4/4	2	1	IV	C	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
14	14	52	14b	411/2	107/2	0.5	3/8	3/8	4/4	2	1	viio6]	C	I	I	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
14	14	52	14b	206	54	1.0	1/2	1/2	4/4	2	1	V[I6	C	I	V	I6	I		6					M	0	0	4, 1, 0		0	4
14	14	52	14b	207	55	1.0	3/4	3/4	4/4	2	1	V7	C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
15	15	53	15b	208	56	1.0	0	0	4/4	2	1	I	C	I	V	I	I							M	0	0	0, 4, 1		0	0
15	15	53	15b	209	57	1.0	1/4	1/4	4/4	2	1	V7]	C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
15	15	53	15b	210	58	1.5	1/2	1/2	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
15	15	53	15b	423/2	119/2	0.5	7/8	7/8	4/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
16	16	54	16b	212	60	0.5	0	0	4/4	2	1	V(64)}	C	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
16	16	54	16b	425/2	121/2	3.5	1/8	1/8	4/4	2	1	V|HC	C	I		V	V					HC		M	0	0	1, 5, 2		1	1
16	16	54	16b	214	62	0.0	1/2	1/2	4/4	2	1	{	C	I									{		0	0				
17	17	55	17b	216	64	4.0	0	0	4/4	2	1	V.V7/ii	C	V		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
18	18	56	18b	220	68	4.0	0	0	4/4	2	1	ii	C	V		ii	ii							m	0	0	2, -1, 3		2	2
19	19	57	19b	224	72	4.0	0	0	4/4	2	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
20	20	58	20b	228	76	1.0	0	0	4/4	2	1	I}{	C	V		I	I						}{	M	0	0	0, 4, 1		0	0
20	20	58	20b	229	77	1.0	1/4	1/4	4/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
20	20	58	20b	230	78	2.0	1/2	1/2	4/4	2	1	IV	C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
21	21	59	21b	232	80	1.0	0	0	4/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
21	21	59	21b	233	81	1.0	1/4	1/4	4/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
21	21	59	21b	234	82	2.0	1/2	1/2	4/4	2	1	IV	C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
22	22	60	22b	236	84	1.5	0	0	4/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
22	22	60	22b	475/2	171/2	0.5	3/8	3/8	4/4	2	1	V65/ii	C	V		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
22	22	60	22b	238	86	1.5	1/2	1/2	4/4	2	1	ii	C	V		ii	ii							m	0	0	2, -1, 3		2	2
22	22	60	22b	479/2	175/2	0.5	7/8	7/8	4/4	2	1	V65	C	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
23	23	61	23b	240	88	1.5	0	0	4/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
23	23	61	23b	483/2	179/2	0.5	3/8	3/8	4/4	2	1	IV6	C	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
23	23	61	23b	242	90	1.5	1/2	1/2	4/4	2	1	ii6	C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
23	23	61	23b	487/2	183/2	0.5	7/8	7/8	4/4	2	1	V65/V	C	V		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
24	24	62	24b	244	92	1.5	0	0	4/4	2	1	V|HC}	C	V		V	V					HC	}	M	0	0	1, 5, 2		1	1
24	24	62	24b	977/4	369/4	0.0	1/16	1/16	4/4	2	1	{	C	V									{		0	0				
24	24	62	24b	491/2	187/2	0.5	3/8	3/8	4/4	2	1	V65/ii	C	V		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
24	24	62	24b	246	94	1.5	1/2	1/2	4/4	2	1	II	C	V		II	II							M	0	0	2, 6, 3		2	2
24	24	62	24b	495/2	191/2	0.5	7/8	7/8	4/4	2	1	V65	C	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
25	25	63	25b	248	96	1.5	0	0	4/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
25	25	63	25b	499/2	195/2	0.5	3/8	3/8	4/4	2	1	IV6	C	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
25	25	63	25b	250	98	1.0	1/2	1/2	4/4	2	1	ii65	C	V		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
25	25	63	25b	251	99	1.0	3/4	3/4	4/4	2	1	I64	C	V		I64	I		64					M	0	0	1, 0, 4		0	1
26	26	64	26b	252	100	1.0	0	0	4/4	2	1	IV6	C	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
26	26	64	26b	253	101	1.0	1/4	1/4	4/4	2	1	I64	C	V		I64	I		64					M	0	0	1, 0, 4		0	1
26	26	64	26b	254	102	1.0	1/2	1/2	4/4	2	1	ii65	C	V		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
26	26	64	26b	255	103	1.0	3/4	3/4	4/4	2	1	I64	C	V		I64	I		64					M	0	0	1, 0, 4		0	1
27	27	65	27b	256	104	1.0	0	0	4/4	2	1	IV6	C	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
27	27	65	27b	257	105	1.0	1/4	1/4	4/4	2	1	I64	C	V		I64	I		64					M	0	0	1, 0, 4		0	1
27	27	65	27b	258	106	10.0	1/2	1/2	4/4	2	1	ii6	C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
30	30	68	30b	268	116	2.0	0	0	4/4	2	1	V(64)	C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
30	30	68	30b	270	118	2.0	1/2	1/2	4/4	2	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
31	31	69	31b	272	120	2.0	0	0	4/4	2	1	I|PAC}{	C	V		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
31	31	69	31b	274	122	2.0	1/2	1/2	4/4	2	1	V6	C	V		V6	V		6					M	0	0	5, 2, 1		1	5
32	32	70	32b	276	124	2.0	0	0	4/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
32	32	70	32b	278	126	1.0	1/2	1/2	4/4	2	1	ii6	C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
32	32	70	32b	279	127	1.0	3/4	3/4	4/4	2	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
33	33	71	33b	280	128	2.0	0	0	4/4	2	1	I|PAC}{	C	V		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
33	33	71	33b	282	130	2.0	1/2	1/2	4/4	2	1	V6	C	V		V6	V		6					M	0	0	5, 2, 1		1	5
34	34	72	34b	284	132	2.0	0	0	4/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
34	34	72	34b	286	134	1.0	1/2	1/2	4/4	2	1	ii6	C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
34	34	72	34b	287	135	1.0	3/4	3/4	4/4	2	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
35	35	73	35b	288	136	4.0	0	0	4/4	2	1	I|PAC}{	C	V		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
36	36	74	36b	292	140	2.0	0	0	4/4	2	1	ii	C	V		ii	ii							m	0	0	2, -1, 3		2	2
