mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
17	16	17	16a	127/2	127/2	1.0	3/4	3/4	4/4	2	1	V2	Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
18	17	18	17a	129/2	129/2	2.0	0	0	4/4	2	1	I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
18	17	18	17a	133/2	133/2	2.0	1/2	1/2	4/4	2	1	V6	Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
19	18	19	18a	137/2	137/2	1.5	0	0	4/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
19	18	19	18a	70	70	0.5	3/8	3/8	4/4	2	1	ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
19	18	19	18a	141/2	141/2	1.0	1/2	1/2	4/4	2	1	V(64)}	Bb	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
19	18	19	18a	143/2	143/2	1.0	3/4	3/4	4/4	2	1	V|HC	Bb	I		V		V					HC		M	0	0	1, 5, 2		1	1
20	19	20	19a	145/2	145/2	1.0	0	0	4/4	2	1	I{	Bb	I		I		I						{	M	0	0	0, 4, 1		0	0
20	19	20	19a	147/2	147/2	1.0	1/4	1/4	4/4	2	1	V43	Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
20	19	20	19a	149/2	149/2	1.0	1/2	1/2	4/4	2	1	I6(#11)	Bb	I		I6(#11)		I		6	#11				M	0	0	4, 1, 0	6	0	4
20	19	20	19a	151/2	151/2	1.0	3/4	3/4	4/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
21	20	21	20a	153/2	153/2	1.0	0	0	4/4	2	1	V6	Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
21	20	21	20a	155/2	155/2	1.0	1/4	1/4	4/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
21	20	21	20a	157/2	157/2	1.0	1/2	1/2	4/4	2	1	V64	Bb	I		V64		V		64					M	0	0	2, 1, 5		1	2
21	20	21	20a	159/2	159/2	1.0	3/4	3/4	4/4	2	1	V2	Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
22	21	22	21a	161/2	161/2	2.0	0	0	4/4	2	1	I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
22	21	22	21a	165/2	165/2	2.0	1/2	1/2	4/4	2	1	ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
23	22	23	22a	169/2	169/2	1.0	0	0	4/4	2	1	V(64)	Bb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
23	22	23	22a	171/2	171/2	1.0	1/4	1/4	4/4	2	1	V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
23	22	23	22a	173/2	173/2	2.0	1/2	1/2	4/4	2	1	I|PAC}	Bb	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0
23	22	23	22a	88	88	0.0	7/8	7/8	4/4	2	1	{	Bb	I										{		0	0				
24	23	24	23a	177/2	177/2	2.0	0	0	4/4	2	1	I[I	Bb	I	I	I		I							M	0	0	0, 4, 1		0	0
24	23	24	23a	181/2	181/2	1.5	1/2	1/2	4/4	2	1	IV6	Bb	I	I	IV6		IV		6					M	0	0	3, 0, -1		-1	3
24	23	24	23a	92	92	0.5	7/8	7/8	4/4	2	1	ii6	Bb	I	I	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
25	24	25	24a	185/2	185/2	1.0	0	0	4/4	2	1	IV	Bb	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
25	24	25	24a	187/2	187/2	1.0	1/4	1/4	4/4	2	1	viio6	Bb	I	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
25	24	25	24a	189/2	189/2	2.0	1/2	1/2	4/4	2	1	I	Bb	I	I	I		I							M	0	0	0, 4, 1		0	0
26	25	26	25a	193/2	193/2	2.0	0	0	4/4	2	1	I6	Bb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
26	25	26	25a	197/2	197/2	1.5	1/2	1/2	4/4	2	1	IV	Bb	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
26	25	26	25a	100	100	0.5	7/8	7/8	4/4	2	1	ii	Bb	I	I	ii		ii							m	0	0	2, -1, 3		2	2
27	26	27	26a	201/2	201/2	1.0	0	0	4/4	2	1	vi	Bb	I	I	vi		vi							m	0	0	3, 0, 4		3	3
27	26	27	26a	203/2	203/2	1.0	1/4	1/4	4/4	2	1	viio	Bb	I	I	viio		vii	o						o	0	0	5, 2, -1		5	5
27	26	27	26a	205/2	205/2	2.0	1/2	1/2	4/4	2	1	I]}	Bb	I	I	I		I						}	M	0	0	0, 4, 1		0	0
28	27	28	27a	209/2	209/2	1.0	0	0	4/4	2	1	V6/vi{	Bb	I		V6/vi		V		6		vi		{	M	0	0	8, 5, 4		4	8
28	27	28	27a	211/2	211/2	1.0	1/4	1/4	4/4	2	1	vi	Bb	I		vi		vi							m	0	0	3, 0, 4		3	3
28	27	28	27a	213/2	213/2	1.0	1/2	1/2	4/4	2	1	#viio6/vi	Bb	I		#viio6/vi		#vii	o	6		vi			o	0	0	5, 2, 8		8	5
28	27	28	27a	215/2	215/2	1.0	3/4	3/4	4/4	2	1	vi6	Bb	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
29	28	29	28a	217/2	217/2	1.0	0	0	4/4	2	1	V6/V	Bb	I		V6/V		V		6		V			M	0	0	6, 3, 2		2	6
29	28	29	28a	219/2	219/2	1.0	1/4	1/4	4/4	2	1	V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
29	28	29	28a	221/2	221/2	1.0	1/2	1/2	4/4	2	1	viio6/V	Bb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
29	28	29	28a	223/2	223/2	1.0	3/4	3/4	4/4	2	1	V6	Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
30	29	30	29a	225/2	225/2	2.0	0	0	4/4	2	1	V.I6	Bb	V		I6		I		6					M	0	0	4, 1, 0		0	4
30	29	30	29a	229/2	229/2	2.0	1/2	1/2	4/4	2	1	ii65	Bb	V		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
31	30	31	30a	233/2	233/2	1.0	0	0	4/4	2	1	V(64)	Bb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
31	30	31	30a	235/2	235/2	1.0	1/4	1/4	4/4	2	1	V7	Bb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
31	30	31	30a	237/2	237/2	1.0	1/2	1/2	4/4	2	1	I(94)}	Bb	V		I(94)		I			94			}	M	0	0	0, -1, 1	2	0	0
31	30	31	30a	239/2	239/2	1.0	3/4	3/4	4/4	2	1	I|PAC	Bb	V		I		I					PAC		M	0	0	0, 4, 1		0	0
31	30	31	30a	120	120	0.0	7/8	7/8	4/4	2	1	{	Bb	V										{		0	0				
32	31	32	31a	241/2	241/2	2.0	0	0	4/4	2	1	I.iio/ii	Bb	I		iio/ii		ii	o			ii			o	0	0	4, 1, -2		4	4
32	31	32	31a	245/2	245/2	2.0	1/2	1/2	4/4	2	1	V7/ii	Bb	I		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
33	32	33	32a	249/2	249/2	2.0	0	0	4/4	2	1	ii	Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
33	32	33	32a	253/2	253/2	2.0	1/2	1/2	4/4	2	1	V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
34	33	34	33a	257/2	257/2	2.0	0	0	4/4	2	1	i	Bb	I		i		i							m	0	0	0, -3, 1		0	0
34	33	34	33a	261/2	261/2	2.0	1/2	1/2	4/4	2	1	bVI	Bb	I		bVI		bVI							M	0	0	-4, 0, -3		-4	-4
35	34	35	34a	265/2	265/2	1.0	0	0	4/4	2	1	viio/V	Bb	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
35	34	35	34a	267/2	267/2	1.0	1/4	1/4	4/4	2	1	viio6/V	Bb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
35	34	35	34a	269/2	269/2	1.0	1/2	1/2	4/4	2	1	V(94)}	Bb	I		V(94)		V			94			}	M	0	0	1, 0, 2	3	1	1
35	34	35	34a	271/2	271/2	1.0	3/4	3/4	4/4	2	1	V|HC	Bb	I		V		V					HC		M	0	0	1, 5, 2		1	1
35	34	35	34a	136	136	0.0	7/8	7/8	4/4	2	1	{	Bb	I										{		0	0				
36	35	36	35a	273/2	273/2	2.0	0	0	4/4	2	1	I[I	Bb	I	I	I		I							M	0	0	0, 4, 1		0	0
36	35	36	35a	277/2	277/2	1.5	1/2	1/2	4/4	2	1	IV6	Bb	I	I	IV6		IV		6					M	0	0	3, 0, -1		-1	3
36	35	36	35a	140	140	0.5	7/8	7/8	4/4	2	1	ii6	Bb	I	I	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
37	36	37	36a	281/2	281/2	1.0	0	0	4/4	2	1	IV	Bb	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
37	36	37	36a	283/2	283/2	1.0	1/4	1/4	4/4	2	1	viio6	Bb	I	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
37	36	37	36a	285/2	285/2	2.0	1/2	1/2	4/4	2	1	I	Bb	I	I	I		I							M	0	0	0, 4, 1		0	0
38	37	38	37a	289/2	289/2	2.0	0	0	4/4	2	1	I6	Bb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
38	37	38	37a	293/2	293/2	1.5	1/2	1/2	4/4	2	1	IV	Bb	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
38	37	38	37a	148	148	0.5	7/8	7/8	4/4	2	1	ii	Bb	I	I	ii		ii							m	0	0	2, -1, 3		2	2
39	38	39	38a	297/2	297/2	1.0	0	0	4/4	2	1	vi	Bb	I	I	vi		vi							m	0	0	3, 0, 4		3	3
39	38	39	38a	299/2	299/2	1.0	1/4	1/4	4/4	2	1	viio	Bb	I	I	viio		vii	o						o	0	0	5, 2, -1		5	5
39	38	39	38a	301/2	301/2	2.0	1/2	1/2	4/4	2	1	I]}	Bb	I	I	I		I						}	M	0	0	0, 4, 1		0	0
40	39	40	39a	305/2	305/2	1.0	0	0	4/4	2	1	V6/ii{	Bb	I		V6/ii		V		6		ii		{	M	0	0	7, 4, 3		3	7
40	39	40	39a	307/2	307/2	1.0	1/4	1/4	4/4	2	1	ii	Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
40	39	40	39a	309/2	309/2	1.0	1/2	1/2	4/4	2	1	#viio6/ii	Bb	I		#viio6/ii		#vii	o	6		ii			o	0	0	4, 1, 7		7	4
40	39	40	39a	311/2	311/2	1.0	3/4	3/4	4/4	2	1	ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
41	40	41	40a	313/2	313/2	1.0	0	0	4/4	2	1	V6	Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
41	40	41	40a	315/2	315/2	1.0	1/4	1/4	4/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
41	40	41	40a	317/2	317/2	1.0	1/2	1/2	4/4	2	1	viio6	Bb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
41	40	41	40a	319/2	319/2	1.0	3/4	3/4	4/4	2	1	I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
42	41	42	41a	321/2	321/2	2.0	0	0	4/4	2	1	I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
42	41	42	41a	325/2	325/2	2.0	1/2	1/2	4/4	2	1	ii65	Bb	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
43	42	43	42a	329/2	329/2	1.0	0	0	4/4	2	1	V(64)	Bb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
43	42	43	42a	331/2	331/2	1.0	1/4	1/4	4/4	2	1	V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
43	42	43	42a	333/2	333/2	1.0	1/2	1/2	4/4	2	1	I(94)}	Bb	I		I(94)		I			94			}	M	0	0	0, -1, 1	2	0	0
43	42	43	42a	335/2	335/2	0.5	3/4	3/4	4/4	2	1	I|PAC	Bb	I		I		I					PAC		M	0	0	0, 4, 1		0	0
1	0	44	42a	168	0	1.5	0	7/8	4/4	2	1	Bb.I{	Bb	I		I		I						{	M	0	0	0, 4, 1		0	0
2	1	45	1b	339/2	3/2	1.0	1/4	1/4	4/4	2	1	V43	Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
2	1	45	1b	341/2	5/2	1.0	1/2	1/2	4/4	2	1	I6(#11)	Bb	I		I6(#11)		I		6	#11				M	0	0	4, 1, 0	6	0	4
2	1	45	1b	343/2	7/2	1.0	3/4	3/4	4/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
3	2	46	2b	345/2	9/2	1.0	0	0	4/4	2	1	V6	Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
3	2	46	2b	347/2	11/2	1.0	1/4	1/4	4/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
3	2	46	2b	349/2	13/2	1.0	1/2	1/2	4/4	2	1	V64	Bb	I		V64		V		64					M	0	0	2, 1, 5		1	2
3	2	46	2b	351/2	15/2	1.0	3/4	3/4	4/4	2	1	V2	Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
4	3	47	3b	353/2	17/2	2.0	0	0	4/4	2	1	I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
4	3	47	3b	357/2	21/2	2.0	1/2	1/2	4/4	2	1	V6	Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
5	4	48	4b	361/2	25/2	1.5	0	0	4/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
5	4	48	4b	182	14	0.5	3/8	3/8	4/4	2	1	ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
5	4	48	4b	365/2	29/2	1.0	1/2	1/2	4/4	2	1	V(64)}	Bb	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
5	4	48	4b	367/2	31/2	1.0	3/4	3/4	4/4	2	1	V|HC	Bb	I		V		V					HC		M	0	0	1, 5, 2		1	1
6	5	49	5b	369/2	33/2	1.0	0	0	4/4	2	1	I{	Bb	I		I		I						{	M	0	0	0, 4, 1		0	0
6	5	49	5b	371/2	35/2	1.0	1/4	1/4	4/4	2	1	V43	Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
6	5	49	5b	373/2	37/2	1.0	1/2	1/2	4/4	2	1	I6(#11)	Bb	I		I6(#11)		I		6	#11				M	0	0	4, 1, 0	6	0	4
6	5	49	5b	375/2	39/2	1.0	3/4	3/4	4/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
7	6	50	6b	377/2	41/2	1.0	0	0	4/4	2	1	V6	Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
7	6	50	6b	379/2	43/2	1.0	1/4	1/4	4/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
7	6	50	6b	381/2	45/2	1.0	1/2	1/2	4/4	2	1	V64	Bb	I		V64		V		64					M	0	0	2, 1, 5		1	2
7	6	50	6b	383/2	47/2	1.0	3/4	3/4	4/4	2	1	V2	Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
8	7	51	7b	385/2	49/2	2.0	0	0	4/4	2	1	I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
8	7	51	7b	389/2	53/2	2.0	1/2	1/2	4/4	2	1	ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
9	8	52	8b	393/2	57/2	1.0	0	0	4/4	2	1	V(64)	Bb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
9	8	52	8b	395/2	59/2	1.0	1/4	1/4	4/4	2	1	V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	8	52	8b	397/2	61/2	2.0	1/2	1/2	4/4	2	1	I|PAC}	Bb	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0
9	8	52	8b	200	32	0.0	7/8	7/8	4/4	2	1	{	Bb	I										{		0	0				
10	9	53	9b	401/2	65/2	1.0	0	0	4/4	2	1	V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
10	9	53	9b	403/2	67/2	1.0	1/4	1/4	4/4	2	1	viio6/V	Bb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
10	9	53	9b	405/2	69/2	1.0	1/2	1/2	4/4	2	1	V65	Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
10	9	53	9b	407/2	71/2	0.5	3/4	3/4	4/4	2	1	I(4)	Bb	I		I(4)		I			4				M	0	0	0, -1, 1		0	0
10	9	53	9b	204	36	0.5	7/8	7/8	4/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
11	10	54	10b	409/2	73/2	1.0	0	0	4/4	2	1	ii6(2)	Bb	I		ii6(2)		ii		6	2				m	0	0	-1, 3, 4		2	-1
11	10	54	10b	411/2	75/2	0.5	1/4	1/4	4/4	2	1	ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
11	10	54	10b	206	38	0.5	3/8	3/8	4/4	2	1	V6/V	Bb	I		V6/V		V		6		V			M	0	0	6, 3, 2		2	6
11	10	54	10b	413/2	77/2	1.0	1/2	1/2	4/4	2	1	V(4)	Bb	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
11	10	54	10b	415/2	79/2	2.0	3/4	3/4	4/4	2	1	V|HC	Bb	I		V		V					HC		M	0	0	1, 5, 2		1	1
12	11	55	11b	419/2	83/2	1.0	1/4	1/4	4/4	2	1	viio6/V	Bb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
12	11	55	11b	421/2	85/2	1.0	1/2	1/2	4/4	2	1	V65	Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
12	11	55	11b	423/2	87/2	0.5	3/4	3/4	4/4	2	1	I(4)	Bb	I		I(4)		I			4				M	0	0	0, -1, 1		0	0
12	11	55	11b	212	44	0.5	7/8	7/8	4/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
13	12	56	12b	425/2	89/2	2.0	0	0	4/4	2	1	viio6/V	Bb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
13	12	56	12b	429/2	93/2	2.0	1/2	1/2	4/4	2	1	V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
14	13	57	13b	433/2	97/2	2.0	0	0	4/4	2	1	viio6/V	Bb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
14	13	57	13b	437/2	101/2	2.0	1/2	1/2	4/4	2	1	V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
15	14	58	14b	441/2	105/2	2.0	0	0	4/4	2	1	viio6/V	Bb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
15	14	58	14b	445/2	109/2	2.0	1/2	1/2	4/4	2	1	V}	Bb	I		V		V						}	M	0	0	1, 5, 2		1	1
