mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	1	1a	0	0	5.5	0	0	2/4	2	1	C.I[I{	C	I	I	I	I						{	M	0	0	0, 4, 1		0	0
3	3	3	3a	11/2	11/2	0.5	3/8	3/8	2/4	2	1	viio64	C	I	I	viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
4	4	4	4a	6	6	2.0	0	0	2/4	2	1	I	C	I	I	I	I							M	0	0	0, 4, 1		0	0
5	5	5	5a	8	8	2.0	0	0	2/4	2	1	IV	C	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
6	6	6	6a	10	10	2.0	0	0	2/4	2	1	I]	C	I	I	I	I							M	0	0	0, 4, 1		0	0
7	7	7	7a	12	12	1.0	0	0	2/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
7	7	7	7a	13	13	1.0	1/4	1/4	2/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	8	8a	14	14	0.5	0	0	2/4	2	1	I(#2)	C	I		I(#2)	I			#2				M	0	0	0, 9, 1		0	0
8	8	8	8a	29/2	29/2	1.5	1/8	1/8	2/4	2	1	I|IAC	C	I		I	I					IAC		M	0	0	0, 4, 1		0	0
9	9	9	9a	16	16	2.0	0	0	2/4	2	1	IV64	C	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
10	10	10	10a	18	18	2.0	0	0	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
11	11	11	11a	20	20	1.0	0	0	2/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
11	11	11	11a	21	21	1.0	1/4	1/4	2/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	12	12	12a	22	22	2.0	0	0	2/4	2	1	I|PAC}{	C	I		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
13	13	13	13a	24	24	0.5	0	0	2/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
13	13	13	13a	49/2	49/2	0.5	1/8	1/8	2/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
13	13	13	13a	25	25	0.5	1/4	1/4	2/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
13	13	13	13a	51/2	51/2	0.5	3/8	3/8	2/4	2	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
14	14	14	14a	26	26	2.0	0	0	2/4	2	1	I|PAC	C	I		I	I					PAC		M	0	0	0, 4, 1		0	0
15	15	15	15a	28	28	0.5	0	0	2/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
15	15	15	15a	57/2	57/2	0.5	1/8	1/8	2/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
15	15	15	15a	29	29	0.5	1/4	1/4	2/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
15	15	15	15a	59/2	59/2	0.5	3/8	3/8	2/4	2	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
16	16	16	16a	30	30	0.75	0	0	2/4	2	1	I|PAC	C	I		I	I					PAC		M	0	0	0, 4, 1		0	0
16	16	16	16a	123/4	123/4	0.25	3/16	3/16	2/4	2	1	viio64/IV	C	I		viio64/IV	vii	o	64		IV			o	0	0	-2, 4, 1		4	-2
16	16	16	16a	31	31	0.5	1/4	1/4	2/4	2	1	IV6	C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
16	16	16	16a	63/2	63/2	0.5	3/8	3/8	2/4	2	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
