mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
40	40	76	40a	453/2	237/2	1.0	3/8	3/8	6/8	2	1		V(64)}	A	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
40	40	76	40a	455/2	239/2	0.5	5/8	5/8	6/8	2	1		V|HC	A	I		V	V					HC		M	0	0	1, 5, 2		1	1
41	41	77	41a	228	120	3.0	0	0	6/8	2	1		I{	A	I		I	I						{	M	0	0	0, 4, 1		0	0
42	42	78	42a	231	123	1.5	0	0	6/8	2	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
42	42	78	42a	465/2	249/2	1.5	3/8	3/8	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
43	43	79	43a	234	126	1.0	0	0	6/8	2	1		vi7	A	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
43	43	79	43a	235	127	0.5	1/4	1/4	6/8	2	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
43	43	79	43a	471/2	255/2	1.0	3/8	3/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
43	43	79	43a	473/2	257/2	0.5	5/8	5/8	6/8	2	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
44	44	80	44a	237	129	1.0	0	0	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
44	44	80	44a	238	130	0.5	1/4	1/4	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
44	44	80	44a	477/2	261/2	2.5	3/8	3/8	6/8	2	1		I|PAC}	A	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
37	37	81	37b	240	108	0.0	0	0	6/8	2	1		{	A	I									{		0	0				
37	37	81	37b	241	109	0.5	1/4	1/4	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
37	37	81	37b	483/2	219/2	1.0	3/8	3/8	6/8	2	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
37	37	81	37b	485/2	221/2	0.5	5/8	5/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
38	38	82	38b	243	111	1.0	0	0	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
38	38	82	38b	244	112	0.5	1/4	1/4	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
38	38	82	38b	489/2	225/2	1.0	3/8	3/8	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
38	38	82	38b	491/2	227/2	0.5	5/8	5/8	6/8	2	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
39	39	83	39b	246	114	1.5	0	0	6/8	2	1		vi7	A	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
39	39	83	39b	495/2	231/2	1.5	3/8	3/8	6/8	2	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
40	40	84	40b	249	117	1.0	0	0	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
40	40	84	40b	250	118	0.5	1/4	1/4	6/8	2	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
40	40	84	40b	501/2	237/2	1.0	3/8	3/8	6/8	2	1		V(64)}	A	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
40	40	84	40b	503/2	239/2	0.5	5/8	5/8	6/8	2	1		V|HC	A	I		V	V					HC		M	0	0	1, 5, 2		1	1
41	41	85	41b	252	120	3.0	0	0	6/8	2	1		I{	A	I		I	I						{	M	0	0	0, 4, 1		0	0
42	42	86	42b	255	123	1.5	0	0	6/8	2	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
42	42	86	42b	513/2	249/2	1.5	3/8	3/8	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
43	43	87	43b	258	126	1.0	0	0	6/8	2	1		vi7	A	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
43	43	87	43b	259	127	0.5	1/4	1/4	6/8	2	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
43	43	87	43b	519/2	255/2	1.0	3/8	3/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
43	43	87	43b	521/2	257/2	0.5	5/8	5/8	6/8	2	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
44	44	88	44b	261	129	1.0	0	0	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
44	44	88	44b	262	130	0.5	1/4	1/4	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
44	44	88	44b	525/2	261/2	3.0	3/8	3/8	6/8	2	1		I|PAC}	A	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
45	45	89	45a	264	132	0.0	0	0	6/8	2	1		{	A	I									{		0	0				
45	45	89	45a	531/2	267/2	3.0	3/8	3/8	6/8	2	1		IV64	A	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
46	46	90	46a	537/2	273/2	3.0	3/8	3/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
47	47	91	47a	543/2	279/2	1.5	3/8	3/8	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
48	48	92	48a	273	141	1.0	0	0	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
48	48	92	48a	274	142	0.5	1/4	1/4	6/8	2	1		viio6/V	A	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
48	48	92	48a	549/2	285/2	1.0	3/8	3/8	6/8	2	1		V(64)}	A	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
48	48	92	48a	551/2	287/2	0.5	5/8	5/8	6/8	2	1		V|HC	A	I		V	V					HC		M	0	0	1, 5, 2		1	1
49	49	93	49a	276	144	1.0	0	0	6/8	2	1		I{	A	I		I	I						{	M	0	0	0, 4, 1		0	0
49	49	93	49a	277	145	0.5	1/4	1/4	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
49	49	93	49a	555/2	291/2	1.0	3/8	3/8	6/8	2	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
49	49	93	49a	557/2	293/2	0.5	5/8	5/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
50	50	94	50a	279	147	1.0	0	0	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
50	50	94	50a	280	148	0.5	1/4	1/4	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
50	50	94	50a	561/2	297/2	1.0	3/8	3/8	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
50	50	94	50a	563/2	299/2	0.5	5/8	5/8	6/8	2	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
51	51	95	51a	282	150	1.0	0	0	6/8	2	1		vi7	A	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
51	51	95	51a	283	151	0.5	1/4	1/4	6/8	2	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
51	51	95	51a	567/2	303/2	1.0	3/8	3/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
51	51	95	51a	569/2	305/2	0.5	5/8	5/8	6/8	2	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
52	52	96	52a	285	153	1.0	0	0	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
52	52	96	52a	286	154	0.5	1/4	1/4	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
52	52	96	52a	573/2	309/2	1.0	3/8	3/8	6/8	2	1		I(974)}	A	I		I(974)	I			974			}	M	0	0	0, -1, 1	2, 5	0	0
52	52	96	52a	575/2	311/2	1.5	5/8	5/8	6/8	2	1		I|IAC	A	I		I	I					IAC		M	0	0	0, 4, 1		0	0
53	53	97	53a	288	156	0.0	0	0	6/8	2	1		{	A	I									{		0	0				
53	53	97	53a	289	157	0.5	1/4	1/4	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
53	53	97	53a	579/2	315/2	1.0	3/8	3/8	6/8	2	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
53	53	97	53a	581/2	317/2	0.5	5/8	5/8	6/8	2	1		ii65	A	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
54	54	98	54a	291	159	1.0	0	0	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
54	54	98	54a	292	160	0.5	1/4	1/4	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
54	54	98	54a	585/2	321/2	3.0	3/8	3/8	6/8	2	1		I|PAC}	A	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
45	45	99	45b	294	132	0.0	0	0	6/8	2	1		{	A	I									{		0	0				
45	45	99	45b	591/2	267/2	3.0	3/8	3/8	6/8	2	1		IV64	A	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
46	46	100	46b	597/2	273/2	3.0	3/8	3/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
47	47	101	47b	603/2	279/2	1.5	3/8	3/8	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
48	48	102	48b	303	141	1.0	0	0	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
48	48	102	48b	304	142	0.5	1/4	1/4	6/8	2	1		viio6/V	A	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
48	48	102	48b	609/2	285/2	1.0	3/8	3/8	6/8	2	1		V(64)}	A	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
48	48	102	48b	611/2	287/2	0.5	5/8	5/8	6/8	2	1		V|HC	A	I		V	V					HC		M	0	0	1, 5, 2		1	1
49	49	103	49b	306	144	1.0	0	0	6/8	2	1		I{	A	I		I	I						{	M	0	0	0, 4, 1		0	0
49	49	103	49b	307	145	0.5	1/4	1/4	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
49	49	103	49b	615/2	291/2	1.0	3/8	3/8	6/8	2	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
49	49	103	49b	617/2	293/2	0.5	5/8	5/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
50	50	104	50b	309	147	1.0	0	0	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
50	50	104	50b	310	148	0.5	1/4	1/4	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
50	50	104	50b	621/2	297/2	1.0	3/8	3/8	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
50	50	104	50b	623/2	299/2	0.5	5/8	5/8	6/8	2	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
51	51	105	51b	312	150	1.0	0	0	6/8	2	1		vi7	A	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
51	51	105	51b	313	151	0.5	1/4	1/4	6/8	2	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
51	51	105	51b	627/2	303/2	1.0	3/8	3/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
51	51	105	51b	629/2	305/2	0.5	5/8	5/8	6/8	2	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
52	52	106	52b	315	153	1.0	0	0	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
52	52	106	52b	316	154	0.5	1/4	1/4	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
52	52	106	52b	633/2	309/2	1.0	3/8	3/8	6/8	2	1		I(974)}	A	I		I(974)	I			974			}	M	0	0	0, -1, 1	2, 5	0	0
52	52	106	52b	635/2	311/2	1.5	5/8	5/8	6/8	2	1		I|IAC	A	I		I	I					IAC		M	0	0	0, 4, 1		0	0
53	53	107	53b	318	156	0.0	0	0	6/8	2	1		{	A	I									{		0	0				
53	53	107	53b	319	157	0.5	1/4	1/4	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
53	53	107	53b	639/2	315/2	1.0	3/8	3/8	6/8	2	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
53	53	107	53b	641/2	317/2	0.5	5/8	5/8	6/8	2	1		ii65	A	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
54	54	108	54b	321	159	1.0	0	0	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
54	54	108	54b	322	160	0.5	1/4	1/4	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
54	54	108	54b	645/2	321/2	1.5	3/8	3/8	6/8	2	1		I|PAC}	A	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
55	55	109	55a	324	162	3.0	0	0	6/8	2	1		i.i{	A	i		i	i						{	m	0	1	0, -3, 1		0	0
56	56	110	56a	327	165	1.5	0	0	6/8	2	1		V	A	i		V	V							M	0	1	1, 5, 2		1	1
56	56	110	56a	657/2	333/2	1.5	3/8	3/8	6/8	2	1		V7	A	i		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
57	57	111	57a	330	168	1.5	0	0	6/8	2	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
57	57	111	57a	663/2	339/2	1.5	3/8	3/8	6/8	2	1		V43	A	i		V43	V		43					Mm7	0	1	2, -1, 1, 5		1	2
58	58	112	58a	333	171	0.5	0	0	6/8	2	1		i6	A	i		i6	i		6					m	0	1	-3, 1, 0		0	-3
58	58	112	58a	667/2	343/2	0.5	1/8	1/8	6/8	2	1		V64	A	i		V64	V		64					M	0	1	2, 1, 5		1	2
58	58	112	58a	334	172	0.5	1/4	1/4	6/8	2	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
58	58	112	58a	669/2	345/2	1.0	3/8	3/8	6/8	2	1		V(64)}	A	i		V(64)	V			64			}	M	0	1	1, 0, -3		1	1
58	58	112	58a	671/2	347/2	0.5	5/8	5/8	6/8	2	1		V|HC	A	i		V	V					HC		M	0	1	1, 5, 2		1	1
59	59	113	59a	336	174	3.0	0	0	6/8	2	1		i{	A	i		i	i						{	m	0	1	0, -3, 1		0	0
60	60	114	60a	339	177	1.5	0	0	6/8	2	1		V	A	i		V	V							M	0	1	1, 5, 2		1	1
60	60	114	60a	681/2	357/2	1.5	3/8	3/8	6/8	2	1		V7	A	i		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
61	61	115	61a	342	180	1.0	0	0	6/8	2	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
61	61	115	61a	343	181	0.5	1/4	1/4	6/8	2	1		V65	A	i		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
61	61	115	61a	687/2	363/2	1.0	3/8	3/8	6/8	2	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
61	61	115	61a	689/2	365/2	0.5	5/8	5/8	6/8	2	1		iv6	A	i		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
62	62	116	62a	345	183	1.0	0	0	6/8	2	1		V(64)	A	i		V(64)	V			64				M	0	1	1, 0, -3		1	1
62	62	116	62a	346	184	0.5	1/4	1/4	6/8	2	1		V	A	i		V	V							M	0	1	1, 5, 2		1	1
62	62	116	62a	693/2	369/2	1.5	3/8	3/8	6/8	2	1		i|PAC}	A	i		i	i					PAC	}	m	0	1	0, -3, 1		0	0
55	55	117	55b	348	162	3.0	0	0	6/8	2	1		i.i{	A	i		i	i						{	m	0	1	0, -3, 1		0	0
56	56	118	56b	351	165	1.5	0	0	6/8	2	1		V	A	i		V	V							M	0	1	1, 5, 2		1	1
56	56	118	56b	705/2	333/2	1.5	3/8	3/8	6/8	2	1		V7	A	i		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
57	57	119	57b	354	168	1.5	0	0	6/8	2	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
57	57	119	57b	711/2	339/2	1.5	3/8	3/8	6/8	2	1		V43	A	i		V43	V		43					Mm7	0	1	2, -1, 1, 5		1	2
58	58	120	58b	357	171	0.5	0	0	6/8	2	1		i6	A	i		i6	i		6					m	0	1	-3, 1, 0		0	-3
58	58	120	58b	715/2	343/2	0.5	1/8	1/8	6/8	2	1		V64	A	i		V64	V		64					M	0	1	2, 1, 5		1	2
58	58	120	58b	358	172	0.5	1/4	1/4	6/8	2	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
58	58	120	58b	717/2	345/2	1.0	3/8	3/8	6/8	2	1		V(64)}	A	i		V(64)	V			64			}	M	0	1	1, 0, -3		1	1
58	58	120	58b	719/2	347/2	0.5	5/8	5/8	6/8	2	1		V|HC	A	i		V	V					HC		M	0	1	1, 5, 2		1	1
59	59	121	59b	360	174	3.0	0	0	6/8	2	1		i{	A	i		i	i						{	m	0	1	0, -3, 1		0	0
60	60	122	60b	363	177	1.5	0	0	6/8	2	1		V	A	i		V	V							M	0	1	1, 5, 2		1	1
60	60	122	60b	729/2	357/2	1.5	3/8	3/8	6/8	2	1		V7	A	i		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
61	61	123	61b	366	180	1.0	0	0	6/8	2	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
61	61	123	61b	367	181	0.5	1/4	1/4	6/8	2	1		V65	A	i		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
61	61	123	61b	735/2	363/2	1.0	3/8	3/8	6/8	2	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
61	61	123	61b	737/2	365/2	0.5	5/8	5/8	6/8	2	1		iv6	A	i		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
62	62	124	62b	369	183	1.0	0	0	6/8	2	1		V(64)	A	i		V(64)	V			64				M	0	1	1, 0, -3		1	1
62	62	124	62b	370	184	0.5	1/4	1/4	6/8	2	1		V	A	i		V	V							M	0	1	1, 5, 2		1	1
62	62	124	62b	741/2	369/2	2.5	3/8	3/8	6/8	2	1		i|PAC}	A	i		i	i					PAC	}	m	0	1	0, -3, 1		0	0
63	63	125	63a	372	186	0.0	0	0	6/8	2	1		{	A	i									{		0	1				
63	63	125	63a	373	187	0.5	1/4	1/4	6/8	2	1		V7/iv	A	i		V7/iv	V		7		iv			Mm7	0	1	0, 4, 1, -2		0	0
63	63	125	63a	747/2	375/2	3.0	3/8	3/8	6/8	2	1		iv64	A	i		iv64	iv		64					m	0	1	0, -1, -4		-1	0
64	64	126	64a	753/2	381/2	3.0	3/8	3/8	6/8	2	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
65	65	127	65a	759/2	387/2	1.0	3/8	3/8	6/8	2	1		#viio7	A	i		#viio7	#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
65	65	127	65a	761/2	389/2	0.5	5/8	5/8	6/8	2	1		#viio43	A	i		#viio43	#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
66	66	128	66a	381	195	0.5	0	0	6/8	2	1		i6	A	i		i6	i		6					m	0	1	-3, 1, 0		0	-3
66	66	128	66a	763/2	391/2	0.5	1/8	1/8	6/8	2	1		V6	A	i		V6	V		6					M	0	1	5, 2, 1		1	5
66	66	128	66a	382	196	0.5	1/4	1/4	6/8	2	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
66	66	128	66a	765/2	393/2	1.0	3/8	3/8	6/8	2	1		viio7/V	A	i		viio7/V	vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6
66	66	128	66a	767/2	395/2	0.5	5/8	5/8	6/8	2	1		V|HC}	A	i		V	V					HC	}	M	0	1	1, 5, 2		1	1
67	67	129	67a	384	198	3.0	0	0	6/8	2	1		i{	A	i		i	i						{	m	0	1	0, -3, 1		0	0
68	68	130	68a	387	201	1.5	0	0	6/8	2	1		V	A	i		V	V							M	0	1	1, 5, 2		1	1
68	68	130	68a	777/2	405/2	1.5	3/8	3/8	6/8	2	1		V7	A	i		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
69	69	131	69a	390	204	1.0	0	0	6/8	2	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
69	69	131	69a	391	205	0.5	1/4	1/4	6/8	2	1		V65	A	i		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
69	69	131	69a	783/2	411/2	1.0	3/8	3/8	6/8	2	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
69	69	131	69a	785/2	413/2	0.5	5/8	5/8	6/8	2	1		iv6	A	i		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
70	70	132	70a	393	207	1.0	0	0	6/8	2	1		V(64)	A	i		V(64)	V			64				M	0	1	1, 0, -3		1	1
70	70	132	70a	394	208	0.5	1/4	1/4	6/8	2	1		V	A	i		V	V							M	0	1	1, 5, 2		1	1
70	70	132	70a	789/2	417/2	2.5	3/8	3/8	6/8	2	1		i|PAC}	A	i		i	i					PAC	}	m	0	1	0, -3, 1		0	0
71	71	133	71a	396	210	0.0	0	0	6/8	2	1		{	A	i									{		0	1				
71	71	133	71a	397	211	0.5	1/4	1/4	6/8	2	1		V65	A	i		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
71	71	133	71a	795/2	423/2	1.0	3/8	3/8	6/8	2	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
71	71	133	71a	797/2	425/2	0.5	5/8	5/8	6/8	2	1		iv6	A	i		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
72	72	134	72a	399	213	1.0	0	0	6/8	2	1		V(64)	A	i		V(64)	V			64				M	0	1	1, 0, -3		1	1
72	72	134	72a	400	214	0.5	1/4	1/4	6/8	2	1		V	A	i		V	V							M	0	1	1, 5, 2		1	1
72	72	134	72a	801/2	429/2	2.5	3/8	3/8	6/8	2	1		i|PAC}	A	i		i	i					PAC	}	m	0	1	0, -3, 1		0	0
63	63	135	63b	402	186	0.0	0	0	6/8	2	1		{	A	i									{		0	1				
63	63	135	63b	403	187	0.5	1/4	1/4	6/8	2	1		V7/iv	A	i		V7/iv	V		7		iv			Mm7	0	1	0, 4, 1, -2		0	0
63	63	135	63b	807/2	375/2	3.0	3/8	3/8	6/8	2	1		iv64	A	i		iv64	iv		64					m	0	1	0, -1, -4		-1	0
64	64	136	64b	813/2	381/2	3.0	3/8	3/8	6/8	2	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
65	65	137	65b	819/2	387/2	1.0	3/8	3/8	6/8	2	1		#viio7	A	i		#viio7	#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
65	65	137	65b	821/2	389/2	0.5	5/8	5/8	6/8	2	1		#viio43	A	i		#viio43	#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
66	66	138	66b	411	195	0.5	0	0	6/8	2	1		i6	A	i		i6	i		6					m	0	1	-3, 1, 0		0	-3
66	66	138	66b	823/2	391/2	0.5	1/8	1/8	6/8	2	1		V6	A	i		V6	V		6					M	0	1	5, 2, 1		1	5
66	66	138	66b	412	196	0.5	1/4	1/4	6/8	2	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
66	66	138	66b	825/2	393/2	1.0	3/8	3/8	6/8	2	1		viio7/V	A	i		viio7/V	vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6
66	66	138	66b	827/2	395/2	0.5	5/8	5/8	6/8	2	1		V|HC}	A	i		V	V					HC	}	M	0	1	1, 5, 2		1	1
67	67	139	67b	414	198	3.0	0	0	6/8	2	1		i{	A	i		i	i						{	m	0	1	0, -3, 1		0	0
68	68	140	68b	417	201	1.5	0	0	6/8	2	1		V	A	i		V	V							M	0	1	1, 5, 2		1	1
68	68	140	68b	837/2	405/2	1.5	3/8	3/8	6/8	2	1		V7	A	i		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
69	69	141	69b	420	204	1.0	0	0	6/8	2	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
69	69	141	69b	421	205	0.5	1/4	1/4	6/8	2	1		V65	A	i		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
69	69	141	69b	843/2	411/2	1.0	3/8	3/8	6/8	2	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
69	69	141	69b	845/2	413/2	0.5	5/8	5/8	6/8	2	1		iv6	A	i		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
70	70	142	70b	423	207	1.0	0	0	6/8	2	1		V(64)	A	i		V(64)	V			64				M	0	1	1, 0, -3		1	1
70	70	142	70b	424	208	0.5	1/4	1/4	6/8	2	1		V	A	i		V	V							M	0	1	1, 5, 2		1	1
70	70	142	70b	849/2	417/2	2.5	3/8	3/8	6/8	2	1		i|PAC}	A	i		i	i					PAC	}	m	0	1	0, -3, 1		0	0
71	71	143	71b	426	210	0.0	0	0	6/8	2	1		{	A	i									{		0	1				
71	71	143	71b	427	211	0.5	1/4	1/4	6/8	2	1		V65	A	i		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
71	71	143	71b	855/2	423/2	1.0	3/8	3/8	6/8	2	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
71	71	143	71b	857/2	425/2	0.5	5/8	5/8	6/8	2	1		iv6	A	i		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
72	72	144	72b	429	213	1.0	0	0	6/8	2	1		V(64)	A	i		V(64)	V			64				M	0	1	1, 0, -3		1	1
72	72	144	72b	430	214	0.5	1/4	1/4	6/8	2	1		V	A	i		V	V							M	0	1	1, 5, 2		1	1
72	72	144	72b	861/2	429/2	1.5	3/8	3/8	6/8	2	1		i|PAC}	A	i		i	i					PAC	}	m	0	1	0, -3, 1		0	0
73	73	145	73a	432	216	3.0	0	0	6/8	2	1		I.I{	A	I		I	I						{	M	0	0	0, 4, 1		0	0
74	74	146	74a	435	219	1.5	0	0	6/8	2	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
74	74	146	74a	873/2	441/2	1.5	3/8	3/8	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
75	75	147	75a	438	222	1.5	0	0	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
75	75	147	75a	879/2	447/2	1.5	3/8	3/8	6/8	2	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
76	76	148	76a	441	225	1.5	0	0	6/8	2	1		V(64)}	A	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
76	76	148	76a	885/2	453/2	1.5	3/8	3/8	6/8	2	1		V|HC	A	I		V	V					HC		M	0	0	1, 5, 2		1	1
77	77	149	77a	444	228	3.0	0	0	6/8	2	1		I{	A	I		I	I						{	M	0	0	0, 4, 1		0	0
78	78	150	78a	447	231	1.5	0	0	6/8	2	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
78	78	150	78a	897/2	465/2	1.5	3/8	3/8	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
79	79	151	79a	450	234	1.0	0	0	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
