mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	1	0a	0	0	0.5	0	3/8	2/4	2	1	C.V{	C	I		V	V						{	M	0	0	1, 5, 2		1	1
2	1	2	1a	1/2	1/2	4.0	0	0	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
4	3	4	3a	9/2	9/2	4.0	0	0	2/4	2	1	I(64)	C	I		I(64)	I			64				M	0	0	0, -1, 3		0	0
6	5	6	5a	17/2	17/2	2.0	0	0	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
7	6	7	6a	21/2	21/2	1.5	0	0	2/4	2	1	V6	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
7	6	7	6a	12	12	0.5	3/8	3/8	2/4	2	1	V65	C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
8	7	8	7a	25/2	25/2	0.5	0	0	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
8	7	8	7a	13	13	0.5	1/8	1/8	2/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
8	7	8	7a	27/2	27/2	0.5	1/4	1/4	2/4	2	1	viio6	C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
8	7	8	7a	14	14	0.5	3/8	3/8	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
9	8	9	8a	29/2	29/2	1.0	0	0	2/4	2	1	V(64)}	C	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
9	8	9	8a	31/2	31/2	1.0	1/4	1/4	2/4	2	1	V|HC	C	I		V	V					HC		M	0	0	1, 5, 2		1	1
9	8	9	8a	16	16	0.0	3/8	3/8	2/4	2	1	{	C	I									{		0	0				
10	9	10	9a	33/2	33/2	4.0	0	0	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
12	11	12	11a	41/2	41/2	4.0	0	0	2/4	2	1	I(64)	C	I		I(64)	I			64				M	0	0	0, -1, 3		0	0
14	13	14	13a	49/2	49/2	1.0	0	0	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
14	13	14	13a	51/2	51/2	1.0	1/4	1/4	2/4	2	1	V65/ii	C	I		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
15	14	15	14a	53/2	53/2	1.0	0	0	2/4	2	1	ii	C	I		ii	ii							m	0	0	2, -1, 3		2	2
15	14	15	14a	55/2	55/2	1.0	1/4	1/4	2/4	2	1	V65	C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
16	15	16	15a	57/2	57/2	0.5	0	0	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
16	15	16	15a	29	29	0.5	1/8	1/8	2/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
16	15	16	15a	59/2	59/2	0.5	1/4	1/4	2/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
16	15	16	15a	30	30	0.5	3/8	3/8	2/4	2	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
17	16	17	16a	61/2	61/2	1.0	0	0	2/4	2	1	I|EC	C	I		I	I					EC		M	0	0	0, 4, 1		0	0
17	16	17	16a	63/2	63/2	1.0	1/4	1/4	2/4	2	1	V65/ii	C	I		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
18	17	18	17a	65/2	65/2	1.0	0	0	2/4	2	1	ii	C	I		ii	ii							m	0	0	2, -1, 3		2	2
18	17	18	17a	67/2	67/2	1.0	1/4	1/4	2/4	2	1	V65	C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
19	18	19	18a	69/2	69/2	0.5	0	0	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
19	18	19	18a	35	35	0.5	1/8	1/8	2/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
19	18	19	18a	71/2	71/2	0.5	1/4	1/4	2/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
19	18	19	18a	36	36	0.5	3/8	3/8	2/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
20	19	20	19a	73/2	73/2	2.0	0	0	2/4	2	1	I|PAC}	C	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
20	19	20	19a	37	37	0.0	1/8	1/8	2/4	2	1	{	C	I									{		0	0				
21	20	21	20a	77/2	77/2	1.0	0	0	2/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
21	20	21	20a	79/2	79/2	1.0	1/4	1/4	2/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
22	21	22	21a	81/2	81/2	2.0	0	0	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
23	22	23	22a	85/2	85/2	1.0	0	0	2/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
23	22	23	22a	87/2	87/2	1.0	1/4	1/4	2/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
24	23	24	23a	89/2	89/2	2.0	0	0	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
25	24	25	24a	93/2	93/2	0.5	0	0	2/4	2	1	IV(#2)	C	I		IV(#2)	IV			#2				M	0	0	-1, 8, 0		-1	-1
25	24	25	24a	47	47	0.5	1/8	1/8	2/4	2	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
25	24	25	24a	95/2	95/2	0.5	1/4	1/4	2/4	2	1	I6(#4)	C	I		I6(#4)	I		6	#4				M	0	0	4, 6, 0		0	4
25	24	25	24a	48	48	0.5	3/8	3/8	2/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
26	25	26	25a	97/2	97/2	0.5	0	0	2/4	2	1	IV6(7)	C	I		IV6(7)	IV		6	7				M	0	0	3, 0, 4		-1	3
26	25	26	25a	49	49	0.5	1/8	1/8	2/4	2	1	IV6	C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
26	25	26	25a	99/2	99/2	0.5	1/4	1/4	2/4	2	1	I64(#2)	C	I		I64(#2)	I		64	#2				M	0	0	1, 0, 9		0	1
26	25	26	25a	50	50	0.5	3/8	3/8	2/4	2	1	I64	C	I		I64	I		64					M	0	0	1, 0, 4		0	1
27	26	27	26a	101/2	101/2	2.0	0	0	2/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
28	27	28	27a	105/2	105/2	0.5	0	0	2/4	2	1	V(64)}	C	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
28	27	28	27a	53	53	0.5	1/8	1/8	2/4	2	1	V|HC	C	I		V	V					HC		M	0	0	1, 5, 2		1	1
28	27	28	27a	107/2	107/2	1.0	1/4	1/4	2/4	2	1	I{	C	I		I	I						{	M	0	0	0, 4, 1		0	0
29	28	29	28a	109/2	109/2	1.0	0	0	2/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
29	28	29	28a	111/2	111/2	1.0	1/4	1/4	2/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
30	29	30	29a	113/2	113/2	2.0	0	0	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
31	30	31	30a	117/2	117/2	1.0	0	0	2/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
31	30	31	30a	119/2	119/2	1.0	1/4	1/4	2/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	31	32	31a	121/2	121/2	2.0	0	0	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
33	32	33	32a	125/2	125/2	1.0	0	0	2/4	2	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
33	32	33	32a	127/2	127/2	1.0	1/4	1/4	2/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
34	33	34	33a	129/2	129/2	1.0	0	0	2/4	2	1	IV6	C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
34	33	34	33a	131/2	131/2	1.0	1/4	1/4	2/4	2	1	I64	C	I		I64	I		64					M	0	0	1, 0, 4		0	1
35	34	35	34a	133/2	133/2	1.0	0	0	2/4	2	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
35	34	35	34a	135/2	135/2	1.0	1/4	1/4	2/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
36	35	36	35a	137/2	137/2	0.5	0	0	2/4	2	1	ii7(4)	C	I		ii7(4)	ii		7	4				mm7	0	0	2, 1, 3, 0		2	2
36	35	36	35a	69	69	0.5	1/8	1/8	2/4	2	1	ii7	C	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
36	35	36	35a	139/2	139/2	0.5	1/4	1/4	2/4	2	1	I(4)	C	I		I(4)	I			4				M	0	0	0, -1, 1		0	0
