mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
20	19	20	19a	38	38	0.5	3/8	3/8	2/4	2	1	vi	Eb	V		vi		vi							m	0	0	3, 0, 4		3	3
21	20	21	20a	77/2	77/2	2.0	0	0	2/4	2	1	I6	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
22	21	22	21a	81/2	81/2	2.0	0	0	2/4	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
23	22	23	22a	85/2	85/2	1.0	0	0	2/4	2	1	V(64)	Eb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
23	22	23	22a	87/2	87/2	1.0	1/4	1/4	2/4	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
24	23	24	23a	89/2	89/2	2.0	0	0	2/4	2	1	I|PAC}	Eb	V		I		I					PAC	}	M	0	0	0, 4, 1		0	0
25	24	25	24a	93/2	93/2	2.0	0	0	2/4	2	1	I6{	Eb	V		I6		I		6				{	M	0	0	4, 1, 0		0	4
26	25	26	25a	97/2	97/2	1.5	0	0	2/4	2	1	ii6(#72)	Eb	V		ii6(#72)		ii		6	#72				m	0	0	-1, 3, 4, 7		2	-1
26	25	26	25a	50	50	0.5	3/8	3/8	2/4	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
27	26	27	26a	101/2	101/2	1.5	0	0	2/4	2	1	V(9)	Eb	V		V(9)		V			9				M	0	0	1, 5, 2	3	1	1
27	26	27	26a	52	52	0.5	3/8	3/8	2/4	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
28	27	28	27a	105/2	105/2	1.5	0	0	2/4	2	1	vi(6)	Eb	V		vi(6)		vi			6				m	0	0	3, 0, -1		3	3
28	27	28	27a	54	54	0.5	3/8	3/8	2/4	2	1	vi	Eb	V		vi		vi							m	0	0	3, 0, 4		3	3
29	28	29	28a	109/2	109/2	2.0	0	0	2/4	2	1	I6	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
30	29	30	29a	113/2	113/2	2.0	0	0	2/4	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
31	30	31	30a	117/2	117/2	1.0	0	0	2/4	2	1	V(64)	Eb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
31	30	31	30a	119/2	119/2	1.0	1/4	1/4	2/4	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	31	32	31a	121/2	121/2	2.0	0	0	2/4	2	1	vi|DC	Eb	V		vi		vi					DC		m	0	0	3, 0, 4		3	3
33	32	33	32a	125/2	125/2	2.0	0	0	2/4	2	1	I6	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
34	33	34	33a	129/2	129/2	2.0	0	0	2/4	2	1	IV	Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
35	34	35	34a	133/2	133/2	1.0	0	0	2/4	2	1	V(64)	Eb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
35	34	35	34a	135/2	135/2	1.0	1/4	1/4	2/4	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
36	35	36	35a	137/2	137/2	2.0	0	0	2/4	2	1	I|PAC}{	Eb	V		I		I					PAC	}{	M	0	0	0, 4, 1		0	0
37	36	37	36a	141/2	141/2	1.0	0	0	2/4	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
37	36	37	36a	143/2	143/2	0.5	1/4	1/4	2/4	2	1	ii	Eb	V		ii		ii							m	0	0	2, -1, 3		2	2
37	36	37	36a	72	72	0.5	3/8	3/8	2/4	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
38	37	38	37a	145/2	145/2	2.0	0	0	2/4	2	1	I6	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
39	38	39	38a	149/2	149/2	1.0	0	0	2/4	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
39	38	39	38a	151/2	151/2	0.5	1/4	1/4	2/4	2	1	ii	Eb	V		ii		ii							m	0	0	2, -1, 3		2	2
39	38	39	38a	76	76	0.5	3/8	3/8	2/4	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
40	39	40	39a	153/2	153/2	1.5	0	0	2/4	2	1	I|PAC}	Eb	V		I		I					PAC	}	M	0	0	0, 4, 1		0	0
1	0	41	39a	78	0	2.5	0	3/8	2/4	2	1	Eb.I{	Eb	I		I		I						{	M	0	0	0, 4, 1		0	0
3	2	43	2b	161/2	5/2	2.0	0	0	2/4	2	1	V6	Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
4	3	44	3b	165/2	9/2	0.5	0	0	2/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
4	3	44	3b	83	5	0.5	1/8	1/8	2/4	2	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
4	3	44	3b	167/2	11/2	0.5	1/4	1/4	2/4	2	1	IV	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
4	3	44	3b	84	6	0.5	3/8	3/8	2/4	2	1	V	Eb	I		V		V							M	0	0	1, 5, 2		1	1
5	4	45	4b	169/2	13/2	0.5	0	0	2/4	2	1	vi	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
5	4	45	4b	85	7	0.5	1/8	1/8	2/4	2	1	viio	Eb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
5	4	45	4b	171/2	15/2	3.0	1/4	1/4	2/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
7	6	47	6b	177/2	21/2	2.0	0	0	2/4	2	1	V6	Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
8	7	48	7b	181/2	25/2	0.5	0	0	2/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
8	7	48	7b	91	13	0.5	1/8	1/8	2/4	2	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
8	7	48	7b	183/2	27/2	0.5	1/4	1/4	2/4	2	1	V43	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
8	7	48	7b	92	14	0.5	3/8	3/8	2/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
9	8	49	8b	185/2	29/2	0.5	0	0	2/4	2	1	V(64)}	Eb	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
9	8	49	8b	93	15	1.0	1/8	1/8	2/4	2	1	V|HC	Eb	I		V		V					HC		M	0	0	1, 5, 2		1	1
9	8	49	8b	94	16	2.5	3/8	3/8	2/4	2	1	V.I{	Eb	V		I		I						{	M	0	0	0, 4, 1		0	0
11	10	51	10b	193/2	37/2	2.0	0	0	2/4	2	1	V65	Eb	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
12	11	52	11b	197/2	41/2	2.0	0	0	2/4	2	1	I	Eb	V		I		I							M	0	0	0, 4, 1		0	0
13	12	53	12b	201/2	45/2	2.0	0	0	2/4	2	1	V65	Eb	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
14	13	54	13b	205/2	49/2	1.0	0	0	2/4	2	1	I	Eb	V		I		I							M	0	0	0, 4, 1		0	0
14	13	54	13b	207/2	51/2	1.0	1/4	1/4	2/4	2	1	I6	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
15	14	55	14b	209/2	53/2	2.0	0	0	2/4	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
16	15	56	15b	213/2	57/2	0.5	0	0	2/4	2	1	V(64)}	Eb	V		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
16	15	56	15b	107	29	1.5	1/8	1/8	2/4	2	1	V|HC	Eb	V		V		V					HC		M	0	0	1, 5, 2		1	1
16	15	56	15b	215/2	59/2	0.0	1/4	1/4	2/4	2	1	{	Eb	V										{		0	0				
17	16	57	16b	217/2	61/2	2.0	0	0	2/4	2	1	I6	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
18	17	58	17b	221/2	65/2	1.5	0	0	2/4	2	1	ii6(#7)	Eb	V		ii6(#7)		ii		6	#7				m	0	0	-1, 3, 7		2	-1
18	17	58	17b	112	34	0.5	3/8	3/8	2/4	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
19	18	59	18b	225/2	69/2	2.0	0	0	2/4	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
20	19	60	19b	229/2	73/2	1.5	0	0	2/4	2	1	vi(#4)	Eb	V		vi(#4)		vi			#4				m	0	0	3, 0, 9		3	3
20	19	60	19b	116	38	0.5	3/8	3/8	2/4	2	1	vi	Eb	V		vi		vi							m	0	0	3, 0, 4		3	3
21	20	61	20b	233/2	77/2	2.0	0	0	2/4	2	1	I6	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
22	21	62	21b	237/2	81/2	2.0	0	0	2/4	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
23	22	63	22b	241/2	85/2	1.0	0	0	2/4	2	1	V(64)	Eb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
23	22	63	22b	243/2	87/2	1.0	1/4	1/4	2/4	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
24	23	64	23b	245/2	89/2	2.0	0	0	2/4	2	1	I|PAC}	Eb	V		I		I					PAC	}	M	0	0	0, 4, 1		0	0
25	24	65	24b	249/2	93/2	2.0	0	0	2/4	2	1	I6{	Eb	V		I6		I		6				{	M	0	0	4, 1, 0		0	4
26	25	66	25b	253/2	97/2	1.5	0	0	2/4	2	1	ii6(#72)	Eb	V		ii6(#72)		ii		6	#72				m	0	0	-1, 3, 4, 7		2	-1
26	25	66	25b	128	50	0.5	3/8	3/8	2/4	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
27	26	67	26b	257/2	101/2	1.5	0	0	2/4	2	1	V(9)	Eb	V		V(9)		V			9				M	0	0	1, 5, 2	3	1	1
27	26	67	26b	130	52	0.5	3/8	3/8	2/4	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
28	27	68	27b	261/2	105/2	1.5	0	0	2/4	2	1	vi(6)	Eb	V		vi(6)		vi			6				m	0	0	3, 0, -1		3	3
28	27	68	27b	132	54	0.5	3/8	3/8	2/4	2	1	vi	Eb	V		vi		vi							m	0	0	3, 0, 4		3	3
29	28	69	28b	265/2	109/2	2.0	0	0	2/4	2	1	I6	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
30	29	70	29b	269/2	113/2	2.0	0	0	2/4	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
31	30	71	30b	273/2	117/2	1.0	0	0	2/4	2	1	V(64)	Eb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
31	30	71	30b	275/2	119/2	1.0	1/4	1/4	2/4	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	31	72	31b	277/2	121/2	2.0	0	0	2/4	2	1	vi|DC	Eb	V		vi		vi					DC		m	0	0	3, 0, 4		3	3
33	32	73	32b	281/2	125/2	2.0	0	0	2/4	2	1	I6	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
34	33	74	33b	285/2	129/2	2.0	0	0	2/4	2	1	IV	Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
35	34	75	34b	289/2	133/2	1.0	0	0	2/4	2	1	V(64)	Eb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
35	34	75	34b	291/2	135/2	1.0	1/4	1/4	2/4	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
36	35	76	35b	293/2	137/2	2.0	0	0	2/4	2	1	I|PAC}{	Eb	V		I		I					PAC	}{	M	0	0	0, 4, 1		0	0
37	36	77	36b	297/2	141/2	1.0	0	0	2/4	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
37	36	77	36b	299/2	143/2	0.5	1/4	1/4	2/4	2	1	ii	Eb	V		ii		ii							m	0	0	2, -1, 3		2	2
37	36	77	36b	150	72	0.5	3/8	3/8	2/4	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
38	37	78	37b	301/2	145/2	2.0	0	0	2/4	2	1	I6	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
39	38	79	38b	305/2	149/2	1.0	0	0	2/4	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
39	38	79	38b	307/2	151/2	0.5	1/4	1/4	2/4	2	1	ii	Eb	V		ii		ii							m	0	0	2, -1, 3		2	2
39	38	79	38b	154	76	0.5	3/8	3/8	2/4	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
40	39	80	39b	309/2	153/2	1.5	0	0	2/4	2	1	I|PAC}	Eb	V		I		I					PAC	}	M	0	0	0, 4, 1		0	0
41	39	81	39b	156	78	2.5	0	3/8	2/4	2	1	I.iv64/ii{	Eb	I		iv64/ii		iv		64		ii		{	m	0	0	2, 1, -2		1	2
43	41	83	41a	317/2	161/2	2.5	0	0	2/4	2	1	V65/ii	Eb	I		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
44	42	84	42a	161	83	0.5	1/8	1/8	2/4	2	1	ii	Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
44	42	84	42a	323/2	167/2	0.5	1/4	1/4	2/4	2	1	v64/ii	Eb	I		v64/ii		v		64		ii			m	0	0	4, 3, 0		3	4
44	42	84	42a	162	84	0.5	3/8	3/8	2/4	2	1	V2/ii	Eb	I		V2/ii		V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
45	43	85	43a	325/2	169/2	0.5	0	0	2/4	2	1	ii6	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
45	43	85	43a	163	85	0.5	1/8	1/8	2/4	2	1	V6/ii	Eb	I		V6/ii		V		6		ii			M	0	0	7, 4, 3		3	7
45	43	85	43a	327/2	171/2	1.0	1/4	1/4	2/4	2	1	ii}	Eb	I		ii		ii						}	m	0	0	2, -1, 3		2	2
45	43	85	43a	164	86	0.0	3/8	3/8	2/4	2	1	{	Eb	I										{		0	0				
46	44	86	44a	329/2	173/2	2.0	0	0	2/4	2	1	iv64	Eb	I		iv64		iv		64					m	0	0	0, -1, -4		-1	0
47	45	87	45a	333/2	177/2	2.5	0	0	2/4	2	1	V65	Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
48	46	88	46a	169	91	0.5	1/8	1/8	2/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
48	46	88	46a	339/2	183/2	0.5	1/4	1/4	2/4	2	1	v64	Eb	I		v64		v		64					m	0	0	2, 1, -2		1	2
48	46	88	46a	170	92	0.5	3/8	3/8	2/4	2	1	V2	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
49	47	89	47a	341/2	185/2	0.5	0	0	2/4	2	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
49	47	89	47a	171	93	0.5	1/8	1/8	2/4	2	1	V6	Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
49	47	89	47a	343/2	187/2	1.0	1/4	1/4	2/4	2	1	I}	Eb	I		I		I						}	M	0	0	0, 4, 1		0	0
49	47	89	47a	172	94	0.0	3/8	3/8	2/4	2	1	{	Eb	I										{		0	0				
50	48	90	48a	345/2	189/2	2.0	0	0	2/4	2	1	V7/IV	Eb	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
51	49	91	49a	349/2	193/2	2.0	0	0	2/4	2	1	IV64	Eb	I		IV64		IV		64					M	0	0	0, -1, 3		-1	0
52	50	92	50a	353/2	197/2	2.0	0	0	2/4	2	1	i	Eb	I		i		i							m	0	0	0, -3, 1		0	0
53	51	93	51a	357/2	201/2	2.0	0	0	2/4	2	1	V2/V	Eb	I		V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
54	52	94	52a	361/2	205/2	2.0	0	0	2/4	2	1	V7/V	Eb	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
55	53	95	53a	365/2	209/2	2.0	0	0	2/4	2	1	v64	Eb	I		v64		v		64					m	0	0	2, 1, -2		1	2
56	54	96	54a	369/2	213/2	2.0	0	0	2/4	2	1	vi.iv	Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
57	55	97	55a	373/2	217/2	2.0	0	0	2/4	2	1	V2}	Eb	vi		V2		V		2				}	Mm7	0	1	-1, 1, 5, 2		1	-1
57	55	97	55a	188	110	0.0	3/8	3/8	2/4	2	1	{	Eb	vi										{		0	1				
58	56	98	56a	377/2	221/2	0.5	0	0	2/4	2	1	i6	Eb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
58	56	98	56a	189	111	0.5	1/8	1/8	2/4	2	1	V64	Eb	vi		V64		V		64					M	0	1	2, 1, 5		1	2
58	56	98	56a	379/2	223/2	0.5	1/4	1/4	2/4	2	1	i	Eb	vi		i		i							m	0	1	0, -3, 1		0	0
58	56	98	56a	190	112	0.5	3/8	3/8	2/4	2	1	V65	Eb	vi		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
59	57	99	57a	381/2	225/2	0.5	0	0	2/4	2	1	i	Eb	vi		i		i							m	0	1	0, -3, 1		0	0
59	57	99	57a	191	113	0.5	1/8	1/8	2/4	2	1	V64	Eb	vi		V64		V		64					M	0	1	2, 1, 5		1	2
59	57	99	57a	383/2	227/2	0.5	1/4	1/4	2/4	2	1	i6	Eb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
59	57	99	57a	192	114	0.5	3/8	3/8	2/4	2	1	V2	Eb	vi		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
60	58	100	58a	385/2	229/2	0.5	0	0	2/4	2	1	i6	Eb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
60	58	100	58a	193	115	0.5	1/8	1/8	2/4	2	1	V64	Eb	vi		V64		V		64					M	0	1	2, 1, 5		1	2
60	58	100	58a	387/2	231/2	0.5	1/4	1/4	2/4	2	1	i	Eb	vi		i		i							m	0	1	0, -3, 1		0	0
60	58	100	58a	194	116	0.5	3/8	3/8	2/4	2	1	V65	Eb	vi		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
61	59	101	59a	389/2	233/2	0.5	0	0	2/4	2	1	i	Eb	vi		i		i							m	0	1	0, -3, 1		0	0
61	59	101	59a	195	117	0.5	1/8	1/8	2/4	2	1	It6	Eb	vi		It6	It	vii	o	6	b3	V			It	0	1	-4, 0, 6		6	-4
61	59	101	59a	391/2	235/2	1.0	1/4	1/4	2/4	2	1	V|HC}	Eb	vi		V		V					HC	}	M	0	1	1, 5, 2		1	1
62	60	102	60a	393/2	237/2	0.5	0	0	2/4	2	1	V65/V	Eb	vi		V65/V		V		65		V			Mm7	0	1	6, 3, 0, 2		2	6
62	60	102	60a	197	119	2.0	1/8	1/8	2/4	2	1	V	Eb	vi		V		V							M	0	1	1, 5, 2		1	1
63	61	103	61a	199	121	1.5	1/8	1/8	2/4	2	1	I.V2	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
63	61	103	61a	200	122	0.0	3/8	3/8	2/4	2	1	{	Eb	I										{		0	0				
64	62	104	62a	401/2	245/2	2.0	0	0	2/4	2	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
65	63	105	63a	405/2	249/2	2.0	0	0	2/4	2	1	V6	Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
66	64	106	64a	409/2	253/2	0.5	0	0	2/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
66	64	106	64a	205	127	0.5	1/8	1/8	2/4	2	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
66	64	106	64a	411/2	255/2	0.5	1/4	1/4	2/4	2	1	IV	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
66	64	106	64a	206	128	0.5	3/8	3/8	2/4	2	1	V	Eb	I		V		V							M	0	0	1, 5, 2		1	1
67	65	107	65a	413/2	257/2	0.5	0	0	2/4	2	1	vi	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
67	65	107	65a	207	129	0.5	1/8	1/8	2/4	2	1	viio	Eb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
67	65	107	65a	415/2	259/2	3.0	1/4	1/4	2/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
69	67	109	67a	421/2	265/2	2.0	0	0	2/4	2	1	V6	Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
70	68	110	68a	425/2	269/2	0.5	0	0	2/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
70	68	110	68a	213	135	0.5	1/8	1/8	2/4	2	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
70	68	110	68a	427/2	271/2	0.5	1/4	1/4	2/4	2	1	viio6	Eb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
70	68	110	68a	214	136	0.5	3/8	3/8	2/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
71	69	111	69a	429/2	273/2	0.5	0	0	2/4	2	1	V(64)}	Eb	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
71	69	111	69a	215	137	1.5	1/8	1/8	2/4	2	1	V|HC	Eb	I		V		V					HC		M	0	0	1, 5, 2		1	1
71	69	111	69a	216	138	0.0	3/8	3/8	2/4	2	1	{	Eb	I										{		0	0				
72	70	112	70a	433/2	277/2	2.0	0	0	2/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
73	71	113	71a	437/2	281/2	2.0	0	0	2/4	2	1	V65	Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
74	72	114	72a	441/2	285/2	2.0	0	0	2/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
75	73	115	73a	445/2	289/2	2.0	0	0	2/4	2	1	V65	Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
76	74	116	74a	449/2	293/2	1.0	0	0	2/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
76	74	116	74a	451/2	295/2	1.0	1/4	1/4	2/4	2	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
77	75	117	75a	453/2	297/2	2.0	0	0	2/4	2	1	ii6	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
78	76	118	76a	457/2	301/2	0.5	0	0	2/4	2	1	V(64)}	Eb	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
