mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
25	24	25	24a	93/2	93/2	1.0	0	0	2/4	2	1	vi	C	V		vi		vi							m	0	0	3, 0, 4		3	3
25	24	25	24a	95/2	95/2	0.5	1/4	1/4	2/4	2	1	viio6/V	C	V		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
25	24	25	24a	48	48	0.5	3/8	3/8	2/4	2	1	V	C	V		V		V							M	0	0	1, 5, 2		1	1
26	25	26	25a	97/2	97/2	2.0	0	0	2/4	2	1	iii6	C	V		iii6		iii		6					m	0	0	1, 5, 4		4	1
27	26	27	26a	101/2	101/2	1.0	0	0	2/4	2	1	IV	C	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
27	26	27	26a	103/2	103/2	0.5	1/4	1/4	2/4	2	1	ii6	C	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
27	26	27	26a	52	52	2.5	3/8	3/8	2/4	2	1	I6	C	V		I6		I		6					M	0	0	4, 1, 0		0	4
29	28	29	28a	109/2	109/2	1.0	0	0	2/4	2	1	ii	C	V		ii		ii							m	0	0	2, -1, 3		2	2
29	28	29	28a	111/2	111/2	0.5	1/4	1/4	2/4	2	1	viio6	C	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
29	28	29	28a	56	56	0.5	3/8	3/8	2/4	2	1	I	C	V		I		I							M	0	0	0, 4, 1		0	0
30	29	30	29a	113/2	113/2	1.0	0	0	2/4	2	1	IV	C	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
30	29	30	29a	115/2	115/2	1.0	1/4	1/4	2/4	2	1	viio/V	C	V		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
31	30	31	30a	117/2	117/2	1.5	0	0	2/4	2	1	V|HC}	C	V		V		V					HC	}	M	0	0	1, 5, 2		1	1
31	30	31	30a	60	60	0.5	3/8	3/8	2/4	2	1	i	C	V		i		i							m	0	0	0, -3, 1		0	0
32	31	32	31a	121/2	121/2	1.5	0	0	2/4	2	1	V	C	V		V		V							M	0	0	1, 5, 2		1	1
32	31	32	31a	62	62	0.5	3/8	3/8	2/4	2	1	i	C	V		i		i							m	0	0	0, -3, 1		0	0
33	32	33	32a	125/2	125/2	2.0	0	0	2/4	2	1	V	C	V		V		V							M	0	0	1, 5, 2		1	1
33	32	33	32a	63	63	0.0	1/8	1/8	2/4	2	1	{	C	V										{		0	0				
34	33	34	33a	129/2	129/2	0.5	0	0	2/4	2	1	I	C	V		I		I							M	0	0	0, 4, 1		0	0
34	33	34	33a	65	65	0.5	1/8	1/8	2/4	2	1	I6	C	V		I6		I		6					M	0	0	4, 1, 0		0	4
34	33	34	33a	131/2	131/2	0.5	1/4	1/4	2/4	2	1	IV	C	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
34	33	34	33a	66	66	0.5	3/8	3/8	2/4	2	1	V	C	V		V		V							M	0	0	1, 5, 2		1	1
35	34	35	34a	133/2	133/2	0.5	0	0	2/4	2	1	vi|DC	C	V		vi		vi					DC		m	0	0	3, 0, 4		3	3
35	34	35	34a	67	67	0.5	1/8	1/8	2/4	2	1	IV6	C	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
35	34	35	34a	135/2	135/2	0.5	1/4	1/4	2/4	2	1	iii6	C	V		iii6		iii		6					m	0	0	1, 5, 4		4	1
35	34	35	34a	68	68	0.5	3/8	3/8	2/4	2	1	ii6	C	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
36	35	36	35a	137/2	137/2	0.5	0	0	2/4	2	1	I6	C	V		I6		I		6					M	0	0	4, 1, 0		0	4
36	35	36	35a	69	69	0.5	1/8	1/8	2/4	2	1	viio6	C	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
36	35	36	35a	139/2	139/2	0.5	1/4	1/4	2/4	2	1	vi6	C	V		vi6		vi		6					m	0	0	0, 4, 3		3	0
36	35	36	35a	70	70	0.5	3/8	3/8	2/4	2	1	V6	C	V		V6		V		6					M	0	0	5, 2, 1		1	5
37	36	37	36a	141/2	141/2	0.5	0	0	2/4	2	1	IV6	C	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
37	36	37	36a	71	71	0.5	1/8	1/8	2/4	2	1	iii6	C	V		iii6		iii		6					m	0	0	1, 5, 4		4	1
37	36	37	36a	143/2	143/2	0.5	1/4	1/4	2/4	2	1	ii6	C	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
37	36	37	36a	72	72	0.5	3/8	3/8	2/4	2	1	I6	C	V		I6		I		6					M	0	0	4, 1, 0		0	4
38	37	38	37a	145/2	145/2	1.0	0	0	2/4	2	1	IV	C	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
38	37	38	37a	147/2	147/2	0.5	1/4	1/4	2/4	2	1	V(64)	C	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
38	37	38	37a	74	74	0.5	3/8	3/8	2/4	2	1	V	C	V		V		V							M	0	0	1, 5, 2		1	1
39	38	39	38a	149/2	149/2	1.0	0	0	2/4	2	1	I|PAC}	C	V		I		I					PAC	}	M	0	0	0, 4, 1		0	0
39	38	39	38a	151/2	151/2	1.0	1/4	1/4	2/4	2	1	IV6{	C	V		IV6		IV		6				{	M	0	0	3, 0, -1		-1	3
40	39	40	39a	153/2	153/2	1.0	0	0	2/4	2	1	I64	C	V		I64		I		64					M	0	0	1, 0, 4		0	1
40	39	40	39a	155/2	155/2	1.0	1/4	1/4	2/4	2	1	ii65	C	V		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
41	40	41	40a	157/2	157/2	1.0	0	0	2/4	2	1	I6	C	V		I6		I		6					M	0	0	4, 1, 0		0	4
41	40	41	40a	159/2	159/2	1.0	1/4	1/4	2/4	2	1	IV6	C	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
42	41	42	41a	161/2	161/2	1.0	0	0	2/4	2	1	I64	C	V		I64		I		64					M	0	0	1, 0, 4		0	1
42	41	42	41a	163/2	163/2	1.0	1/4	1/4	2/4	2	1	ii65	C	V		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
43	42	43	42a	165/2	165/2	1.0	0	0	2/4	2	1	I6	C	V		I6		I		6					M	0	0	4, 1, 0		0	4
43	42	43	42a	167/2	167/2	1.0	1/4	1/4	2/4	2	1	IV6	C	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
44	43	44	43a	169/2	169/2	1.0	0	0	2/4	2	1	V(64)	C	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
44	43	44	43a	171/2	171/2	1.0	1/4	1/4	2/4	2	1	ii65	C	V		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
45	44	45	44a	173/2	173/2	1.0	0	0	2/4	2	1	I6	C	V		I6		I		6					M	0	0	4, 1, 0		0	4
45	44	45	44a	175/2	175/2	1.0	1/4	1/4	2/4	2	1	ii6	C	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
46	45	46	45a	177/2	177/2	1.0	0	0	2/4	2	1	V(64)	C	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
46	45	46	45a	179/2	179/2	1.0	1/4	1/4	2/4	2	1	V7	C	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
47	46	47	46a	181/2	181/2	2.0	0	0	2/4	2	1	I|PAC}{	C	V		I		I					PAC	}{	M	0	0	0, 4, 1		0	0
48	47	48	47a	185/2	185/2	1.0	0	0	2/4	2	1	viio6/V	C	V		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
48	47	48	47a	187/2	187/2	0.5	1/4	1/4	2/4	2	1	viio	C	V		viio		vii	o						o	0	0	5, 2, -1		5	5
48	47	48	47a	94	94	0.5	3/8	3/8	2/4	2	1	I	C	V		I		I							M	0	0	0, 4, 1		0	0
49	48	49	48a	189/2	189/2	2.0	0	0	2/4	2	1	ii6	C	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
50	49	50	49a	193/2	193/2	1.0	0	0	2/4	2	1	V(64)	C	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
50	49	50	49a	195/2	195/2	1.0	1/4	1/4	2/4	2	1	V	C	V		V		V							M	0	0	1, 5, 2		1	1
51	50	51	50a	197/2	197/2	2.0	0	0	2/4	2	1	I|PAC}{	C	V		I		I					PAC	}{	M	0	0	0, 4, 1		0	0
52	51	52	51a	201/2	201/2	1.0	0	0	2/4	2	1	viio6/V	C	V		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
52	51	52	51a	203/2	203/2	0.5	1/4	1/4	2/4	2	1	viio	C	V		viio		vii	o						o	0	0	5, 2, -1		5	5
52	51	52	51a	102	102	0.5	3/8	3/8	2/4	2	1	I	C	V		I		I							M	0	0	0, 4, 1		0	0
53	52	53	52a	205/2	205/2	2.0	0	0	2/4	2	1	ii6	C	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
54	53	54	53a	209/2	209/2	1.0	0	0	2/4	2	1	V(64)	C	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
54	53	54	53a	211/2	211/2	1.0	1/4	1/4	2/4	2	1	V	C	V		V		V							M	0	0	1, 5, 2		1	1
55	54	55	54a	213/2	213/2	1.0	0	0	2/4	2	1	I|PAC}	C	V		I		I					PAC	}	M	0	0	0, 4, 1		0	0
55	54	55	54a	215/2	215/2	1.0	1/4	1/4	2/4	2	1	V7	C	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
56	55	56	55a	217/2	217/2	1.0	0	0	2/4	2	1	I	C	V		I		I							M	0	0	0, 4, 1		0	0
56	55	56	55a	219/2	219/2	1.0	1/4	1/4	2/4	2	1	V7	C	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
57	56	57	56a	221/2	221/2	1.5	0	0	2/4	2	1	I	C	V		I		I							M	0	0	0, 4, 1		0	0
1	0	58	56a	112	0	0.5	0	3/8	2/4	2	1	C.V{	C	I		V		V						{	M	0	0	1, 5, 2		1	1
2	1	59	1b	225/2	1/2	1.0	0	0	2/4	2	1	I6	C	I		I6		I		6					M	0	0	4, 1, 0		0	4
2	1	59	1b	227/2	3/2	1.0	1/4	1/4	2/4	2	1	I	C	I		I		I							M	0	0	0, 4, 1		0	0
3	2	60	2b	229/2	5/2	1.0	0	0	2/4	2	1	viio	C	I		viio		vii	o						o	0	0	5, 2, -1		5	5
3	2	60	2b	231/2	7/2	1.0	1/4	1/4	2/4	2	1	V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
4	3	61	3b	233/2	9/2	1.0	0	0	2/4	2	1	I	C	I		I		I							M	0	0	0, 4, 1		0	0
4	3	61	3b	235/2	11/2	0.5	1/4	1/4	2/4	2	1	IV	C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
4	3	61	3b	118	6	0.5	3/8	3/8	2/4	2	1	V65/V	C	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
5	4	62	4b	237/2	13/2	2.0	0	0	2/4	2	1	V|HC}	C	I		V		V					HC	}	M	0	0	1, 5, 2		1	1
6	5	63	5b	241/2	17/2	1.0	0	0	2/4	2	1	I6{	C	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
6	5	63	5b	243/2	19/2	1.0	1/4	1/4	2/4	2	1	I	C	I		I		I							M	0	0	0, 4, 1		0	0
7	6	64	6b	245/2	21/2	1.0	0	0	2/4	2	1	viio	C	I		viio		vii	o						o	0	0	5, 2, -1		5	5
7	6	64	6b	247/2	23/2	1.0	1/4	1/4	2/4	2	1	V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	7	65	7b	249/2	25/2	1.0	0	0	2/4	2	1	I	C	I		I		I							M	0	0	0, 4, 1		0	0
8	7	65	7b	251/2	27/2	1.0	1/4	1/4	2/4	2	1	V65	C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
9	8	66	8b	253/2	29/2	1.0	0	0	2/4	2	1	I	C	I		I		I							M	0	0	0, 4, 1		0	0
9	8	66	8b	255/2	31/2	1.0	1/4	1/4	2/4	2	1	V65	C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
10	9	67	9b	257/2	33/2	0.5	0	0	2/4	2	1	I	C	I		I		I							M	0	0	0, 4, 1		0	0
10	9	67	9b	129	17	0.5	1/8	1/8	2/4	2	1	I6	C	I		I6		I		6					M	0	0	4, 1, 0		0	4
10	9	67	9b	259/2	35/2	0.5	1/4	1/4	2/4	2	1	ii6	C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
10	9	67	9b	130	18	0.5	3/8	3/8	2/4	2	1	V	C	I		V		V							M	0	0	1, 5, 2		1	1
11	10	68	10b	261/2	37/2	2.0	0	0	2/4	2	1	I|PAC}	C	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0
11	10	68	10b	132	20	0.0	3/8	3/8	2/4	2	1	{	C	I										{		0	0				
12	11	69	11b	265/2	41/2	2.0	0	0	2/4	2	1	I	C	I		I		I							M	0	0	0, 4, 1		0	0
13	12	70	12b	269/2	45/2	4.0	0	0	2/4	2	1	V6	C	I		V6		V		6					M	0	0	5, 2, 1		1	5
15	14	72	14b	277/2	53/2	2.0	0	0	2/4	2	1	V.V43	C	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
16	15	73	15b	281/2	57/2	2.0	0	0	2/4	2	1	V7	C	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
17	16	74	16b	285/2	61/2	1.0	0	0	2/4	2	1	vi	C	V		vi		vi							m	0	0	3, 0, 4		3	3
17	16	74	16b	287/2	63/2	1.0	1/4	1/4	2/4	2	1	iii6	C	V		iii6		iii		6					m	0	0	1, 5, 4		4	1
18	17	75	17b	289/2	65/2	1.5	0	0	2/4	2	1	ii6	C	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
18	17	75	17b	146	34	0.5	3/8	3/8	2/4	2	1	V65/V	C	V		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
19	18	76	18b	293/2	69/2	1.0	0	0	2/4	2	1	V|HC}	C	V		V		V					HC	}	M	0	0	1, 5, 2		1	1
19	18	76	18b	295/2	71/2	0.5	1/4	1/4	2/4	2	1	V2{	C	V		V2		V		2				{	Mm7	0	0	-1, 1, 5, 2		1	-1
19	18	76	18b	148	36	0.5	3/8	3/8	2/4	2	1	I6	C	V		I6		I		6					M	0	0	4, 1, 0		0	4
20	19	77	19b	297/2	73/2	0.5	0	0	2/4	2	1	V64	C	V		V64		V		64					M	0	0	2, 1, 5		1	2
20	19	77	19b	149	37	0.5	1/8	1/8	2/4	2	1	I	C	V		I		I							M	0	0	0, 4, 1		0	0
20	19	77	19b	299/2	75/2	0.5	1/4	1/4	2/4	2	1	V65	C	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
20	19	77	19b	150	38	0.5	3/8	3/8	2/4	2	1	I	C	V		I		I							M	0	0	0, 4, 1		0	0
21	20	78	20b	301/2	77/2	1.0	0	0	2/4	2	1	V|HC}	C	V		V		V					HC	}	M	0	0	1, 5, 2		1	1
21	20	78	20b	303/2	79/2	0.5	1/4	1/4	2/4	2	1	V2{	C	V		V2		V		2				{	Mm7	0	0	-1, 1, 5, 2		1	-1
21	20	78	20b	152	40	0.5	3/8	3/8	2/4	2	1	I6	C	V		I6		I		6					M	0	0	4, 1, 0		0	4
22	21	79	21b	305/2	81/2	0.5	0	0	2/4	2	1	V64	C	V		V64		V		64					M	0	0	2, 1, 5		1	2
22	21	79	21b	153	41	0.5	1/8	1/8	2/4	2	1	I	C	V		I		I							M	0	0	0, 4, 1		0	0
22	21	79	21b	307/2	83/2	0.5	1/4	1/4	2/4	2	1	V65	C	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
22	21	79	21b	154	42	0.5	3/8	3/8	2/4	2	1	I	C	V		I		I							M	0	0	0, 4, 1		0	0
23	22	80	22b	309/2	85/2	4.0	0	0	2/4	2	1	V|HC}	C	V		V		V					HC	}	M	0	0	1, 5, 2		1	1
23	22	80	22b	156	44	0.0	3/8	3/8	2/4	2	1	{	C	V										{		0	0				
25	24	82	24b	317/2	93/2	1.0	0	0	2/4	2	1	vi	C	V		vi		vi							m	0	0	3, 0, 4		3	3
25	24	82	24b	319/2	95/2	0.5	1/4	1/4	2/4	2	1	viio6/V	C	V		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
25	24	82	24b	160	48	0.5	3/8	3/8	2/4	2	1	V	C	V		V		V							M	0	0	1, 5, 2		1	1
26	25	83	25b	321/2	97/2	2.0	0	0	2/4	2	1	iii6	C	V		iii6		iii		6					m	0	0	1, 5, 4		4	1
27	26	84	26b	325/2	101/2	1.0	0	0	2/4	2	1	IV	C	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
27	26	84	26b	327/2	103/2	0.5	1/4	1/4	2/4	2	1	ii6	C	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
27	26	84	26b	164	52	2.5	3/8	3/8	2/4	2	1	I6	C	V		I6		I		6					M	0	0	4, 1, 0		0	4
29	28	86	28b	333/2	109/2	1.0	0	0	2/4	2	1	ii	C	V		ii		ii							m	0	0	2, -1, 3		2	2
29	28	86	28b	335/2	111/2	0.5	1/4	1/4	2/4	2	1	viio6	C	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
29	28	86	28b	168	56	0.5	3/8	3/8	2/4	2	1	I	C	V		I		I							M	0	0	0, 4, 1		0	0
30	29	87	29b	337/2	113/2	1.0	0	0	2/4	2	1	IV	C	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
30	29	87	29b	339/2	115/2	1.0	1/4	1/4	2/4	2	1	viio/V	C	V		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
31	30	88	30b	341/2	117/2	1.5	0	0	2/4	2	1	V|HC}	C	V		V		V					HC	}	M	0	0	1, 5, 2		1	1
31	30	88	30b	172	60	0.5	3/8	3/8	2/4	2	1	i	C	V		i		i							m	0	0	0, -3, 1		0	0
32	31	89	31b	345/2	121/2	1.5	0	0	2/4	2	1	V	C	V		V		V							M	0	0	1, 5, 2		1	1
32	31	89	31b	174	62	0.5	3/8	3/8	2/4	2	1	i	C	V		i		i							m	0	0	0, -3, 1		0	0
33	32	90	32b	349/2	125/2	2.0	0	0	2/4	2	1	V	C	V		V		V							M	0	0	1, 5, 2		1	1
33	32	90	32b	175	63	0.0	1/8	1/8	2/4	2	1	{	C	V										{		0	0				
34	33	91	33b	353/2	129/2	0.5	0	0	2/4	2	1	I	C	V		I		I							M	0	0	0, 4, 1		0	0
34	33	91	33b	177	65	0.5	1/8	1/8	2/4	2	1	I6	C	V		I6		I		6					M	0	0	4, 1, 0		0	4
34	33	91	33b	355/2	131/2	0.5	1/4	1/4	2/4	2	1	IV	C	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
34	33	91	33b	178	66	0.5	3/8	3/8	2/4	2	1	V	C	V		V		V							M	0	0	1, 5, 2		1	1
35	34	92	34b	357/2	133/2	0.5	0	0	2/4	2	1	vi|DC	C	V		vi		vi					DC		m	0	0	3, 0, 4		3	3
35	34	92	34b	179	67	0.5	1/8	1/8	2/4	2	1	IV6	C	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
35	34	92	34b	359/2	135/2	0.5	1/4	1/4	2/4	2	1	iii6	C	V		iii6		iii		6					m	0	0	1, 5, 4		4	1
35	34	92	34b	180	68	0.5	3/8	3/8	2/4	2	1	ii6	C	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
36	35	93	35b	361/2	137/2	0.5	0	0	2/4	2	1	I6	C	V		I6		I		6					M	0	0	4, 1, 0		0	4
36	35	93	35b	181	69	0.5	1/8	1/8	2/4	2	1	viio6	C	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
36	35	93	35b	363/2	139/2	0.5	1/4	1/4	2/4	2	1	vi6	C	V		vi6		vi		6					m	0	0	0, 4, 3		3	0
36	35	93	35b	182	70	0.5	3/8	3/8	2/4	2	1	V6	C	V		V6		V		6					M	0	0	5, 2, 1		1	5
37	36	94	36b	365/2	141/2	0.5	0	0	2/4	2	1	IV6	C	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
37	36	94	36b	183	71	0.5	1/8	1/8	2/4	2	1	iii6	C	V		iii6		iii		6					m	0	0	1, 5, 4		4	1
37	36	94	36b	367/2	143/2	0.5	1/4	1/4	2/4	2	1	ii6	C	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
37	36	94	36b	184	72	0.5	3/8	3/8	2/4	2	1	I6	C	V		I6		I		6					M	0	0	4, 1, 0		0	4
38	37	95	37b	369/2	145/2	1.0	0	0	2/4	2	1	IV	C	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
38	37	95	37b	371/2	147/2	0.5	1/4	1/4	2/4	2	1	V(64)	C	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
