mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
35	35	35	35a	51	51	0.5	0	0	3/8	2	1	vi|DC	Eb	V		vi		vi					DC		m	0	0	3, 0, 4		3	3
35	35	35	35a	103/2	103/2	0.5	1/8	1/8	3/8	2	1	I64	Eb	V		I64		I		64					M	0	0	1, 0, 4		0	1
35	35	35	35a	52	52	0.5	1/4	1/4	3/8	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
36	36	36	36a	105/2	105/2	1.5	0	0	3/8	2	1	I6	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
37	37	37	37a	54	54	1.0	0	0	3/8	2	1	IV	Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
37	37	37	37a	55	55	0.5	1/4	1/4	3/8	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
38	38	38	38a	111/2	111/2	1.0	0	0	3/8	2	1	V(64)	Eb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
38	38	38	38a	113/2	113/2	0.5	1/4	1/4	3/8	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
39	39	39	39a	57	57	0.5	0	0	3/8	2	1	#viio43/ii|EC	Eb	V		#viio43/ii		#vii	o	43		ii	EC		o7	0	0	1, -2, 7, 4		7	1
39	39	39	39a	115/2	115/2	0.5	1/8	1/8	3/8	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
39	39	39	39a	58	58	0.5	1/4	1/4	3/8	2	1	viio7/V	Eb	V		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
40	40	40	40a	117/2	117/2	1.0	0	0	3/8	2	1	V(64)	Eb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
40	40	40	40a	119/2	119/2	0.5	1/4	1/4	3/8	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
41	41	41	41a	60	60	0.5	0	0	3/8	2	1	#viio43/ii|EC	Eb	V		#viio43/ii		#vii	o	43		ii	EC		o7	0	0	1, -2, 7, 4		7	1
41	41	41	41a	121/2	121/2	0.5	1/8	1/8	3/8	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
41	41	41	41a	61	61	0.5	1/4	1/4	3/8	2	1	viio7/V	Eb	V		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
42	42	42	42a	123/2	123/2	1.0	0	0	3/8	2	1	V(64)	Eb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
42	42	42	42a	125/2	125/2	0.5	1/4	1/4	3/8	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
43	43	43	43a	63	63	1.0	0	0	3/8	2	1	I|PAC}	Eb	V		I		I					PAC	}	M	0	0	0, 4, 1		0	0
43	43	43	43a	64	64	0.5	1/4	1/4	3/8	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
44	44	44	44a	129/2	129/2	0.5	0	0	3/8	2	1	I	Eb	V		I		I							M	0	0	0, 4, 1		0	0
44	44	44	44a	65	65	0.5	1/8	1/8	3/8	2	1	I6	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
44	44	44	44a	131/2	131/2	0.5	1/4	1/4	3/8	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
45	45	45	45a	66	66	3.0	0	0	3/8	2	1	I	Eb	V		I		I							M	0	0	0, 4, 1		0	0
1	1	47	1b	69	0	4.5	0	0	3/8	2	1	Eb.I{	Eb	I		I		I						{	M	0	0	0, 4, 1		0	0
4	4	50	4b	147/2	9/2	0.5	0	0	3/8	2	1	V6	Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
4	4	50	4b	74	5	0.5	1/8	1/8	3/8	2	1	vi7	Eb	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
4	4	50	4b	149/2	11/2	0.5	1/4	1/4	3/8	2	1	V	Eb	I		V		V							M	0	0	1, 5, 2		1	1
5	5	51	5b	75	6	0.5	0	0	3/8	2	1	V2	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
5	5	51	5b	151/2	13/2	0.5	1/8	1/8	3/8	2	1	vi64	Eb	I		vi64		vi		64					m	0	0	4, 3, 0		3	4
5	5	51	5b	76	7	0.5	1/4	1/4	3/8	2	1	viio6	Eb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
6	6	52	6b	153/2	15/2	0.5	0	0	3/8	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
6	6	52	6b	77	8	0.5	1/8	1/8	3/8	2	1	vi	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
6	6	52	6b	155/2	17/2	0.5	1/4	1/4	3/8	2	1	IV	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
7	7	53	7b	78	9	1.0	0	0	3/8	2	1	V(64)	Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
7	7	53	7b	79	10	0.5	1/4	1/4	3/8	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	54	8b	159/2	21/2	1.5	0	0	3/8	2	1	I|IAC}{	Eb	I		I		I					IAC	}{	M	0	0	0, 4, 1		0	0
9	9	55	9b	81	12	1.5	0	0	3/8	2	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
10	10	56	10b	165/2	27/2	1.5	0	0	3/8	2	1	ii6	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
11	11	57	11b	84	15	1.5	0	0	3/8	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	12	58	12b	171/2	33/2	1.0	0	0	3/8	2	1	I|PAC	Eb	I		I		I					PAC		M	0	0	0, 4, 1		0	0
12	12	58	12b	173/2	35/2	0.5	1/4	1/4	3/8	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
13	13	59	13b	87	18	0.5	0	0	3/8	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
13	13	59	13b	175/2	37/2	0.5	1/8	1/8	3/8	2	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
13	13	59	13b	88	19	0.5	1/4	1/4	3/8	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
14	14	60	14b	177/2	39/2	6.0	0	0	3/8	2	1	I|PAC}	Eb	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0
16	16	62	16b	183/2	45/2	0.0	0	0	3/8	2	1	{	Eb	I										{		0	0				
18	18	64	18b	189/2	51/2	3.0	0	0	3/8	2	1	V6	Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
20	20	66	20b	195/2	57/2	1.0	0	0	3/8	2	1	V.V43	Eb	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
20	20	66	20b	197/2	59/2	0.5	1/4	1/4	3/8	2	1	V65	Eb	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
21	21	67	21b	99	30	1.5	0	0	3/8	2	1	I|HC	Eb	V		I		I					HC		M	0	0	0, 4, 1		0	0
22	22	68	22b	201/2	63/2	1.0	0	0	3/8	2	1	V43	Eb	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
22	22	68	22b	203/2	65/2	0.5	1/4	1/4	3/8	2	1	V65	Eb	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
23	23	69	23b	102	33	1.5	0	0	3/8	2	1	I|HC	Eb	V		I		I					HC		M	0	0	0, 4, 1		0	0
24	24	70	24b	207/2	69/2	3.0	0	0	3/8	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
26	26	72	26b	213/2	75/2	1.0	0	0	3/8	2	1	V(64)}	Eb	V		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
26	26	72	26b	215/2	77/2	2.0	1/4	1/4	3/8	2	1	V|HC	Eb	V		V		V					HC		M	0	0	1, 5, 2		1	1
28	28	74	28b	219/2	81/2	2.0	0	0	3/8	2	1	I{	Eb	V		I		I						{	M	0	0	0, 4, 1		0	0
29	29	75	29b	223/2	85/2	1.0	1/8	1/8	3/8	2	1	ii	Eb	V		ii		ii							m	0	0	2, -1, 3		2	2
30	30	76	30b	225/2	87/2	2.0	0	0	3/8	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
31	31	77	31b	229/2	91/2	1.0	1/8	1/8	3/8	2	1	I	Eb	V		I		I							M	0	0	0, 4, 1		0	0
32	32	78	32b	231/2	93/2	1.5	0	0	3/8	2	1	I6	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
33	33	79	33b	117	48	1.0	0	0	3/8	2	1	IV	Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
33	33	79	33b	118	49	0.5	1/4	1/4	3/8	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
34	34	80	34b	237/2	99/2	1.0	0	0	3/8	2	1	V(64)	Eb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
34	34	80	34b	239/2	101/2	0.5	1/4	1/4	3/8	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
35	35	81	35b	120	51	0.5	0	0	3/8	2	1	vi|DC	Eb	V		vi		vi					DC		m	0	0	3, 0, 4		3	3
35	35	81	35b	241/2	103/2	0.5	1/8	1/8	3/8	2	1	I64	Eb	V		I64		I		64					M	0	0	1, 0, 4		0	1
35	35	81	35b	121	52	0.5	1/4	1/4	3/8	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
36	36	82	36b	243/2	105/2	1.5	0	0	3/8	2	1	I6	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
37	37	83	37b	123	54	1.0	0	0	3/8	2	1	IV	Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
37	37	83	37b	124	55	0.5	1/4	1/4	3/8	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
38	38	84	38b	249/2	111/2	1.0	0	0	3/8	2	1	V(64)	Eb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
38	38	84	38b	251/2	113/2	0.5	1/4	1/4	3/8	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
39	39	85	39b	126	57	0.5	0	0	3/8	2	1	#viio43/ii|EC	Eb	V		#viio43/ii		#vii	o	43		ii	EC		o7	0	0	1, -2, 7, 4		7	1
39	39	85	39b	253/2	115/2	0.5	1/8	1/8	3/8	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
39	39	85	39b	127	58	0.5	1/4	1/4	3/8	2	1	viio7/V	Eb	V		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
40	40	86	40b	255/2	117/2	1.0	0	0	3/8	2	1	V(64)	Eb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
40	40	86	40b	257/2	119/2	0.5	1/4	1/4	3/8	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
41	41	87	41b	129	60	0.5	0	0	3/8	2	1	#viio43/ii|EC	Eb	V		#viio43/ii		#vii	o	43		ii	EC		o7	0	0	1, -2, 7, 4		7	1
41	41	87	41b	259/2	121/2	0.5	1/8	1/8	3/8	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
41	41	87	41b	130	61	0.5	1/4	1/4	3/8	2	1	viio7/V	Eb	V		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
42	42	88	42b	261/2	123/2	1.0	0	0	3/8	2	1	V(64)	Eb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
42	42	88	42b	263/2	125/2	0.5	1/4	1/4	3/8	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
43	43	89	43b	132	63	1.0	0	0	3/8	2	1	I|PAC}	Eb	V		I		I					PAC	}	M	0	0	0, 4, 1		0	0
43	43	89	43b	133	64	0.5	1/4	1/4	3/8	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
44	44	90	44b	267/2	129/2	0.5	0	0	3/8	2	1	I	Eb	V		I		I							M	0	0	0, 4, 1		0	0
44	44	90	44b	134	65	0.5	1/8	1/8	3/8	2	1	I6	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
44	44	90	44b	269/2	131/2	0.5	1/4	1/4	3/8	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
45	45	91	45b	135	66	5.0	0	0	3/8	2	1	I	Eb	V		I		I							M	0	0	0, 4, 1		0	0
47	47	93	47a	138	69	0.0	0	0	3/8	2	1	{	Eb	V										{		0	0				
48	48	94	48a	140	71	0.5	1/8	1/8	3/8	2	1	I.V(64)	Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
48	48	94	48a	281/2	143/2	0.5	1/4	1/4	3/8	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
49	49	95	49a	141	72	2.0	0	0	3/8	2	1	V(64)	Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
50	50	96	50a	143	74	0.5	1/8	1/8	3/8	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
50	50	96	50a	287/2	149/2	0.5	1/4	1/4	3/8	2	1	V(6#4)	Eb	I		V(6#4)		V			6#4				M	0	0	1, 5, 7, 4		1	1
51	51	97	51a	144	75	2.0	0	0	3/8	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
52	52	98	52a	146	77	0.5	1/8	1/8	3/8	2	1	V(64)	Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
52	52	98	52a	293/2	155/2	0.5	1/4	1/4	3/8	2	1	V	Eb	I		V		V							M	0	0	1, 5, 2		1	1
53	53	99	53a	147	78	1.5	0	0	3/8	2	1	viio7/V	Eb	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
54	54	100	54a	297/2	159/2	1.5	0	0	3/8	2	1	It6	Eb	I		It6	It	vii	o	6	b3	V			It	0	0	-4, 0, 6		6	-4
55	55	101	55a	150	81	4.0	0	0	3/8	2	1	V}	Eb	I		V		V						}	M	0	0	1, 5, 2		1	1
55	55	101	55a	301/2	163/2	0.0	1/8	1/8	3/8	2	1	|HC	Eb	I									HC			0	0				
57	57	103	57a	154	85	2.0	1/4	1/4	3/8	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
59	59	105	59a	156	87	4.5	0	0	3/8	2	1	I{	Eb	I		I		I						{	M	0	0	0, 4, 1		0	0
62	62	108	62a	321/2	183/2	0.5	0	0	3/8	2	1	V6	Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
62	62	108	62a	161	92	0.5	1/8	1/8	3/8	2	1	vi7	Eb	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
62	62	108	62a	323/2	185/2	0.5	1/4	1/4	3/8	2	1	V	Eb	I		V		V							M	0	0	1, 5, 2		1	1
63	63	109	63a	162	93	0.5	0	0	3/8	2	1	V2	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
63	63	109	63a	325/2	187/2	0.5	1/8	1/8	3/8	2	1	vi64	Eb	I		vi64		vi		64					m	0	0	4, 3, 0		3	4
63	63	109	63a	163	94	0.5	1/4	1/4	3/8	2	1	viio6	Eb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
64	64	110	64a	327/2	189/2	0.5	0	0	3/8	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
64	64	110	64a	164	95	0.5	1/8	1/8	3/8	2	1	vi	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
64	64	110	64a	329/2	191/2	0.5	1/4	1/4	3/8	2	1	IV	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
65	65	111	65a	165	96	1.0	0	0	3/8	2	1	V(64)	Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
65	65	111	65a	166	97	0.5	1/4	1/4	3/8	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
66	66	112	66a	333/2	195/2	1.5	0	0	3/8	2	1	I|IAC}{	Eb	I		I		I					IAC	}{	M	0	0	0, 4, 1		0	0
67	67	113	67a	168	99	1.5	0	0	3/8	2	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
68	68	114	68a	339/2	201/2	1.5	0	0	3/8	2	1	ii6	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
69	69	115	69a	171	102	1.5	0	0	3/8	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
70	70	116	70a	345/2	207/2	1.0	0	0	3/8	2	1	I|PAC	Eb	I		I		I					PAC		M	0	0	0, 4, 1		0	0
70	70	116	70a	347/2	209/2	0.5	1/4	1/4	3/8	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
71	71	117	71a	174	105	0.5	0	0	3/8	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
71	71	117	71a	349/2	211/2	0.5	1/8	1/8	3/8	2	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
71	71	117	71a	175	106	0.5	1/4	1/4	3/8	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
72	72	118	72a	351/2	213/2	1.0	0	0	3/8	2	1	I|PAC}	Eb	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0
72	72	118	72a	353/2	215/2	2.0	1/4	1/4	3/8	2	1	V2/IV	Eb	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
74	74	120	74a	357/2	219/2	3.0	0	0	3/8	2	1	IV6{	Eb	I		IV6		IV		6				{	M	0	0	3, 0, -1		-1	3
76	76	122	76a	363/2	225/2	1.5	0	0	3/8	2	1	V43/IV	Eb	I		V43/IV		V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
77	77	123	77a	183	114	1.5	0	0	3/8	2	1	V65/IV	Eb	I		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
78	78	124	78a	369/2	231/2	1.0	0	0	3/8	2	1	IV	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
78	78	124	78a	371/2	233/2	0.5	1/4	1/4	3/8	2	1	V/ii	Eb	I		V/ii		V				ii			M	0	0	3, 7, 4		3	3
79	79	125	79a	186	117	1.0	0	0	3/8	2	1	ii6	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
79	79	125	79a	187	118	0.5	1/4	1/4	3/8	2	1	ii	Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
80	80	126	80a	375/2	237/2	1.0	0	0	3/8	2	1	V43/ii	Eb	I		V43/ii		V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
80	80	126	80a	377/2	239/2	0.5	1/4	1/4	3/8	2	1	V65/ii	Eb	I		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
81	81	127	81a	189	120	1.0	0	0	3/8	2	1	viio6	Eb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
81	81	127	81a	190	121	0.5	1/4	1/4	3/8	2	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
82	82	128	82a	381/2	243/2	1.0	0	0	3/8	2	1	V43	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
82	82	128	82a	383/2	245/2	0.5	1/4	1/4	3/8	2	1	V65	Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
83	83	129	83a	192	123	1.5	0	0	3/8	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
84	84	130	84a	387/2	249/2	3.0	0	0	3/8	2	1	ii6	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
86	86	132	86a	393/2	255/2	1.0	0	0	3/8	2	1	V(64)}	Eb	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
86	86	132	86a	395/2	257/2	2.0	1/4	1/4	3/8	2	1	V|HC	Eb	I		V		V					HC		M	0	0	1, 5, 2		1	1
88	88	134	88a	399/2	261/2	2.0	0	0	3/8	2	1	I{	Eb	I		I		I						{	M	0	0	0, 4, 1		0	0
89	89	135	89a	403/2	265/2	1.0	1/8	1/8	3/8	2	1	ii	Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
90	90	136	90a	405/2	267/2	2.0	0	0	3/8	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
91	91	137	91a	409/2	271/2	1.0	1/8	1/8	3/8	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
92	92	138	92a	411/2	273/2	1.5	0	0	3/8	2	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
93	93	139	93a	207	138	1.0	0	0	3/8	2	1	IV	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
