mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	1	0a	0	0	1.5	0	3/8	3/4	2	1	F.V{	F	I		V		V						{	M	0	0	1, 5, 2		1	1
2	1	2	1a	3/2	3/2	2.0	0	0	3/4	2	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
2	1	2	1a	7/2	7/2	1.0	1/2	1/2	3/4	2	1	V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
3	2	3	2a	9/2	9/2	1.0	0	0	3/4	2	1	vi(64)	F	I		vi(64)		vi			64				m	0	0	3, 2, -1		3	3
3	2	3	2a	11/2	11/2	0.5	1/4	1/4	3/4	2	1	vi	F	I		vi		vi							m	0	0	3, 0, 4		3	3
3	2	3	2a	6	6	0.5	3/8	3/8	3/4	2	1	I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
3	2	3	2a	13/2	13/2	0.5	1/2	1/2	3/4	2	1	V64	F	I		V64		V		64					M	0	0	2, 1, 5		1	2
3	2	3	2a	7	7	0.5	5/8	5/8	3/4	2	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
4	3	4	3a	15/2	15/2	0.5	0	0	3/4	2	1	IV6	F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
4	3	4	3a	8	8	0.5	1/8	1/8	3/4	2	1	IV	F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
4	3	4	3a	17/2	17/2	1.0	1/4	1/4	3/4	2	1	I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
4	3	4	3a	19/2	19/2	1.0	1/2	1/2	3/4	2	1	viio6/V	F	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
5	4	5	4a	21/2	21/2	1.0	0	0	3/4	2	1	V(64)}	F	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
5	4	5	4a	23/2	23/2	2.0	1/4	1/4	3/4	2	1	V|HC	F	I		V		V					HC		M	0	0	1, 5, 2		1	1
5	4	5	4a	12	12	0.0	3/8	3/8	3/4	2	1	{	F	I										{		0	0				
6	5	6	5a	27/2	27/2	2.0	0	0	3/4	2	1	V.V65	F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
6	5	6	5a	31/2	31/2	1.0	1/2	1/2	3/4	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
7	6	7	6a	33/2	33/2	1.0	0	0	3/4	2	1	V43	F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
7	6	7	6a	35/2	35/2	2.0	1/4	1/4	3/4	2	1	I6	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
8	7	8	7a	39/2	39/2	1.0	0	0	3/4	2	1	ii6	F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
8	7	8	7a	41/2	41/2	1.0	1/4	1/4	3/4	2	1	V(64)	F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
8	7	8	7a	43/2	43/2	1.0	1/2	1/2	3/4	2	1	V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	8	9	8a	45/2	45/2	1.5	0	0	3/4	2	1	I|PAC}	F	V		I		I					PAC	}	M	0	0	0, 4, 1		0	0
1	0	10	8a	24	0	1.5	0	3/8	3/4	2	1	F.V{	F	I		V		V						{	M	0	0	1, 5, 2		1	1
2	1	11	1b	51/2	3/2	2.0	0	0	3/4	2	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
2	1	11	1b	55/2	7/2	1.0	1/2	1/2	3/4	2	1	V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
3	2	12	2b	57/2	9/2	1.0	0	0	3/4	2	1	vi(64)	F	I		vi(64)		vi			64				m	0	0	3, 2, -1		3	3
3	2	12	2b	59/2	11/2	0.5	1/4	1/4	3/4	2	1	vi	F	I		vi		vi							m	0	0	3, 0, 4		3	3
3	2	12	2b	30	6	0.5	3/8	3/8	3/4	2	1	I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
