mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	1	0a	0	0	2.0	0	1/2	3/4	2	1	F.I{		F	I		I		I						{	M	0	0	0, 4, 1		0	0
2	1	2	1a	2	2	1.0	1/4	1/4	3/4	2	1	I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
2	1	2	1a	3	3	1.0	1/2	1/2	3/4	2	1	V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
3	2	3	2a	4	4	1.0	0	0	3/4	2	1	vi(64)		F	I		vi(64)		vi			64				m	0	0	3, 2, -1		3	3
3	2	3	2a	5	5	1.0	1/4	1/4	3/4	2	1	vi		F	I		vi		vi							m	0	0	3, 0, 4		3	3
3	2	3	2a	6	6	1.0	1/2	1/2	3/4	2	1	I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
4	3	4	3a	7	7	1.0	0	0	3/4	2	1	ii65		F	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
4	3	4	3a	8	8	1.0	1/4	1/4	3/4	2	1	ii7		F	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
4	3	4	3a	9	9	1.0	1/2	1/2	3/4	2	1	ii65		F	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
5	4	5	4a	10	10	1.0	0	0	3/4	2	1	V(64)}		F	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
5	4	5	4a	11	11	1.0	1/4	1/4	3/4	2	1	V|HC		F	I		V		V					HC		M	0	0	1, 5, 2		1	1
5	4	5	4a	12	12	2.0	1/2	1/2	3/4	2	1	I{		F	I		I		I						{	M	0	0	0, 4, 1		0	0
6	5	6	5a	14	14	1.0	1/4	1/4	3/4	2	1	I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
6	5	6	5a	15	15	1.0	1/2	1/2	3/4	2	1	V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	6	7	6a	16	16	1.0	0	0	3/4	2	1	vi(64)		F	I		vi(64)		vi			64				m	0	0	3, 2, -1		3	3
7	6	7	6a	17	17	1.0	1/4	1/4	3/4	2	1	vi		F	I		vi		vi							m	0	0	3, 0, 4		3	3
7	6	7	6a	18	18	0.5	1/2	1/2	3/4	2	1	ii6		F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
7	6	7	6a	37/2	37/2	0.5	5/8	5/8	3/4	2	1	viio64		F	I		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
8	7	8	7a	19	19	0.5	0	0	3/4	2	1	I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
8	7	8	7a	39/2	39/2	0.5	1/8	1/8	3/4	2	1	IV		F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
8	7	8	7a	20	20	1.0	1/4	1/4	3/4	2	1	V(64)		F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
8	7	8	7a	21	21	1.0	1/2	1/2	3/4	2	1	V		F	I		V		V							M	0	0	1, 5, 2		1	1
9	8	9	8a	22	22	3.0	0	0	3/4	2	1	I|PAC}{		F	I		I		I					PAC	}{	M	0	0	0, 4, 1		0	0
10	9	10	9a	25	25	2.0	0	0	3/4	2	1	V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
10	9	10	9a	27	27	1.0	1/2	1/2	3/4	2	1	V6		F	I		V6		V		6					M	0	0	5, 2, 1		1	5
11	10	11	10a	28	28	3.0	0	0	3/4	2	1	I		F	I		I		I							M	0	0	0, 4, 1		0	0
12	11	12	11a	31	31	2.0	0	0	3/4	2	1	V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
12	11	12	11a	33	33	1.0	1/2	1/2	3/4	2	1	V65		F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
13	12	13	12a	34	34	0.5	0	0	3/4	2	1	I		F	I		I		I							M	0	0	0, 4, 1		0	0
13	12	13	12a	69/2	69/2	0.5	1/8	1/8	3/4	2	1	V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
13	12	13	12a	35	35	2.0	1/4	1/4	3/4	2	1	I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
14	13	14	13a	37	37	2.0	0	0	3/4	2	1	ii6		F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
14	13	14	13a	39	39	1.0	1/2	1/2	3/4	2	1	ii		F	I		ii		ii							m	0	0	2, -1, 3		2	2
15	14	15	14a	40	40	1.0	0	0	3/4	2	1	V(64)}		F	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
15	14	15	14a	41	41	2.0	1/4	1/4	3/4	2	1	V|HC		F	I		V		V					HC		M	0	0	1, 5, 2		1	1
16	15	16	15a	43	43	1.5	0	0	3/4	2	1	V.I{		F	V		I		I						{	M	0	0	0, 4, 1		0	0
16	15	16	15a	89/2	89/2	0.5	3/8	3/8	3/4	2	1	V43		F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
16	15	16	15a	45	45	0.5	1/2	1/2	3/4	2	1	I6		F	V		I6		I		6					M	0	0	4, 1, 0		0	4
16	15	16	15a	91/2	91/2	0.5	5/8	5/8	3/4	2	1	I		F	V		I		I							M	0	0	0, 4, 1		0	0
17	16	17	16a	46	46	1.0	0	0	3/4	2	1	ii	viio6	F	V		ii		ii							m	0	0	2, -1, 3		2	2
17	16	17	16a	47	47	0.5	1/4	1/4	3/4	2	1	viio		F	V		viio		vii	o						o	0	0	5, 2, -1		5	5
17	16	17	16a	95/2	95/2	0.5	3/8	3/8	3/4	2	1	IV6		F	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
17	16	17	16a	48	48	0.5	1/2	1/2	3/4	2	1	V7		F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
17	16	17	16a	97/2	97/2	0.5	5/8	5/8	3/4	2	1	V2		F	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
18	17	18	17a	49	49	1.5	0	0	3/4	2	1	I6		F	V		I6		I		6					M	0	0	4, 1, 0		0	4
18	17	18	17a	101/2	101/2	0.5	3/8	3/8	3/4	2	1	V2		F	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
18	17	18	17a	51	51	0.5	1/2	1/2	3/4	2	1	I6		F	V		I6		I		6					M	0	0	4, 1, 0		0	4
18	17	18	17a	103/2	103/2	0.5	5/8	5/8	3/4	2	1	I		F	V		I		I							M	0	0	0, 4, 1		0	0
19	18	19	18a	52	52	1.5	0	0	3/4	2	1	V43		F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
19	18	19	18a	107/2	107/2	0.5	3/8	3/8	3/4	2	1	V65		F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
19	18	19	18a	54	54	0.5	1/2	1/2	3/4	2	1	V7		F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
19	18	19	18a	109/2	109/2	0.5	5/8	5/8	3/4	2	1	V2		F	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
20	19	20	19a	55	55	1.0	0	0	3/4	2	1	I6		F	V		I6		I		6					M	0	0	4, 1, 0		0	4
20	19	20	19a	56	56	1.0	1/4	1/4	3/4	2	1	ii65		F	V		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
20	19	20	19a	57	57	1.0	1/2	1/2	3/4	2	1	I64		F	V		I64		I		64					M	0	0	1, 0, 4		0	1
21	20	21	20a	58	58	2.0	0	0	3/4	2	1	IV6		F	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
21	20	21	20a	60	60	0.5	1/2	1/2	3/4	2	1	IV		F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
21	20	21	20a	121/2	121/2	0.25	5/8	5/8	3/4	2	1	IV6		F	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
21	20	21	20a	243/4	243/4	0.25	11/16	11/16	3/4	2	1	vii%7		F	V		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
22	21	22	21a	61	61	0.5	0	0	3/4	2	1	I		F	V		I		I							M	0	0	0, 4, 1		0	0
22	21	22	21a	123/2	123/2	0.5	1/8	1/8	3/4	2	1	ii6		F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
22	21	22	21a	62	62	1.0	1/4	1/4	3/4	2	1	V(64)		F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
22	21	22	21a	63	63	1.0	1/2	1/2	3/4	2	1	V		F	V		V		V							M	0	0	1, 5, 2		1	1
23	22	23	22a	64	64	1.0	0	0	3/4	2	1	I|EC}{		F	V		I		I					EC	}{	M	0	0	0, 4, 1		0	0
23	22	23	22a	65	65	0.75	1/4	1/4	3/4	2	1	vi6		F	V		vi6		vi		6					m	0	0	0, 4, 3		3	0
23	22	23	22a	263/4	263/4	0.25	7/16	7/16	3/4	2	1	V6		F	V		V6		V		6					M	0	0	5, 2, 1		1	5
23	22	23	22a	66	66	0.75	1/2	1/2	3/4	2	1	IV6		F	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
23	22	23	22a	267/4	267/4	0.25	11/16	11/16	3/4	2	1	iii6		F	V		iii6		iii		6					m	0	0	1, 5, 4		4	1
24	23	24	23a	67	67	1.25	0	0	3/4	2	1	ii6		F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
24	23	24	23a	273/4	273/4	0.25	5/16	5/16	3/4	2	1	V6/ii		F	V		V6/ii		V		6		ii			M	0	0	7, 4, 3		3	7
24	23	24	23a	137/2	137/2	0.25	3/8	3/8	3/4	2	1	ii		F	V		ii		ii							m	0	0	2, -1, 3		2	2
24	23	24	23a	275/4	275/4	0.25	7/16	7/16	3/4	2	1	V6/IV		F	V		V6/IV		V		6		IV			M	0	0	4, 1, 0		0	4
24	23	24	23a	69	69	0.25	1/2	1/2	3/4	2	1	IV		F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
24	23	24	23a	277/4	277/4	0.25	9/16	9/16	3/4	2	1	viio6		F	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
24	23	24	23a	139/2	139/2	0.25	5/8	5/8	3/4	2	1	I6		F	V		I6		I		6					M	0	0	4, 1, 0		0	4
24	23	24	23a	279/4	279/4	0.25	11/16	11/16	3/4	2	1	V6		F	V		V6		V		6					M	0	0	5, 2, 1		1	5
25	24	25	24a	70	70	0.5	0	0	3/4	2	1	I		F	V		I		I							M	0	0	0, 4, 1		0	0
25	24	25	24a	141/2	141/2	0.5	1/8	1/8	3/4	2	1	ii6		F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
25	24	25	24a	71	71	1.0	1/4	1/4	3/4	2	1	V(64)		F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
25	24	25	24a	72	72	1.0	1/2	1/2	3/4	2	1	V		F	V		V		V							M	0	0	1, 5, 2		1	1
26	25	26	25a	73	73	1.0	0	0	3/4	2	1	I|EC}{		F	V		I		I					EC	}{	M	0	0	0, 4, 1		0	0
26	25	26	25a	74	74	0.75	1/4	1/4	3/4	2	1	vi6		F	V		vi6		vi		6					m	0	0	0, 4, 3		3	0
26	25	26	25a	299/4	299/4	0.25	7/16	7/16	3/4	2	1	V6		F	V		V6		V		6					M	0	0	5, 2, 1		1	5
26	25	26	25a	75	75	0.75	1/2	1/2	3/4	2	1	IV6		F	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
26	25	26	25a	303/4	303/4	0.25	11/16	11/16	3/4	2	1	iii6		F	V		iii6		iii		6					m	0	0	1, 5, 4		4	1
27	26	27	26a	76	76	3.0	0	0	3/4	2	1	ii6		F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
28	27	28	27a	79	79	3.25	0	0	3/4	2	1	V[V(64)		F	V	V	V(64)		V			64				M	0	0	1, 0, 4		1	1
29	28	29	28a	329/4	329/4	0.25	1/16	1/16	3/4	2	1	viio2/V		F	V	V	viio2/V		vii	o	2		V			o7	0	0	-3, 6, 3, 0		6	-3
29	28	29	28a	165/2	165/2	0.25	1/8	1/8	3/4	2	1	V7		F	V	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
29	28	29	28a	331/4	331/4	0.25	3/16	3/16	3/4	2	1	V(64)		F	V	V	V(64)		V			64				M	0	0	1, 0, 4		1	1
29	28	29	28a	83	83	1.0	1/4	1/4	3/4	2	1	V(4)		F	V	V	V(4)		V			4				M	0	0	1, 0, 2		1	1
