mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	1	1a	0	0	1.0	0	0	2/4	2	1	Bb.I{	Bb	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	1	1a	1	1	1.0	1/4	1/4	2/4	2	1	viio6	Bb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
2	2	2	2a	2	2	2.0	0	0	2/4	2	1	I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	3	3	3a	4	4	0.5	0	0	2/4	2	1	IV	Bb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
3	3	3	3a	9/2	9/2	1.5	1/8	1/8	2/4	2	1	I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
4	4	4	4a	6	6	0.5	0	0	2/4	2	1	V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
4	4	4	4a	13/2	13/2	2.5	1/8	1/8	2/4	2	1	I|IAC}	Bb	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
5	5	5	5a	8	8	0.0	0	0	2/4	2	1	{	Bb	I									{		0	0				
5	5	5	5a	9	9	1.0	1/4	1/4	2/4	2	1	viio6	Bb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
6	6	6	6a	10	10	2.0	0	0	2/4	2	1	I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
7	7	7	7a	12	12	1.0	0	0	2/4	2	1	ii6	Bb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
7	7	7	7a	13	13	0.5	1/4	1/4	2/4	2	1	V(64)	Bb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
7	7	7	7a	27/2	27/2	0.5	3/8	3/8	2/4	2	1	V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	8	8a	14	14	1.75	0	0	2/4	2	1	I[I|PAC}{	Bb	I	I	I	I					PAC	}{	M	0	0	0, 4, 1		0	0
8	8	8	8a	63/4	63/4	0.25	7/16	7/16	2/4	2	1	V7/IV	Bb	I	I	V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
9	9	9	9a	16	16	2.0	0	0	2/4	2	1	IV	Bb	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
10	10	10	10a	18	18	1.75	0	0	2/4	2	1	I	Bb	I	I	I	I							M	0	0	0, 4, 1		0	0
10	10	10	10a	79/4	79/4	0.25	7/16	7/16	2/4	2	1	V7/IV	Bb	I	I	V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
11	11	11	11a	20	20	2.0	0	0	2/4	2	1	IV	Bb	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
12	12	12	12a	22	22	2.0	0	0	2/4	2	1	I]	Bb	I	I	I	I							M	0	0	0, 4, 1		0	0
13	13	13	13a	24	24	2.0	0	0	2/4	2	1	V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
14	14	14	14a	26	26	1.0	0	0	2/4	2	1	I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
14	14	14	14a	27	27	0.75	1/4	1/4	2/4	2	1	I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
14	14	14	14a	111/4	111/4	0.25	7/16	7/16	2/4	2	1	#viio6/ii	Bb	I		#viio6/ii	#vii	o	6		ii			o	0	0	4, 1, 7		7	4
15	15	15	15a	28	28	1.75	0	0	2/4	2	1	ii6	Bb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
15	15	15	15a	119/4	119/4	0.25	7/16	7/16	2/4	2	1	V.viio	Bb	V		viio	vii	o						o	0	0	5, 2, -1		5	5
16	16	16	16a	30	30	1.0	0	0	2/4	2	1	I|HC}	Bb	V		I	I					HC	}	M	0	0	0, 4, 1		0	0
16	16	16	16a	31	31	0.5	1/4	1/4	2/4	2	1	I6	Bb	V		I6	I		6					M	0	0	4, 1, 0		0	4
16	16	16	16a	63/2	63/2	3.5	3/8	3/8	2/4	2	1	I	Bb	V		I	I							M	0	0	0, 4, 1		0	0
17	17	17	17a	131/4	131/4	0.0	3/16	3/16	2/4	2	1	{	Bb	V									{		0	0				
18	18	18	18a	35	35	1.0	1/4	1/4	2/4	2	1	V43	Bb	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
19	19	19	19a	36	36	2.0	0	0	2/4	2	1	I	Bb	V		I	I							M	0	0	0, 4, 1		0	0
20	20	20	20a	38	38	1.0	0	0	2/4	2	1	I	Bb	V		I	I							M	0	0	0, 4, 1		0	0
20	20	20	20a	39	39	1.0	1/4	1/4	2/4	2	1	V65	Bb	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
21	21	21	21a	40	40	2.0	0	0	2/4	2	1	I	Bb	V		I	I							M	0	0	0, 4, 1		0	0
22	22	22	22a	42	42	2.0	0	0	2/4	2	1	IV	Bb	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
23	23	23	23a	44	44	1.0	0	0	2/4	2	1	ii	Bb	V		ii	ii							m	0	0	2, -1, 3		2	2
23	23	23	23a	45	45	0.5	1/4	1/4	2/4	2	1	viio	Bb	V		viio	vii	o						o	0	0	5, 2, -1		5	5
23	23	23	23a	91/2	91/2	0.25	3/8	3/8	2/4	2	1	V7	Bb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
23	23	23	23a	183/4	183/4	0.25	7/16	7/16	2/4	2	1	V2	Bb	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
24	24	24	24a	46	46	2.0	0	0	2/4	2	1	I6	Bb	V		I6	I		6					M	0	0	4, 1, 0		0	4
25	25	25	25a	48	48	1.0	0	0	2/4	2	1	I	Bb	V		I	I							M	0	0	0, 4, 1		0	0
25	25	25	25a	49	49	0.5	1/4	1/4	2/4	2	1	vi	Bb	V		vi	vi							m	0	0	3, 0, 4		3	3
25	25	25	25a	99/2	99/2	0.5	3/8	3/8	2/4	2	1	IV(+7)	Bb	V		IV(+7)	IV			+7				M	0	0	-1, 3, 0	4	-1	-1
26	26	26	26a	50	50	2.0	0	0	2/4	2	1	ii	Bb	V		ii	ii							m	0	0	2, -1, 3		2	2
27	27	27	27a	52	52	2.0	0	0	2/4	2	1	V7	Bb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
28	28	28	28a	54	54	1.0	0	0	2/4	2	1	V(64)	Bb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
28	28	28	28a	55	55	1.0	1/4	1/4	2/4	2	1	#viio43/ii	Bb	V		#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
29	29	29	29a	56	56	1.0	0	0	2/4	2	1	ii6	Bb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
29	29	29	29a	57	57	0.5	1/4	1/4	2/4	2	1	V(64)	Bb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
29	29	29	29a	115/2	115/2	0.5	3/8	3/8	2/4	2	1	V7	Bb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
30	30	30	30a	58	58	2.0	0	0	2/4	2	1	I|PAC}{	Bb	V		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
31	31	31	31a	60	60	2.0	0	0	2/4	2	1	V7	Bb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	32	32	32a	62	62	1.0	0	0	2/4	2	1	V(64)	Bb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
32	32	32	32a	63	63	1.0	1/4	1/4	2/4	2	1	#viio43/ii	Bb	V		#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
33	33	33	33a	64	64	1.0	0	0	2/4	2	1	ii6	Bb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
33	33	33	33a	65	65	0.5	1/4	1/4	2/4	2	1	V(64)	Bb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
33	33	33	33a	131/2	131/2	0.5	3/8	3/8	2/4	2	1	V7	Bb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
34	34	34	34a	66	66	1.0	0	0	2/4	2	1	I|EC}{	Bb	V		I	I					EC	}{	M	0	0	0, 4, 1		0	0
34	34	34	34a	67	67	1.0	1/4	1/4	2/4	2	1	V7/IV	Bb	V		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
35	35	35	35a	68	68	0.5	0	0	2/4	2	1	IV	Bb	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
35	35	35	35a	137/2	137/2	0.5	1/8	1/8	2/4	2	1	ii	Bb	V		ii	ii							m	0	0	2, -1, 3		2	2
35	35	35	35a	69	69	0.5	1/4	1/4	2/4	2	1	V(64)	Bb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
35	35	35	35a	139/2	139/2	0.5	3/8	3/8	2/4	2	1	V7	Bb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
36	36	36	36a	70	70	1.0	0	0	2/4	2	1	I|EC}{	Bb	V		I	I					EC	}{	M	0	0	0, 4, 1		0	0
36	36	36	36a	71	71	1.0	1/4	1/4	2/4	2	1	V7/IV	Bb	V		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
37	37	37	37a	72	72	0.5	0	0	2/4	2	1	IV	Bb	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
37	37	37	37a	145/2	145/2	0.5	1/8	1/8	2/4	2	1	ii	Bb	V		ii	ii							m	0	0	2, -1, 3		2	2
37	37	37	37a	73	73	0.5	1/4	1/4	2/4	2	1	V(64)	Bb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
37	37	37	37a	147/2	147/2	0.5	3/8	3/8	2/4	2	1	V7	Bb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
38	38	38	38a	74	74	1.0	0	0	2/4	2	1	I[I|PAC}	Bb	V	I	I	I					PAC	}	M	0	0	0, 4, 1		0	0
38	38	38	38a	75	75	1.0	1/4	1/4	2/4	2	1	viio	Bb	V	I	viio	vii	o						o	0	0	5, 2, -1		5	5
39	39	39	39a	76	76	1.0	0	0	2/4	2	1	I	Bb	V	I	I	I							M	0	0	0, 4, 1		0	0
39	39	39	39a	77	77	2.0	1/4	1/4	2/4	2	1	viio	Bb	V	I	viio	vii	o						o	0	0	5, 2, -1		5	5
40	40	40	40a	79	79	1.0	1/4	1/4	2/4	2	1	I]	Bb	V	I	I	I							M	0	0	0, 4, 1		0	0
1	1	41	1b	80	0	1.0	0	0	2/4	2	1	Bb.I{	Bb	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	41	1b	81	1	1.0	1/4	1/4	2/4	2	1	viio6	Bb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
2	2	42	2b	82	2	2.0	0	0	2/4	2	1	I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	3	43	3b	84	4	0.5	0	0	2/4	2	1	IV	Bb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
3	3	43	3b	169/2	9/2	1.5	1/8	1/8	2/4	2	1	I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
4	4	44	4b	86	6	0.5	0	0	2/4	2	1	V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
4	4	44	4b	173/2	13/2	2.5	1/8	1/8	2/4	2	1	I|IAC}	Bb	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
5	5	45	5b	88	8	0.0	0	0	2/4	2	1	{	Bb	I									{		0	0				
5	5	45	5b	89	9	1.0	1/4	1/4	2/4	2	1	viio6	Bb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
6	6	46	6b	90	10	2.0	0	0	2/4	2	1	I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
7	7	47	7b	92	12	1.0	0	0	2/4	2	1	ii6	Bb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
7	7	47	7b	93	13	0.5	1/4	1/4	2/4	2	1	V(64)	Bb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
7	7	47	7b	187/2	27/2	0.5	3/8	3/8	2/4	2	1	V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	48	8b	94	14	1.75	0	0	2/4	2	1	I[I|PAC}{	Bb	I	I	I	I					PAC	}{	M	0	0	0, 4, 1		0	0
8	8	48	8b	383/4	63/4	0.25	7/16	7/16	2/4	2	1	V7/IV	Bb	I	I	V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
9	9	49	9b	96	16	2.0	0	0	2/4	2	1	IV	Bb	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
10	10	50	10b	98	18	1.75	0	0	2/4	2	1	I	Bb	I	I	I	I							M	0	0	0, 4, 1		0	0
10	10	50	10b	399/4	79/4	0.25	7/16	7/16	2/4	2	1	V7/IV	Bb	I	I	V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
11	11	51	11b	100	20	2.0	0	0	2/4	2	1	IV	Bb	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
12	12	52	12b	102	22	2.0	0	0	2/4	2	1	I]	Bb	I	I	I	I							M	0	0	0, 4, 1		0	0
13	13	53	13b	104	24	2.0	0	0	2/4	2	1	V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
14	14	54	14b	106	26	1.0	0	0	2/4	2	1	I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
14	14	54	14b	107	27	0.75	1/4	1/4	2/4	2	1	I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
14	14	54	14b	431/4	111/4	0.25	7/16	7/16	2/4	2	1	#viio6/ii	Bb	I		#viio6/ii	#vii	o	6		ii			o	0	0	4, 1, 7		7	4
15	15	55	15b	108	28	1.75	0	0	2/4	2	1	ii6	Bb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
15	15	55	15b	439/4	119/4	0.25	7/16	7/16	2/4	2	1	V.viio	Bb	V		viio	vii	o						o	0	0	5, 2, -1		5	5
16	16	56	16b	110	30	1.0	0	0	2/4	2	1	I|HC}	Bb	V		I	I					HC	}	M	0	0	0, 4, 1		0	0
16	16	56	16b	111	31	0.5	1/4	1/4	2/4	2	1	I6	Bb	V		I6	I		6					M	0	0	4, 1, 0		0	4
16	16	56	16b	223/2	63/2	3.5	3/8	3/8	2/4	2	1	I	Bb	V		I	I							M	0	0	0, 4, 1		0	0
17	17	57	17b	451/4	131/4	0.0	3/16	3/16	2/4	2	1	{	Bb	V									{		0	0				
18	18	58	18b	115	35	1.0	1/4	1/4	2/4	2	1	V43	Bb	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
19	19	59	19b	116	36	2.0	0	0	2/4	2	1	I	Bb	V		I	I							M	0	0	0, 4, 1		0	0
20	20	60	20b	118	38	1.0	0	0	2/4	2	1	I	Bb	V		I	I							M	0	0	0, 4, 1		0	0
20	20	60	20b	119	39	1.0	1/4	1/4	2/4	2	1	V65	Bb	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
21	21	61	21b	120	40	2.0	0	0	2/4	2	1	I	Bb	V		I	I							M	0	0	0, 4, 1		0	0
22	22	62	22b	122	42	2.0	0	0	2/4	2	1	IV	Bb	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
23	23	63	23b	124	44	1.0	0	0	2/4	2	1	ii	Bb	V		ii	ii							m	0	0	2, -1, 3		2	2
23	23	63	23b	125	45	0.5	1/4	1/4	2/4	2	1	viio	Bb	V		viio	vii	o						o	0	0	5, 2, -1		5	5
23	23	63	23b	251/2	91/2	0.25	3/8	3/8	2/4	2	1	V7	Bb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
23	23	63	23b	503/4	183/4	0.25	7/16	7/16	2/4	2	1	V2	Bb	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
24	24	64	24b	126	46	2.0	0	0	2/4	2	1	I6	Bb	V		I6	I		6					M	0	0	4, 1, 0		0	4
25	25	65	25b	128	48	1.0	0	0	2/4	2	1	I	Bb	V		I	I							M	0	0	0, 4, 1		0	0
25	25	65	25b	129	49	0.5	1/4	1/4	2/4	2	1	vi	Bb	V		vi	vi							m	0	0	3, 0, 4		3	3
25	25	65	25b	259/2	99/2	0.5	3/8	3/8	2/4	2	1	IV(+7)	Bb	V		IV(+7)	IV			+7				M	0	0	-1, 3, 0	4	-1	-1
26	26	66	26b	130	50	2.0	0	0	2/4	2	1	ii	Bb	V		ii	ii							m	0	0	2, -1, 3		2	2
27	27	67	27b	132	52	2.0	0	0	2/4	2	1	V7	Bb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
28	28	68	28b	134	54	1.0	0	0	2/4	2	1	V(64)	Bb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
28	28	68	28b	135	55	1.0	1/4	1/4	2/4	2	1	#viio43/ii	Bb	V		#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
29	29	69	29b	136	56	1.0	0	0	2/4	2	1	ii6	Bb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
29	29	69	29b	137	57	0.5	1/4	1/4	2/4	2	1	V(64)	Bb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
29	29	69	29b	275/2	115/2	0.5	3/8	3/8	2/4	2	1	V7	Bb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
30	30	70	30b	138	58	2.0	0	0	2/4	2	1	I|PAC}{	Bb	V		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
31	31	71	31b	140	60	2.0	0	0	2/4	2	1	V7	Bb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	32	72	32b	142	62	1.0	0	0	2/4	2	1	V(64)	Bb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
32	32	72	32b	143	63	1.0	1/4	1/4	2/4	2	1	#viio43/ii	Bb	V		#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
