mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
12	12	12	12a	69/2	69/2	0.5	3/8	3/8	3/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
12	12	12	12a	35	35	0.5	1/2	1/2	3/4	2	1		ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
12	12	12	12a	71/2	71/2	0.5	5/8	5/8	3/4	2	1		vii%7/V	Eb	I		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
13	13	13	13a	36	36	1.0	0	0	3/4	2	1		V(64)}	Eb	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
13	13	13	13a	37	37	2.0	1/4	1/4	3/4	2	1		V|HC	Eb	I		V	V					HC		M	0	0	1, 5, 2		1	1
14	14	14	14a	39	39	2.0	0	0	3/4	2	1		V.I{	Eb	V		I	I						{	M	0	0	0, 4, 1		0	0
14	14	14	14a	41	41	0.5	1/2	1/2	3/4	2	1		V2	Eb	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
14	14	14	14a	83/2	83/2	0.5	5/8	5/8	3/4	2	1		I6	Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
15	15	15	15a	42	42	0.5	0	0	3/4	2	1		viio6	Eb	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
15	15	15	15a	85/2	85/2	0.5	1/8	1/8	3/4	2	1		I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
15	15	15	15a	43	43	2.0	1/4	1/4	3/4	2	1		V65	Eb	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
16	16	16	16a	45	45	2.0	0	0	3/4	2	1		V7	Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
16	16	16	16a	47	47	0.5	1/2	1/2	3/4	2	1		I6	Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
16	16	16	16a	95/2	95/2	0.5	5/8	5/8	3/4	2	1		V2	Eb	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
17	17	17	17a	48	48	0.5	0	0	3/4	2	1		I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
17	17	17	17a	97/2	97/2	0.5	1/8	1/8	3/4	2	1		V43	Eb	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
17	17	17	17a	49	49	2.0	1/4	1/4	3/4	2	1		I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
18	18	18	18a	51	51	2.0	0	0	3/4	2	1		viio/IV	Eb	V		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
18	18	18	18a	53	53	0.5	1/2	1/2	3/4	2	1		IV6	Eb	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
18	18	18	18a	107/2	107/2	0.5	5/8	5/8	3/4	2	1		V6/IV	Eb	V		V6/IV	V		6		IV			M	0	0	4, 1, 0		0	4
19	19	19	19a	54	54	1.5	0	0	3/4	2	1		IV(#2)	Eb	V		IV(#2)	IV			#2				M	0	0	-1, 8, 0		-1	-1
19	19	19	19a	111/2	111/2	0.5	3/8	3/8	3/4	2	1		ii6(#7)	Eb	V		ii6(#7)	ii		6	#7				m	0	0	-1, 3, 7		2	-1
19	19	19	19a	56	56	0.5	1/2	1/2	3/4	2	1		ii6	Eb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
19	19	19	19a	113/2	113/2	0.5	5/8	5/8	3/4	2	1		viio64	Eb	V		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
20	20	20	20a	57	57	0.5	0	0	3/4	2	1		I6	Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
20	20	20	20a	115/2	115/2	0.5	1/8	1/8	3/4	2	1		IV	Eb	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
20	20	20	20a	58	58	1.0	1/4	1/4	3/4	2	1		V(64)	Eb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
20	20	20	20a	59	59	1.0	1/2	1/2	3/4	2	1		V7	Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
21	21	21	21a	60	60	1.0	0	0	3/4	2	1		I|PAC}{	Eb	V		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
21	21	21	21a	61	61	0.5	1/4	1/4	3/4	2	1		V2	Eb	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
21	21	21	21a	123/2	123/2	0.5	3/8	3/8	3/4	2	1		I6	Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
21	21	21	21a	62	62	0.5	1/2	1/2	3/4	2	1		V64	Eb	V		V64	V		64					M	0	0	2, 1, 5		1	2
21	21	21	21a	125/2	125/2	0.5	5/8	5/8	3/4	2	1		I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
22	22	22	22a	63	63	2.5	0	0	3/4	2	1		V65	Eb	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
22	22	22	22a	131/2	131/2	0.5	5/8	5/8	3/4	2	1		V2	Eb	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
23	23	23	23a	66	66	1.5	0	0	3/4	2	1		I6	Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
23	23	23	23a	135/2	135/2	0.5	3/8	3/8	3/4	2	1		I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
23	23	23	23a	68	68	0.5	1/2	1/2	3/4	2	1		viio6	Eb	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
23	23	23	23a	137/2	137/2	0.5	5/8	5/8	3/4	2	1		I6	Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
24	24	24	24a	69	69	2.0	0	0	3/4	2	1		ii6	Eb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
24	24	24	24a	71	71	0.5	1/2	1/2	3/4	2	1		V(64)	Eb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
24	24	24	24a	143/2	143/2	0.5	5/8	5/8	3/4	2	1		V7	Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
25	25	25	25a	72	72	1.0	0	0	3/4	2	1		I(974)}	Eb	V		I(974)	I			974			}	M	0	0	0, -1, 1	2, 5	0	0
25	25	25	25a	73	73	0.5	1/4	1/4	3/4	2	1		I|IAC	Eb	V		I	I					IAC		M	0	0	0, 4, 1		0	0
25	25	25	25a	147/2	147/2	0.5	3/8	3/8	3/4	2	1		I6{	Eb	V		I6	I		6				{	M	0	0	4, 1, 0		0	4
25	25	25	25a	74	74	0.5	1/2	1/2	3/4	2	1		V2	Eb	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
25	25	25	25a	149/2	149/2	0.5	5/8	5/8	3/4	2	1		I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
26	26	26	26a	75	75	2.5	0	0	3/4	2	1		V65	Eb	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
26	26	26	26a	155/2	155/2	0.5	5/8	5/8	3/4	2	1		V2	Eb	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
27	27	27	27a	78	78	1.5	0	0	3/4	2	1		I6	Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
27	27	27	27a	159/2	159/2	0.5	3/8	3/8	3/4	2	1		I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
27	27	27	27a	80	80	0.5	1/2	1/2	3/4	2	1		viio6	Eb	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
27	27	27	27a	161/2	161/2	0.5	5/8	5/8	3/4	2	1		I6	Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
28	28	28	28a	81	81	2.0	0	0	3/4	2	1		ii6	Eb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
28	28	28	28a	83	83	1.0	1/2	1/2	3/4	2	1		V7	Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
29	29	29	29a	84	84	1.5	0	0	3/4	2	1		I|PAC}{	Eb	V		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
29	29	29	29a	171/2	171/2	0.5	3/8	3/8	3/4	2	1		viio/IV	Eb	V		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
29	29	29	29a	86	86	0.5	1/2	1/2	3/4	2	1		ii6	Eb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
29	29	29	29a	173/2	173/2	0.5	5/8	5/8	3/4	2	1		V2	Eb	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
30	30	30	30a	87	87	1.5	0	0	3/4	2	1		I6	Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
30	30	30	30a	177/2	177/2	0.5	3/8	3/8	3/4	2	1		viio/IV	Eb	V		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
30	30	30	30a	89	89	0.5	1/2	1/2	3/4	2	1		ii6	Eb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
30	30	30	30a	179/2	179/2	0.5	5/8	5/8	3/4	2	1		V7	Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
31	31	31	31a	90	90	1.0	0	0	3/4	2	1		I(94)}	Eb	V		I(94)	I			94			}	M	0	0	0, -1, 1	2	0	0
31	31	31	31a	91	91	0.5	1/4	1/4	3/4	2	1		I|PAC	Eb	V		I	I					PAC		M	0	0	0, 4, 1		0	0
31	31	31	31a	183/2	183/2	0.5	3/8	3/8	3/4	2	1		I.viio64	Eb	I		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
31	31	31	31a	92	92	0.5	1/2	1/2	3/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
31	31	31	31a	185/2	185/2	0.5	5/8	5/8	3/4	2	1		viio6	Eb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
1	1	32	1b	93	0	4.0	0	0	3/4	2	1		Eb.I{	Eb	I		I	I						{	M	0	0	0, 4, 1		0	0
2	2	33	2b	97	4	1.0	1/4	1/4	3/4	2	1		viio6	Eb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
2	2	33	2b	98	5	1.0	1/2	1/2	3/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	3	34	3b	99	6	1.0	0	0	3/4	2	1		#viio43/ii	Eb	I		#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
3	3	34	3b	100	7	2.0	1/4	1/4	3/4	2	1		ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
4	4	35	4b	102	9	1.0	0	0	3/4	2	1		V(64)}	Eb	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
4	4	35	4b	103	10	2.0	1/4	1/4	3/4	2	1		V|HC	Eb	I		V	V					HC		M	0	0	1, 5, 2		1	1
5	5	36	5b	105	12	2.0	0	0	3/4	2	1		I{	Eb	I		I	I						{	M	0	0	0, 4, 1		0	0
5	5	36	5b	107	14	1.0	1/2	1/2	3/4	2	1		vi6	Eb	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
6	6	37	6b	108	15	1.0	0	0	3/4	2	1		ii(4)	Eb	I		ii(4)	ii			4				m	0	0	2, 1, 3		2	2
6	6	37	6b	109	16	1.0	1/4	1/4	3/4	2	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	6	37	6b	110	17	1.0	1/2	1/2	3/4	2	1		vi|DC	Eb	I		vi	vi					DC		m	0	0	3, 0, 4		3	3
7	7	38	7b	111	18	1.0	0	0	3/4	2	1		ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
7	7	38	7b	112	19	1.0	1/4	1/4	3/4	2	1		V(64)	Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
7	7	38	7b	113	20	1.0	1/2	1/2	3/4	2	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	39	8b	114	21	3.0	0	0	3/4	2	1		I[I|PAC}{	Eb	I	I	I	I					PAC	}{	M	0	0	0, 4, 1		0	0
9	9	40	9b	117	24	0.5	0	0	3/4	2	1		viio6(2)	Eb	I	I	viio6(2)	vii	o	6	2				o	0	0	2, -1, 0		5	2
9	9	40	9b	235/2	49/2	2.5	1/8	1/8	3/4	2	1		viio6	Eb	I	I	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
10	10	41	10b	120	27	3.0	0	0	3/4	2	1		I	Eb	I	I	I	I							M	0	0	0, 4, 1		0	0
11	11	42	11b	123	30	0.5	0	0	3/4	2	1		viio6(2)	Eb	I	I	viio6(2)	vii	o	6	2				o	0	0	2, -1, 0		5	2
11	11	42	11b	247/2	61/2	2.5	1/8	1/8	3/4	2	1		viio6	Eb	I	I	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
12	12	43	12b	126	33	1.5	0	0	3/4	2	1		I]	Eb	I	I	I	I							M	0	0	0, 4, 1		0	0
12	12	43	12b	255/2	69/2	0.5	3/8	3/8	3/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
12	12	43	12b	128	35	0.5	1/2	1/2	3/4	2	1		ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
12	12	43	12b	257/2	71/2	0.5	5/8	5/8	3/4	2	1		vii%7/V	Eb	I		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
13	13	44	13b	129	36	1.0	0	0	3/4	2	1		V(64)}	Eb	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
13	13	44	13b	130	37	2.0	1/4	1/4	3/4	2	1		V|HC	Eb	I		V	V					HC		M	0	0	1, 5, 2		1	1
14	14	45	14b	132	39	2.0	0	0	3/4	2	1		V.I{	Eb	V		I	I						{	M	0	0	0, 4, 1		0	0
14	14	45	14b	134	41	0.5	1/2	1/2	3/4	2	1		V2	Eb	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
14	14	45	14b	269/2	83/2	0.5	5/8	5/8	3/4	2	1		I6	Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
15	15	46	15b	135	42	0.5	0	0	3/4	2	1		viio6	Eb	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
15	15	46	15b	271/2	85/2	0.5	1/8	1/8	3/4	2	1		I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
15	15	46	15b	136	43	2.0	1/4	1/4	3/4	2	1		V65	Eb	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
16	16	47	16b	138	45	2.0	0	0	3/4	2	1		V7	Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
16	16	47	16b	140	47	0.5	1/2	1/2	3/4	2	1		I6	Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
16	16	47	16b	281/2	95/2	0.5	5/8	5/8	3/4	2	1		V2	Eb	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
17	17	48	17b	141	48	0.5	0	0	3/4	2	1		I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
17	17	48	17b	283/2	97/2	0.5	1/8	1/8	3/4	2	1		V43	Eb	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
17	17	48	17b	142	49	2.0	1/4	1/4	3/4	2	1		I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
18	18	49	18b	144	51	2.0	0	0	3/4	2	1		viio/IV	Eb	V		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
18	18	49	18b	146	53	0.5	1/2	1/2	3/4	2	1		IV6	Eb	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
18	18	49	18b	293/2	107/2	0.5	5/8	5/8	3/4	2	1		V6/IV	Eb	V		V6/IV	V		6		IV			M	0	0	4, 1, 0		0	4
19	19	50	19b	147	54	1.5	0	0	3/4	2	1		IV(#2)	Eb	V		IV(#2)	IV			#2				M	0	0	-1, 8, 0		-1	-1
19	19	50	19b	297/2	111/2	0.5	3/8	3/8	3/4	2	1		ii6(#7)	Eb	V		ii6(#7)	ii		6	#7				m	0	0	-1, 3, 7		2	-1
19	19	50	19b	149	56	0.5	1/2	1/2	3/4	2	1		ii6	Eb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
19	19	50	19b	299/2	113/2	0.5	5/8	5/8	3/4	2	1		viio64	Eb	V		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
20	20	51	20b	150	57	0.5	0	0	3/4	2	1		I6	Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
20	20	51	20b	301/2	115/2	0.5	1/8	1/8	3/4	2	1		IV	Eb	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
20	20	51	20b	151	58	1.0	1/4	1/4	3/4	2	1		V(64)	Eb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
20	20	51	20b	152	59	1.0	1/2	1/2	3/4	2	1		V7	Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
21	21	52	21b	153	60	1.0	0	0	3/4	2	1		I|PAC}{	Eb	V		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
21	21	52	21b	154	61	0.5	1/4	1/4	3/4	2	1		V2	Eb	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
21	21	52	21b	309/2	123/2	0.5	3/8	3/8	3/4	2	1		I6	Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
21	21	52	21b	155	62	0.5	1/2	1/2	3/4	2	1		V64	Eb	V		V64	V		64					M	0	0	2, 1, 5		1	2
21	21	52	21b	311/2	125/2	0.5	5/8	5/8	3/4	2	1		I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
22	22	53	22b	156	63	2.5	0	0	3/4	2	1		V65	Eb	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
22	22	53	22b	317/2	131/2	0.5	5/8	5/8	3/4	2	1		V2	Eb	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
23	23	54	23b	159	66	1.5	0	0	3/4	2	1		I6	Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
23	23	54	23b	321/2	135/2	0.5	3/8	3/8	3/4	2	1		I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
23	23	54	23b	161	68	0.5	1/2	1/2	3/4	2	1		viio6	Eb	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
23	23	54	23b	323/2	137/2	0.5	5/8	5/8	3/4	2	1		I6	Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
24	24	55	24b	162	69	2.0	0	0	3/4	2	1		ii6	Eb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
24	24	55	24b	164	71	0.5	1/2	1/2	3/4	2	1		V(64)	Eb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
24	24	55	24b	329/2	143/2	0.5	5/8	5/8	3/4	2	1		V7	Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
25	25	56	25b	165	72	1.0	0	0	3/4	2	1		I(974)}	Eb	V		I(974)	I			974			}	M	0	0	0, -1, 1	2, 5	0	0
25	25	56	25b	166	73	0.5	1/4	1/4	3/4	2	1		I|IAC	Eb	V		I	I					IAC		M	0	0	0, 4, 1		0	0
25	25	56	25b	333/2	147/2	0.5	3/8	3/8	3/4	2	1		I6{	Eb	V		I6	I		6				{	M	0	0	4, 1, 0		0	4
25	25	56	25b	167	74	0.5	1/2	1/2	3/4	2	1		V2	Eb	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
25	25	56	25b	335/2	149/2	0.5	5/8	5/8	3/4	2	1		I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
26	26	57	26b	168	75	2.5	0	0	3/4	2	1		V65	Eb	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
26	26	57	26b	341/2	155/2	0.5	5/8	5/8	3/4	2	1		V2	Eb	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
27	27	58	27b	171	78	1.5	0	0	3/4	2	1		I6	Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
27	27	58	27b	345/2	159/2	0.5	3/8	3/8	3/4	2	1		I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
27	27	58	27b	173	80	0.5	1/2	1/2	3/4	2	1		viio6	Eb	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
27	27	58	27b	347/2	161/2	0.5	5/8	5/8	3/4	2	1		I6	Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
28	28	59	28b	174	81	2.0	0	0	3/4	2	1		ii6	Eb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
28	28	59	28b	176	83	1.0	1/2	1/2	3/4	2	1		V7	Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
29	29	60	29b	177	84	1.5	0	0	3/4	2	1		I|PAC}{	Eb	V		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
29	29	60	29b	357/2	171/2	0.5	3/8	3/8	3/4	2	1		viio/IV	Eb	V		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
29	29	60	29b	179	86	0.5	1/2	1/2	3/4	2	1		ii6	Eb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
29	29	60	29b	359/2	173/2	0.5	5/8	5/8	3/4	2	1		V2	Eb	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
30	30	61	30b	180	87	1.5	0	0	3/4	2	1		I6	Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
30	30	61	30b	363/2	177/2	0.5	3/8	3/8	3/4	2	1		viio/IV	Eb	V		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
30	30	61	30b	182	89	0.5	1/2	1/2	3/4	2	1		ii6	Eb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
30	30	61	30b	365/2	179/2	0.5	5/8	5/8	3/4	2	1		V7	Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
31	31	62	31b	183	90	1.0	0	0	3/4	2	1		I(94)}	Eb	V		I(94)	I			94			}	M	0	0	0, -1, 1	2	0	0
31	31	62	31b	184	91	0.5	1/4	1/4	3/4	2	1		I|PAC	Eb	V		I	I					PAC		M	0	0	0, 4, 1		0	0
31	31	62	31b	369/2	183/2	0.5	3/8	3/8	3/4	2	1		I.viio64	Eb	I		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
31	31	62	31b	185	92	0.5	1/2	1/2	3/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
31	31	62	31b	371/2	185/2	0.5	5/8	5/8	3/4	2	1		viio6	Eb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
32	32	63	32a	186	93	1.0	0	0	3/4	2	1		ii.#viio(#4#2){	Eb	ii		#viio(#4#2)	#vii	o		#4#2			{	o	0	1	5, 7, 4		5	5
32	32	63	32a	187	94	1.0	1/4	1/4	3/4	2	1		#viio7	Eb	ii		#viio7	#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
32	32	63	32a	188	95	1.0	1/2	1/2	3/4	2	1		V	Eb	ii		V	V							M	0	1	1, 5, 2		1	1
33	33	64	33a	189	96	1.0	0	0	3/4	2	1		VI(64)	Eb	ii		VI(64)	VI			64				M	0	1	-4, 2, -1		-4	-4
33	33	64	33a	190	97	1.0	1/4	1/4	3/4	2	1		VI	Eb	ii		VI	VI							M	0	1	-4, 0, -3		-4	-4
33	33	64	33a	191	98	1.0	1/2	1/2	3/4	2	1		i6	Eb	ii		i6	i		6					m	0	1	-3, 1, 0		0	-3
34	34	65	34a	192	99	1.0	0	0	3/4	2	1		ii6(#7)	Eb	ii		ii6(#7)	ii		6	#7				m	0	1	-1, 3, 7		2	-1
34	34	65	34a	193	100	1.0	1/4	1/4	3/4	2	1		ii6	Eb	ii		ii6	ii		6					m	0	1	-1, 3, 2		2	-1
34	34	65	34a	194	101	1.0	1/2	1/2	3/4	2	1		V7	Eb	ii		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
