mc	mn	timesig	onset	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
20	20	4/4	1/4	1	1	1/16	1/16	1		4	76		328
20	20	4/4	5/16	1	1	1/16	1/16	1		-1	77		329
20	20	4/4	3/8	1	1	1/16	1/16	1		1	79		330
20	20	4/4	7/16	1	1	1/16	1/16	1		-4	80		331
20	20	4/4	1/2	2	2	1/4	1/4	1	1	1	55		343
20	20	4/4	1/2	2	1	1/16	1/16	1		-3	63		338
20	20	4/4	1/2	1	1	1/4	1/4	1		0	72		332
20	20	4/4	9/16	2	1	1/16	1/16	1		4	64		339
20	20	4/4	5/8	2	1	1/16	1/16	1		-1	65		340
20	20	4/4	11/16	2	1	1/16	1/16	1		6	66		341
20	20	4/4	3/4	2	2	1/8	1/8	1	-1	1	55		344
20	20	4/4	3/4	2	1	1/8	1/8	1		1	67		342
20	20	4/4	3/4	1	1	1/16	1/16	1		5	71		333
20	20	4/4	13/16	1	1	1/16	1/16	1		2	74		334
20	20	4/4	7/8	1	1	1/16	1/16	1		-3	75		335
20	20	4/4	15/16	1	1	1/16	1/16	1		-1	77		336
21	21	4/4	0	2	1	1/16	1/16	1		0	48		351
21	21	4/4	0	1	1	3/16	1/8	3/2		-3	75		345
21	21	4/4	0	1	1	3/16	1/8	3/2		1	79		345
21	21	4/4	1/16	2	1	1/16	1/16	1		0	60		352
21	21	4/4	1/8	2	1	1/16	1/16	1		0	60		353
21	21	4/4	3/16	2	1	1/16	1/16	1		0	60		354
21	21	4/4	3/16	1	1	1/16	1/16	1		2	74		346
21	21	4/4	3/16	1	1	1/16	1/16	1		-1	77		346
21	21	4/4	1/4	2	1	1/16	1/16	1		0	60		355
21	21	4/4	1/4	1	1	1/4	1/4	1		0	72		347
21	21	4/4	1/4	1	1	1/4	1/4	1		-3	75		347
21	21	4/4	5/16	2	1	1/16	1/16	1		0	60		356
21	21	4/4	3/8	2	1	1/16	1/16	1		0	60		357
21	21	4/4	7/16	2	1	1/16	1/16	1		0	60		358
21	21	4/4	1/2	2	1	1/16	1/16	1		5	47		359
21	21	4/4	1/2	1	1	3/16	1/8	3/2		-1	77		348
21	21	4/4	1/2	1	1	3/16	1/8	3/2		-4	80		348
21	21	4/4	9/16	2	1	1/16	1/16	1		5	59		360
21	21	4/4	5/8	2	1	1/16	1/16	1		5	59		361
21	21	4/4	11/16	2	1	1/16	1/16	1		5	59		362
21	21	4/4	11/16	1	1	1/16	1/16	1		-3	75		349
21	21	4/4	11/16	1	1	1/16	1/16	1		1	79		349
21	21	4/4	3/4	2	1	1/16	1/16	1		5	59		363
21	21	4/4	3/4	1	1	1/4	1/4	1		2	74		350
21	21	4/4	3/4	1	1	1/4	1/4	1		-1	77		350
21	21	4/4	13/16	2	1	1/16	1/16	1		5	59		364
21	21	4/4	7/8	2	1	1/16	1/16	1		5	59		365
21	21	4/4	15/16	2	1	1/16	1/16	1		5	59		366
22	22	4/4	0	2	1	1/4	1/4	1		0	60		376
22	22	4/4	1/16	1	1	1/16	1/16	1		0	72		367
22	22	4/4	1/16	1	1	1/16	1/16	1		-3	75		367
22	22	4/4	1/8	1	1	1/16	1/16	1		2	74		368
22	22	4/4	1/8	1	1	1/16	1/16	1		-1	77		368
22	22	4/4	3/16	1	1	1/16	1/16	1		-3	75		369
22	22	4/4	3/16	1	1	1/16	1/16	1		1	79		369
22	22	4/4	1/4	2	1	1/8	1/8	1		-4	56		377
22	22	4/4	1/4	1	1	1/16	1/16	1		-3	75		370
22	22	4/4	1/4	1	1	1/16	1/16	1		1	79		370
22	22	4/4	5/16	1	1	1/16	1/16	1		2	74		371
22	22	4/4	5/16	1	1	1/16	1/16	1		-1	77		371
22	22	4/4	3/8	2	1	1/8	1/8	1		6	54		378
22	22	4/4	3/8	1	1	1/16	1/16	1		2	74		372
22	22	4/4	3/8	1	1	1/16	1/16	1		-1	77		372
22	22	4/4	7/16	1	1	1/16	1/16	1		0	72		373
22	22	4/4	7/16	1	1	1/16	1/16	1		-3	75		373
22	22	4/4	1/2	2	1	1/16	1/16	1		1	55		379
22	22	4/4	1/2	1	1	1/4	1/4	1		0	72		374
22	22	4/4	1/2	1	1	1/4	1/4	1		-3	75		374
22	22	4/4	9/16	2	1	1/16	1/16	1		1	43		380
22	22	4/4	5/8	2	1	1/16	1/16	1		1	55		381
22	22	4/4	11/16	2	1	1/16	1/16	1		1	55		382
22	22	4/4	3/4	2	1	1/16	1/16	1		1	55		383
22	22	4/4	3/4	1	1	1/4	1/4	1		5	71		375
22	22	4/4	3/4	1	1	1/4	1/4	1		2	74		375
22	22	4/4	13/16	2	1	1/16	1/16	1		-1	53		384
22	22	4/4	7/8	2	1	1/16	1/16	1		-3	51		385
22	22	4/4	15/16	2	1	1/16	1/16	1		2	50		386
23	23	4/4	0	2	1	1/4	1/4	1		0	48		397
23	23	4/4	1/16	1	1	1/16	1/16	1		1	79		387
23	23	4/4	1/8	1	1	1/16	1/16	1		-3	75		388
23	23	4/4	3/16	1	1	1/16	1/16	1		5	71		389
23	23	4/4	1/4	1	1	1/8	1/8	1		2	74		390
23	23	4/4	5/16	2	1	1/16	1/16	1		-3	63		398
23	23	4/4	5/16	2	1	1/16	1/16	1		1	67		398
23	23	4/4	3/8	2	1	1/16	1/16	1		-3	63		399
23	23	4/4	3/8	2	1	1/16	1/16	1		1	67		399
23	23	4/4	3/8	1	1	1/8	1/8	1		0	72		391
23	23	4/4	7/16	2	1	1/16	1/16	1		-3	63		400
23	23	4/4	7/16	2	1	1/16	1/16	1		1	67		400
23	23	4/4	1/2	2	1	1/4	1/4	1		-1	65		401
23	23	4/4	1/2	2	1	1/4	1/4	1		-4	68		401
23	23	4/4	9/16	1	1	1/16	1/16	1		0	84		392
23	23	4/4	5/8	1	1	1/16	1/16	1		-4	80		393
23	23	4/4	11/16	1	1	1/16	1/16	1		4	76		394
23	23	4/4	3/4	1	1	1/8	1/8	1		1	79		395
23	23	4/4	13/16	2	1	1/16	1/16	1		-4	68		402
23	23	4/4	13/16	2	1	1/16	1/16	1		0	72		402
23	23	4/4	7/8	2	1	1/16	1/16	1		-4	68		403
23	23	4/4	7/8	2	1	1/16	1/16	1		0	72		403
23	23	4/4	7/8	1	1	1/8	1/8	1		6	78		396
23	23	4/4	15/16	2	1	1/16	1/16	1		-4	68		404
23	23	4/4	15/16	2	1	1/16	1/16	1		0	72		404
24	24	4/4	0	2	1	1/16	1/16	1		1	67	1	416
24	24	4/4	0	2	1	1/16	1/16	1		5	71	1	416
24	24	4/4	1/16	1	1	1/16	1/16	1		1	79	1	405
24	24	4/4	1/8	2	1	1/16	1/16	1		-4	68	1	417
24	24	4/4	3/16	1	1	1/16	1/16	1		0	72	1	406
24	24	4/4	3/16	1	1	1/16	1/16	1		-3	75	1	406
24	24	4/4	1/4	2	1	1/16	1/16	1		-1	65	1	418
24	24	4/4	5/16	1	1	1/16	1/16	1		2	74	1	407
24	24	4/4	5/16	1	1	1/16	1/16	1		-1	77	1	407
24	24	4/4	3/8	2	1	1/16	1/16	1		1	67	1	419
24	24	4/4	7/16	1	1	1/16	1/16	1		5	71	1	408
24	24	4/4	7/16	1	1	1/16	1/16	1		2	74	1	408
24	24	4/4	1/2	2	1	1/4	1/4	1		0	60	1	420
24	24	4/4	9/16	1	1	1/16	1/16	1		5	71	1	409
24	24	4/4	5/8	1	1	1/16	1/16	1		0	72	1	410
24	24	4/4	11/16	1	1	1/16	1/16	1		5	71	1	411
24	24	4/4	3/4	1	1	1/16	1/16	1		0	72	1	412
24	24	4/4	13/16	1	1	1/16	1/16	1		5	71	1	413
24	24	4/4	13/16	1	1	1/16	1/16	1		2	74	1	413
24	24	4/4	7/8	1	1	1/16	1/16	1		0	72	1	414
24	24	4/4	7/8	1	1	1/16	1/16	1		4	76	1	414
24	24	4/4	15/16	1	1	1/16	1/16	1		2	74	1	415
24	24	4/4	15/16	1	1	1/16	1/16	1		-1	77	1	415
25	24	4/4	0	2	1	1/16	1/16	1		1	67	2	429
25	24	4/4	0	2	1	1/16	1/16	1		5	71	2	429
25	24	4/4	1/16	1	1	1/16	1/16	1		1	79	2	421
25	24	4/4	1/8	2	1	1/16	1/16	1		-4	68	2	430
25	24	4/4	3/16	1	1	1/16	1/16	1		0	72	2	422
25	24	4/4	3/16	1	1	1/16	1/16	1		-3	75	2	422
25	24	4/4	1/4	2	1	1/16	1/16	1		-1	65	2	431
25	24	4/4	5/16	1	1	1/16	1/16	1		2	74	2	423
25	24	4/4	5/16	1	1	1/16	1/16	1		-1	77	2	423
25	24	4/4	3/8	2	1	1/16	1/16	1		1	67	2	432
25	24	4/4	7/16	1	1	1/16	1/16	1		5	71	2	424
25	24	4/4	7/16	1	1	1/16	1/16	1		2	74	2	424
25	24	4/4	1/2	2	1	1/4	1/4	1		0	60	2	433
25	24	4/4	9/16	1	1	1/16	1/16	1		5	71	2	425
25	24	4/4	5/8	1	1	1/16	1/16	1		0	72	2	426
25	24	4/4	11/16	1	1	1/16	1/16	1		5	71	2	427
25	24	4/4	3/4	1	1	1/4	1/4	1	1	0	72	2	428
25	24	4/4	13/16	2	1	1/16	1/16	1		9	63	2	434
25	24	4/4	13/16	2	1	1/16	1/16	1		6	66	2	434
25	24	4/4	7/8	2	1	1/16	1/16	1		4	64	2	435
25	24	4/4	7/8	2	1	1/16	1/16	1		1	67	2	435
25	24	4/4	15/16	2	1	1/16	1/16	1		9	63	2	436
25	24	4/4	15/16	2	1	1/16	1/16	1		6	66	2	436
26	25	4/4	0	2	1	1/4	1/4	1	1	4	64		447
26	25	4/4	0	2	1	1/4	1/4	1	1	1	67		447
26	25	4/4	0	1	1	1/16	1/16	1	-1	0	72		437
26	25	4/4	1/16	1	1	1/16	1/16	1		-5	73		438
26	25	4/4	1/8	1	1	1/16	1/16	1		0	72		439
26	25	4/4	3/16	1	1	1/16	1/16	1		-5	73		440
26	25	4/4	1/4	2	1	1/16	1/16	1	-1	4	64		448
26	25	4/4	1/4	2	1	1/16	1/16	1	-1	1	67		448
26	25	4/4	1/4	1	1	1/4	1/4	1	1	0	72		441
26	25	4/4	5/16	2	1	1/16	1/16	1		4	64		449
26	25	4/4	5/16	2	1	1/16	1/16	1		1	67		449
26	25	4/4	3/8	2	1	1/16	1/16	1		-1	65		450
26	25	4/4	3/8	2	1	1/16	1/16	1		-4	68		450
26	25	4/4	7/16	2	1	1/16	1/16	1		4	64		451
26	25	4/4	7/16	2	1	1/16	1/16	1		1	67		451
26	25	4/4	1/2	2	1	1/4	1/4	1	1	-1	65		452
26	25	4/4	1/2	2	1	1/4	1/4	1	1	-4	68		452
26	25	4/4	1/2	1	1	1/16	1/16	1	-1	0	72		442
26	25	4/4	9/16	1	1	1/16	1/16	1		4	76		443
26	25	4/4	5/8	1	1	1/16	1/16	1		-1	77		444
26	25	4/4	11/16	1	1	1/16	1/16	1		-4	80		445
26	25	4/4	3/4	2	1	1/16	1/16	1	-1	-1	65		453
26	25	4/4	3/4	2	1	1/16	1/16	1	-1	-4	68		453
26	25	4/4	3/4	1	1	1/4	1/4	1	1	-7	71		446
26	25	4/4	13/16	2	1	1/16	1/16	1		-3	63		454
26	25	4/4	13/16	2	1	1/16	1/16	1		-6	66		454
26	25	4/4	7/8	2	1	1/16	1/16	1		2	62		455
26	25	4/4	7/8	2	1	1/16	1/16	1		-1	65		455
26	25	4/4	15/16	2	1	1/16	1/16	1		-3	63		456
26	25	4/4	15/16	2	1	1/16	1/16	1		-6	66		456
27	26	4/4	0	2	1	1/4	1/4	1	1	2	62		470
27	26	4/4	0	2	1	1/4	1/4	1	1	-1	65		470
27	26	4/4	0	1	1	1/16	1/16	1	-1	-7	71		457
27	26	4/4	1/16	1	1	1/16	1/16	1		3	69		458
27	26	4/4	1/8	1	1	1/16	1/16	1		-2	70		459
27	26	4/4	3/16	1	1	1/16	1/16	1		3	69		460
27	26	4/4	1/4	2	1	1/16	1/16	1	-1	2	62		471
27	26	4/4	1/4	2	1	1/16	1/16	1	-1	-1	65		471
27	26	4/4	1/4	1	1	1/4	1/4	1	1	-2	70		461
27	26	4/4	5/16	2	1	1/16	1/16	1		4	64		472
27	26	4/4	5/16	2	1	1/16	1/16	1		1	67		472
27	26	4/4	3/8	2	1	1/16	1/16	1		-1	65		473
27	26	4/4	3/8	2	1	1/16	1/16	1		-4	68		473
27	26	4/4	7/16	2	1	1/16	1/16	1		4	64		474
27	26	4/4	7/16	2	1	1/16	1/16	1		1	67		474
27	26	4/4	1/2	2	1	1/4	1/4	1		-1	65		475
27	26	4/4	1/2	2	1	1/4	1/4	1		-4	68		475
27	26	4/4	1/2	1	1	1/16	1/16	1	-1	-2	70		462
27	26	4/4	9/16	1	1	1/16	1/16	1		7	73		463
27	26	4/4	5/8	1	1	1/16	1/16	1		2	74		464
27	26	4/4	11/16	1	1	1/16	1/16	1		-3	75		465
27	26	4/4	3/4	1	1	1/16	1/16	1		4	76		466
27	26	4/4	13/16	1	1	1/16	1/16	1		-1	77		467
27	26	4/4	7/8	1	1	1/16	1/16	1		6	78		468
27	26	4/4	15/16	1	1	1/16	1/16	1		1	79		469
28	27	4/4	0	2	1	1/4	1/4	1	1	2	62		486
28	27	4/4	0	2	1	1/4	1/4	1	1	-1	65		486
28	27	4/4	0	2	1	1/4	1/4	1	1	-2	70		486
28	27	4/4	0	1	1	3/16	1/8	3/2		-2	82		476
28	27	4/4	3/16	1	1	1/16	1/16	1		3	81		477
28	27	4/4	1/4	2	1	1/8	1/8	1	-1	2	62		487
28	27	4/4	1/4	2	1	1/8	1/8	1	-1	-1	65		487
28	27	4/4	1/4	2	1	1/8	1/8	1	-1	-2	70		487
28	27	4/4	1/4	1	1	1/8	1/8	1		-4	80		478
28	27	4/4	9/16	1	1	1/16	1/16	1		4	64		479
28	27	4/4	5/8	1	1	1/16	1/16	1		-1	65		480
28	27	4/4	11/16	1	1	1/16	1/16	1		1	67		481
28	27	4/4	3/4	1	1	1/16	1/16	1		-4	68		482
28	27	4/4	13/16	1	1	1/16	1/16	1		1	67		483
28	27	4/4	7/8	1	1	1/16	1/16	1		-4	68		484
28	27	4/4	15/16	1	1	1/16	1/16	1		3	69		485
29	28	4/4	0	2	1	1/4	1/4	1		-3	39		496
29	28	4/4	0	2	1	1/4	1/4	1		-3	51		496
29	28	4/4	0	1	1	1/4	1/4	1		1	67		488
29	28	4/4	0	1	1	1/4	1/4	1		-2	70		488
29	28	4/4	1/4	1	1	1/8	1/8	1		-3	63		489
29	28	4/4	1/4	1	1	1/8	1/8	1		1	67		489
29	28	4/4	3/8	2	1	1/8	1/8	1		-2	46		497
29	28	4/4	3/8	1	1	1/8	1/8	1		-2	58		490
29	28	4/4	3/8	1	1	1/8	1/8	1		-1	65		490
29	28	4/4	1/2	2	1	1/4	1/4	1		-3	51		498
29	28	4/4	1/2	1	1	1/8	1/8	1		1	55		491
29	28	4/4	1/2	1	1	1/8	1/8	1		-3	63		491
29	28	4/4	5/8	1	1	1/8	1/8	1		-2	58		492
29	28	4/4	3/4	1	1	1/8	1/8	1		-3	63		493
29	28	4/4	7/8	2	1	1/8	1/8	1		-2	46		499
29	28	4/4	7/8	1	2	1/8	1/8	1		2	62		495
29	28	4/4	7/8	1	1	1/8	1/8	1		-1	65		494
30	29	4/4	0	2	1	1/8	1/8	1		-3	51		513
30	29	4/4	0	1	2	1/2	1/2	1		-3	63		510
30	29	4/4	0	1	1	1/8	1/8	1		1	67		500
30	29	4/4	1/8	2	1	1/8	1/8	1		0	48		514
30	29	4/4	1/8	1	1	1/8	1/8	1		-4	68		501
30	29	4/4	1/4	2	1	1/8	1/8	1		1	43		515
30	29	4/4	1/4	1	1	1/8	1/8	1		-2	70		502
30	29	4/4	3/8	2	1	1/8	1/8	1		-4	44		516
30	29	4/4	3/8	1	1	1/8	1/8	1		0	72		503
30	29	4/4	1/2	2	1	1/4	1/4	1	1	-2	46		517
30	29	4/4	1/2	1	2	1/4	1/4	1		-3	63		511
30	29	4/4	1/2	1	1	3/16	1/8	3/2		1	67		504
30	29	4/4	11/16	1	1	1/16	1/16	1		-4	68		505
30	29	4/4	3/4	2	1	1/8	1/8	1	-1	-2	46		518
30	29	4/4	3/4	1	2	1/4	1/4	1		2	62		512
30	29	4/4	3/4	1	1	1/16	1/16	1		-1	65		506
30	29	4/4	13/16	1	1	1/16	1/16	1		1	67		507
30	29	4/4	7/8	1	1	1/16	1/16	1		-4	68		508
30	29	4/4	15/16	1	1	1/16	1/16	1		3	69		509
31	30	4/4	0	2	1	1/4	1/4	1		1	67		530
31	30	4/4	0	1	2	1/2	1/2	1		-2	70		526
31	30	4/4	0	1	1	1/4	1/4	1		-2	82		519
31	30	4/4	1/4	2	1	1/8	1/8	1		-3	63		531
31	30	4/4	1/4	1	1	1/8	1/8	1		1	79		520
31	30	4/4	3/8	2	1	1/8	1/8	1		-2	58		532
31	30	4/4	3/8	1	1	1/8	1/8	1		-1	77		521
31	30	4/4	1/2	2	1	1/8	1/8	1		1	55		533
31	30	4/4	1/2	1	2	1/8	1/8	1		-2	70		527
31	30	4/4	1/2	1	1	1/8	1/8	1		-3	75		522
31	30	4/4	5/8	2	1	1/8	1/8	1		-2	58		534
31	30	4/4	5/8	1	2	1/8	1/8	1		2	74		528
31	30	4/4	5/8	1	1	1/8	1/8	1		-1	77		523
31	30	4/4	3/4	2	1	1/8	1/8	1		-3	63		535
31	30	4/4	3/4	1	2	1/4	1/4	1		-3	75		529
31	30	4/4	3/4	1	1	1/8	1/8	1		1	79		524
31	30	4/4	7/8	2	1	1/8	1/8	1		0	60		536
31	30	4/4	7/8	1	1	1/8	1/8	1		-4	80		525
32	31	4/4	0	2	1	1/8	1/8	1		1	55		549
32	31	4/4	0	1	1	1/8	1/8	1		-3	75		537
32	31	4/4	0	1	1	1/8	1/8	1		-2	82		537
32	31	4/4	1/8	2	1	1/8	1/8	1		-4	56		550
32	31	4/4	1/8	2	1	1/8	1/8	1		-1	65		550
32	31	4/4	1/8	1	1	1/32	1/32	1		5	83		538
32	31	4/4	5/32	1	1	1/32	1/32	1		0	84		539
32	31	4/4	3/16	1	1	1/32	1/32	1		-4	80		540
32	31	4/4	7/32	1	1	1/32	1/32	1		-1	77		541
32	31	4/4	1/4	2	2	1/4	1/4	1		-2	58		555
32	31	4/4	1/4	2	1	1/8	1/8	1		1	67		551
32	31	4/4	1/4	1	1	1/8	1/8	1		-3	75		542
32	31	4/4	3/8	2	1	1/8	1/8	1		-4	68		552
32	31	4/4	3/8	1	1	1/32	1/32	1		1	79		543
32	31	4/4	13/32	1	1	1/32	1/32	1		-1	77		544
32	31	4/4	7/16	1	1	1/32	1/32	1		4	76		545
32	31	4/4	15/32	1	1	1/32	1/32	1		-1	77		546
32	31	4/4	1/2	2	2	1/4	1/4	1	1	-3	63		556
32	31	4/4	1/2	2	1	1/4	1/4	1		-4	68		553
32	31	4/4	1/2	1	1	1/4	1/4	1		2	74		547
32	31	4/4	1/2	1	1	1/4	1/4	1		-1	77		547
32	31	4/4	3/4	2	2	1/8	1/8	1	-1	-3	63		557
32	31	4/4	3/4	2	1	1/8	1/8	1		1	67		554
32	31	4/4	3/4	1	1	1/8	1/8	1		-3	75		548
33	32	4/4	0	2	1	1/16	1/16	1		-4	56		567
33	32	4/4	0	1	1	1/4	1/4	1		0	72		558
33	32	4/4	1/16	2	1	1/16	1/16	1		-3	63		568
33	32	4/4	1/8	2	1	1/16	1/16	1		0	60		569
33	32	4/4	3/16	2	1	1/16	1/16	1		-3	63		570
33	32	4/4	1/4	2	1	1/16	1/16	1		-2	58		571
33	32	4/4	1/4	1	1	1/16	1/16	1		-3	75		559
33	32	4/4	5/16	2	1	1/16	1/16	1		-3	63		572
33	32	4/4	5/16	1	1	1/16	1/16	1		-5	73		560
33	32	4/4	3/8	2	1	1/16	1/16	1		-5	61		573
33	32	4/4	3/8	1	1	1/16	1/16	1		-2	70		561
33	32	4/4	7/16	2	1	1/16	1/16	1		-3	63		574
33	32	4/4	7/16	1	1	1/16	1/16	1		1	67		562
33	32	4/4	1/2	2	1	1/16	1/16	1		0	60		575
33	32	4/4	1/2	1	1	3/16	1/8	3/2		-4	68		563
33	32	4/4	9/16	2	1	1/16	1/16	1		-3	63		576
33	32	4/4	5/8	2	1	1/16	1/16	1		-4	56		577
33	32	4/4	11/16	2	1	1/16	1/16	1		-3	63		578
33	32	4/4	11/16	1	1	1/32	1/32	1		-2	70		564
33	32	4/4	23/32	1	1	1/32	1/32	1		0	72		565
33	32	4/4	3/4	2	1	1/16	1/16	1		1	55		579
33	32	4/4	3/4	1	1	1/8	1/8	1		-2	70		566
33	32	4/4	13/16	2	1	1/16	1/16	1		-3	63		580
33	32	4/4	7/8	2	1	1/16	1/16	1		-3	51		581
33	32	4/4	15/16	2	1	1/16	1/16	1		-3	63		582
34	33	4/4	0	2	1	1/16	1/16	1		1	55		592
34	33	4/4	0	1	1	1/4	1/4	1		-5	73		583
34	33	4/4	1/16	2	1	1/16	1/16	1		-3	63		593
34	33	4/4	1/8	2	1	1/16	1/16	1		-2	58		594
34	33	4/4	3/16	2	1	1/16	1/16	1		-3	63		595
34	33	4/4	1/4	2	1	1/16	1/16	1		-4	56		596
34	33	4/4	1/4	1	1	1/16	1/16	1		-1	77		584
34	33	4/4	5/16	2	1	1/16	1/16	1		-3	63		597
34	33	4/4	5/16	1	1	1/16	1/16	1		-3	75		585
34	33	4/4	3/8	2	1	1/16	1/16	1		0	60		598
34	33	4/4	3/8	1	1	1/16	1/16	1		-5	73		586
34	33	4/4	7/16	2	1	1/16	1/16	1		-3	63		599
34	33	4/4	7/16	1	1	1/16	1/16	1		0	72		587
34	33	4/4	1/2	2	1	1/16	1/16	1		1	55		600
34	33	4/4	1/2	1	1	3/16	1/8	3/2		-2	70		588
34	33	4/4	9/16	2	1	1/16	1/16	1		-3	63		601
34	33	4/4	5/8	2	1	1/16	1/16	1		-3	51		602
34	33	4/4	11/16	2	1	1/16	1/16	1		-3	63		603
34	33	4/4	11/16	1	1	1/32	1/32	1		0	72		589
34	33	4/4	23/32	1	1	1/32	1/32	1		-5	73		590
34	33	4/4	3/4	2	1	1/16	1/16	1		-4	56		604
34	33	4/4	3/4	1	1	1/8	1/8	1		0	72		591
34	33	4/4	13/16	2	1	1/16	1/16	1		-3	63		605
34	33	4/4	7/8	2	1	1/16	1/16	1		0	60		606
34	33	4/4	15/16	2	1	1/16	1/16	1		-3	63		607
35	34	4/4	0	2	1	1/16	1/16	1		-2	58		620
35	34	4/4	0	1	1	3/16	1/8	3/2		0	84		608
35	34	4/4	1/16	2	1	1/16	1/16	1		1	67		621
35	34	4/4	1/8	2	1	1/16	1/16	1		4	64		622
35	34	4/4	3/16	2	1	1/16	1/16	1		1	67		623
35	34	4/4	3/16	1	1	1/16	1/16	1		4	76		609
35	34	4/4	1/4	2	1	1/16	1/16	1		-4	56		624
35	34	4/4	1/4	1	1	1/16	1/16	1		-1	77		610
35	34	4/4	5/16	2	1	1/16	1/16	1		-1	65		625
35	34	4/4	5/16	1	1	1/16	1/16	1		1	79		611
35	34	4/4	3/8	2	1	1/16	1/16	1		0	60		626
35	34	4/4	3/8	1	1	1/16	1/16	1		-4	80		612
35	34	4/4	7/16	2	1	1/16	1/16	1		-1	65		627
35	34	4/4	7/16	1	1	1/16	1/16	1		3	81		613
35	34	4/4	1/2	2	1	1/16	1/16	1		-4	56		628
35	34	4/4	1/2	1	1	3/16	1/8	3/2		-2	82		614
35	34	4/4	9/16	2	1	1/16	1/16	1		-1	65		629
35	34	4/4	5/8	2	1	1/16	1/16	1		2	62		630
35	34	4/4	11/16	2	1	1/16	1/16	1		-1	65		631
35	34	4/4	11/16	1	1	1/16	1/16	1		2	74		615
35	34	4/4	3/4	2	1	1/16	1/16	1		1	55		632
35	34	4/4	3/4	1	1	1/16	1/16	1		-3	75		616
35	34	4/4	13/16	2	1	1/16	1/16	1		-3	63		633
35	34	4/4	13/16	1	1	1/16	1/16	1		-1	77		617
35	34	4/4	7/8	2	1	1/16	1/16	1		-2	58		634
35	34	4/4	7/8	1	1	1/16	1/16	1		6	78		618
35	34	4/4	15/16	2	1	1/16	1/16	1		-3	63		635
35	34	4/4	15/16	1	1	1/16	1/16	1		1	79		619
36	35	4/4	0	2	1	1/16	1/16	1		-4	56		652
36	35	4/4	0	1	1	1/16	1/16	1		1	79		636
36	35	4/4	1/16	2	1	1/16	1/16	1		-1	65		653
36	35	4/4	1/16	1	1	1/16	1/16	1		0	72		637
36	35	4/4	1/8	2	1	1/16	1/16	1		0	60		654
36	35	4/4	1/8	1	1	1/16	1/16	1		-4	80		638
36	35	4/4	3/16	2	1	1/16	1/16	1		-1	65		655
36	35	4/4	3/16	1	1	1/16	1/16	1		-1	77		639
36	35	4/4	1/4	2	1	1/16	1/16	1		-2	58		656
36	35	4/4	1/4	1	1	1/16	1/16	1		-1	77		640
36	35	4/4	5/16	2	1	1/16	1/16	1		1	67		657
36	35	4/4	5/16	1	1	1/16	1/16	1		-3	75		641
36	35	4/4	3/8	2	1	1/16	1/16	1		-2	58		658
36	35	4/4	3/8	1	1	1/16	1/16	1		-3	75		642
36	35	4/4	7/16	2	1	1/16	1/16	1		-4	68		659
36	35	4/4	7/16	1	1	1/16	1/16	1		2	74		643
36	35	4/4	1/2	2	1	1/4	1/4	1		-3	63		660
36	35	4/4	1/2	2	1	1/4	1/4	1		1	67		660
36	35	4/4	1/2	1	1	1/16	1/16	1		-3	75		644
36	35	4/4	9/16	1	1	1/16	1/16	1		2	74		645
36	35	4/4	5/8	1	1	1/16	1/16	1		-3	75		646
36	35	4/4	11/16	1	1	1/16	1/16	1		-1	77		647
36	35	4/4	3/4	1	1	1/16	1/16	1		-3	75		648
36	35	4/4	13/16	1	1	1/16	1/16	1		2	74		649
36	35	4/4	7/8	1	1	1/16	1/16	1		-5	73		650
36	35	4/4	15/16	1	1	1/16	1/16	1		-2	70		651
37	36	4/4	0	2	1	1/16	1/16	1		-3	63		675
37	36	4/4	0	1	2	1/2	1/2	1		3	69		672
37	36	4/4	0	1	1	1/4	1/4	1		0	72		661
37	36	4/4	1/16	2	1	1/16	1/16	1		-6	66		676
37	36	4/4	1/8	2	1	1/16	1/16	1		-3	63		677
37	36	4/4	3/16	2	1	1/16	1/16	1		-6	66		678
37	36	4/4	1/4	2	1	1/16	1/16	1		-3	63		679
37	36	4/4	1/4	1	1	1/16	1/16	1		5	71		662
37	36	4/4	5/16	2	1	1/16	1/16	1		-1	65		680
37	36	4/4	5/16	1	1	1/16	1/16	1		0	72		663
37	36	4/4	3/8	2	1	1/16	1/16	1		-3	63		681
37	36	4/4	3/8	1	1	1/16	1/16	1		-5	73		664
37	36	4/4	7/16	2	1	1/16	1/16	1		-1	65		682
37	36	4/4	7/16	1	1	1/16	1/16	1		0	72		665
37	36	4/4	1/2	2	1	1/16	1/16	1		2	62		683
37	36	4/4	1/2	1	2	1/4	1/4	1		-4	68		673
37	36	4/4	1/2	1	1	1/8	1/8	1		-1	77		666
37	36	4/4	9/16	2	1	1/16	1/16	1		-1	65		684
37	36	4/4	5/8	2	1	1/16	1/16	1		2	62		685
37	36	4/4	5/8	1	1	1/8	1/8	1		-2	70		667
37	36	4/4	11/16	2	1	1/16	1/16	1		-1	65		686
37	36	4/4	3/4	2	1	1/16	1/16	1		-5	61		687
37	36	4/4	3/4	1	2	1/4	1/4	1		1	67		674
37	36	4/4	3/4	1	1	1/16	1/16	1		3	69		668
37	36	4/4	13/16	2	1	1/16	1/16	1		-3	63		688
37	36	4/4	13/16	1	1	1/16	1/16	1		-2	70		669
37	36	4/4	7/8	2	1	1/16	1/16	1		-5	61		689
37	36	4/4	7/8	1	1	1/16	1/16	1		0	72		670
