mc	mn	timesig	onset	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
25	25	3/4	1/8	2	1	1/16	1/16	1		5	59		442
25	25	3/4	3/16	2	1	1/16	1/16	1		2	62		443
25	25	3/4	1/4	2	1	1/16	1/16	1		1	55		444
25	25	3/4	1/4	1	1	1/16	1/16	1	-1	5	71		432
25	25	3/4	5/16	2	1	1/16	1/16	1		2	62		445
25	25	3/4	5/16	1	1	1/16	1/16	1		1	67		433
25	25	3/4	3/8	2	1	1/16	1/16	1		5	59		446
25	25	3/4	3/8	1	1	1/16	1/16	1		5	71		434
25	25	3/4	7/16	2	1	1/16	1/16	1		2	62		447
25	25	3/4	7/16	1	1	1/16	1/16	1		2	74		435
25	25	3/4	1/2	2	1	1/16	1/16	1		3	57		448
25	25	3/4	1/2	1	1	1/16	1/16	1		0	72		436
25	25	3/4	9/16	2	1	1/16	1/16	1		2	62		449
25	25	3/4	9/16	1	1	1/16	1/16	1		3	69		437
25	25	3/4	5/8	2	1	1/16	1/16	1		0	60		450
25	25	3/4	5/8	1	1	1/16	1/16	1		0	72		438
25	25	3/4	11/16	2	1	1/16	1/16	1		2	62		451
25	25	3/4	11/16	1	1	1/16	1/16	1		4	76		439
26	26	3/4	0	2	1	1/16	1/16	1		1	55		462
26	26	3/4	0	1	1	3/16	1/8	3/2		2	74		452
26	26	3/4	1/16	2	1	1/16	1/16	1		2	62		463
26	26	3/4	1/8	2	1	1/16	1/16	1		5	59		464
26	26	3/4	3/16	2	1	1/16	1/16	1		2	62		465
26	26	3/4	3/16	1	1	1/16	1/16	1		5	71		453
26	26	3/4	1/4	2	1	1/16	1/16	1		1	55		466
26	26	3/4	1/4	1	1	1/16	1/16	1		1	67		454
26	26	3/4	5/16	2	1	1/16	1/16	1		2	62		467
26	26	3/4	5/16	1	1	1/16	1/16	1		1	67		455
26	26	3/4	3/8	2	1	1/16	1/16	1		5	59		468
26	26	3/4	3/8	1	1	1/16	1/16	1		3	69		456
26	26	3/4	7/16	2	1	1/16	1/16	1		2	62		469
26	26	3/4	7/16	1	1	1/16	1/16	1		5	71		457
26	26	3/4	1/2	2	1	1/16	1/16	1		1	55		470
26	26	3/4	1/2	1	1	1/16	1/16	1		0	72		458
26	26	3/4	9/16	2	1	1/16	1/16	1		2	62		471
26	26	3/4	9/16	1	1	1/16	1/16	1		2	74		459
26	26	3/4	5/8	2	1	1/16	1/16	1		5	59		472
26	26	3/4	5/8	1	1	1/16	1/16	1		4	76		460
26	26	3/4	11/16	2	1	1/16	1/16	1		2	62		473
26	26	3/4	11/16	1	1	1/16	1/16	1		6	78		461
27	27	3/4	0	2	1	1/16	1/16	1		1	55		486
27	27	3/4	0	1	1	1/16	1/16	1		1	79		474
27	27	3/4	1/16	2	1	1/16	1/16	1		4	64		487
27	27	3/4	1/16	1	1	1/16	1/16	1		6	78		475
27	27	3/4	1/8	2	1	1/16	1/16	1		0	60		488
27	27	3/4	1/8	1	1	1/16	1/16	1		1	79		476
27	27	3/4	3/16	2	1	1/16	1/16	1		4	64		489
27	27	3/4	3/16	1	1	1/16	1/16	1		6	78		477
27	27	3/4	1/4	2	1	1/16	1/16	1		1	55		490
27	27	3/4	1/4	1	1	1/16	1/16	1		3	81		478
27	27	3/4	5/16	2	1	1/16	1/16	1		4	64		491
27	27	3/4	5/16	1	1	1/16	1/16	1		1	79		479
27	27	3/4	3/8	2	1	1/16	1/16	1		0	60		492
27	27	3/4	3/8	1	1	1/16	1/16	1		6	78		480
27	27	3/4	7/16	2	1	1/16	1/16	1		4	64		493
27	27	3/4	7/16	1	1	1/16	1/16	1		1	79		481
27	27	3/4	1/2	2	1	1/16	1/16	1		1	55		494
27	27	3/4	1/2	1	1	1/16	1/16	1		6	78		482
27	27	3/4	9/16	2	1	1/16	1/16	1		7	61		495
27	27	3/4	9/16	1	1	1/16	1/16	1		4	76		483
27	27	3/4	5/8	2	1	1/16	1/16	1		10	58		496
27	27	3/4	5/8	1	1	1/16	1/16	1		2	74		484
27	27	3/4	11/16	2	1	1/16	1/16	1		7	61		497
27	27	3/4	11/16	1	1	1/16	1/16	1		7	73		485
28	28	3/4	0	2	1	1/16	1/16	1		1	55		503
28	28	3/4	0	1	1	1/16	1/16	1		2	74		498
28	28	3/4	1/16	2	1	1/16	1/16	1		2	62		504
28	28	3/4	1/16	1	1	1/16	1/16	1		5	71		499
28	28	3/4	1/8	2	1	1/16	1/16	1		5	59		505
28	28	3/4	1/8	1	1	1/16	1/16	1		2	74		500
28	28	3/4	3/16	2	1	1/16	1/16	1		2	62		506
28	28	3/4	3/16	1	1	1/16	1/16	1		5	71		501
28	28	3/4	1/4	2	1	1/16	1/16	1		1	55		507
28	28	3/4	1/4	1	1	1/4	1/4	1		1	67		502
28	28	3/4	5/16	2	1	1/16	1/16	1		2	62		508
28	28	3/4	3/8	2	1	1/16	1/16	1		5	59		509
28	28	3/4	7/16	2	1	1/16	1/16	1		2	62		510
28	28	3/4	1/2	2	1	1/16	1/16	1		1	55		511
28	28	3/4	9/16	2	1	1/16	1/16	1		2	62		512
28	28	3/4	5/8	2	1	1/16	1/16	1		5	59		513
28	28	3/4	11/16	2	1	1/16	1/16	1		2	62		514
29	29	3/4	0	2	1	1/16	1/16	1		3	57		527
29	29	3/4	0	1	1	1/16	1/16	1		0	72		515
29	29	3/4	1/16	2	1	1/16	1/16	1		2	62		528
29	29	3/4	1/16	1	1	1/16	1/16	1		3	69		516
29	29	3/4	1/8	2	1	1/16	1/16	1		0	60		529
29	29	3/4	1/8	1	1	1/16	1/16	1		0	72		517
29	29	3/4	3/16	2	1	1/16	1/16	1		2	62		530
29	29	3/4	3/16	1	1	1/16	1/16	1		3	69		518
29	29	3/4	1/4	2	1	1/16	1/16	1		3	57		531
29	29	3/4	1/4	1	1	1/16	1/16	1		6	66		519
29	29	3/4	5/16	2	1	1/16	1/16	1		2	62		532
29	29	3/4	5/16	1	1	1/16	1/16	1		3	69		520
29	29	3/4	3/8	2	1	1/16	1/16	1		0	60		533
29	29	3/4	3/8	1	1	1/16	1/16	1		8	68		521
29	29	3/4	7/16	2	1	1/16	1/16	1		2	62		534
29	29	3/4	7/16	1	1	1/16	1/16	1		3	69		522
29	29	3/4	1/2	2	1	1/16	1/16	1		3	57		535
29	29	3/4	1/2	1	1	1/16	1/16	1		10	70		523
29	29	3/4	9/16	2	1	1/16	1/16	1		2	62		536
29	29	3/4	9/16	1	1	1/16	1/16	1		5	71		524
29	29	3/4	5/8	2	1	1/16	1/16	1		0	60		537
29	29	3/4	5/8	1	1	1/16	1/16	1		0	72		525
29	29	3/4	11/16	2	1	1/16	1/16	1		2	62		538
29	29	3/4	11/16	1	1	1/16	1/16	1		7	73		526
30	30	3/4	0	2	1	1/16	1/16	1		1	55		547
30	30	3/4	0	1	1	1/16	1/16	1		2	74		539
30	30	3/4	1/16	2	1	1/16	1/16	1		2	62		548
30	30	3/4	1/16	1	1	1/16	1/16	1		5	71		540
30	30	3/4	1/8	2	1	1/16	1/16	1		5	59		549
30	30	3/4	1/8	1	1	1/16	1/16	1		2	74		541
30	30	3/4	3/16	2	1	1/16	1/16	1		2	62		550
30	30	3/4	3/16	1	1	1/16	1/16	1		5	71		542
30	30	3/4	1/4	2	1	1/16	1/16	1		4	52		551
30	30	3/4	1/4	1	1	1/4	1/4	1		1	79		543
30	30	3/4	5/16	2	1	1/16	1/16	1		5	59		552
30	30	3/4	3/8	2	1	1/16	1/16	1		1	55		553
30	30	3/4	7/16	2	1	1/16	1/16	1		5	59		554
30	30	3/4	1/2	2	1	1/16	1/16	1		5	47		555
30	30	3/4	9/16	2	1	1/16	1/16	1		1	55		556
30	30	3/4	9/16	1	1	1/16	1/16	1		5	83		544
30	30	3/4	5/8	2	1	1/16	1/16	1		2	50		557
30	30	3/4	5/8	1	1	1/16	1/16	1		6	78		545
30	30	3/4	11/16	2	1	1/16	1/16	1		1	55		558
30	30	3/4	11/16	1	1	1/16	1/16	1		1	79		546
31	31	3/4	0	2	1	1/16	1/16	1		0	48		570
31	31	3/4	0	1	1	1/16	1/16	1		9	75		559
31	31	3/4	1/16	2	1	1/16	1/16	1		3	57		571
31	31	3/4	1/16	1	1	1/16	1/16	1		4	76		560
31	31	3/4	1/8	2	1	1/16	1/16	1		4	52		572
31	31	3/4	1/8	1	1	1/16	1/16	1		0	72		561
31	31	3/4	3/16	2	1	1/16	1/16	1		3	57		573
31	31	3/4	3/16	1	1	1/16	1/16	1		3	69		562
31	31	3/4	1/4	2	1	1/16	1/16	1		2	50		574
31	31	3/4	1/4	1	1	3/16	1/8	3/2		1	67		563
31	31	3/4	5/16	2	1	1/16	1/16	1		5	59		575
31	31	3/4	3/8	2	1	1/16	1/16	1		1	55		576
31	31	3/4	7/16	2	1	1/16	1/16	1		5	59		577
31	31	3/4	7/16	1	1	1/16	1/16	1		1	67		564
31	31	3/4	1/2	2	1	1/16	1/16	1		2	50		578
31	31	3/4	1/2	1	2	1/4	1/4	1		6	66		569
31	31	3/4	1/2	1	1	1/16	1/16	1		5	71		565
31	31	3/4	9/16	2	1	1/16	1/16	1		0	60		579
31	31	3/4	9/16	1	1	1/16	1/16	1		3	69		566
31	31	3/4	5/8	2	1	1/16	1/16	1		3	57		580
31	31	3/4	5/8	1	1	1/16	1/16	1		1	67		567
31	31	3/4	11/16	2	1	1/16	1/16	1		0	60		581
31	31	3/4	11/16	1	1	1/16	1/16	1		3	69		568
32	32	3/4	0	2	2	1/2	1/2	1		1	55		586
32	32	3/4	0	2	1	1/4	1/4	1		0	60		584
32	32	3/4	0	1	1	1/4	1/4	1		6	66		582
32	32	3/4	0	1	1	1/4	1/4	1		3	69		582
32	32	3/4	1/4	2	1	1/4	1/4	1		5	59		585
32	32	3/4	1/4	1	1	1/4	1/4	1		1	67		583
33	33	3/4	0	2	1	1/16	1/16	1		1	55		596
33	33	3/4	0	1	1	1/4	1/4	1	1	-2	70		587
33	33	3/4	1/16	2	1	1/16	1/16	1		2	62		597
33	33	3/4	1/8	2	1	1/16	1/16	1		-2	58		598
33	33	3/4	3/16	2	1	1/16	1/16	1		2	62		599
33	33	3/4	1/4	2	1	1/16	1/16	1		1	55		600
33	33	3/4	1/4	1	1	1/16	1/16	1	-1	-2	70		588
33	33	3/4	5/16	2	1	1/16	1/16	1		2	62		601
33	33	3/4	5/16	1	1	1/16	1/16	1		3	69		589
33	33	3/4	3/8	2	1	1/16	1/16	1		-2	58		602
33	33	3/4	3/8	1	1	1/16	1/16	1		0	72		590
33	33	3/4	7/16	2	1	1/16	1/16	1		2	62		603
33	33	3/4	7/16	1	1	1/16	1/16	1		-2	70		591
33	33	3/4	1/2	2	1	1/16	1/16	1		3	57		604
33	33	3/4	1/2	1	1	1/16	1/16	1		-2	70		592
33	33	3/4	9/16	2	1	1/16	1/16	1		2	62		605
33	33	3/4	9/16	1	1	1/16	1/16	1		3	69		593
33	33	3/4	5/8	2	1	1/16	1/16	1		0	60		606
33	33	3/4	5/8	1	1	1/16	1/16	1		1	67		594
33	33	3/4	11/16	2	1	1/16	1/16	1		2	62		607
33	33	3/4	11/16	1	1	1/16	1/16	1		6	66		595
34	34	3/4	0	2	1	1/16	1/16	1		1	55		611
34	34	3/4	0	1	1	3/16	1/8	3/2		1	67		608
34	34	3/4	1/16	2	1	1/16	1/16	1		2	62		612
34	34	3/4	1/8	2	1	1/16	1/16	1		-2	58		613
34	34	3/4	3/16	2	1	1/16	1/16	1		2	62		614
34	34	3/4	3/16	1	1	1/16	1/16	1		-2	70		609
34	34	3/4	1/4	2	1	1/16	1/16	1		1	55		615
34	34	3/4	1/4	1	1	1/4	1/4	1		2	74		610
34	34	3/4	5/16	2	1	1/16	1/16	1		2	62		616
34	34	3/4	3/8	2	1	1/16	1/16	1		-2	58		617
34	34	3/4	7/16	2	1	1/16	1/16	1		2	62		618
34	34	3/4	1/2	2	1	1/16	1/16	1		1	55		619
34	34	3/4	9/16	2	1	1/16	1/16	1		2	62		620
34	34	3/4	5/8	2	1	1/16	1/16	1		-2	58		621
34	34	3/4	11/16	2	1	1/16	1/16	1		2	62		622
35	35	3/4	0	2	1	1/16	1/16	1		6	54		632
35	35	3/4	0	1	1	1/4	1/4	1	1	2	74		623
35	35	3/4	1/16	2	1	1/16	1/16	1		2	62		633
35	35	3/4	1/8	2	1	1/16	1/16	1		3	57		634
35	35	3/4	3/16	2	1	1/16	1/16	1		2	62		635
35	35	3/4	1/4	2	1	1/16	1/16	1		6	54		636
35	35	3/4	1/4	1	1	1/16	1/16	1	-1	2	74		624
35	35	3/4	5/16	2	1	1/16	1/16	1		2	62		637
35	35	3/4	5/16	1	1	1/16	1/16	1		7	73		625
35	35	3/4	3/8	2	1	1/16	1/16	1		3	57		638
35	35	3/4	3/8	1	1	1/16	1/16	1		-3	75		626
35	35	3/4	7/16	2	1	1/16	1/16	1		2	62		639
35	35	3/4	7/16	1	1	1/16	1/16	1		2	74		627
35	35	3/4	1/2	2	1	1/16	1/16	1		2	50		640
35	35	3/4	1/2	1	1	1/16	1/16	1		2	74		628
35	35	3/4	9/16	2	1	1/16	1/16	1		2	62		641
35	35	3/4	9/16	1	1	1/16	1/16	1		0	72		629
35	35	3/4	5/8	2	1	1/16	1/16	1		6	54		642
35	35	3/4	5/8	1	1	1/16	1/16	1		-2	70		630
35	35	3/4	11/16	2	1	1/16	1/16	1		2	62		643
35	35	3/4	11/16	1	1	1/16	1/16	1		3	69		631
36	36	3/4	0	2	1	1/16	1/16	1		1	55		647
36	36	3/4	0	1	1	3/16	1/8	3/2		-2	70		644
36	36	3/4	1/16	2	1	1/16	1/16	1		2	62		648
36	36	3/4	1/8	2	1	1/16	1/16	1		-2	58		649
36	36	3/4	3/16	2	1	1/16	1/16	1		2	62		650
36	36	3/4	3/16	1	1	1/16	1/16	1		2	74		645
36	36	3/4	1/4	2	1	1/16	1/16	1		1	55		651
36	36	3/4	1/4	1	1	1/4	1/4	1		1	79		646
36	36	3/4	5/16	2	1	1/16	1/16	1		2	62		652
36	36	3/4	3/8	2	1	1/16	1/16	1		-2	58		653
36	36	3/4	7/16	2	1	1/16	1/16	1		2	62		654
36	36	3/4	1/2	2	1	1/16	1/16	1		1	55		655
36	36	3/4	9/16	2	1	1/16	1/16	1		-3	63		656
36	36	3/4	5/8	2	1	1/16	1/16	1		-2	58		657
36	36	3/4	11/16	2	1	1/16	1/16	1		-3	63		658
37	37	3/4	0	2	1	1/16	1/16	1		3	57		668
37	37	3/4	0	1	1	1/4	1/4	1	1	-1	77		659
37	37	3/4	1/16	2	1	1/16	1/16	1		-1	65		669
37	37	3/4	1/8	2	1	1/16	1/16	1		0	60		670
37	37	3/4	3/16	2	1	1/16	1/16	1		-1	65		671
37	37	3/4	1/4	2	1	1/16	1/16	1		3	57		672
37	37	3/4	1/4	1	1	1/16	1/16	1	-1	-1	77		660
37	37	3/4	5/16	2	1	1/16	1/16	1		-1	65		673
37	37	3/4	5/16	1	1	1/16	1/16	1		3	81		661
37	37	3/4	3/8	2	1	1/16	1/16	1		0	60		674
37	37	3/4	3/8	1	1	1/16	1/16	1		0	84		662
37	37	3/4	7/16	2	1	1/16	1/16	1		-1	65		675
37	37	3/4	7/16	1	1	1/16	1/16	1		-2	82		663
37	37	3/4	1/2	2	1	1/16	1/16	1		3	57		676
37	37	3/4	1/2	1	1	1/16	1/16	1		3	81		664
37	37	3/4	9/16	2	1	1/16	1/16	1		-1	65		677
37	37	3/4	9/16	1	1	1/16	1/16	1		1	79		665
37	37	3/4	5/8	2	1	1/16	1/16	1		0	60		678
37	37	3/4	5/8	1	1	1/16	1/16	1		-1	77		666
37	37	3/4	11/16	2	1	1/16	1/16	1		-1	65		679
37	37	3/4	11/16	1	1	1/16	1/16	1		-3	75		667
38	38	3/4	0	2	1	1/16	1/16	1		-2	58		689
38	38	3/4	0	1	1	1/4	1/4	1	1	2	74		680
38	38	3/4	1/16	2	1	1/16	1/16	1		-1	65		690
38	38	3/4	1/8	2	1	1/16	1/16	1		2	62		691
38	38	3/4	3/16	2	1	1/16	1/16	1		-1	65		692
38	38	3/4	1/4	2	1	1/16	1/16	1		1	55		693
38	38	3/4	1/4	1	1	1/16	1/16	1	-1	2	74		681
38	38	3/4	5/16	2	1	1/16	1/16	1		2	62		694
38	38	3/4	5/16	1	1	1/16	1/16	1		1	79		682
38	38	3/4	3/8	2	1	1/16	1/16	1		-2	58		695
38	38	3/4	3/8	1	1	1/16	1/16	1		-2	82		683
38	38	3/4	7/16	2	1	1/16	1/16	1		2	62		696
38	38	3/4	7/16	1	1	1/16	1/16	1		3	81		684
38	38	3/4	1/2	2	1	1/16	1/16	1		2	50		697
38	38	3/4	1/2	1	1	1/16	1/16	1		1	79		685
38	38	3/4	9/16	2	1	1/16	1/16	1		-2	58		698
38	38	3/4	9/16	1	1	1/16	1/16	1		-1	77		686
38	38	3/4	5/8	2	1	1/16	1/16	1		-1	53		699
38	38	3/4	5/8	1	1	1/16	1/16	1		-3	75		687
38	38	3/4	11/16	2	1	1/16	1/16	1		-2	58		700
38	38	3/4	11/16	1	1	1/16	1/16	1		2	74		688
39	39	3/4	0	2	1	1/16	1/16	1		-3	51		712
39	39	3/4	0	1	1	1/16	1/16	1		5	71		701
39	39	3/4	1/16	2	1	1/16	1/16	1		0	60		713
39	39	3/4	1/16	1	1	1/16	1/16	1		0	72		702
39	39	3/4	1/8	2	1	1/16	1/16	1		1	55		714
39	39	3/4	1/8	1	1	1/16	1/16	1		-3	75		703
39	39	3/4	3/16	2	1	1/16	1/16	1		0	60		715
39	39	3/4	3/16	1	1	1/16	1/16	1		1	79		704
39	39	3/4	1/4	2	1	1/16	1/16	1		-1	53		716
39	39	3/4	1/4	1	1	3/16	1/8	3/2		-2	70		705
39	39	3/4	5/16	2	1	1/16	1/16	1		2	62		717
39	39	3/4	3/8	2	1	1/16	1/16	1		-2	58		718
39	39	3/4	7/16	2	1	1/16	1/16	1		2	62		719
39	39	3/4	7/16	1	1	1/16	1/16	1		-2	70		706
39	39	3/4	1/2	2	1	1/16	1/16	1		-1	53		720
39	39	3/4	1/2	1	2	1/4	1/4	1		3	69		711
39	39	3/4	1/2	1	1	1/16	1/16	1		2	74		707
39	39	3/4	9/16	2	1	1/16	1/16	1		-3	63		721
39	39	3/4	9/16	1	1	1/16	1/16	1		0	72		708
39	39	3/4	5/8	2	1	1/16	1/16	1		0	60		722
39	39	3/4	5/8	1	1	1/16	1/16	1		-2	70		709
39	39	3/4	11/16	2	1	1/16	1/16	1		-3	63		723
39	39	3/4	11/16	1	1	1/16	1/16	1		0	72		710
40	40	3/4	0	2	2	1/2	1/2	1		-2	58		735
40	40	3/4	0	2	1	1/4	1/4	1		-3	63		733
40	40	3/4	0	1	1	1/4	1/4	1		3	69		724
40	40	3/4	0	1	1	1/4	1/4	1		0	72		724
40	40	3/4	1/4	2	1	1/4	1/4	1		2	62		734
40	40	3/4	1/4	1	1	1/16	1/16	1		-2	70		725
40	40	3/4	5/16	1	1	1/16	1/16	1		3	69		726
40	40	3/4	3/8	1	1	1/16	1/16	1		0	72		727
40	40	3/4	7/16	1	1	1/16	1/16	1		-2	70		728
40	40	3/4	1/2	1	1	1/16	1/16	1		2	74		729
40	40	3/4	9/16	1	1	1/16	1/16	1		0	72		730
40	40	3/4	5/8	1	1	1/16	1/16	1		-3	75		731
40	40	3/4	11/16	1	1	1/16	1/16	1		2	74		732
41	41	3/4	0	2	1	1/16	1/16	1		-4	56		745
41	41	3/4	0	1	1	1/4	1/4	1	1	-1	77		736
41	41	3/4	1/16	2	1	1/16	1/16	1		-1	65		746
41	41	3/4	1/8	2	1	1/16	1/16	1		0	60		747
41	41	3/4	3/16	2	1	1/16	1/16	1		-1	65		748
41	41	3/4	1/4	2	1	1/16	1/16	1		1	55		749
41	41	3/4	1/4	1	1	1/16	1/16	1	-1	-1	77		737
41	41	3/4	5/16	2	1	1/16	1/16	1		2	62		750
41	41	3/4	5/16	1	1	1/16	1/16	1		-4	80		738
41	41	3/4	3/8	2	1	1/16	1/16	1		5	59		751
41	41	3/4	3/8	1	1	1/16	1/16	1		1	79		739
41	41	3/4	7/16	2	1	1/16	1/16	1		2	62		752
41	41	3/4	7/16	1	1	1/16	1/16	1		-1	77		740
41	41	3/4	1/2	2	1	1/16	1/16	1		-1	53		753
41	41	3/4	1/2	1	1	1/16	1/16	1		-3	75		741
41	41	3/4	9/16	2	1	1/16	1/16	1		2	62		754
41	41	3/4	9/16	1	1	1/16	1/16	1		2	74		742
41	41	3/4	5/8	2	1	1/16	1/16	1		1	55		755
41	41	3/4	5/8	1	1	1/16	1/16	1		0	72		743
41	41	3/4	11/16	2	1	1/16	1/16	1		2	62		756
41	41	3/4	11/16	1	1	1/16	1/16	1		5	71		744
42	42	3/4	0	2	1	1/16	1/16	1		-3	51		760
42	42	3/4	0	1	1	3/16	1/8	3/2		0	72		757
42	42	3/4	1/16	2	1	1/16	1/16	1		0	60		761
42	42	3/4	1/8	2	1	1/16	1/16	1		1	55		762
42	42	3/4	3/16	2	1	1/16	1/16	1		0	60		763
42	42	3/4	3/16	1	1	1/16	1/16	1		-3	75		758
42	42	3/4	1/4	2	1	1/16	1/16	1		2	50		764
42	42	3/4	1/4	1	1	1/4	1/4	1		1	79		759
42	42	3/4	5/16	2	1	1/16	1/16	1		5	59		765
42	42	3/4	3/8	2	1	1/16	1/16	1		-1	53		766
42	42	3/4	7/16	2	1	1/16	1/16	1		5	59		767
42	42	3/4	1/2	2	1	1/16	1/16	1		0	48		768
42	42	3/4	9/16	2	1	1/16	1/16	1		0	60		769
42	42	3/4	5/8	2	1	1/16	1/16	1		-3	51		770
42	42	3/4	11/16	2	1	1/16	1/16	1		0	60		771
43	43	3/4	0	2	1	1/16	1/16	1		7	49		781
43	43	3/4	0	1	1	1/4	1/4	1	1	1	79		772
43	43	3/4	1/16	2	1	1/16	1/16	1		-2	58		782
43	43	3/4	1/8	2	1	1/16	1/16	1		4	52		783
43	43	3/4	3/16	2	1	1/16	1/16	1		-2	58		784
43	43	3/4	1/4	2	1	1/16	1/16	1		2	50		785
43	43	3/4	1/4	1	1	1/16	1/16	1	-1	1	79		773
43	43	3/4	5/16	2	1	1/16	1/16	1		-2	58		786
43	43	3/4	5/16	1	1	1/16	1/16	1		6	78		774
43	43	3/4	3/8	2	1	1/16	1/16	1		1	55		787
43	43	3/4	3/8	1	1	1/16	1/16	1		3	81		775
43	43	3/4	7/16	2	1	1/16	1/16	1		-2	58		788
43	43	3/4	7/16	1	1	1/16	1/16	1		1	79		776
43	43	3/4	1/2	2	1	1/16	1/16	1		-3	51		789
43	43	3/4	1/2	1	1	1/16	1/16	1		-2	82		777
43	43	3/4	9/16	2	1	1/16	1/16	1		-2	58		790
43	43	3/4	9/16	1	1	1/16	1/16	1		7	73		778
43	43	3/4	5/8	2	1	1/16	1/16	1		1	55		791
43	43	3/4	5/8	1	1	1/16	1/16	1		-2	82		779
43	43	3/4	11/16	2	1	1/16	1/16	1		-2	58		792
43	43	3/4	11/16	1	1	1/16	1/16	1		7	73		780
44	44	3/4	0	2	1	1/16	1/16	1		2	50		795
44	44	3/4	0	1	1	1/4	1/4	1		7	73		793
44	44	3/4	1/16	2	1	1/16	1/16	1		-2	58		796
44	44	3/4	1/8	2	1	1/16	1/16	1		1	55		797
44	44	3/4	3/16	2	1	1/16	1/16	1		-2	58		798
44	44	3/4	1/4	2	1	1/16	1/16	1		2	50		799
44	44	3/4	1/4	1	1	1/4	1/4	1		2	74		794
44	44	3/4	5/16	2	1	1/16	1/16	1		3	57		800
44	44	3/4	3/8	2	1	1/16	1/16	1		6	54		801
44	44	3/4	7/16	2	1	1/16	1/16	1		3	57		802
44	44	3/4	1/2	2	1	1/16	1/16	1		2	50		803
44	44	3/4	9/16	2	1	1/16	1/16	1		3	57		804
44	44	3/4	5/8	2	1	1/16	1/16	1		6	54		805
44	44	3/4	11/16	2	1	1/16	1/16	1		3	57		806
45	45	3/4	0	2	1	1/16	1/16	1		0	48		816
45	45	3/4	0	1	1	1/4	1/4	1	1	-3	75		807
45	45	3/4	1/16	2	1	1/16	1/16	1		3	57		817
45	45	3/4	1/8	2	1	1/16	1/16	1		6	54		818
45	45	3/4	3/16	2	1	1/16	1/16	1		3	57		819
45	45	3/4	1/4	2	1	1/16	1/16	1		0	48		820
45	45	3/4	1/4	1	1	1/16	1/16	1	-1	-3	75		808
45	45	3/4	5/16	2	1	1/16	1/16	1		3	57		821
45	45	3/4	5/16	1	1	1/16	1/16	1		0	72		809
45	45	3/4	3/8	2	1	1/16	1/16	1		6	54		822
45	45	3/4	3/8	1	1	1/16	1/16	1		3	81		810
45	45	3/4	7/16	2	1	1/16	1/16	1		3	57		823
45	45	3/4	7/16	1	1	1/16	1/16	1		6	78		811
45	45	3/4	1/2	2	1	1/16	1/16	1		0	48		824
45	45	3/4	1/2	1	1	1/16	1/16	1		0	84		812
45	45	3/4	9/16	2	1	1/16	1/16	1		3	57		825
45	45	3/4	9/16	1	1	1/16	1/16	1		3	81		813
45	45	3/4	5/8	2	1	1/16	1/16	1		6	54		826
45	45	3/4	5/8	1	1	1/16	1/16	1		-3	87		814
45	45	3/4	11/16	2	1	1/16	1/16	1		3	57		827
45	45	3/4	11/16	1	1	1/16	1/16	1		6	78		815
46	46	3/4	0	2	1	1/16	1/16	1		-2	46		837
46	46	3/4	0	1	1	1/4	1/4	1	1	2	86		828
46	46	3/4	1/16	2	1	1/16	1/16	1		1	55		838
46	46	3/4	1/8	2	1	1/16	1/16	1		2	50		839
46	46	3/4	3/16	2	1	1/16	1/16	1		1	55		840
46	46	3/4	1/4	2	1	1/16	1/16	1		-2	46		841
46	46	3/4	1/4	1	1	1/16	1/16	1	-1	2	86		829
46	46	3/4	5/16	2	1	1/16	1/16	1		1	55		842
46	46	3/4	5/16	1	1	1/16	1/16	1		3	81		830
46	46	3/4	3/8	2	1	1/16	1/16	1		2	50		843
46	46	3/4	3/8	1	1	1/16	1/16	1		-2	82		831
46	46	3/4	7/16	2	1	1/16	1/16	1		1	55		844
46	46	3/4	7/16	1	1	1/16	1/16	1		6	78		832
46	46	3/4	1/2	2	1	1/16	1/16	1		-2	46		845
46	46	3/4	1/2	1	1	1/16	1/16	1		1	79		833
46	46	3/4	9/16	2	1	1/16	1/16	1		1	55		846
46	46	3/4	9/16	1	1	1/16	1/16	1		7	73		834
46	46	3/4	5/8	2	1	1/16	1/16	1		2	50		847
46	46	3/4	5/8	1	1	1/16	1/16	1		2	74		835
46	46	3/4	11/16	2	1	1/16	1/16	1		1	55		848
46	46	3/4	11/16	1	1	1/16	1/16	1		-2	70		836
47	47	3/4	0	2	1	1/16	1/16	1		0	48		860
47	47	3/4	0	1	1	1/16	1/16	1		-2	70		849
47	47	3/4	1/16	2	1	1/16	1/16	1		3	57		861
47	47	3/4	1/16	1	1	1/16	1/16	1		3	69		850
47	47	3/4	1/8	2	1	1/16	1/16	1		-3	51		862
47	47	3/4	1/8	1	1	1/16	1/16	1		0	72		851
47	47	3/4	3/16	2	1	1/16	1/16	1		3	57		863
47	47	3/4	3/16	1	1	1/16	1/16	1		-3	75		852
47	47	3/4	1/4	2	1	1/16	1/16	1		2	50		864
47	47	3/4	1/4	1	1	3/16	1/8	3/2		1	67		853
47	47	3/4	5/16	2	1	1/16	1/16	1		-2	58		865
47	47	3/4	3/8	2	1	1/16	1/16	1		1	55		866
47	47	3/4	7/16	2	1	1/16	1/16	1		-2	58		867
47	47	3/4	7/16	1	1	1/16	1/16	1		1	67		854
47	47	3/4	1/2	2	1	1/16	1/16	1		2	50		868
47	47	3/4	1/2	1	2	1/4	1/4	1		6	66		859
47	47	3/4	1/2	1	1	1/16	1/16	1		-2	70		855
