mc	mn	timesig	onset	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
5	5	2/4	1/8	2	1	1/8		1/8	1		-1	53		30
5	5	2/4	1/4	2	1	1/8		1/8	1		-1	65		31
5	5	2/4	3/8	2	1	1/8		1/8	1		4	64		32
5	5	2/4	3/8	1	1	1/8		1/8	1		0	72		28
6	6	2/4	0	1	2	1/2		1/2	1		3	69		35
6	6	2/4	0	1	1	3/8		1/4	3/2		-1	77		33
6	6	2/4	1/8	2	1	1/8		1/8	1		2	50		36
6	6	2/4	1/4	2	1	1/8		1/8	1		2	62		37
6	6	2/4	3/8	2	1	1/8		1/8	1		0	60		38
6	6	2/4	3/8	1	1	1/8		1/8	1		4	76		34
7	7	2/4	0	1	2	3/8		1/4	3/2		8	68		41
7	7	2/4	0	1	1	3/8		1/4	3/2		2	74		39
7	7	2/4	1/8	2	1	1/8		1/8	1		5	47		43
7	7	2/4	1/4	2	1	1/8		1/8	1		5	59		44
7	7	2/4	3/8	2	1	1/8		1/8	1		3	57		45
7	7	2/4	3/8	1	2	1/8		1/8	1		3	69		42
7	7	2/4	3/8	1	1	1/8		1/8	1		0	72		40
8	8	2/4	0	1	1	0	appoggiatura	1/8	1		0	72		46
8	8	2/4	0	2	1	1/4		1/4	1		4	52		51
8	8	2/4	0	2	1	1/4		1/4	1		4	64		51
8	8	2/4	0	1	2	1/4		1/4	1		8	68		50
8	8	2/4	0	1	1	1/4		1/4	1		5	71		47
8	8	2/4	1/4	2	1	1/4		1/4	1		4	52		52
8	8	2/4	1/4	1	1	1/8		1/8	1		8	68		48
8	8	2/4	3/8	1	1	1/8		1/8	1		4	64		49
9	9	2/4	0	1	2	3/8		1/4	3/2		3	69		55
9	9	2/4	0	1	1	3/8		1/4	3/2		0	72		53
9	9	2/4	1/8	2	1	1/8		1/8	1		3	57		57
9	9	2/4	1/8	2	2	3/8		1/4	3/2		3	57		60
9	9	2/4	1/4	2	1	1/8		1/8	1		4	64		58
9	9	2/4	3/8	2	1	1/8		1/8	1		2	62		59
9	9	2/4	3/8	1	2	1/8		1/8	1		8	68		56
9	9	2/4	3/8	1	1	1/8		1/8	1		5	71		54
10	10	2/4	0	1	2	1/2		1/2	1		4	64		63
10	10	2/4	0	1	1	3/8		1/4	3/2		3	69		61
10	10	2/4	1/8	2	1	1/8		1/8	1		3	57		64
10	10	2/4	1/8	2	2	3/8		1/4	3/2		3	57		67
10	10	2/4	1/4	2	1	1/8		1/8	1		0	60		65
10	10	2/4	3/8	2	1	1/8		1/8	1		5	59		66
10	10	2/4	3/8	1	1	1/8		1/8	1		8	68		62
11	11	2/4	0	1	2	1/2		1/2	1		4	64		70
11	11	2/4	0	1	1	3/8		1/4	3/2		3	69		68
11	11	2/4	1/8	2	1	1/8		1/8	1		3	57		71
11	11	2/4	1/4	2	1	1/8		1/8	1		0	60		72
11	11	2/4	3/8	2	1	1/8		1/8	1		8	56		73
11	11	2/4	3/8	1	1	1/8		1/8	1		5	71		69
12	12	2/4	0	1	1	0	appoggiatura	1/8	1		2	74		74
12	12	2/4	0	1	1	1/4		1/4	1		3	69		75
12	12	2/4	0	1	1	1/4		1/4	1		0	72		75
12	12	2/4	1/8	2	1	1/8		1/8	1		3	57		77
12	12	2/4	1/4	2	1	1/8		1/8	1		4	64		78
12	12	2/4	1/4	1	1	1/4		1/4	1		8	68		76
12	12	2/4	1/4	1	1	1/4		1/4	1		5	71		76
12	12	2/4	3/8	2	1	1/8		1/8	1		4	52		79
13	13	2/4	0	1	2	1/2		1/2	1		3	69		82
13	13	2/4	0	1	1	3/8		1/4	3/2		-1	77		80
13	13	2/4	1/8	2	1	1/8		1/8	1		2	50		83
13	13	2/4	1/4	2	1	1/8		1/8	1		2	62		84
13	13	2/4	3/8	2	1	1/8		1/8	1		0	60		85
13	13	2/4	3/8	1	1	1/8		1/8	1		4	76		81
14	14	2/4	0	1	2	1/2		1/2	1		3	69		88
14	14	2/4	0	1	1	3/8		1/4	3/2		2	74		86
14	14	2/4	1/8	2	1	1/8		1/8	1		-1	53		89
14	14	2/4	1/4	2	1	1/8		1/8	1		-1	65		90
14	14	2/4	3/8	2	1	1/8		1/8	1		4	64		91
14	14	2/4	3/8	1	1	1/8		1/8	1		0	72		87
15	15	2/4	0	1	1	0	appoggiatura	1/8	1		0	72		92
15	15	2/4	0	2	1	1/4		1/4	1		2	62		96
15	15	2/4	0	1	1	1/4		1/4	1		5	71		93
15	15	2/4	1/4	2	1	1/4		1/4	1		4	64		97
15	15	2/4	1/4	1	1	1/8		1/8	1		3	69		94
15	15	2/4	3/8	1	1	1/8		1/8	1		8	68		95
16	16	2/4	0	2	1	1/4		1/4	1		-1	65		102
16	16	2/4	0	1	1	1/8		1/8	1		3	69		98
16	16	2/4	1/8	1	1	1/8		1/8	1		7	73		99
16	16	2/4	1/4	1	1	1/8		1/8	1		2	74		100
16	16	2/4	3/8	1	1	1/8		1/8	1		4	76		101
17	17	2/4	0	1	2	1/2		1/2	1		3	69		105
17	17	2/4	0	1	1	3/8		1/4	3/2		-1	77		103
17	17	2/4	1/8	2	1	1/8		1/8	1		2	50		106
17	17	2/4	1/4	2	1	1/8		1/8	1		2	62		107
17	17	2/4	3/8	2	1	1/8		1/8	1		0	60		108
17	17	2/4	3/8	1	1	1/8		1/8	1		4	76		104
18	18	2/4	0	1	1	3/8		1/4	3/2		2	74		109
18	18	2/4	0	1	1	3/8		1/4	3/2		8	80		109
18	18	2/4	1/8	2	1	1/8		1/8	1		5	47		111
18	18	2/4	1/4	2	1	1/8		1/8	1		5	59		112
18	18	2/4	3/8	2	1	1/8		1/8	1		3	57		113
18	18	2/4	3/8	1	1	1/8		1/8	1		0	72		110
18	18	2/4	3/8	1	1	1/8		1/8	1		3	81		110
19	19	2/4	0	1	1	0	appoggiatura	1/8	1		0	72		114
19	19	2/4	0	1	1	0	appoggiatura	1/8	1		4	76		114
19	19	2/4	0	2	1	1/4		1/4	1		2	62		118
19	19	2/4	0	1	1	1/4		1/4	1		5	71		115
19	19	2/4	0	1	1	1/4		1/4	1		2	74		115
19	19	2/4	1/4	2	1	1/4		1/4	1		4	64		119
19	19	2/4	1/4	1	1	1/8		1/8	1		3	69		116
19	19	2/4	1/4	1	1	1/8		1/8	1		0	72		116
19	19	2/4	3/8	1	1	1/8		1/8	1		8	68		117
19	19	2/4	3/8	1	1	1/8		1/8	1		5	71		117
20	20	2/4	0	2	1	1/4		1/4	1		3	57		124
20	20	2/4	0	1	1	1/8		1/8	1		3	69		120
20	20	2/4	1/8	1	1	1/8		1/8	1		0	72		121
20	20	2/4	1/4	1	1	1/8		1/8	1		2	74		122
20	20	2/4	3/8	1	1	1/8		1/8	1		4	76		123
21	21	2/4	0	1	1	3/8		1/4	3/2		-1	77		125
21	21	2/4	1/8	2	1	1/8		1/8	1		3	57		127
21	21	2/4	1/8	2	2	3/8		1/4	3/2		3	57		130
21	21	2/4	1/4	2	1	1/8		1/8	1		0	60		128
21	21	2/4	3/8	2	1	1/8		1/8	1		-1	65		129
21	21	2/4	3/8	1	1	1/8		1/8	1		3	81		126
22	22	2/4	0	1	1	1/8		1/8	1		-1	77		131
22	22	2/4	1/8	2	1	1/8		1/8	1		1	55		135
22	22	2/4	1/8	2	2	3/8		1/4	3/2		1	55		138
22	22	2/4	1/8	1	1	1/8		1/8	1		4	76		132
22	22	2/4	1/4	2	1	1/8		1/8	1		0	60		136
22	22	2/4	1/4	1	1	1/8		1/8	1		9	75		133
22	22	2/4	3/8	2	1	1/8		1/8	1		4	64		137
22	22	2/4	3/8	1	1	1/8		1/8	1		4	76		134
23	23	2/4	0	1	1	3/8		1/4	3/2		3	81		139
23	23	2/4	1/8	2	1	1/8		1/8	1		-1	53		141
23	23	2/4	1/8	2	2	3/8		1/4	3/2		-1	53		144
23	23	2/4	1/4	2	1	1/8		1/8	1		3	57		142
23	23	2/4	3/8	2	1	1/8		1/8	1		0	60		143
23	23	2/4	3/8	1	1	1/8		1/8	1		0	84		140
24	24	2/4	0	1	1	1/8		1/8	1		3	81		145
24	24	2/4	1/8	2	1	1/8		1/8	1		4	52		149
24	24	2/4	1/8	2	2	3/8		1/4	3/2		4	52		152
24	24	2/4	1/8	1	1	1/8		1/8	1		1	79		146
24	24	2/4	1/4	2	1	1/8		1/8	1		1	55		150
24	24	2/4	1/4	1	1	1/8		1/8	1		6	78		147
24	24	2/4	3/8	2	1	1/8		1/8	1		0	60		151
24	24	2/4	3/8	1	1	1/8		1/8	1		1	79		148
25	25	2/4	0	1	1	0	grace16	1/16	1		0	72		153
25	25	2/4	0	1	1	3/8		1/4	3/2		0	84		154
25	25	2/4	1/8	2	1	1/8		1/8	1		4	64		156
25	25	2/4	1/8	2	2	3/8		1/4	3/2		4	64		159
25	25	2/4	1/4	2	1	1/8		1/8	1		1	67		157
25	25	2/4	3/8	2	1	1/8		1/8	1		0	72		158
25	25	2/4	3/8	1	1	1/8		1/8	1		5	83		155
26	26	2/4	0	2	1	1/8		1/8	1		-1	65		164
26	26	2/4	0	1	1	1/8		1/8	1		5	83		160
26	26	2/4	1/8	2	1	1/8		1/8	1		0	72		165
26	26	2/4	1/8	1	1	1/8		1/8	1		3	81		161
26	26	2/4	1/4	2	1	1/8		1/8	1		4	64		166
26	26	2/4	1/4	1	1	1/8		1/8	1		3	81		162
26	26	2/4	3/8	2	1	1/8		1/8	1		0	72		167
26	26	2/4	3/8	1	1	1/8		1/8	1		1	79		163
27	27	2/4	0	2	1	1/8		1/8	1		2	62		172
27	27	2/4	0	1	1	1/8		1/8	1		1	79		168
27	27	2/4	1/8	2	1	1/8		1/8	1		5	71		173
27	27	2/4	1/8	1	1	1/8		1/8	1		-1	77		169
27	27	2/4	1/4	2	1	1/8		1/8	1		0	60		174
27	27	2/4	1/4	1	1	1/8		1/8	1		-1	77		170
27	27	2/4	3/8	2	1	1/8		1/8	1		0	72		175
27	27	2/4	3/8	1	1	1/8		1/8	1		4	76		171
28	28	2/4	0	2	1	1/4		1/4	1		1	67		178
28	28	2/4	0	1	1	1/4		1/4	1		0	72		176
28	28	2/4	0	1	1	1/4		1/4	1		4	76		176
28	28	2/4	1/4	2	1	1/4		1/4	1		1	55		179
28	28	2/4	1/4	1	1	1/4		1/4	1		5	71		177
28	28	2/4	1/4	1	1	1/4		1/4	1		2	74		177
29	29	2/4	0	1	1	3/8		1/4	3/2		0	72		180
29	29	2/4	0	1	1	3/8		1/4	3/2		-3	75		180
29	29	2/4	1/8	2	1	1/8		1/8	1		0	60		182
29	29	2/4	1/8	2	2	3/8		1/4	3/2		0	60		185
29	29	2/4	1/4	2	1	1/8		1/8	1		1	67		183
29	29	2/4	3/8	2	1	1/8		1/8	1		-1	65		184
29	29	2/4	3/8	1	1	1/8		1/8	1		5	71		181
29	29	2/4	3/8	1	1	1/8		1/8	1		2	74		181
30	30	2/4	0	1	1	3/8		1/4	3/2		0	72		186
30	30	2/4	1/8	2	1	1/8		1/8	1		0	60		188
30	30	2/4	1/8	2	2	3/8		1/4	3/2		0	60		191
30	30	2/4	1/4	2	1	1/8		1/8	1		-3	63		189
30	30	2/4	3/8	2	1	1/8		1/8	1		2	62		190
30	30	2/4	3/8	1	1	1/8		1/8	1		5	71		187
30	30	2/4	3/8	1	1	1/8		1/8	1		2	74		187
31	31	2/4	0	1	2	1/2		1/2	1		0	72		194
31	31	2/4	0	1	1	3/8		1/4	3/2		-3	75		192
31	31	2/4	1/8	2	1	1/8		1/8	1		0	60		195
31	31	2/4	1/4	2	1	1/8		1/8	1		-3	63		196
31	31	2/4	3/8	2	1	1/8		1/8	1		-4	56		197
31	31	2/4	3/8	1	1	1/8		1/8	1		-1	77		193
32	32	2/4	0	1	1	1/4		1/4	1		0	72		198
32	32	2/4	0	1	1	1/4		1/4	1		-3	75		198
32	32	2/4	1/8	2	1	1/8		1/8	1		1	55		200
32	32	2/4	1/4	2	1	1/8		1/8	1		6	54		201
32	32	2/4	1/4	1	1	1/4		1/4	1		5	71		199
32	32	2/4	1/4	1	1	1/4		1/4	1		2	74		199
32	32	2/4	3/8	2	1	1/8		1/8	1		1	55		202
33	33	2/4	0	1	1	3/8		1/4	3/2		2	74		203
33	33	2/4	0	1	1	3/8		1/4	3/2		-1	77		203
33	33	2/4	1/8	2	1	1/8		1/8	1		1	55		205
33	33	2/4	1/8	2	2	3/8		1/4	3/2		1	55		208
33	33	2/4	1/4	2	1	1/8		1/8	1		5	59		206
33	33	2/4	3/8	2	1	1/8		1/8	1		0	60		207
33	33	2/4	3/8	1	1	1/8		1/8	1		0	72		204
33	33	2/4	3/8	1	1	1/8		1/8	1		4	76		204
34	34	2/4	0	1	1	3/8		1/4	3/2		5	71		209
34	34	2/4	0	1	1	3/8		1/4	3/2		2	74		209
34	34	2/4	1/8	2	1	1/8		1/8	1		1	55		211
34	34	2/4	1/8	2	2	3/8		1/4	3/2		1	55		214
34	34	2/4	1/4	2	1	1/8		1/8	1		-1	65		212
34	34	2/4	3/8	2	1	1/8		1/8	1		4	64		213
34	34	2/4	3/8	1	1	1/8		1/8	1		0	72		210
34	34	2/4	3/8	1	1	1/8		1/8	1		4	76		210
35	35	2/4	0	1	1	3/8		1/4	3/2		2	74		215
35	35	2/4	0	1	1	3/8		1/4	3/2		-1	77		215
35	35	2/4	1/8	2	1	1/8		1/8	1		2	62		217
35	35	2/4	1/4	2	1	1/8		1/8	1		5	59		218
35	35	2/4	3/8	2	1	1/8		1/8	1		1	55		219
35	35	2/4	3/8	1	1	1/8		1/8	1		4	76		216
35	35	2/4	3/8	1	1	1/8		1/8	1		1	79		216
36	36	2/4	0	1	1	1/4		1/4	1		2	74		220
36	36	2/4	0	1	1	1/4		1/4	1		-1	77		220
36	36	2/4	1/8	2	1	1/8		1/8	1		5	59		222
36	36	2/4	1/4	2	1	1/8		1/8	1		0	60		223
36	36	2/4	1/4	1	1	1/4		1/4	1		0	72		221
36	36	2/4	1/4	1	1	1/4		1/4	1		4	76		221
36	36	2/4	3/8	2	1	1/8		1/8	1		0	48		224
37	37	2/4	0	2	1	1/8		1/8	1		4	52		227
37	37	2/4	0	1	1	3/8		1/4	3/2		1	79		225
37	37	2/4	0	1	1	3/8		1/4	3/2		0	84		225
37	37	2/4	1/8	2	1	1/8		1/8	1		4	64		228
37	37	2/4	1/4	2	1	1/8		1/8	1		1	67		229
37	37	2/4	3/8	2	1	1/8		1/8	1		2	62		230
37	37	2/4	3/8	1	1	1/8		1/8	1		-1	77		226
37	37	2/4	3/8	1	1	1/8		1/8	1		5	83		226
38	38	2/4	0	2	1	1/8		1/8	1		0	48		233
38	38	2/4	0	1	1	3/8		1/4	3/2		4	76		231
38	38	2/4	0	1	1	3/8		1/4	3/2		3	81		231
38	38	2/4	1/8	2	1	1/8		1/8	1		0	60		234
38	38	2/4	1/4	2	1	1/8		1/8	1		4	64		235
38	38	2/4	3/8	2	1	1/8		1/8	1		5	59		236
38	38	2/4	3/8	1	1	1/8		1/8	1		2	74		232
38	38	2/4	3/8	1	1	1/8		1/8	1		1	79		232
39	39	2/4	0	2	1	1/8		1/8	1		3	45		239
39	39	2/4	0	1	1	3/8		1/4	3/2		0	72		237
39	39	2/4	0	1	1	3/8		1/4	3/2		-1	77		237
39	39	2/4	1/8	2	1	1/8		1/8	1		3	57		240
39	39	2/4	1/4	2	1	1/8		1/8	1		0	60		241
39	39	2/4	3/8	2	1	1/8		1/8	1		1	55		242
39	39	2/4	3/8	1	1	1/8		1/8	1		5	71		238
39	39	2/4	3/8	1	1	1/8		1/8	1		4	76		238
40	40	2/4	0	2	1	1/8		1/8	1		-1	41		245
40	40	2/4	0	1	1	3/8		1/4	3/2		3	69		243
40	40	2/4	0	1	1	3/8		1/4	3/2		2	74		243
40	40	2/4	1/8	2	1	1/8		1/8	1		-1	53		246
40	40	2/4	1/4	2	1	1/8		1/8	1		3	57		247
40	40	2/4	3/8	2	1	1/8		1/8	1		4	52		248
40	40	2/4	3/8	1	1	1/8		1/8	1		1	67		244
40	40	2/4	3/8	1	1	1/8		1/8	1		7	73		244
41	41	2/4	0	2	1	1/4		1/4	1		-1	53		253
41	41	2/4	0	1	1	1/8		1/8	1		2	74		249
41	41	2/4	1/8	1	1	1/8		1/8	1		3	69		250
41	41	2/4	1/4	2	1	1/4		1/4	1		7	49		254
41	41	2/4	1/4	1	1	1/8		1/8	1		4	76		251
41	41	2/4	3/8	1	1	1/8		1/8	1		3	69		252
42	42	2/4	0	2	1	1/4		1/4	1		2	50		259
42	42	2/4	0	1	1	1/8		1/8	1		-1	77		255
42	42	2/4	1/8	1	1	1/8		1/8	1		3	81		256
42	42	2/4	1/4	1	1	1/8		1/8	1		-1	77		257
42	42	2/4	3/8	2	1	1/8		1/8	1		-1	53		260
42	42	2/4	3/8	1	1	1/8		1/8	1		2	74		258
43	43	2/4	0	2	1	1/4		1/4	1		1	55		263
43	43	2/4	0	1	1	1/4		1/4	1		4	64		261
43	43	2/4	0	1	1	1/4		1/4	1		1	67		261
43	43	2/4	0	1	1	1/4		1/4	1		0	72		261
43	43	2/4	1/4	2	1	1/4		1/4	1		1	43		264
43	43	2/4	1/4	1	1	1/4		1/4	1		1	67		262
43	43	2/4	1/4	1	1	1/4		1/4	1		5	71		262
43	43	2/4	1/4	1	1	1/4		1/4	1	1	2	74		262
44	44	2/4	0	2	1	1/2		1/2	1		0	48		269
44	44	2/4	0	1	1	1/8		1/8	1	-1	2	74		265
44	44	2/4	1/8	1	1	1/8		1/8	1		9	75		266
44	44	2/4	1/4	1	1	1/8		1/8	1		4	76		267
44	44	2/4	3/8	1	1	1/8		1/8	1		1	79		268
45	45	2/4	0	2	1	1/8		1/8	1		4	52		272
45	45	2/4	0	1	1	3/8		1/4	3/2		1	79		270
45	45	2/4	0	1	1	3/8		1/4	3/2		0	84		270
45	45	2/4	1/8	2	1	1/8		1/8	1		4	64		273
45	45	2/4	1/4	2	1	1/8		1/8	1		1	67		274
45	45	2/4	3/8	2	1	1/8		1/8	1		2	62		275
45	45	2/4	3/8	1	1	1/8		1/8	1		-1	77		271
45	45	2/4	3/8	1	1	1/8		1/8	1		5	83		271
46	46	2/4	0	2	1	1/8		1/8	1		0	48		278
46	46	2/4	0	1	1	3/8		1/4	3/2		4	76		276
46	46	2/4	0	1	1	3/8		1/4	3/2		3	81		276
46	46	2/4	1/8	2	1	1/8		1/8	1		0	60		279
46	46	2/4	1/4	2	1	1/8		1/8	1		4	64		280
46	46	2/4	3/8	2	1	1/8		1/8	1		5	59		281
46	46	2/4	3/8	1	1	1/8		1/8	1		2	74		277
46	46	2/4	3/8	1	1	1/8		1/8	1		1	79		277
47	47	2/4	0	2	1	1/8		1/8	1		3	45		284
47	47	2/4	0	1	1	3/8		1/4	3/2		0	72		282
47	47	2/4	0	1	1	3/8		1/4	3/2		-1	77		282
47	47	2/4	1/8	2	1	1/8		1/8	1		3	57		285
47	47	2/4	1/4	2	1	1/8		1/8	1		0	60		286
47	47	2/4	3/8	2	1	1/8		1/8	1		1	55		287
47	47	2/4	3/8	1	1	1/8		1/8	1		5	71		283
47	47	2/4	3/8	1	1	1/8		1/8	1		4	76		283
48	48	2/4	0	2	1	1/8		1/8	1		-1	41		290
48	48	2/4	0	1	1	3/8		1/4	3/2		3	69		288
48	48	2/4	0	1	1	3/8		1/4	3/2		2	74		288
48	48	2/4	1/8	2	1	1/8		1/8	1		-1	53		291
48	48	2/4	1/4	2	1	1/8		1/8	1		3	57		292
48	48	2/4	3/8	2	1	1/8		1/8	1		4	52		293
48	48	2/4	3/8	1	1	1/8		1/8	1		1	67		289
48	48	2/4	3/8	1	1	1/8		1/8	1		7	73		289
49	49	2/4	0	2	1	1/4		1/4	1		-1	53		298
49	49	2/4	0	1	1	1/8		1/8	1		2	74		294
49	49	2/4	1/8	1	1	1/8		1/8	1		3	69		295
49	49	2/4	1/4	2	1	1/4		1/4	1		7	49		299
49	49	2/4	1/4	1	1	1/8		1/8	1		4	76		296
49	49	2/4	3/8	1	1	1/8		1/8	1		3	69		297
50	50	2/4	0	2	1	1/8		1/8	1		2	50		304
50	50	2/4	0	1	1	1/8		1/8	1		-1	77		300
50	50	2/4	1/8	2	1	1/8		1/8	1		4	52		305
50	50	2/4	1/8	1	1	1/8		1/8	1		1	79		301
50	50	2/4	1/4	2	1	1/8		1/8	1		-1	53		306
50	50	2/4	1/4	1	1	1/8		1/8	1		3	81		302
50	50	2/4	3/8	2	1	1/8		1/8	1		2	50		307
50	50	2/4	3/8	1	1	1/8		1/8	1		-1	77		303
51	51	2/4	0	2	1	1/8		1/8	1		1	55		310
51	51	2/4	0	1	1	1/4		1/4	1		1	67		308
51	51	2/4	0	1	1	1/4		1/4	1		0	72		308
51	51	2/4	0	1	1	1/4		1/4	1		4	76		308
51	51	2/4	1/8	2	1	1/8		1/8	1		6	54		311
51	51	2/4	1/4	2	1	1/8		1/8	1		1	55		312
51	51	2/4	1/4	1	1	1/4		1/4	1		1	67		309
51	51	2/4	1/4	1	1	1/4		1/4	1		5	71		309
51	51	2/4	1/4	1	1	1/4		1/4	1		2	74		309
51	51	2/4	3/8	2	1	1/8		1/8	1		1	43		313
52	52	2/4	0	1	1	1/2		1/2	1		7	73		314
52	52	2/4	1/8	2	1	1/8		1/8	1		-2	58		318
52	52	2/4	1/8	1	2	1/8		1/8	1		1	67		315
52	52	2/4	1/4	2	1	1/8		1/8	1		3	57		319
52	52	2/4	1/4	1	2	1/8		1/8	1		3	69		316
52	52	2/4	3/8	2	1	1/8		1/8	1		1	55		320
52	52	2/4	3/8	1	2	1/8		1/8	1		-2	70		317
53	53	2/4	0	2	1	1/4		1/4	1		-1	53		325
53	53	2/4	0	1	1	1/8		1/8	1		2	74		321
53	53	2/4	1/8	1	1	1/8		1/8	1		3	69		322
53	53	2/4	1/4	2	1	1/4		1/4	1		7	49		326
53	53	2/4	1/4	1	1	1/8		1/8	1		4	76		323
53	53	2/4	3/8	1	1	1/8		1/8	1		3	69		324
54	54	2/4	0	2	1	1/8		1/8	1		2	50		331
54	54	2/4	0	1	1	1/8		1/8	1		-1	77		327
54	54	2/4	1/8	2	1	1/8		1/8	1		4	52		332
54	54	2/4	1/8	1	1	1/8		1/8	1		1	79		328
54	54	2/4	1/4	2	1	1/8		1/8	1		-1	53		333
54	54	2/4	1/4	1	1	1/8		1/8	1		3	81		329
54	54	2/4	3/8	2	1	1/8		1/8	1		2	50		334
54	54	2/4	3/8	1	1	1/8		1/8	1		-1	77		330
55	55	2/4	0	2	1	1/8		1/8	1		1	55		337
55	55	2/4	0	1	1	1/4		1/4	1		1	67		335
55	55	2/4	0	1	1	1/4		1/4	1		0	72		335
55	55	2/4	0	1	1	1/4		1/4	1		4	76		335
55	55	2/4	1/8	2	1	1/8		1/8	1		6	54		338
55	55	2/4	1/4	2	1	1/8		1/8	1		1	55		339
55	55	2/4	1/4	1	1	1/4		1/4	1		1	67		336
55	55	2/4	1/4	1	1	1/4		1/4	1		5	71		336
55	55	2/4	1/4	1	1	1/4		1/4	1		2	74		336
55	55	2/4	3/8	2	1	1/8		1/8	1		1	43		340
56	56	2/4	0	1	1	1/2		1/2	1		7	73		341
56	56	2/4	1/8	2	1	1/8		1/8	1		-2	58		345
56	56	2/4	1/8	1	2	1/8		1/8	1		1	67		342
56	56	2/4	1/4	2	1	1/8		1/8	1		3	57		346
56	56	2/4	1/4	1	2	1/8		1/8	1		3	69		343
56	56	2/4	3/8	2	1	1/8		1/8	1		1	55		347
56	56	2/4	3/8	1	2	1/8		1/8	1		-2	70		344
57	57	2/4	0	2	1	1/8		1/8	1		-1	53		353
57	57	2/4	0	1	2	1/2		1/2	1		3	69		352
57	57	2/4	0	1	1	1/8		1/8	1		2	74		348
57	57	2/4	1/8	2	1	1/8		1/8	1		4	52		354
57	57	2/4	1/8	1	1	1/8		1/8	1		4	76		349
57	57	2/4	1/4	2	1	1/8		1/8	1		2	50		355
57	57	2/4	1/4	1	1	1/8		1/8	1		-1	77		350
57	57	2/4	3/8	2	1	1/8		1/8	1		-1	53		356
57	57	2/4	3/8	1	1	1/8		1/8	1		2	74		351
58	58	2/4	0	1	1	1/2		1/2	1		9	75		357
58	58	2/4	1/8	2	1	1/8		1/8	1		0	60		361
58	58	2/4	1/8	1	2	1/8		1/8	1		3	69		358
58	58	2/4	1/4	2	1	1/8		1/8	1		5	59		362
58	58	2/4	1/4	1	2	1/8		1/8	1		5	71		359
58	58	2/4	3/8	2	1	1/8		1/8	1		3	57		363
58	58	2/4	3/8	1	2	1/8		1/8	1		0	72		360
59	59	2/4	0	2	1	1/8		1/8	1		1	55		369
59	59	2/4	0	1	2	1/2		1/2	1		5	71		368
59	59	2/4	0	1	1	1/8		1/8	1		4	76		364
59	59	2/4	1/8	2	1	1/8		1/8	1		6	54		370
59	59	2/4	1/8	1	1	1/8		1/8	1		6	78		365
59	59	2/4	1/4	2	1	1/8		1/8	1		4	52		371
59	59	2/4	1/4	1	1	1/8		1/8	1		1	79		366
59	59	2/4	3/8	2	1	1/8		1/8	1		1	55		372
59	59	2/4	3/8	1	1	1/8		1/8	1		4	76		367
60	60	2/4	0	2	1	1/8		1/8	1		3	57		376
60	60	2/4	0	1	2	1/2		1/2	1		4	76		375
60	60	2/4	0	1	1	3/8		1/4	3/2		0	84		373
60	60	2/4	1/8	2	1	1/8		1/8	1		3	45		377
60	60	2/4	1/4	2	1	1/8		1/8	1		3	57		378
60	60	2/4	3/8	2	1	1/8		1/8	1		5	59		379
60	60	2/4	3/8	1	1	1/8		1/8	1		5	83		374
61	61	2/4	0	2	1	1/8		1/8	1		0	60		383
61	61	2/4	0	1	2	1/2		1/2	1		4	76		382
