mc	mn	timesig	onset	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
4	4	4/4	1/4	2	1	1/8		1/8	1		4	64		97
4	4	4/4	1/4	1	1	1/8		1/8	1		0	72		91
4	4	4/4	3/8	2	2	1/8		1/8	1		1	55		103
4	4	4/4	3/8	2	1	1/8		1/8	1		2	62		98
4	4	4/4	3/8	1	1	1/8		1/8	1		-1	65		92
4	4	4/4	3/8	1	1	1/8		1/8	1		5	71		92
4	4	4/4	1/2	2	2	1/8		1/8	1		0	60		104
4	4	4/4	1/2	1	1	1/4		1/4	1		2	62		93
4	4	4/4	1/2	1	1	1/4		1/4	1		-1	65		93
4	4	4/4	1/2	1	1	1/4		1/4	1		5	71		93
4	4	4/4	5/8	2	2	1/8		1/8	1		1	55		105
4	4	4/4	3/4	2	2	1/8		1/8	1		0	48		106
4	4	4/4	3/4	1	1	1/8		1/8	1		4	64		94
4	4	4/4	3/4	1	1	1/8		1/8	1		1	67		94
4	4	4/4	3/4	1	1	1/8		1/8	1		0	72		94
5	5	4/4	0	2	1	1/16		1/16	1		0	60		114
5	5	4/4	0	1	1	1/4		1/4	1		4	76		107
5	5	4/4	1/16	2	1	1/16		1/16	1		1	67		115
5	5	4/4	1/8	2	1	1/16		1/16	1		4	64		116
5	5	4/4	3/16	2	1	1/16		1/16	1		1	67		117
5	5	4/4	1/4	2	1	1/16		1/16	1		5	59		118
5	5	4/4	1/4	1	1	3/16		1/8	3/2		1	79		108
5	5	4/4	5/16	2	1	1/16		1/16	1		1	67		119
5	5	4/4	3/8	2	1	1/16		1/16	1		2	62		120
5	5	4/4	7/16	2	1	1/16		1/16	1		1	67		121
5	5	4/4	7/16	1	1	1/16		1/16	1		-1	77		109
5	5	4/4	1/2	2	1	1/16		1/16	1		0	60		122
5	5	4/4	1/2	1	1	1/8		1/8	1		4	76		110
5	5	4/4	9/16	2	1	1/16		1/16	1		1	67		123
5	5	4/4	5/8	2	1	1/16		1/16	1		2	62		124
5	5	4/4	11/16	2	1	1/16		1/16	1		1	67		125
5	5	4/4	23/32	1	1	1/32		1/32	1		2	74		111
5	5	4/4	3/4	2	1	1/16		1/16	1		4	64		126
5	5	4/4	3/4	1	1	1/8		1/8	1		0	72		112
5	5	4/4	13/16	2	1	1/16		1/16	1		1	67		127
5	5	4/4	7/8	2	1	1/16		1/16	1		0	60		128
5	5	4/4	15/16	2	1	1/16		1/16	1		1	67		129
5	5	4/4	31/32	1	1	1/32		1/32	1		4	76		113
6	6	4/4	0	2	1	1/16		1/16	1		5	59		137
6	6	4/4	0	1	1	1/8		1/8	1		2	74		130
6	6	4/4	1/16	2	1	1/16		1/16	1		2	62		138
6	6	4/4	1/8	2	1	1/16		1/16	1		3	57		139
6	6	4/4	3/16	2	1	1/16		1/16	1		0	60		140
6	6	4/4	7/32	1	1	1/32		1/32	1		6	78		131
6	6	4/4	1/4	2	1	1/16		1/16	1		5	59		141
6	6	4/4	1/4	1	1	1/8		1/8	1		1	79		132
6	6	4/4	5/16	2	1	1/16		1/16	1		2	62		142
6	6	4/4	3/8	2	1	1/16		1/16	1		1	55		143
6	6	4/4	7/16	2	1	1/16		1/16	1		5	59		144
6	6	4/4	15/32	1	1	1/32		1/32	1		5	83		133
6	6	4/4	1/2	2	1	1/16		1/16	1		3	57		145
6	6	4/4	1/2	1	1	1/8		1/8	1		2	74		134
6	6	4/4	9/16	2	1	1/16		1/16	1		2	62		146
6	6	4/4	5/8	2	1	1/16		1/16	1		6	54		147
6	6	4/4	5/8	1	1	1/8		1/8	1		0	72		135
6	6	4/4	11/16	2	1	1/16		1/16	1		2	62		148
6	6	4/4	3/4	2	1	1/16		1/16	1		1	55		149
6	6	4/4	3/4	1	1	1/8		1/8	1		5	71		136
6	6	4/4	13/16	2	1	1/16		1/16	1		6	54		150
6	6	4/4	7/8	2	1	1/16		1/16	1		4	52		151
6	6	4/4	15/16	2	1	1/16		1/16	1		2	50		152
7	7	4/4	0	2	1	1/16		1/16	1		0	48		166
7	7	4/4	0	1	1	1/4		1/4	1		3	69		153
7	7	4/4	1/16	2	1	1/16		1/16	1		4	52		167
7	7	4/4	1/8	2	1	1/16		1/16	1		3	57		168
7	7	4/4	3/16	2	1	1/16		1/16	1		0	60		169
7	7	4/4	1/4	2	1	1/16		1/16	1		4	64		170
7	7	4/4	1/4	1	1	1/16		1/16	1		0	72		154
7	7	4/4	5/16	2	1	1/16		1/16	1		2	62		171
7	7	4/4	5/16	1	1	1/16		1/16	1		5	71		155
7	7	4/4	3/8	2	1	1/16		1/16	1		0	60		172
7	7	4/4	3/8	1	1	1/16		1/16	1		3	69		156
7	7	4/4	7/16	2	1	1/16		1/16	1		5	59		173
7	7	4/4	7/16	1	1	1/16		1/16	1		1	67		157
7	7	4/4	1/2	2	1	1/16		1/16	1		3	57		174
7	7	4/4	1/2	1	1	1/16		1/16	1		6	66		158
7	7	4/4	9/16	2	1	1/16		1/16	1		5	59		175
7	7	4/4	9/16	1	1	1/16		1/16	1		1	67		159
7	7	4/4	5/8	2	1	1/16		1/16	1		0	60		176
7	7	4/4	5/8	1	1	1/16		1/16	1		3	69		160
7	7	4/4	11/16	2	1	1/16		1/16	1		5	59		177
7	7	4/4	11/16	1	1	1/16		1/16	1		5	71		161
7	7	4/4	3/4	2	1	1/16		1/16	1		3	57		178
7	7	4/4	3/4	1	1	1/16		1/16	1		0	72		162
7	7	4/4	13/16	2	1	1/16		1/16	1		5	59		179
7	7	4/4	13/16	1	1	1/16		1/16	1		2	74		163
7	7	4/4	7/8	2	1	1/16		1/16	1		0	60		180
7	7	4/4	7/8	1	1	1/16		1/16	1		4	76		164
7	7	4/4	15/16	2	1	1/16		1/16	1		3	57		181
7	7	4/4	15/16	1	1	1/16		1/16	1		6	78		165
8	8	4/4	0	2	1	1/16		1/16	1		5	59		192
8	8	4/4	0	1	1	1/16		1/16	1		1	79		182
8	8	4/4	1/16	2	1	1/16		1/16	1		6	54		193
8	8	4/4	1/16	1	1	1/16		1/16	1		3	81		183
8	8	4/4	1/8	2	1	1/16		1/16	1		1	55		194
8	8	4/4	1/8	1	1	1/16		1/16	1		5	83		184
8	8	4/4	3/16	2	1	1/16		1/16	1		3	57		195
8	8	4/4	3/16	1	1	1/16		1/16	1		0	84		185
8	8	4/4	1/4	2	1	1/16		1/16	1		5	59		196
8	8	4/4	1/4	1	1	1/16		1/16	1		2	86		186
8	8	4/4	5/16	2	1	1/16		1/16	1		1	55		197
8	8	4/4	5/16	1	1	1/16		1/16	1		5	83		187
8	8	4/4	3/8	2	1	1/16		1/16	1		0	60		198
8	8	4/4	3/8	1	1	1/16		1/16	1		4	88		188
8	8	4/4	7/16	2	1	1/16		1/16	1		3	57		199
8	8	4/4	7/16	1	1	1/16		1/16	1		0	84		189
8	8	4/4	1/2	2	1	1/16		1/16	1		2	62		200
8	8	4/4	1/2	1	1	1/4		1/4	1		1	79		190
8	8	4/4	1/2	1	1	1/4		1/4	1		5	83		190
8	8	4/4	9/16	2	1	1/16		1/16	1		1	67		201
8	8	4/4	5/8	2	1	1/16		1/16	1		4	64		202
8	8	4/4	11/16	2	1	1/16		1/16	1		7	61		203
8	8	4/4	3/4	2	1	1/16		1/16	1		2	62		204
8	8	4/4	3/4	1	1	1/8		1/8	1		6	78		191
8	8	4/4	3/4	1	1	1/8		1/8	1		3	81		191
8	8	4/4	13/16	2	1	1/16		1/16	1		0	60		205
8	8	4/4	7/8	2	1	1/16		1/16	1		5	59		206
8	8	4/4	15/16	2	1	1/16		1/16	1		3	57		207
9	9	4/4	0	2	1	1/16		1/16	1		1	55		221
9	9	4/4	0	1	1	3/16		1/8	3/2		2	74		208
9	9	4/4	1/16	2	1	1/16		1/16	1		2	62		222
9	9	4/4	1/8	2	1	1/16		1/16	1		5	59		223
9	9	4/4	3/16	2	1	1/16		1/16	1		2	62		224
9	9	4/4	3/16	1	1	1/32		1/32	1		4	76		209
9	9	4/4	7/32	1	1	1/32		1/32	1		6	78		210
9	9	4/4	1/4	2	1	1/16		1/16	1		1	55		225
9	9	4/4	1/4	1	1	1/16		1/16	1		1	79		211
9	9	4/4	5/16	2	1	1/16		1/16	1		2	62		226
9	9	4/4	5/16	1	1	1/16		1/16	1		6	78		212
9	9	4/4	3/8	2	1	1/16		1/16	1		5	59		227
9	9	4/4	3/8	1	1	1/16		1/16	1		4	76		213
9	9	4/4	7/16	2	1	1/16		1/16	1		2	62		228
9	9	4/4	7/16	1	1	1/16		1/16	1		2	74		214
9	9	4/4	1/2	2	1	1/16		1/16	1		3	57		229
9	9	4/4	1/2	1	1	1/16		1/16	1		2	74		215
9	9	4/4	9/16	2	1	1/16		1/16	1		2	62		230
9	9	4/4	9/16	1	1	1/32		1/32	1		0	72		216
9	9	4/4	5/8	2	1	1/16		1/16	1		0	60		231
9	9	4/4	5/8	1	1	1/16		1/16	1		5	71		217
9	9	4/4	11/16	2	1	1/16		1/16	1		2	62		232
9	9	4/4	11/16	1	1	1/32		1/32	1		3	69		218
9	9	4/4	3/4	2	1	1/16		1/16	1		3	57		233
9	9	4/4	3/4	1	1	1/8		1/8	1		1	67		219
9	9	4/4	13/16	2	1	1/16		1/16	1		2	62		234
9	9	4/4	7/8	2	1	1/16		1/16	1		0	60		235
9	9	4/4	7/8	1	1	1/16		1/16	1		6	66		220
9	9	4/4	15/16	2	1	1/16		1/16	1		2	62		236
10	10	4/4	0	2	1	1/16		1/16	1		1	55		256
10	10	4/4	0	1	1	3/16		1/8	3/2		2	74		237
10	10	4/4	1/16	2	1	1/16		1/16	1		2	62		257
10	10	4/4	1/8	2	1	1/16		1/16	1		5	59		258
10	10	4/4	3/16	2	1	1/16		1/16	1		2	62		259
10	10	4/4	3/16	1	1	1/32		1/32	1		4	76		238
10	10	4/4	7/32	1	1	1/32		1/32	1		6	78		239
10	10	4/4	1/4	2	1	1/16		1/16	1		1	55		260
10	10	4/4	1/4	1	1	1/32		1/32	1		1	79		240
10	10	4/4	9/32	1	1	1/32		1/32	1		3	81		241
10	10	4/4	5/16	2	1	1/16		1/16	1		2	62		261
10	10	4/4	5/16	1	1	1/32		1/32	1		5	83		242
10	10	4/4	11/32	1	1	1/32		1/32	1		6	78		243
10	10	4/4	3/8	2	1	1/16		1/16	1		5	59		262
10	10	4/4	3/8	1	1	1/32		1/32	1		1	79		244
10	10	4/4	13/32	1	1	1/32		1/32	1		2	74		245
10	10	4/4	7/16	2	1	1/16		1/16	1		2	62		263
10	10	4/4	7/16	1	1	1/32		1/32	1		4	76		246
10	10	4/4	15/32	1	1	1/32		1/32	1		5	71		247
10	10	4/4	1/2	2	1	1/16		1/16	1		3	57		264
10	10	4/4	1/2	1	1	1/16		1/16	1		2	74		248
10	10	4/4	9/16	2	1	1/16		1/16	1		2	62		265
10	10	4/4	9/16	1	1	1/32		1/32	1		2	74		249
10	10	4/4	19/32	1	1	1/32		1/32	1		0	72		250
10	10	4/4	5/8	2	1	1/16		1/16	1		0	60		266
10	10	4/4	5/8	1	1	1/16		1/16	1		5	71		251
10	10	4/4	11/16	2	1	1/16		1/16	1		2	62		267
10	10	4/4	11/16	1	1	1/32		1/32	1		5	71		252
10	10	4/4	23/32	1	1	1/32		1/32	1		3	69		253
10	10	4/4	3/4	2	1	1/16		1/16	1		3	57		268
10	10	4/4	3/4	1	1	1/8		1/8	1		1	67		254
10	10	4/4	13/16	2	1	1/16		1/16	1		2	62		269
10	10	4/4	7/8	2	1	1/16		1/16	1		0	60		270
10	10	4/4	7/8	1	1	1/16		1/16	1		6	66		255
10	10	4/4	15/16	2	1	1/16		1/16	1		2	62		271
11	11	4/4	0	2	1	1/16		1/16	1		5	59		282
11	11	4/4	0	1	1	1/16		1/16	1		1	67		272
11	11	4/4	1/16	2	1	1/16		1/16	1		1	67		283
11	11	4/4	1/16	1	1	1/16		1/16	1		1	79		273
11	11	4/4	1/8	2	1	1/16		1/16	1		2	62		284
11	11	4/4	1/8	1	1	1/4		1/4	1		1	79		274
11	11	4/4	3/16	2	1	1/16		1/16	1		1	67		285
11	11	4/4	1/4	2	1	1/16		1/16	1		5	59		286
11	11	4/4	5/16	2	1	1/16		1/16	1		1	67		287
11	11	4/4	3/8	2	1	1/16		1/16	1		2	62		288
11	11	4/4	3/8	1	1	1/8		1/8	1		-1	77		275
11	11	4/4	7/16	2	1	1/16		1/16	1		1	67		289
11	11	4/4	1/2	2	1	1/16		1/16	1		0	60		290
11	11	4/4	1/2	1	1	1/8		1/8	1		9	75		276
11	11	4/4	9/16	2	1	1/16		1/16	1		1	67		291
11	11	4/4	5/8	2	1	1/16		1/16	1		4	64		292
11	11	4/4	5/8	1	1	1/8		1/8	1		4	76		277
11	11	4/4	11/16	2	1	1/16		1/16	1		1	67		293
11	11	4/4	3/4	1	1	0	grace16	1/16	1		3	81		278
11	11	4/4	3/4	2	1	1/16		1/16	1		0	60		294
11	11	4/4	3/4	1	1	1/8		1/8	1		1	79		279
11	11	4/4	13/16	2	1	1/16		1/16	1		1	67		295
11	11	4/4	7/8	2	1	1/16		1/16	1		4	64		296
11	11	4/4	7/8	1	1	1/16		1/16	1		6	78		280
11	11	4/4	15/16	2	1	1/16		1/16	1		1	67		297
11	11	4/4	15/16	1	1	1/16		1/16	1		4	76		281
12	12	4/4	0	1	1	0	grace16	1/16	1		4	76		298
12	12	4/4	0	2	1	1/16		1/16	1		5	59		308
12	12	4/4	0	1	1	1/8		1/8	1		2	74		299
12	12	4/4	1/16	2	1	1/16		1/16	1		1	67		309
12	12	4/4	1/8	2	1	1/16		1/16	1		0	60		310
12	12	4/4	1/8	1	1	1/16		1/16	1		4	76		300
12	12	4/4	3/16	2	1	1/16		1/16	1		3	69		311
12	12	4/4	3/16	1	1	1/16		1/16	1		0	72		301
12	12	4/4	1/4	2	1	1/16		1/16	1		2	62		312
12	12	4/4	1/4	1	1	1/8		1/8	1		5	71		302
12	12	4/4	5/16	2	1	1/16		1/16	1		1	67		313
12	12	4/4	3/8	2	1	1/16		1/16	1		0	60		314
12	12	4/4	3/8	1	1	1/8		1/8	1		3	69		303
12	12	4/4	7/16	2	1	1/16		1/16	1		6	66		315
12	12	4/4	1/2	2	1	1/16		1/16	1		5	59		316
12	12	4/4	1/2	1	1	1/16		1/16	1		1	67		304
12	12	4/4	9/16	2	1	1/16		1/16	1		1	67		317
12	12	4/4	9/16	1	1	1/16		1/16	1		1	79		305
12	12	4/4	5/8	2	1	1/16		1/16	1		2	62		318
12	12	4/4	5/8	1	1	1/4		1/4	1		1	79		306
12	12	4/4	11/16	2	1	1/16		1/16	1		1	67		319
12	12	4/4	3/4	2	1	1/16		1/16	1		5	59		320
12	12	4/4	13/16	2	1	1/16		1/16	1		1	67		321
12	12	4/4	7/8	2	1	1/16		1/16	1		2	62		322
12	12	4/4	7/8	1	1	1/8		1/8	1		-1	77		307
12	12	4/4	15/16	2	1	1/16		1/16	1		1	67		323
13	13	4/4	0	2	1	1/4		1/4	1		0	60		346
13	13	4/4	0	2	1	1/4		1/4	1		1	67		346
13	13	4/4	0	1	1	1/8		1/8	1		9	75		324
13	13	4/4	1/8	1	1	1/8		1/8	1		4	76		325
13	13	4/4	3/8	1	1	0	grace32	1/32	1		3	81		326
13	13	4/4	3/8	1	1	1/16		1/16	1		1	79		327
13	13	4/4	7/16	1	1	1/32		1/32	1		6	78		328
13	13	4/4	15/32	1	1	1/32		1/32	1		4	76		329
13	13	4/4	1/2	2	1	1/8		1/8	1		5	59		347
13	13	4/4	1/2	2	1	1/8		1/8	1		1	67		347
13	13	4/4	1/2	1	1	1/32		1/32	1		7	73		330
13	13	4/4	17/32	1	1	1/32		1/32	1		2	74		331
13	13	4/4	9/16	1	1	1/32		1/32	1		7	73		332
13	13	4/4	19/32	1	1	1/32		1/32	1		2	74		333
13	13	4/4	5/8	1	1	0	grace32	1/32	1		6	78		334
13	13	4/4	5/8	2	1	1/8		1/8	1		0	60		348
13	13	4/4	5/8	2	1	1/8		1/8	1		1	67		348
13	13	4/4	5/8	1	1	1/16		1/16	1		4	76		335
13	13	4/4	11/16	1	1	1/32		1/32	1		2	74		336
13	13	4/4	23/32	1	1	1/32		1/32	1		0	72		337
13	13	4/4	3/4	2	1	1/8		1/8	1		2	62		349
13	13	4/4	3/4	2	1	1/8		1/8	1		1	67		349
13	13	4/4	3/4	1	1	1/32		1/32	1		10	70		338
13	13	4/4	25/32	1	1	1/32		1/32	1		5	71		339
13	13	4/4	13/16	1	1	1/32		1/32	1		10	70		340
13	13	4/4	27/32	1	1	1/32		1/32	1		5	71		341
13	13	4/4	7/8	1	1	0	grace32	1/32	1		2	74		342
13	13	4/4	7/8	2	1	1/8		1/8	1		2	62		350
13	13	4/4	7/8	2	1	1/8		1/8	1		6	66		350
13	13	4/4	7/8	1	1	1/16		1/16	1		0	72		343
13	13	4/4	15/16	1	1	1/32		1/32	1		5	71		344
13	13	4/4	31/32	1	1	1/32		1/32	1		3	69		345
14	14	4/4	0	2	1	1/8		1/8	1		1	55	1	362
14	14	4/4	0	1	1	1/8		1/8	1		1	67	1	351
14	14	4/4	0	2	1	1/8		1/8	1		1	67	1	362
14	14	4/4	1/8	1	1	1/32		1/32	1		0	72	1	352
14	14	4/4	5/32	1	1	1/32		1/32	1		5	71	1	353
14	14	4/4	3/16	1	1	1/32		1/32	1		0	72	1	354
14	14	4/4	7/32	1	1	1/32		1/32	1		3	69	1	355
14	14	4/4	1/4	1	1	1/8		1/8	1		1	67	1	356
14	14	4/4	3/8	1	1	1/32		1/32	1		0	72	1	357
14	14	4/4	13/32	1	1	1/32		1/32	1		5	71	1	358
14	14	4/4	7/16	1	1	1/32		1/32	1		0	72	1	359
14	14	4/4	15/32	1	1	1/32		1/32	1		3	69	1	360
14	14	4/4	1/2	1	1	1/8		1/8	1		1	67	1	361
14	14	4/4	9/16	2	1	1/16		1/16	1		6	66	1	363
14	14	4/4	5/8	2	1	1/16		1/16	1		1	67	1	364
14	14	4/4	11/16	2	1	1/16		1/16	1		8	68	1	365
14	14	4/4	3/4	2	1	1/16		1/16	1		3	69	1	366
14	14	4/4	13/16	2	1	1/16		1/16	1		-1	65	1	367
14	14	4/4	7/8	2	1	1/16		1/16	1		2	62	1	368
14	14	4/4	15/16	2	1	1/16		1/16	1		5	59	1	369
15	14	4/4	0	2	1	1/8		1/8	1		1	55	2	381
15	14	4/4	0	1	1	1/8		1/8	1		1	67	2	370
15	14	4/4	1/8	1	1	1/32		1/32	1		0	72	2	371
15	14	4/4	5/32	1	1	1/32		1/32	1		5	71	2	372
15	14	4/4	3/16	1	1	1/32		1/32	1		0	72	2	373
15	14	4/4	7/32	1	1	1/32		1/32	1		3	69	2	374
15	14	4/4	1/4	1	1	1/8		1/8	1		1	67	2	375
15	14	4/4	3/8	1	1	1/32		1/32	1		0	72	2	376
15	14	4/4	13/32	1	1	1/32		1/32	1		5	71	2	377
15	14	4/4	7/16	1	1	1/32		1/32	1		0	72	2	378
15	14	4/4	15/32	1	1	1/32		1/32	1		3	69	2	379
15	14	4/4	1/2	1	1	1/8		1/8	1		1	67	2	380
15	14	4/4	9/16	2	1	1/16		1/16	1		6	66	2	382
15	14	4/4	5/8	2	1	1/16		1/16	1		1	67	2	383
15	14	4/4	11/16	2	1	1/16		1/16	1		3	69	2	384
15	14	4/4	3/4	2	1	1/16		1/16	1		-2	70	2	385
15	14	4/4	13/16	2	1	1/16		1/16	1		1	67	2	386
15	14	4/4	7/8	2	1	1/16		1/16	1		4	64	2	387
15	14	4/4	15/16	2	1	1/16		1/16	1		2	62	2	388
16	15	4/4	0	2	1	1/8		1/8	1		7	61		397
16	15	4/4	1/16	1	1	1/16		1/16	1		6	78		389
16	15	4/4	1/8	1	1	1/16		1/16	1		1	79		390
16	15	4/4	3/16	1	1	1/16		1/16	1		3	81		391
16	15	4/4	1/4	1	1	1/16		1/16	1		-2	82		392
16	15	4/4	5/16	1	1	1/16		1/16	1		1	79		393
16	15	4/4	3/8	1	1	1/16		1/16	1		4	76		394
16	15	4/4	7/16	1	1	1/16		1/16	1		2	74		395
16	15	4/4	1/2	1	1	1/8		1/8	1		7	73		396
16	15	4/4	9/16	2	1	1/16		1/16	1		6	66		398
16	15	4/4	5/8	2	1	1/16		1/16	1		1	67		399
16	15	4/4	11/16	2	1	1/16		1/16	1		3	69		400
16	15	4/4	3/4	2	1	0	grace32	1/32	1		0	72		401
16	15	4/4	3/4	2	1	1/16		1/16	1		-2	70		402
16	15	4/4	13/16	2	1	1/32		1/32	1		3	69		403
16	15	4/4	27/32	2	1	1/32		1/32	1		1	67		404
16	15	4/4	7/8	2	1	0	grace32	1/32	1		1	67		405
16	15	4/4	7/8	2	1	1/16		1/16	1		-1	65		406
16	15	4/4	15/16	2	1	1/32		1/32	1		4	64		407
16	15	4/4	31/32	2	1	1/32		1/32	1		2	62		408
17	16	4/4	0	2	1	1/8		1/8	1		7	61		424
17	16	4/4	1/16	1	1	1/16		1/16	1		6	78		409
17	16	4/4	1/8	1	1	1/16		1/16	1		1	79		410
17	16	4/4	3/16	1	1	1/16		1/16	1		3	81		411
17	16	4/4	1/4	1	1	0	grace32	1/32	1		0	84		412
17	16	4/4	1/4	1	1	1/16		1/16	1		-2	82		413
17	16	4/4	5/16	1	1	1/32		1/32	1		3	81		414
17	16	4/4	11/32	1	1	1/32		1/32	1		1	79		415
17	16	4/4	3/8	1	1	0	grace32	1/32	1		3	81		416
17	16	4/4	3/8	1	1	1/16		1/16	1		1	79		417
