mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	0.25	0	0	4/4	2	1	1/16		1/16	1		-3	51	Eb3	3	8
1	1	0	0	1.0	0	0	4/4	1	1	1/4		1/4	1		-2	70	Bb4	4	0
1	1	1/4	1/4	0.25	1/16	1/16	4/4	2	1	1/16		1/16	1		1	55	G3	3	9
1	1	1/2	1/2	0.25	1/8	1/8	4/4	2	1	1/16		1/16	1		-2	58	Bb3	3	10
1	1	3/4	3/4	0.25	3/16	3/16	4/4	2	1	1/16		1/16	1		1	55	G3	3	11
1	1	1	1	0.25	1/4	1/4	4/4	2	1	1/16		1/16	1		-3	51	Eb3	3	12
1	1	1	1	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1		1	67	G4	4	1
1	1	5/4	5/4	0.25	5/16	5/16	4/4	2	1	1/16		1/16	1		1	55	G3	3	13
1	1	3/2	3/2	0.25	3/8	3/8	4/4	2	1	1/16		1/16	1		-2	58	Bb3	3	14
1	1	3/2	3/2	0.5	3/8	3/8	4/4	1	1	1/8		1/8	1		1	67	G4	4	2
1	1	7/4	7/4	0.25	7/16	7/16	4/4	2	1	1/16		1/16	1		1	55	G3	3	15
1	1	2	2	0.25	1/2	1/2	4/4	2	1	1/16		1/16	1		-2	46	Bb2	2	16
1	1	2	2	1.0	1/2	1/2	4/4	1	2	1/4		1/4	1		-3	63	Eb4	4	6
1	1	2	2	0.875	1/2	1/2	4/4	1	1	7/32		1/8	7/4		1	67	G4	4	3
1	1	9/4	9/4	0.25	9/16	9/16	4/4	2	1	1/16		1/16	1		-3	51	Eb3	3	17
1	1	5/2	5/2	0.25	5/8	5/8	4/4	2	1	1/16		1/16	1		1	55	G3	3	18
1	1	11/4	11/4	0.25	11/16	11/16	4/4	2	1	1/16		1/16	1		-3	51	Eb3	3	19
1	1	23/8	23/8	0.125	23/32	23/32	4/4	1	1	1/32		1/32	1		-4	68	Ab4	4	4
1	1	3	3	0.25	3/4	3/4	4/4	2	1	1/16		1/16	1		-2	46	Bb2	2	20
1	1	3	3	0.5	3/4	3/4	4/4	1	2	1/8		1/8	1		2	62	D4	4	7
1	1	3	3	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1		-1	65	F4	4	5
1	1	13/4	13/4	0.25	13/16	13/16	4/4	2	1	1/16		1/16	1		2	50	D3	3	21
1	1	7/2	7/2	0.25	7/8	7/8	4/4	2	1	1/16		1/16	1		-1	53	F3	3	22
1	1	15/4	15/4	0.25	15/16	15/16	4/4	2	1	1/16		1/16	1		2	50	D3	3	23
2	2	4	4	1.0	0	0	4/4	2	1	1/4		1/4	1		-3	51	Eb3	3	44
2	2	4	4	0.25	0	0	4/4	1	2	1/16		1/16	1		1	55	G3	3	35
2	2	4	4	1.0	0	0	4/4	1	1	1/4		1/4	1		-3	63	Eb4	4	24
2	2	17/4	17/4	0.25	1/16	1/16	4/4	1	2	1/16		1/16	1		-2	58	Bb3	3	36
2	2	9/2	9/2	0.25	1/8	1/8	4/4	1	2	1/16		1/16	1		1	55	G3	3	37
2	2	19/4	19/4	0.25	3/16	3/16	4/4	1	2	1/16		1/16	1		-2	58	Bb3	3	38
2	2	5	5	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		-2	46	Bb2	2	45
2	2	5	5	0.25	1/4	1/4	4/4	1	2	1/16		1/16	1		2	62	D4	4	39
2	2	5	5	1.0	1/4	1/4	4/4	1	1	1/4		1/4	1		-1	65	F4	4	25
2	2	21/4	21/4	0.25	5/16	5/16	4/4	1	2	1/16		1/16	1		-2	58	Bb3	3	40
2	2	11/2	11/2	0.25	3/8	3/8	4/4	1	2	1/16		1/16	1		2	62	D4	4	41
2	2	23/4	23/4	0.25	7/16	7/16	4/4	1	2	1/16		1/16	1		-2	58	Bb3	3	42
2	2	6	6	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		-3	39	Eb2	2	46
2	2	6	6	0.5	1/2	1/2	4/4	1	2	1/8		1/8	1		-3	63	Eb4	4	43
2	2	6	6	0.375	1/2	1/2	4/4	1	1	3/32		1/16	3/2		1	67	G4	4	26
2	2	51/8	51/8	0.125	19/32	19/32	4/4	1	1	1/32		1/32	1		-4	68	Ab4	4	27
2	2	13/2	13/2	0.125	5/8	5/8	4/4	1	1	1/32		1/32	1		-2	70	Bb4	4	28
2	2	53/8	53/8	0.125	21/32	21/32	4/4	1	1	1/32		1/32	1		0	72	C5	5	29
