mc	mn	timesig	onset	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	1	3/4	0	1	1	0	grace32	1/32	1		7	61		0
1	1	3/4	0	1	1	0	grace32	1/32	1		4	64		1
1	1	3/4	0	2	1	1/2		1/2	1		3	45		4
1	1	3/4	0	2	1	1/2		1/2	1		3	57		4
1	1	3/4	0	1	1	1/2		1/2	1		3	69		2
1	1	3/4	1/2	2	1	1/4		1/4	1		4	40		5
1	1	3/4	1/2	2	1	1/4		1/4	1		4	52		5
1	1	3/4	1/2	1	1	1/4		1/4	1		4	64		3
2	2	3/4	0	2	1	1/4		1/4	1		7	49		10
2	2	3/4	0	2	1	1/4		1/4	1		7	61		10
2	2	3/4	0	1	1	1/8		1/8	1		7	73		6
2	2	3/4	1/8	1	1	1/16		1/16	1		2	74		7
2	2	3/4	3/16	1	1	1/16		1/16	1		5	71		8
2	2	3/4	1/4	2	1	1/4		1/4	1		3	45		11
2	2	3/4	1/4	2	1	1/4		1/4	1		3	57		11
2	2	3/4	1/4	1	1	1/4		1/4	1		3	69		9
3	3	3/4	0	1	1	1/8		1/8	1		4	76		12
3	3	3/4	1/8	1	1	1/16		1/16	1		6	78		13
3	3	3/4	3/16	1	1	1/16		1/16	1		2	74		14
3	3	3/4	1/4	1	1	1/4		1/4	1		7	73		15
3	3	3/4	1/2	2	1	1/4		1/4	1		3	57		17
3	3	3/4	1/2	2	1	1/4		1/4	1		6	66		17
3	3	3/4	1/2	1	1	1/4		1/4	1		7	85		16
4	4	3/4	0	2	1	1/4		1/4	1		5	59		21
4	4	3/4	0	2	1	1/4		1/4	1		3	69		21
4	4	3/4	0	1	1	1/4		1/4	1		9	75		18
4	4	3/4	1/4	2	1	1/4		1/4	1		4	64		22
4	4	3/4	1/4	2	1	1/4		1/4	1		8	68		22
4	4	3/4	1/4	1	1	3/8		1/4	3/2		4	76		19
4	4	3/4	5/8	1	1	1/8		1/8	1		11	77		20
5	5	3/4	0	1	1	1/8		1/8	1		8	80		23
5	5	3/4	1/8	1	1	1/8		1/8	1		6	78		24
5	5	3/4	1/4	1	1	1/8		1/8	1		4	76		25
5	5	3/4	3/8	1	1	1/8		1/8	1		2	74		26
5	5	3/4	1/2	1	1	1/8		1/8	1		7	73		27
5	5	3/4	5/8	1	1	1/8		1/8	1		5	71		28
6	6	3/4	0	2	1	1/8		1/8	1		4	52		33
6	6	3/4	0	1	1	1/8		1/8	1		3	69		29
6	6	3/4	1/8	2	1	1/8		1/8	1		2	62		34
6	6	3/4	1/8	1	1	1/8		1/8	1		8	68		30
6	6	3/4	1/4	2	1	1/8		1/8	1		5	59		35
6	6	3/4	1/4	1	1	1/8		1/8	1		4	76		31
6	6	3/4	3/8	2	1	1/8		1/8	1		2	62		36
6	6	3/4	3/8	1	1	1/8		1/8	1		2	74		32
6	6	3/4	1/2	2	1	1/8		1/8	1		5	59		37
6	6	3/4	5/8	2	1	1/8		1/8	1		2	62		38
7	7	3/4	0	2	1	1/8		1/8	1		4	52		43
7	7	3/4	0	1	1	1/8		1/8	1		5	71		39
7	7	3/4	1/8	2	1	1/8		1/8	1		7	61		44
7	7	3/4	1/8	1	1	1/8		1/8	1		3	69		40
7	7	3/4	1/4	2	1	1/8		1/8	1		3	57		45
7	7	3/4	1/4	1	1	1/8		1/8	1		6	78		41
7	7	3/4	3/8	2	1	1/8		1/8	1		7	61		46
7	7	3/4	3/8	1	1	1/8		1/8	1		4	76		42
7	7	3/4	1/2	2	1	1/8		1/8	1		3	57		47
7	7	3/4	5/8	2	1	1/8		1/8	1		7	61		48
8	8	3/4	0	2	1	1/8		1/8	1		2	50		53
8	8	3/4	0	1	1	1/8		1/8	1		7	73		49
8	8	3/4	1/8	2	1	1/8		1/8	1		5	59		54
8	8	3/4	1/8	1	1	1/8		1/8	1		5	71		50
8	8	3/4	1/4	2	1	1/8		1/8	1		6	54		55
8	8	3/4	1/4	1	1	1/8		1/8	1		1	79		51
8	8	3/4	3/8	2	1	1/8		1/8	1		5	59		56
8	8	3/4	3/8	1	1	1/8		1/8	1		6	78		52
8	8	3/4	1/2	2	1	1/8		1/8	1		6	54		57
8	8	3/4	5/8	2	1	1/8		1/8	1		5	59		58
9	9	3/4	0	2	1	1/4		1/4	1		2	50		64
9	9	3/4	0	1	1	1/4		1/4	1		6	66		59
9	9	3/4	1/4	1	1	1/8		1/8	1		4	76		60
9	9	3/4	3/8	1	1	1/8		1/8	1		2	74		61
9	9	3/4	1/2	1	1	1/8		1/8	1		7	73		62
9	9	3/4	5/8	1	1	1/8		1/8	1		5	71		63
10	10	3/4	0	2	1	1/4		1/4	1		4	52		68
10	10	3/4	0	2	1	1/4		1/4	1		2	62		68
10	10	3/4	0	1	1	1/8		1/8	1		3	69		65
10	10	3/4	1/8	1	1	1/8		1/8	1		8	68		66
10	10	3/4	1/4	2	1	1/4		1/4	1		3	57		69
10	10	3/4	1/4	2	1	1/4		1/4	1		7	61		69
10	10	3/4	1/4	1	1	1/4		1/4	1		3	69		67
11	11	3/4	0	1	1	0	grace32	1/32	1		5	71		70
11	11	3/4	0	1	1	0	grace32	1/32	1		4	76		71
11	11	3/4	0	1	1	0	grace32	1/32	1		8	80		72
11	11	3/4	0	2	1	1/8		1/8	1		4	52		74
11	11	3/4	0	1	1	3/4		1/2	3/2		5	83		73
11	11	3/4	1/8	2	1	1/8		1/8	1		8	56		75
11	11	3/4	1/4	2	1	1/8		1/8	1		5	59		76
11	11	3/4	3/8	2	1	1/8		1/8	1		8	56		77
11	11	3/4	1/2	2	1	1/8		1/8	1		6	54		78
11	11	3/4	5/8	2	1	1/8		1/8	1		4	52		79
12	12	3/4	0	2	1	1/8		1/8	1		9	51		92
12	12	3/4	0	1	1	1/16		1/16	1		5	83		80
12	12	3/4	1/16	1	1	1/16		1/16	1		3	81		81
12	12	3/4	1/8	2	1	1/8		1/8	1		4	52		93
12	12	3/4	1/8	1	1	1/16		1/16	1		8	80		82
12	12	3/4	3/16	1	1	1/16		1/16	1		6	78		83
12	12	3/4	1/4	2	1	1/8		1/8	1		6	54		94
12	12	3/4	1/4	1	1	1/16		1/16	1		6	78		84
12	12	3/4	5/16	1	1	1/16		1/16	1		4	76		85
12	12	3/4	3/8	2	1	1/8		1/8	1		5	47		95
12	12	3/4	3/8	1	1	1/16		1/16	1		9	75		86
12	12	3/4	7/16	1	1	1/16		1/16	1		7	73		87
12	12	3/4	1/2	2	1	1/8		1/8	1		7	49		96
12	12	3/4	1/2	1	1	1/16		1/16	1		5	71		88
12	12	3/4	9/16	1	1	1/16		1/16	1		3	69		89
12	12	3/4	5/8	2	1	1/8		1/8	1		9	51		97
12	12	3/4	5/8	1	1	1/16		1/16	1		8	68		90
12	12	3/4	11/16	1	1	1/16		1/16	1		3	69		91
13	13	3/4	0	2	1	1/8		1/8	1		4	52		103
13	13	3/4	0	1	1	1/16		1/16	1		8	68		98
13	13	3/4	1/16	1	1	1/16		1/16	1		5	71		99
13	13	3/4	1/8	2	1	1/8		1/8	1		8	56		104
13	13	3/4	1/8	1	1	1/16		1/16	1		4	76		100
13	13	3/4	3/16	1	1	1/16		1/16	1		8	80		101
13	13	3/4	1/4	2	1	1/8		1/8	1		5	59		105
13	13	3/4	1/4	1	1	1/2		1/2	1		5	83		102
13	13	3/4	3/8	2	1	1/8		1/8	1		8	56		106
13	13	3/4	1/2	2	1	1/8		1/8	1		6	54		107
13	13	3/4	5/8	2	1	1/8		1/8	1		4	52		108
14	14	3/4	0	2	1	1/8		1/8	1		9	51		121
14	14	3/4	0	1	1	1/16		1/16	1		5	83		109
14	14	3/4	1/16	1	1	1/16		1/16	1		3	81		110
14	14	3/4	1/8	2	1	1/8		1/8	1		4	52		122
14	14	3/4	1/8	1	1	1/16		1/16	1		8	80		111
14	14	3/4	3/16	1	1	1/16		1/16	1		6	78		112
14	14	3/4	1/4	2	1	1/8		1/8	1		6	54		123
14	14	3/4	1/4	1	1	1/16		1/16	1		6	78		113
14	14	3/4	5/16	1	1	1/16		1/16	1		4	76		114
14	14	3/4	3/8	2	1	1/8		1/8	1		5	47		124
14	14	3/4	3/8	1	1	1/16		1/16	1		9	75		115
14	14	3/4	7/16	1	1	1/16		1/16	1		7	73		116
14	14	3/4	1/2	2	1	1/8		1/8	1		7	49		125
14	14	3/4	1/2	1	1	1/16		1/16	1		5	71		117
14	14	3/4	9/16	1	1	1/16		1/16	1		3	69		118
14	14	3/4	5/8	2	1	1/8		1/8	1		9	51		126
14	14	3/4	5/8	1	1	1/16		1/16	1		8	68		119
