mc	mn	timesig	onset	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	0	3/4	0	1	1	1/8		1/8	1		0	72		0
1	0	3/4	1/8	1	1	1/8		1/8	1		0	72		1
1	0	3/4	1/4	1	1	1/8		1/8	1		0	72		2
2	1	3/4	0	2	1	1/2		1/2	1		-1	53		13
2	1	3/4	0	2	1	1/2		1/2	1		3	57		13
2	1	3/4	0	2	1	1/2		1/2	1		0	60		13
2	1	3/4	0	1	1	3/16		1/8	3/2		0	72		3
2	1	3/4	3/16	1	1	0	grace32	1/32	1		2	74		4
2	1	3/4	3/16	1	1	0	grace32	1/32	1		0	72		5
2	1	3/4	3/16	1	1	0	grace32	1/32	1		5	71		6
2	1	3/4	3/16	1	1	0	grace32	1/32	1		0	72		7
2	1	3/4	3/16	1	1	1/16		1/16	1		-1	77		8
2	1	3/4	1/4	1	1	1/8		1/8	1		0	72		9
2	1	3/4	3/8	1	1	1/8		1/8	1		3	69		10
2	1	3/4	1/2	2	1	1/4		1/4	1		0	48		14
2	1	3/4	1/2	2	1	1/4		1/4	1		1	55		14
2	1	3/4	1/2	2	1	1/4		1/4	1		-2	58		14
2	1	3/4	1/2	1	1	1/8		1/8	1		0	72		11
2	1	3/4	5/8	1	1	1/8		1/8	1		4	64		12
3	2	3/4	0	2	2	1/2		1/2	1		2	50		27
3	2	3/4	0	2	1	1/4		1/4	1		-2	58		22
3	2	3/4	0	1	1	1/4		1/4	1		1	67		15
3	2	3/4	1/4	2	1	1/8		1/8	1		3	57		23
3	2	3/4	1/4	1	1	1/8		1/8	1		-1	65		16
3	2	3/4	3/8	2	1	1/8		1/8	1		3	45		24
3	2	3/4	3/8	2	1	1/8		1/8	1		3	57		24
3	2	3/4	3/8	1	2	1/4		1/4	1		0	60		20
3	2	3/4	3/8	1	1	1/8		1/8	1		-1	65		17
3	2	3/4	1/2	2	1	1/8		1/8	1		1	43		25
3	2	3/4	1/2	2	1	1/8		1/8	1		1	55		25
3	2	3/4	1/2	1	1	1/8		1/8	1		4	64		18
3	2	3/4	1/2	1	1	1/8		1/8	1		1	67		18
3	2	3/4	5/8	2	1	1/8		1/8	1		-1	41		26
3	2	3/4	5/8	2	1	1/8		1/8	1		-1	53		26
3	2	3/4	5/8	1	2	1/8		1/8	1		0	60		21
3	2	3/4	5/8	1	1	1/8		1/8	1		-1	65		19
3	2	3/4	5/8	1	1	1/8		1/8	1		3	69		19
4	3	3/4	0	2	1	1/8		1/8	1		2	50		37
4	3	3/4	0	2	1	1/8		1/8	1		2	62		37
4	3	3/4	0	1	2	3/8		1/4	3/2		-1	65		35
4	3	3/4	0	1	1	3/16		1/8	3/2		-2	70		28
4	3	3/4	1/8	2	1	1/8		1/8	1		-2	46		38
4	3	3/4	1/8	2	1	1/8		1/8	1		-2	58		38
4	3	3/4	3/16	1	1	1/32		1/32	1		0	72		29
4	3	3/4	7/32	1	1	1/32		1/32	1		2	74		30
4	3	3/4	1/4	2	1	1/8		1/8	1		3	45		39
4	3	3/4	1/4	2	1	1/8		1/8	1		3	57		39
