mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	1.0		0	0	2/2	2	1	1/4		1/4	1		3	69	A4	4	2
1	1	0	2.0		0	0	2/2	1	1	1/2		1/2	1		-1	77	F5	5	0
1	1	1	1.0		1/4	1/4	2/2	2	1	1/4		1/4	1		0	72	C5	5	3
1	1	2	1.0		1/2	1/2	2/2	2	1	1/4		1/4	1		-1	65	F4	4	4
1	1	2	2.0		1/2	1/2	2/2	1	1	1/2		1/2	1		3	81	A5	5	1
1	1	3	1.0		3/4	3/4	2/2	2	1	1/4		1/4	1		0	72	C5	5	5
2	2	4	1.0		0	0	2/2	2	1	1/4		1/4	1		-2	70	Bb4	4	12
2	2	4	0.5		0	0	2/2	1	1	1/8		1/8	1		3	81	A5	5	6
2	2	9/2	0.5		1/8	1/8	2/2	1	1	1/8		1/8	1		1	79	G5	5	7
2	2	5	1.0		1/4	1/4	2/2	2	1	1/4		1/4	1		0	72	C5	5	13
2	2	5	0.5		1/4	1/4	2/2	1	1	1/8		1/8	1		1	79	G5	5	8
2	2	11/2	0.5		3/8	3/8	2/2	1	1	1/8		1/8	1		4	76	E5	5	9
2	2	6	1.0		1/2	1/2	2/2	2	1	1/4		1/4	1		3	69	A4	4	14
2	2	6	1.5		1/2	1/2	2/2	1	1	3/8		1/4	3/2		-1	77	F5	5	10
2	2	7	1.0		3/4	3/4	2/2	2	1	1/4		1/4	1		0	72	C5	5	15
2	2	15/2	0.5		7/8	7/8	2/2	1	1	1/8		1/8	1		3	81	A5	5	11
3	3	8	1.0		0	0	2/2	2	1	1/4		1/4	1		-2	70	Bb4	4	22
3	3	8	0.5		0	0	2/2	1	1	1/8		1/8	1		3	81	A5	5	16
3	3	17/2	0.5		1/8	1/8	2/2	1	1	1/8		1/8	1		1	79	G5	5	17
3	3	9	1.0		1/4	1/4	2/2	2	1	1/4		1/4	1		0	72	C5	5	23
3	3	9	0.5		1/4	1/4	2/2	1	1	1/8		1/8	1		1	79	G5	5	18
3	3	19/2	0.5		3/8	3/8	2/2	1	1	1/8		1/8	1		4	76	E5	5	19
3	3	10	1.0		1/2	1/2	2/2	2	1	1/4		1/4	1		3	69	A4	4	24
3	3	10	1.5		1/2	1/2	2/2	1	1	3/8		1/4	3/2		-1	77	F5	5	20
3	3	11	1.0		3/4	3/4	2/2	2	1	1/4		1/4	1		0	72	C5	5	25
3	3	23/2	0.5		7/8	7/8	2/2	1	1	1/8		1/8	1		3	81	A5	5	21
4	4	12	1.0		0	0	2/2	2	2	1/4		1/4	1		1	67	G4	4	35
4	4	12	4.0		0	0	2/2	2	1	1		1	1		0	72	C5	5	34
4	4	12	0.5		0	0	2/2	1	1	1/8		1/8	1		0	84	C6	6	26
4	4	25/2	0.5		1/8	1/8	2/2	1	1	1/8		1/8	1		-2	82	Bb5	5	27
4	4	13	1.0		1/4	1/4	2/2	2	2	1/4		1/4	1		4	64	E4	4	36
4	4	13	0.5		1/4	1/4	2/2	1	1	1/8		1/8	1		-2	82	Bb5	5	28
4	4	27/2	0.5		3/8	3/8	2/2	1	1	1/8		1/8	1		1	79	G5	5	29
4	4	14	1.0		1/2	1/2	2/2	2	2	1/4		1/4	1		-1	65	F4	4	37
4	4	14	0.5		1/2	1/2	2/2	1	1	1/8		1/8	1		-2	82	Bb5	5	30
4	4	29/2	0.5		5/8	5/8	2/2	1	1	1/8		1/8	1		3	81	A5	5	31
4	4	15	1.0		3/4	3/4	2/2	2	2	1/4		1/4	1		3	69	A4	4	38
4	4	15	0.5		3/4	3/4	2/2	1	1	1/8		1/8	1		3	81	A5	5	32
4	4	31/2	0.5		7/8	7/8	2/2	1	1	1/8		1/8	1		-1	77	F5	5	33
5	5	16	1.0		0	0	2/2	2	1	1/4		1/4	1		-2	70	Bb4	4	43
5	5	16	1.5		0	0	2/2	1	1	3/8		1/4	3/2		2	74	D5	5	39
5	5	17	1.0		1/4	1/4	2/2	2	1	1/4		1/4	1		-2	58	Bb3	3	44
5	5	35/2	0.5		3/8	3/8	2/2	1	1	1/8		1/8	1		4	76	E5	5	40
5	5	18	1.0		1/2	1/2	2/2	2	1	1/4		1/4	1		2	62	D4	4	45
5	5	18	1.0		1/2	1/2	2/2	1	1	1/4		1/4	1		-1	77	F5	5	41
5	5	19	1.0		3/4	3/4	2/2	2	2	1/4		1/4	1		5	59	B3	3	47
5	5	19	1.0		3/4	3/4	2/2	2	1	1/4		1/4	1	1	-1	65	F4	4	46
5	5	19	1.0		3/4	3/4	2/2	1	1	1/4		1/4	1		1	79	G5	5	42
6	6	20	2.0		0	0	2/2	2	2	1/2		1/2	1	1	0	60	C4	4	57
6	6	20	1.0		0	0	2/2	2	1	1/4		1/4	1	-1	-1	65	F4	4	53
6	6	20	2.0		0	0	2/2	1	1	1/2		1/2	1	1	0	72	C5	5	48
6	6	21	0.5		1/4	1/4	2/2	2	1	1/8		1/8	1		4	64	E4	4	54
6	6	43/2	0.5		3/8	3/8	2/2	2	1	1/8		1/8	1		2	62	D4	4	55
6	6	22	1.0		1/2	1/2	2/2	2	2	1/4		1/4	1	-1	0	60	C4	4	58
6	6	22	1.0		1/2	1/2	2/2	2	1	1/4		1/4	1		4	64	E4	4	56
6	6	22	0.5		1/2	1/2	2/2	1	1	1/8		1/8	1	-1	0	72	C5	5	49
6	6	45/2	0.5		5/8	5/8	2/2	1	1	1/8		1/8	1		7	73	C#5	5	50
6	6	23	0.5		3/4	3/4	2/2	1	1	1/8		1/8	1		2	74	D5	5	51
6	6	47/2	0.5		7/8	7/8	2/2	1	1	1/8		1/8	1		4	76	E5	5	52
7	7	24	1.0		0	0	2/2	2	1	1/4		1/4	1		3	69	A4	4	61
7	7	24	2.0		0	0	2/2	1	1	1/2		1/2	1		-1	77	F5	5	59
7	7	25	1.0		1/4	1/4	2/2	2	1	1/4		1/4	1		0	72	C5	5	62
7	7	26	1.0		1/2	1/2	2/2	2	1	1/4		1/4	1		-1	65	F4	4	63
7	7	26	2.0		1/2	1/2	2/2	1	1	1/2		1/2	1		3	81	A5	5	60
7	7	27	1.0		3/4	3/4	2/2	2	1	1/4		1/4	1		0	72	C5	5	64
8	8	28	1.0		0	0	2/2	2	1	1/4		1/4	1		-2	70	Bb4	4	71
8	8	28	0.5		0	0	2/2	1	1	1/8		1/8	1		3	81	A5	5	65
8	8	57/2	0.5		1/8	1/8	2/2	1	1	1/8		1/8	1		1	79	G5	5	66
8	8	29	1.0		1/4	1/4	2/2	2	1	1/4		1/4	1		0	72	C5	5	72
8	8	29	0.5		1/4	1/4	2/2	1	1	1/8		1/8	1		1	79	G5	5	67
8	8	59/2	0.5		3/8	3/8	2/2	1	1	1/8		1/8	1		4	76	E5	5	68
8	8	30	1.0		1/2	1/2	2/2	2	1	1/4		1/4	1		3	69	A4	4	73
8	8	30	1.5		1/2	1/2	2/2	1	1	3/8		1/4	3/2		-1	77	F5	5	69
8	8	31	1.0		3/4	3/4	2/2	2	1	1/4		1/4	1		0	72	C5	5	74
8	8	63/2	0.5		7/8	7/8	2/2	1	1	1/8		1/8	1		3	81	A5	5	70
9	9	32	1.0		0	0	2/2	2	1	1/4		1/4	1		-2	70	Bb4	4	81
9	9	32	0.5		0	0	2/2	1	1	1/8		1/8	1		3	81	A5	5	75
