mc	mn	timesig	onset	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
4	3	4/4	3/4	2	1	1/8		1/8	1		0	60		42
4	3	4/4	3/4	1	1	1/8		1/8	1		-2	70		35
4	3	4/4	7/8	2	1	1/8		1/8	1		-3	63		43
4	3	4/4	7/8	1	1	1/8		1/8	1		0	72		36
5	4	4/4	0	1	1	1/4		1/4	1		3	69		44
5	4	4/4	0	1	1	1/4		1/4	1		0	72		44
5	4	4/4	1/8	2	1	1/8		1/8	1		-2	58		52
5	4	4/4	1/4	2	1	1/8		1/8	1		2	62		53
5	4	4/4	1/4	1	1	1/4		1/4	1		-2	70		45
5	4	4/4	1/4	1	1	1/4		1/4	1		2	74		45
5	4	4/4	3/8	2	1	1/8		1/8	1		-1	65		54
5	4	4/4	1/2	2	1	1/8		1/8	1		2	62		55
5	4	4/4	5/8	2	1	1/8		1/8	1		-2	58		56
5	4	4/4	5/8	1	1	1/16		1/16	1		-1	77		46
5	4	4/4	11/16	1	1	1/16		1/16	1		4	76		47
5	4	4/4	3/4	2	1	1/8		1/8	1		2	62		57
5	4	4/4	3/4	1	1	1/16		1/16	1		1	79		48
5	4	4/4	13/16	1	1	1/16		1/16	1		-1	77		49
5	4	4/4	7/8	2	1	1/8		1/8	1		-1	65		58
5	4	4/4	7/8	1	1	1/16		1/16	1		-3	75		50
5	4	4/4	15/16	1	1	1/16		1/16	1		2	74		51
6	5	4/4	0	2	1	1/8		1/8	1		-3	63		65
6	5	4/4	0	1	1	1/8		1/8	1		2	74		59
6	5	4/4	1/8	2	1	1/8		1/8	1		1	67		66
6	5	4/4	1/8	1	1	1/4		1/4	1		0	72		60
6	5	4/4	1/4	2	1	1/8		1/8	1		2	62		67
6	5	4/4	3/8	2	1	1/8		1/8	1		-1	65		68
6	5	4/4	3/8	1	1	1/8		1/8	1		-2	70		61
6	5	4/4	1/2	2	1	1/8		1/8	1		-3	63		69
6	5	4/4	1/2	1	1	1/8		1/8	1		2	74		62
6	5	4/4	5/8	2	1	1/8		1/8	1		1	67		70
6	5	4/4	5/8	1	1	1/4		1/4	1		0	72		63
6	5	4/4	3/4	2	1	1/8		1/8	1		0	60		71
6	5	4/4	7/8	2	1	1/8		1/8	1		-3	63		72
6	5	4/4	7/8	1	1	1/8		1/8	1		3	69		64
7	6	4/4	0	2	1	1/4		1/4	1		2	62		89
7	6	4/4	0	2	1	1/4		1/4	1		-1	65		89
7	6	4/4	0	1	1	1/16		1/16	1		-2	70		73
7	6	4/4	1/16	1	1	1/16		1/16	1		0	72		74
7	6	4/4	1/8	1	1	1/16		1/16	1		-2	70		75
7	6	4/4	3/16	1	1	1/16		1/16	1		3	69		76
7	6	4/4	1/4	1	1	1/16		1/16	1		-2	70		77
7	6	4/4	5/16	1	1	1/16		1/16	1		0	72		78
7	6	4/4	3/8	1	1	1/16		1/16	1		2	74		79
7	6	4/4	7/16	1	1	1/16		1/16	1		-3	75		80
7	6	4/4	1/2	1	1	1/16		1/16	1		4	76		81
7	6	4/4	9/16	1	1	1/16		1/16	1		-1	77		82
7	6	4/4	5/8	1	1	1/16		1/16	1		4	76		83
7	6	4/4	11/16	1	1	1/16		1/16	1		-1	77		84
7	6	4/4	3/4	1	1	1/16		1/16	1		1	79		85
7	6	4/4	13/16	1	1	1/16		1/16	1		-1	77		86
7	6	4/4	7/8	1	1	1/16		1/16	1		-3	75		87
7	6	4/4	15/16	1	1	1/16		1/16	1		2	74		88
8	7	4/4	0	2	1	1/8		1/8	1		-3	63		98
8	7	4/4	0	1	1	1/8		1/8	1		2	74		90
8	7	4/4	1/8	2	1	1/8		1/8	1		1	67		99
8	7	4/4	1/8	1	1	1/8		1/8	1		0	72		91
8	7	4/4	1/4	2	1	1/8		1/8	1		2	62		100
8	7	4/4	1/4	1	1	1/8		1/8	1		0	72		92
8	7	4/4	3/8	2	1	1/8		1/8	1		-1	65		101
8	7	4/4	3/8	1	1	1/8		1/8	1		-2	70		93
8	7	4/4	1/2	2	1	1/8		1/8	1		-3	63		102
8	7	4/4	1/2	1	1	1/8		1/8	1		2	74		94
8	7	4/4	5/8	2	1	1/8		1/8	1		1	67		103
8	7	4/4	5/8	1	1	1/8		1/8	1		0	72		95
8	7	4/4	3/4	2	1	1/8		1/8	1		0	60		104
8	7	4/4	3/4	1	1	1/8		1/8	1		0	72		96
8	7	4/4	7/8	2	1	1/8		1/8	1		-3	63		105
8	7	4/4	7/8	1	1	1/8		1/8	1		3	69		97
9	8	4/4	0	2	1	1/4		1/4	1		2	62		119
9	8	4/4	0	2	1	1/4		1/4	1		-1	65		119
9	8	4/4	0	1	1	1/8		1/8	1		-2	70		106
9	8	4/4	1/8	1	1	1/16		1/16	1		0	72		107
9	8	4/4	3/16	1	1	1/16		1/16	1		2	74		108
9	8	4/4	1/4	1	1	1/16		1/16	1		-3	75		109
9	8	4/4	5/16	1	1	1/16		1/16	1		-1	77		110
9	8	4/4	3/8	1	1	1/16		1/16	1		1	79		111
9	8	4/4	7/16	1	1	1/16		1/16	1		3	81		112
9	8	4/4	1/2	1	1	1/16		1/16	1		-2	82		113
9	8	4/4	9/16	1	1	1/16		1/16	1		0	84		114
9	8	4/4	5/8	1	1	1/16		1/16	1		2	86		115
9	8	4/4	11/16	1	1	1/16		1/16	1		-3	87		116
9	8	4/4	3/4	1	1	1/8		1/8	1		-1	89		117
9	8	4/4	7/8	1	1	1/8		1/8	1		-1	89		118
10	9	4/4	0	2	1	1/4		1/4	1		3	57		128
10	9	4/4	0	1	2	1/2		1/2	1	1	-1	77		127
10	9	4/4	0	1	1	1/8		1/8	1		-1	89		120
10	9	4/4	1/8	1	1	1/4		1/4	1		-3	87		121
10	9	4/4	1/4	2	1	1/4		1/4	1		-2	58		129
10	9	4/4	3/8	1	1	1/8		1/8	1		2	86		122
10	9	4/4	1/2	2	1	1/4		1/4	1		-3	51		130
10	9	4/4	1/2	1	1	1/8		1/8	1	-1	-1	77		123
10	9	4/4	1/2	1	1	1/8		1/8	1		2	86		123
10	9	4/4	5/8	1	1	1/8		1/8	1		-3	75		124
10	9	4/4	5/8	1	1	1/8		1/8	1		0	84		124
10	9	4/4	3/4	2	1	1/4		1/4	1		-1	53		131
10	9	4/4	3/4	1	1	1/8		1/8	1		2	74		125
10	9	4/4	3/4	1	1	1/8		1/8	1		-2	82		125
10	9	4/4	7/8	1	1	1/8		1/8	1		0	72		126
10	9	4/4	7/8	1	1	1/8		1/8	1		3	81		126
11	10	4/4	0	1	1	1/4		1/4	1		2	74		132
11	10	4/4	0	1	1	1/4		1/4	1		-2	82		132
11	10	4/4	1/8	2	1	1/8		1/8	1		-2	46		138
11	10	4/4	1/4	2	1	1/8		1/8	1		2	50		139
11	10	4/4	1/4	1	1	1/4		1/4	1		-2	70		133
11	10	4/4	3/8	2	1	1/8		1/8	1		-1	53		140
11	10	4/4	1/2	2	1	1/4		1/4	1		-2	58		141
11	10	4/4	3/4	1	1	0	grace16	1/16	1		1	67		134
11	10	4/4	3/4	1	1	1/8		1/8	1		-1	65		135
11	10	4/4	7/8	1	1	1/16		1/16	1		-3	63		136
11	10	4/4	15/16	1	1	1/16		1/16	1		2	62		137
12	11	4/4	0	1	1	1/8		1/8	1		0	60		142
12	11	4/4	1/8	2	1	1/8		1/8	1		-2	46		148
12	11	4/4	1/8	1	1	1/8		1/8	1		-2	58		143
12	11	4/4	1/4	2	1	1/8		1/8	1		2	50		149
12	11	4/4	1/4	1	1	3/8		1/4	3/2		-2	58		144
12	11	4/4	3/8	2	1	1/8		1/8	1		-1	53		150
12	11	4/4	1/2	2	1	1/8		1/8	1		2	50		151
12	11	4/4	5/8	2	1	1/8		1/8	1		-2	46		152
12	11	4/4	5/8	1	1	1/8		1/8	1		-2	70		145
12	11	4/4	3/4	2	1	1/8		1/8	1		2	50		153
12	11	4/4	3/4	1	1	1/8		1/8	1		3	69		146
12	11	4/4	7/8	2	1	1/8		1/8	1		1	55		154
12	11	4/4	7/8	1	1	1/8		1/8	1		1	67		147
13	12	4/4	0	1	1	1/4		1/4	1		-1	65		155
13	12	4/4	1/8	2	1	1/8		1/8	1		0	48		165
13	12	4/4	1/4	2	1	1/8		1/8	1		1	55		166
13	12	4/4	1/4	1	1	1/4		1/4	1	1	4	64		156
13	12	4/4	3/8	2	1	1/8		1/8	1		-2	58		167
13	12	4/4	1/2	2	1	1/8		1/8	1		1	55		168
13	12	4/4	1/2	1	1	1/16		1/16	1	-1	4	64		157
13	12	4/4	9/16	1	1	1/16		1/16	1		1	67		158
13	12	4/4	5/8	2	1	1/8		1/8	1		0	48		169
13	12	4/4	5/8	1	1	1/16		1/16	1		-1	65		159
13	12	4/4	11/16	1	1	1/16		1/16	1		3	69		160
13	12	4/4	3/4	2	1	1/8		1/8	1		1	55		170
13	12	4/4	3/4	1	1	1/16		1/16	1		1	67		161
13	12	4/4	13/16	1	1	1/16		1/16	1		-2	70		162
13	12	4/4	7/8	2	1	1/8		1/8	1		-2	58		171
13	12	4/4	7/8	1	1	1/16		1/16	1		3	69		163
13	12	4/4	15/16	1	1	1/16		1/16	1		0	72		164
14	13	4/4	0	1	1	1/16		1/16	1		-2	70		172
14	13	4/4	1/16	1	1	1/16		1/16	1		1	67		173
14	13	4/4	1/8	2	1	1/8		1/8	1		4	52		188
14	13	4/4	1/8	1	1	1/16		1/16	1		4	76		174
14	13	4/4	3/16	1	1	1/16		1/16	1		0	72		175
14	13	4/4	1/4	2	1	1/8		1/8	1		1	55		189
14	13	4/4	1/4	1	1	1/16		1/16	1		1	79		176
14	13	4/4	5/16	1	1	1/16		1/16	1		4	76		177
14	13	4/4	3/8	2	1	1/8		1/8	1		0	60		190
14	13	4/4	3/8	1	1	1/16		1/16	1		-2	82		178
14	13	4/4	7/16	1	1	1/16		1/16	1		3	81		179
14	13	4/4	1/2	2	1	1/8		1/8	1		1	55		191
14	13	4/4	1/2	1	1	1/16		1/16	1		-2	82		180
14	13	4/4	9/16	1	1	1/16		1/16	1		3	81		181
14	13	4/4	5/8	2	1	1/8		1/8	1		4	52		192
14	13	4/4	5/8	1	1	1/16		1/16	1		1	79		182
14	13	4/4	11/16	1	1	1/16		1/16	1		-1	77		183
14	13	4/4	3/4	2	1	1/8		1/8	1		1	55		193
14	13	4/4	3/4	1	1	1/16		1/16	1		4	76		184
14	13	4/4	13/16	1	1	1/16		1/16	1		2	74		185
14	13	4/4	7/8	2	1	1/8		1/8	1		0	60		194
14	13	4/4	7/8	1	1	1/16		1/16	1		0	72		186
14	13	4/4	15/16	1	1	1/16		1/16	1		-2	70		187
15	14	4/4	0	1	1	1/16		1/16	1		-2	70		195
15	14	4/4	1/16	1	1	1/16		1/16	1		3	69		196
15	14	4/4	1/8	2	1	1/8		1/8	1		-1	53		204
15	14	4/4	1/8	1	1	1/16		1/16	1		2	74		197
15	14	4/4	3/16	1	1	1/16		1/16	1		0	72		198
15	14	4/4	1/4	2	1	1/8		1/8	1		3	57		205
15	14	4/4	1/4	1	1	1/4		1/4	1		0	72		199
15	14	4/4	3/8	2	1	1/8		1/8	1		0	60		206
15	14	4/4	1/2	2	1	1/8		1/8	1		3	57		207
15	14	4/4	5/8	2	1	1/8		1/8	1		-1	53		208
15	14	4/4	3/4	1	1	0	grace16	1/16	1		2	86		200
15	14	4/4	3/4	2	1	1/8		1/8	1		3	57		209
15	14	4/4	3/4	1	1	1/8		1/8	1		0	84		201
15	14	4/4	7/8	2	1	1/8		1/8	1		0	60		210
15	14	4/4	7/8	1	1	1/16		1/16	1		-2	82		202
15	14	4/4	15/16	1	1	1/16		1/16	1		3	81		203
16	15	4/4	0	2	1	1/8		1/8	1		-2	58		221
16	15	4/4	0	1	1	3/8		1/4	3/2		1	79		211
16	15	4/4	1/8	2	1	1/8		1/8	1		0	60		222
16	15	4/4	1/4	2	1	1/8		1/8	1		-2	58		223
16	15	4/4	3/8	2	1	1/8		1/8	1		0	60		224
16	15	4/4	3/8	1	1	1/8		1/8	1		4	76		212
16	15	4/4	1/2	2	1	1/8		1/8	1		3	57		225
16	15	4/4	1/2	1	1	1/16		1/16	1		-1	77		213
16	15	4/4	9/16	1	1	1/16		1/16	1		0	84		214
16	15	4/4	5/8	2	1	1/8		1/8	1		0	60		226
16	15	4/4	5/8	1	1	1/16		1/16	1		5	83		215
16	15	4/4	11/16	1	1	1/16		1/16	1		0	84		216
16	15	4/4	3/4	1	1	0	grace16	1/16	1		2	86		217
16	15	4/4	3/4	2	1	1/8		1/8	1		3	57		227
16	15	4/4	3/4	1	1	1/8		1/8	1		0	84		218
16	15	4/4	7/8	2	1	1/8		1/8	1		0	60		228
16	15	4/4	7/8	1	1	1/16		1/16	1		-2	82		219
16	15	4/4	15/16	1	1	1/16		1/16	1		3	81		220
17	16	4/4	0	2	1	1/8		1/8	1		-2	58		240
17	16	4/4	0	1	1	1/8		1/8	1		1	79		229
17	16	4/4	1/8	2	1	1/8		1/8	1		0	60		241
17	16	4/4	1/8	1	1	1/4		1/4	1		1	79		230
17	16	4/4	1/4	2	1	1/8		1/8	1		-2	58		242
17	16	4/4	3/8	2	1	1/8		1/8	1		0	60		243
17	16	4/4	3/8	1	1	1/8		1/8	1		4	76		231
17	16	4/4	1/2	2	1	1/8		1/8	1		3	57		244
17	16	4/4	1/2	1	1	1/16		1/16	1		-1	77		232
17	16	4/4	9/16	1	1	1/16		1/16	1		0	84		233
17	16	4/4	5/8	2	1	1/8		1/8	1		0	60		245
17	16	4/4	5/8	1	1	1/16		1/16	1		5	83		234
17	16	4/4	11/16	1	1	1/16		1/16	1		0	84		235
17	16	4/4	3/4	1	1	0	grace16	1/16	1		2	86		236
17	16	4/4	3/4	2	1	1/8		1/8	1		3	57		246
17	16	4/4	3/4	1	1	1/8		1/8	1		0	84		237
17	16	4/4	7/8	2	1	1/8		1/8	1		0	60		247
17	16	4/4	7/8	1	1	1/16		1/16	1		-2	82		238
17	16	4/4	15/16	1	1	1/16		1/16	1		3	81		239
18	17	4/4	0	2	1	1/8		1/8	1		-2	58		254
18	17	4/4	0	1	1	1/8		1/8	1		3	81		248
18	17	4/4	1/8	2	1	1/8		1/8	1		2	62		255
18	17	4/4	1/8	1	1	1/8		1/8	1		1	79		249
18	17	4/4	1/4	2	1	1/8		1/8	1		-2	58		256
18	17	4/4	3/8	2	1	1/8		1/8	1		2	62		257
18	17	4/4	3/8	1	1	1/8		1/8	1		1	79		250
18	17	4/4	1/2	2	1	1/8		1/8	1		5	59		258
18	17	4/4	1/2	1	1	1/8		1/8	1		1	79		251
18	17	4/4	5/8	2	1	1/8		1/8	1		2	62		259
18	17	4/4	5/8	1	1	1/8		1/8	1		-1	77		252
18	17	4/4	3/4	2	1	1/8		1/8	1		5	59		260
18	17	4/4	7/8	2	1	1/8		1/8	1		2	62		261
18	17	4/4	7/8	1	1	1/8		1/8	1		-1	77		253
19	18	4/4	0	2	1	1/4		1/4	1		0	60		278
19	18	4/4	0	1	1	1/16		1/16	1		4	76		262
19	18	4/4	1/16	1	1	1/16		1/16	1		-1	77		263
19	18	4/4	1/8	1	1	1/16		1/16	1		4	76		264
19	18	4/4	3/16	1	1	1/16		1/16	1		0	72		265
19	18	4/4	1/4	2	1	1/4		1/4	1		2	62		279
19	18	4/4	1/4	1	1	1/16		1/16	1		-1	77		266
19	18	4/4	5/16	1	1	1/16		1/16	1		1	79		267
19	18	4/4	3/8	1	1	1/16		1/16	1		-1	77		268
19	18	4/4	7/16	1	1	1/16		1/16	1		0	72		269
19	18	4/4	1/2	2	1	1/4		1/4	1		4	64		280
19	18	4/4	1/2	1	1	1/16		1/16	1		1	79		270
19	18	4/4	9/16	1	1	1/16		1/16	1		3	81		271
19	18	4/4	5/8	1	1	1/16		1/16	1		1	79		272
19	18	4/4	11/16	1	1	1/16		1/16	1		0	72		273
19	18	4/4	3/4	2	1	1/4		1/4	1		-1	65		281
19	18	4/4	3/4	1	1	1/16		1/16	1		3	81		274
19	18	4/4	13/16	1	1	1/16		1/16	1		-2	82		275
19	18	4/4	7/8	1	1	1/16		1/16	1		3	81		276
19	18	4/4	15/16	1	1	1/16		1/16	1		0	72		277
20	19	4/4	0	2	1	1/8		1/8	1		1	67		289
20	19	4/4	0	1	1	1/8		1/8	1		-2	82		282
20	19	4/4	1/8	2	1	1/8		1/8	1		0	72		290
20	19	4/4	1/8	1	1	1/8		1/8	1		-2	82		283
20	19	4/4	1/4	2	1	1/8		1/8	1		4	64		291
20	19	4/4	3/8	2	1	1/8		1/8	1		0	72		292
20	19	4/4	3/8	1	1	1/8		1/8	1		1	79		284
20	19	4/4	1/2	2	1	1/8		1/8	1		-1	65		293
20	19	4/4	1/2	1	1	1/8		1/8	1		-2	82		285
20	19	4/4	5/8	2	1	1/8		1/8	1		0	72		294
20	19	4/4	5/8	1	1	1/8		1/8	1		3	81		286
20	19	4/4	3/4	2	1	1/8		1/8	1		2	62		295
20	19	4/4	3/4	1	1	1/8		1/8	1		1	79		287
20	19	4/4	7/8	2	1	1/8		1/8	1		0	72		296
20	19	4/4	7/8	1	1	1/8		1/8	1		-1	77		288
21	20	4/4	0	2	1	1/4		1/4	1		0	60		313
21	20	4/4	0	1	1	1/16		1/16	1		4	76		297
21	20	4/4	1/16	1	1	1/16		1/16	1		0	72		298
21	20	4/4	1/8	1	1	1/16		1/16	1		5	83		299
21	20	4/4	3/16	1	1	1/16		1/16	1		0	84		300
21	20	4/4	1/4	2	1	1/4		1/4	1		2	62		314
21	20	4/4	1/4	1	1	1/16		1/16	1		-1	77		301
21	20	4/4	5/16	1	1	1/16		1/16	1		0	72		302
21	20	4/4	3/8	1	1	1/16		1/16	1		5	83		303
21	20	4/4	7/16	1	1	1/16		1/16	1		0	84		304
21	20	4/4	1/2	2	1	1/4		1/4	1		4	64		315
21	20	4/4	1/2	1	1	1/16		1/16	1		1	79		305
21	20	4/4	9/16	1	1	1/16		1/16	1		0	72		306
21	20	4/4	5/8	1	1	1/16		1/16	1		5	83		307
21	20	4/4	11/16	1	1	1/16		1/16	1		0	84		308
21	20	4/4	3/4	2	1	1/4		1/4	1		-1	65		316
21	20	4/4	3/4	1	1	1/16		1/16	1		3	81		309
21	20	4/4	13/16	1	1	1/16		1/16	1		0	72		310
21	20	4/4	7/8	1	1	1/16		1/16	1		5	83		311
21	20	4/4	15/16	1	1	1/16		1/16	1		0	84		312
22	21	4/4	0	2	1	1/16		1/16	1		1	67		324
22	21	4/4	0	1	1	1/8		1/8	1		-2	82		317
22	21	4/4	1/16	2	1	1/16		1/16	1		0	72		325
22	21	4/4	1/8	2	1	1/16		1/16	1		5	71		326
22	21	4/4	1/8	1	1	1/8		1/8	1		-2	82		318
22	21	4/4	3/16	2	1	1/16		1/16	1		0	72		327
22	21	4/4	1/4	2	1	1/16		1/16	1		4	64		328
22	21	4/4	5/16	2	1	1/16		1/16	1		0	72		329
22	21	4/4	3/8	2	1	1/16		1/16	1		5	71		330
22	21	4/4	3/8	1	1	1/8		1/8	1		1	79		319
22	21	4/4	7/16	2	1	1/16		1/16	1		0	72		331
22	21	4/4	1/2	2	1	1/16		1/16	1		-1	65		332
22	21	4/4	1/2	1	1	1/8		1/8	1		-2	82		320
22	21	4/4	9/16	2	1	1/16		1/16	1		0	72		333
22	21	4/4	5/8	2	1	1/16		1/16	1		5	71		334
22	21	4/4	5/8	1	1	1/8		1/8	1		3	81		321
22	21	4/4	11/16	2	1	1/16		1/16	1		0	72		335
22	21	4/4	3/4	2	1	1/16		1/16	1		2	62		336
22	21	4/4	3/4	1	1	1/8		1/8	1		1	79		322
22	21	4/4	13/16	2	1	1/16		1/16	1		5	71		337
22	21	4/4	7/8	2	1	1/16		1/16	1		3	69		338
22	21	4/4	7/8	1	1	1/8		1/8	1		-1	77		323
22	21	4/4	15/16	2	1	1/16		1/16	1		5	71		339
23	22	4/4	0	2	1	1/4		1/4	1		0	60		348
23	22	4/4	0	2	1	1/4		1/4	1		0	72		348
23	22	4/4	0	1	1	1/16		1/16	1		4	76		340
23	22	4/4	1/16	1	1	1/16		1/16	1		0	84		341
23	22	4/4	1/8	1	1	1/16		1/16	1		1	79		342
23	22	4/4	3/16	1	1	1/16		1/16	1		4	76		343
23	22	4/4	1/4	1	1	1/16		1/16	1		0	72		344
23	22	4/4	5/16	1	1	1/16		1/16	1		1	67		345
23	22	4/4	3/8	1	1	1/16		1/16	1		4	64		346
23	22	4/4	7/16	1	1	1/16		1/16	1		0	60		347
23	22	4/4	1/2	2	1	1/4		1/4	1		0	36		349
23	22	4/4	1/2	2	1	1/4		1/4	1		0	48		349
24	23	4/4	0	2	1	1/2		1/2	1		-1	41		357
24	23	4/4	0	2	1	1/2		1/2	1		-1	53		357
24	23	4/4	0	1	1	3/8		1/4	3/2		0	60		350
24	23	4/4	0	1	1	3/8		1/4	3/2		-1	65		350
24	23	4/4	0	1	1	3/8		1/4	3/2		3	69		350
24	23	4/4	0	1	1	3/8		1/4	3/2		0	72		350
24	23	4/4	3/8	1	1	1/16		1/16	1		2	74		351
24	23	4/4	7/16	1	1	1/16		1/16	1		0	72		352
24	23	4/4	1/2	1	1	1/8		1/8	1		-2	70		353
24	23	4/4	5/8	1	1	1/8		1/8	1		3	69		354
24	23	4/4	3/4	1	1	1/8		1/8	1		1	67		355
24	23	4/4	7/8	1	1	1/8		1/8	1		-1	65		356
25	24	4/4	0	1	1	1/8		1/8	1		-1	65		358
25	24	4/4	1/8	1	1	1/8		1/8	1		2	74		359
25	24	4/4	1/4	2	1	1/2		1/2	1		-2	46		364
25	24	4/4	1/4	2	1	1/2		1/2	1		-2	58		364
25	24	4/4	1/4	1	1	3/8		1/4	3/2		-1	65		360
25	24	4/4	1/4	1	1	3/8		1/4	3/2		2	74		360
25	24	4/4	5/8	1	1	1/8		1/8	1		0	72		361
25	24	4/4	3/4	2	1	1/4		1/4	1		3	57		365
25	24	4/4	3/4	1	1	1/8		1/8	1		4	76		362
25	24	4/4	7/8	1	1	1/8		1/8	1		-1	77		363
26	25	4/4	0	2	1	1/4		1/4	1		5	59		372
26	25	4/4	0	2	1	1/4		1/4	1		2	62		372
26	25	4/4	0	1	1	1/8		1/8	1		-1	77		366
26	25	4/4	1/8	1	1	1/4		1/4	1		1	67		367
26	25	4/4	1/4	2	1	1/4		1/4	1		0	60		373
26	25	4/4	3/8	1	1	1/8		1/8	1		3	69		368
26	25	4/4	1/2	2	1	1/4		1/4	1		5	59		374
26	25	4/4	1/2	2	1	1/4		1/4	1		2	62		374
26	25	4/4	1/2	1	1	1/8		1/8	1		-1	77		369
26	25	4/4	5/8	1	1	1/4		1/4	1		1	67		370
26	25	4/4	3/4	2	1	1/4		1/4	1		0	60		375
26	25	4/4	7/8	1	1	1/8		1/8	1		3	69		371
27	26	4/4	0	2	1	1/4		1/4	1		2	62		384
27	26	4/4	0	1	1	1/4		1/4	1		0	72		376
27	26	4/4	1/4	2	1	1/4		1/4	1		4	64		385
27	26	4/4	1/4	1	1	3/16		1/8	3/2		-2	70		377
27	26	4/4	7/16	1	1	1/32		1/32	1		3	69		378
27	26	4/4	15/32	1	1	1/32		1/32	1		-2	70		379
27	26	4/4	1/2	2	1	1/4		1/4	1		-1	65		386
27	26	4/4	1/2	1	1	1/8		1/8	1		3	69		380
27	26	4/4	5/8	1	1	1/8		1/8	1		3	69		381
27	26	4/4	3/4	1	1	1/8		1/8	1		-2	70		382
27	26	4/4	7/8	1	1	1/8		1/8	1		0	72		383
28	27	4/4	0	1	1	0	appoggiatura	1/8	1		7	73		387
28	27	4/4	0	1	1	3/8		1/4	3/2		2	74		388
28	27	4/4	1/8	2	1	1/8		1/8	1		-2	46		395
28	27	4/4	1/4	2	1	1/8		1/8	1		2	50		396
28	27	4/4	3/8	2	1	1/8		1/8	1		1	55		397
28	27	4/4	3/8	1	1	1/16		1/16	1		0	72		389
28	27	4/4	7/16	1	1	1/16		1/16	1		-2	70		390
28	27	4/4	1/2	2	1	1/4		1/4	1		-2	58		398
28	27	4/4	1/2	1	1	1/8		1/8	1		3	69		391
28	27	4/4	5/8	1	1	1/8		1/8	1		1	67		392
28	27	4/4	3/4	1	1	1/8		1/8	1		3	69		393
28	27	4/4	7/8	1	1	1/8		1/8	1		-2	70		394
29	28	4/4	0	1	1	0	appoggiatura	1/8	1		2	74		399
29	28	4/4	0	1	1	3/8		1/4	3/2		0	72		400
29	28	4/4	1/8	2	1	1/8		1/8	1		3	45		407
29	28	4/4	1/4	2	1	1/8		1/8	1		0	48		408
29	28	4/4	3/8	2	1	1/8		1/8	1		-1	53		409
29	28	4/4	3/8	1	1	1/16		1/16	1		-2	70		401
29	28	4/4	7/16	1	1	1/16		1/16	1		3	69		402
29	28	4/4	1/2	2	1	1/4		1/4	1		3	57		410
29	28	4/4	1/2	1	1	1/8		1/8	1		1	67		403
29	28	4/4	5/8	1	1	1/8		1/8	1		-1	65		404
29	28	4/4	3/4	1	1	1/8		1/8	1		1	67		405
29	28	4/4	7/8	1	1	1/8		1/8	1		3	69		406
30	29	4/4	0	2	1	1/4		1/4	1		1	55		417
