mc	mn	timesig	onset	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	1	4/4	0	1	1	0	grace32	1/32	1		0	60		0
1	1	4/4	0	1	1	0	grace32	1/32	1		4	64		1
1	1	4/4	0	1	1	0	grace32	1/32	1		1	67		2
1	1	4/4	0	2	1	1/2		1/2	1		0	48		5
1	1	4/4	0	1	1	1/2		1/2	1		0	72		3
1	1	4/4	1/2	2	1	1/2		1/2	1		1	43		6
1	1	4/4	1/2	1	1	1/2		1/2	1		1	67		4
2	2	4/4	0	2	1	3/8		1/4	3/2		4	52		11
2	2	4/4	0	1	1	3/8		1/4	3/2		4	76		7
2	2	4/4	3/8	2	1	1/16		1/16	1		-1	53		12
2	2	4/4	3/8	1	1	1/16		1/16	1		-1	77		8
2	2	4/4	7/16	2	1	1/16		1/16	1		2	50		13
2	2	4/4	7/16	1	1	1/16		1/16	1		2	74		9
2	2	4/4	1/2	2	1	1/4		1/4	1		0	48		14
2	2	4/4	1/2	1	1	1/4		1/4	1		0	72		10
3	3	4/4	0	2	1	1/8		1/8	1		4	64		18
3	3	4/4	0	1	1	1/4		1/4	1		1	79		15
3	3	4/4	1/8	2	1	1/8		1/8	1		1	67		19
3	3	4/4	1/4	2	1	1/8		1/8	1		4	64		20
3	3	4/4	1/4	1	1	1/4		1/4	1		1	79		16
3	3	4/4	3/8	2	1	1/8		1/8	1		1	67		21
3	3	4/4	1/2	2	1	1/8		1/8	1		7	61		22
3	3	4/4	5/8	2	1	1/8		1/8	1		1	67		23
3	3	4/4	3/4	2	1	1/8		1/8	1		7	61		24
3	3	4/4	3/4	1	1	1/4		1/4	1		3	81		17
3	3	4/4	7/8	2	1	1/8		1/8	1		1	67		25
4	4	4/4	0	1	1	0	grace16	1/16	1		1	79		26
4	4	4/4	0	2	1	1/8		1/8	1		2	62		30
4	4	4/4	0	1	1	1/4		1/4	1		-1	77		27
4	4	4/4	1/8	2	1	1/8		1/8	1		1	67		31
4	4	4/4	1/4	2	1	1/8		1/8	1		2	62		32
4	4	4/4	1/4	1	1	1/4		1/4	1		-1	77		28
4	4	4/4	3/8	2	1	1/8		1/8	1		1	67		33
4	4	4/4	1/2	2	1	1/8		1/8	1		5	59		34
4	4	4/4	5/8	2	1	1/8		1/8	1		1	67		35
4	4	4/4	3/4	2	1	1/8		1/8	1		5	59		36
4	4	4/4	3/4	1	1	1/4		1/4	1		1	79		29
4	4	4/4	7/8	2	1	1/8		1/8	1		1	67		37
5	5	4/4	0	1	1	0	grace16	1/16	1		-1	77		38
5	5	4/4	0	2	1	1/8		1/8	1		0	60		43
5	5	4/4	0	1	1	1/4		1/4	1		4	76		39
5	5	4/4	1/8	2	1	1/8		1/8	1		1	67		44
5	5	4/4	1/4	2	1	1/8		1/8	1		0	60		45
5	5	4/4	1/4	1	1	1/4		1/4	1		4	76		40
5	5	4/4	3/8	2	1	1/8		1/8	1		1	67		46
5	5	4/4	1/2	2	1	1/8		1/8	1		4	64		47
5	5	4/4	5/8	2	1	1/8		1/8	1		1	67		48
5	5	4/4	3/4	2	1	1/8		1/8	1		4	64		49
5	5	4/4	3/4	1	1	1/8		1/8	1		1	79		41
5	5	4/4	7/8	2	1	1/8		1/8	1		1	67		50
5	5	4/4	7/8	1	1	1/8		1/8	1		4	76		42
6	6	4/4	0	2	1	1		1	1		-1	65		59
6	6	4/4	0	2	1	1		1	1		3	69		59
6	6	4/4	0	1	1	1/8		1/8	1		7	73		51
6	6	4/4	1/8	1	1	1/8		1/8	1		2	74		52
6	6	4/4	1/4	1	1	1/8		1/8	1		-1	77		53
6	6	4/4	3/8	1	1	1/8		1/8	1		4	76		54
6	6	4/4	1/2	1	1	1/8		1/8	1		7	73		55
6	6	4/4	5/8	1	1	1/8		1/8	1		2	74		56
6	6	4/4	3/4	1	1	1/8		1/8	1		-1	77		57
6	6	4/4	7/8	1	1	1/8		1/8	1		4	76		58
7	7	4/4	0	1	1	1/8		1/8	1		7	73		60
7	7	4/4	1/8	1	1	1/8		1/8	1		2	74		61
7	7	4/4	1/4	2	1	1/4		1/4	1		-1	53		68
7	7	4/4	1/4	2	1	1/4		1/4	1		3	57		68
7	7	4/4	1/4	2	1	1/4		1/4	1		2	62		68
7	7	4/4	1/4	1	1	1/8		1/8	1		-1	77		62
7	7	4/4	3/8	1	1	1/8		1/8	1		3	81		63
7	7	4/4	1/2	2	1	1/4		1/4	1		1	55		69
7	7	4/4	1/2	2	1	1/4		1/4	1		0	60		69
7	7	4/4	1/2	2	1	1/4		1/4	1		4	64		69
7	7	4/4	1/2	1	1	1/8		1/8	1		1	79		64
7	7	4/4	5/8	1	1	1/8		1/8	1		4	76		65
7	7	4/4	3/4	2	1	1/4		1/4	1		1	55		70
7	7	4/4	3/4	2	1	1/4		1/4	1		5	59		70
7	7	4/4	3/4	2	1	1/4		1/4	1		2	62		70
7	7	4/4	3/4	1	1	1/8		1/8	1		-1	77		66
7	7	4/4	7/8	1	1	1/8		1/8	1		2	74		67
8	8	4/4	0	1	1	0	grace32	1/32	1		0	60		71
8	8	4/4	0	1	1	0	grace32	1/32	1		4	64		72
8	8	4/4	0	1	1	0	grace32	1/32	1		1	67		73
8	8	4/4	0	2	1	1/2		1/2	1		0	36		76
8	8	4/4	0	2	1	1/2		1/2	1		0	48		76
8	8	4/4	0	1	1	1/2		1/2	1		0	72		74
8	8	4/4	1/2	2	1	1/2		1/2	1		1	43		77
8	8	4/4	1/2	1	1	1/2		1/2	1		1	67		75
9	9	4/4	0	2	1	3/8		1/4	3/2		4	52		82
9	9	4/4	0	1	1	3/8		1/4	3/2		4	76		78
9	9	4/4	3/8	2	1	1/16		1/16	1		-1	53		83
9	9	4/4	3/8	1	1	1/16		1/16	1		-1	77		79
9	9	4/4	7/16	2	1	1/16		1/16	1		2	50		84
9	9	4/4	7/16	1	1	1/16		1/16	1		2	74		80
9	9	4/4	1/2	2	1	1/4		1/4	1		0	48		85
9	9	4/4	1/2	1	1	1/4		1/4	1		0	72		81
10	10	4/4	0	2	1	1/8		1/8	1		4	64		89
10	10	4/4	0	1	1	1/4		1/4	1		1	79		86
10	10	4/4	1/8	2	1	1/8		1/8	1		1	67		90
10	10	4/4	1/4	2	1	1/8		1/8	1		4	64		91
10	10	4/4	1/4	1	1	1/4		1/4	1		1	79		87
10	10	4/4	3/8	2	1	1/8		1/8	1		1	67		92
10	10	4/4	1/2	2	1	1/8		1/8	1		7	61		93
10	10	4/4	5/8	2	1	1/8		1/8	1		1	67		94
10	10	4/4	3/4	2	1	1/8		1/8	1		7	61		95
10	10	4/4	3/4	1	1	1/4		1/4	1		3	81		88
10	10	4/4	7/8	2	1	1/8		1/8	1		1	67		96
11	11	4/4	0	1	1	0	grace16	1/16	1		1	79		97
11	11	4/4	0	2	1	1/8		1/8	1		2	62		103
11	11	4/4	0	1	1	1/4		1/4	1		-1	77		98
11	11	4/4	1/8	2	1	1/8		1/8	1		1	67		104
11	11	4/4	1/4	2	1	1/8		1/8	1		2	62		105
11	11	4/4	1/4	1	1	1/4		1/4	1		-1	77		99
11	11	4/4	3/8	2	1	1/8		1/8	1		1	67		106
11	11	4/4	1/2	2	1	1/8		1/8	1		5	59		107
11	11	4/4	5/8	2	1	1/8		1/8	1		1	67		108
11	11	4/4	5/8	1	1	1/8		1/8	1		6	78		100
11	11	4/4	3/4	2	1	1/8		1/8	1		5	59		109
11	11	4/4	3/4	1	1	1/8		1/8	1		3	81		101
11	11	4/4	7/8	2	1	1/8		1/8	1		1	67		110
11	11	4/4	7/8	1	1	1/8		1/8	1		1	79		102
12	12	4/4	0	1	1	0	grace16	1/16	1		-1	77		111
12	12	4/4	0	2	1	1/8		1/8	1		0	60		117
12	12	4/4	0	1	1	1/4		1/4	1		4	76		112
12	12	4/4	1/8	2	1	1/8		1/8	1		1	67		118
12	12	4/4	1/4	2	1	1/8		1/8	1		0	60		119
12	12	4/4	1/4	1	1	1/4		1/4	1		4	76		113
12	12	4/4	3/8	2	1	1/8		1/8	1		1	67		120
12	12	4/4	1/2	2	1	1/8		1/8	1		4	64		121
12	12	4/4	5/8	2	1	1/8		1/8	1		1	67		122
12	12	4/4	5/8	1	1	1/8		1/8	1		4	76		114
