mc	mn	timesig	onset	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	0	2/4	0	1	1	0	grace16	1/16	1		5	71		0
1	0	2/4	0	1	1	1/8		1/8	1		3	69		1
1	0	2/4	1/8	1	1	1/16		1/16	1		8	68		2
1	0	2/4	3/16	1	1	1/16		1/16	1		3	69		3
2	1	2/4	0	2	1	1/8		1/8	1		3	57		9
2	1	2/4	0	1	1	1/8		1/8	1		0	72		4
2	1	2/4	1/8	2	1	1/8		1/8	1		0	60		10
2	1	2/4	1/8	2	1	1/8		1/8	1		4	64		10
2	1	2/4	1/4	1	1	0	grace16	1/16	1		2	74		5
2	1	2/4	1/4	2	1	1/8		1/8	1		0	60		11
2	1	2/4	1/4	2	1	1/8		1/8	1		4	64		11
2	1	2/4	1/4	1	1	1/8		1/8	1		0	72		6
2	1	2/4	3/8	2	1	1/8		1/8	1		0	60		12
2	1	2/4	3/8	2	1	1/8		1/8	1		4	64		12
2	1	2/4	3/8	1	1	1/16		1/16	1		5	71		7
2	1	2/4	7/16	1	1	1/16		1/16	1		0	72		8
3	2	2/4	0	2	1	1/8		1/8	1		3	57		18
3	2	2/4	0	1	1	1/8		1/8	1		4	76		13
3	2	2/4	1/8	2	1	1/8		1/8	1		0	60		19
3	2	2/4	1/8	2	1	1/8		1/8	1		4	64		19
3	2	2/4	1/4	1	1	0	grace16	1/16	1		-1	77		14
3	2	2/4	1/4	2	1	1/8		1/8	1		0	60		20
3	2	2/4	1/4	2	1	1/8		1/8	1		4	64		20
3	2	2/4	1/4	1	1	1/8		1/8	1		4	76		15
3	2	2/4	3/8	2	1	1/8		1/8	1		0	60		21
3	2	2/4	3/8	2	1	1/8		1/8	1		4	64		21
3	2	2/4	3/8	1	1	1/16		1/16	1		9	75		16
3	2	2/4	7/16	1	1	1/16		1/16	1		4	76		17
4	3	2/4	0	1	1	0	grace16	1/16	1		5	83		22
4	3	2/4	0	2	1	1/8		1/8	1		3	57		30
4	3	2/4	0	1	1	1/8		1/8	1		3	81		23
4	3	2/4	1/8	2	1	1/8		1/8	1		0	60		31
4	3	2/4	1/8	2	1	1/8		1/8	1		4	64		31
4	3	2/4	1/8	1	1	1/16		1/16	1		8	80		24
4	3	2/4	3/16	1	1	1/16		1/16	1		3	81		25
4	3	2/4	1/4	1	1	0	grace16	1/16	1		5	83		26
4	3	2/4	1/4	2	1	1/8		1/8	1		3	57		32
4	3	2/4	1/4	1	1	1/8		1/8	1		3	81		27
4	3	2/4	3/8	2	1	1/8		1/8	1		0	60		33
4	3	2/4	3/8	2	1	1/8		1/8	1		4	64		33
4	3	2/4	3/8	1	1	1/16		1/16	1		8	80		28
