mc	mn	timesig	onset	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	0	6/8	0	1	1	0	grace16	1/16	1		3	69		0
1	0	6/8	0	1	1	1/4		1/4	1		3	81		1
1	0	6/8	1/4	1	1	1/8		1/8	1		6	78		2
2	1	6/8	0	1	1	0	grace16	1/16	1		4	76		3
2	1	6/8	0	2	1	3/8		1/4	3/2		2	62		11
2	1	6/8	0	2	1	3/8		1/4	3/2		6	66		11
2	1	6/8	0	1	1	1/8		1/8	1		2	74		4
2	1	6/8	1/8	1	1	1/8		1/8	1		7	73		5
2	1	6/8	1/4	1	1	1/8		1/8	1		2	74		6
2	1	6/8	3/8	1	1	0	grace16	1/16	1		4	76		7
2	1	6/8	3/8	2	1	3/8		1/4	3/2		5	59		12
2	1	6/8	3/8	2	1	3/8		1/4	3/2		8	68		12
2	1	6/8	3/8	1	1	1/8		1/8	1		2	74		8
2	1	6/8	1/2	1	1	1/8		1/8	1		7	73		9
2	1	6/8	5/8	1	1	1/8		1/8	1		2	74		10
3	2	6/8	0	2	1	3/8		1/4	3/2		3	57		18
3	2	6/8	0	2	1	3/8		1/4	3/2		3	69		18
3	2	6/8	0	1	1	1/4		1/4	1		2	74		13
3	2	6/8	0	1	1	1/4		1/4	1		6	78		13
3	2	6/8	1/4	1	1	0	grace16after	1/16	1		1	67		14
3	2	6/8	1/4	1	1	1/8		1/8	1		7	73		15
3	2	6/8	1/4	1	1	1/8		1/8	1		4	76		15
3	2	6/8	3/8	1	1	1/4		1/4	1		1	79		16
3	2	6/8	5/8	1	1	1/8		1/8	1		4	76		17
4	3	6/8	0	1	1	0	grace16	1/16	1		2	74		19
4	3	6/8	0	2	1	3/8		1/4	3/2		3	57		26
4	3	6/8	0	2	1	3/8		1/4	3/2		4	64		26
4	3	6/8	0	1	1	1/8		1/8	1		7	73		20
4	3	6/8	1/8	1	1	1/8		1/8	1		5	71		21
4	3	6/8	1/4	1	1	1/8		1/8	1		7	73		22
4	3	6/8	3/8	2	1	3/8		1/4	3/2		7	61		27
4	3	6/8	3/8	2	1	3/8		1/4	3/2		4	64		27
4	3	6/8	3/8	1	1	1/8		1/8	1		3	69		23
4	3	6/8	1/2	1	1	1/8		1/8	1		4	76		24
4	3	6/8	5/8	1	1	1/8		1/8	1		3	81		25
5	4	6/8	0	2	1	3/8		1/4	3/2		2	62		33
5	4	6/8	0	2	1	3/8		1/4	3/2		3	69		33
5	4	6/8	0	1	1	1/4		1/4	1		4	76		28
5	4	6/8	0	1	1	1/4		1/4	1		1	79		28
5	4	6/8	1/4	1	1	1/8		1/8	1		2	74		29
5	4	6/8	1/4	1	1	1/8		1/8	1		6	78		29
5	4	6/8	3/8	1	1	0	grace16	1/16	1		2	74		30
5	4	6/8	3/8	2	1	1/8		1/8	1		2	50		34
5	4	6/8	3/8	1	1	1/4		1/4	1		6	78		31
5	4	6/8	1/2	2	1	1/8		1/8	1		2	62		35
5	4	6/8	5/8	2	1	1/8		1/8	1		4	64		36
5	4	6/8	5/8	1	1	1/8		1/8	1		1	79		32
6	5	6/8	0	1	1	0	grace16	1/16	1		5	83		37
6	5	6/8	0	2	1	1/8		1/8	1		6	66		46
6	5	6/8	0	1	1	1/8		1/8	1		3	81		38
6	5	6/8	1/8	1	1	1/16		1/16	1		1	79		39
6	5	6/8	3/16	1	1	1/16		1/16	1		6	78		40
6	5	6/8	1/4	1	1	1/16		1/16	1		4	76		41
6	5	6/8	5/16	1	1	1/16		1/16	1		2	74		42
6	5	6/8	3/8	1	1	0	grace16	1/16	1		2	74		43
6	5	6/8	3/8	2	1	1/8		1/8	1		2	50		47
6	5	6/8	3/8	1	1	1/4		1/4	1		6	78		44
6	5	6/8	1/2	2	1	1/8		1/8	1		2	62		48
6	5	6/8	5/8	2	1	1/8		1/8	1		4	64		49
